T_VTI_(K)	T_sample_(K)	I_s	V_nv	R_nv
1.69748E+2	1.79123E+2	9.99987E-5	2.45213E-2	2.45216E+2
1.69581E+2	1.78951E+2	9.99987E-5	2.45079E-2	2.45082E+2
1.69414E+2	1.78775E+2	9.99987E-5	2.44938E-2	2.44941E+2
1.69245E+2	1.78595E+2	9.99987E-5	2.44838E-2	2.44841E+2
1.69078E+2	1.78417E+2	9.99986E-5	2.44754E-2	2.44758E+2
1.68909E+2	1.78242E+2	9.99986E-5	2.44622E-2	2.44625E+2
1.68740E+2	1.78065E+2	9.99986E-5	2.44483E-2	2.44487E+2
1.68571E+2	1.77886E+2	9.99986E-5	2.44392E-2	2.44395E+2
1.68403E+2	1.77709E+2	9.99986E-5	2.44303E-2	2.44306E+2
1.68235E+2	1.77535E+2	9.99986E-5	2.44157E-2	2.44160E+2
1.68066E+2	1.77359E+2	9.99986E-5	2.43997E-2	2.44000E+2
1.67897E+2	1.77176E+2	9.99986E-5	2.43906E-2	2.43910E+2
1.67727E+2	1.76994E+2	9.99986E-5	2.43820E-2	2.43823E+2
1.67558E+2	1.76818E+2	9.99987E-5	2.43713E-2	2.43716E+2
1.67389E+2	1.76643E+2	9.99986E-5	2.43567E-2	2.43571E+2
1.67218E+2	1.76466E+2	9.99986E-5	2.43426E-2	2.43429E+2
1.67048E+2	1.76287E+2	9.99986E-5	2.43333E-2	2.43336E+2
1.66881E+2	1.76113E+2	9.99986E-5	2.43241E-2	2.43245E+2
1.66717E+2	1.75941E+2	9.99986E-5	2.43109E-2	2.43113E+2
1.66551E+2	1.75767E+2	9.99986E-5	2.42973E-2	2.42977E+2
1.66384E+2	1.75591E+2	9.99986E-5	2.42879E-2	2.42882E+2
1.66218E+2	1.75415E+2	9.99986E-5	2.42780E-2	2.42784E+2
1.66052E+2	1.75243E+2	9.99985E-5	2.42624E-2	2.42628E+2
1.65885E+2	1.75068E+2	9.99986E-5	2.42482E-2	2.42485E+2
1.65718E+2	1.74889E+2	9.99987E-5	2.42406E-2	2.42409E+2
1.65552E+2	1.74713E+2	9.99986E-5	2.42281E-2	2.42284E+2
1.65385E+2	1.74538E+2	9.99985E-5	2.42121E-2	2.42124E+2
1.65221E+2	1.74362E+2	9.99986E-5	2.42029E-2	2.42032E+2
1.65055E+2	1.74185E+2	9.99986E-5	2.41950E-2	2.41954E+2
1.64888E+2	1.74013E+2	9.99986E-5	2.41805E-2	2.41808E+2
1.64722E+2	1.73841E+2	9.99987E-5	2.41652E-2	2.41655E+2
1.64555E+2	1.73661E+2	9.99985E-5	2.41561E-2	2.41565E+2
1.64387E+2	1.73484E+2	9.99985E-5	2.41489E-2	2.41493E+2
1.64221E+2	1.73313E+2	9.99985E-5	2.41350E-2	2.41353E+2
1.64053E+2	1.73138E+2	9.99985E-5	2.41194E-2	2.41198E+2
1.63885E+2	1.72962E+2	9.99986E-5	2.41106E-2	2.41109E+2
1.63718E+2	1.72787E+2	9.99986E-5	2.41022E-2	2.41025E+2
1.63551E+2	1.72614E+2	9.99986E-5	2.40874E-2	2.40878E+2
1.63384E+2	1.72439E+2	9.99987E-5	2.40717E-2	2.40720E+2
1.63217E+2	1.72260E+2	9.99987E-5	2.40617E-2	2.40620E+2
1.63050E+2	1.72082E+2	9.99986E-5	2.40494E-2	2.40497E+2
1.62883E+2	1.71904E+2	9.99986E-5	2.40347E-2	2.40351E+2
1.62716E+2	1.71724E+2	9.99987E-5	2.40247E-2	2.40250E+2
1.62550E+2	1.71547E+2	9.99986E-5	2.40141E-2	2.40144E+2
1.62384E+2	1.71374E+2	9.99986E-5	2.39999E-2	2.40003E+2
1.62221E+2	1.71201E+2	9.99986E-5	2.39890E-2	2.39893E+2
1.62057E+2	1.71029E+2	9.99986E-5	2.39833E-2	2.39836E+2
1.61894E+2	1.70861E+2	9.99985E-5	2.39731E-2	2.39734E+2
1.61730E+2	1.70693E+2	9.99986E-5	2.39558E-2	2.39561E+2
1.61565E+2	1.70521E+2	9.99986E-5	2.39420E-2	2.39423E+2
1.61401E+2	1.70345E+2	9.99987E-5	2.39334E-2	2.39337E+2
1.61239E+2	1.70172E+2	9.99987E-5	2.39241E-2	2.39244E+2
1.61075E+2	1.70002E+2	9.99987E-5	2.39098E-2	2.39101E+2
1.60911E+2	1.69832E+2	9.99986E-5	2.38962E-2	2.38965E+2
1.60747E+2	1.69657E+2	9.99986E-5	2.38869E-2	2.38872E+2
1.60583E+2	1.69485E+2	9.99986E-5	2.38743E-2	2.38746E+2
1.60420E+2	1.69314E+2	9.99986E-5	2.38596E-2	2.38600E+2
1.60257E+2	1.69140E+2	9.99986E-5	2.38503E-2	2.38506E+2
1.60094E+2	1.68966E+2	9.99985E-5	2.38452E-2	2.38455E+2
1.59929E+2	1.68798E+2	9.99985E-5	2.38346E-2	2.38350E+2
1.59766E+2	1.68632E+2	9.99986E-5	2.38167E-2	2.38170E+2
1.59602E+2	1.68460E+2	9.99986E-5	2.38037E-2	2.38040E+2
1.59437E+2	1.68284E+2	9.99986E-5	2.37965E-2	2.37969E+2
1.59271E+2	1.68112E+2	9.99986E-5	2.37815E-2	2.37819E+2
1.59109E+2	1.67937E+2	9.99987E-5	2.37643E-2	2.37646E+2
1.58946E+2	1.67759E+2	9.99987E-5	2.37562E-2	2.37565E+2
1.58783E+2	1.67586E+2	9.99986E-5	2.37485E-2	2.37489E+2
1.58618E+2	1.67416E+2	9.99986E-5	2.37358E-2	2.37361E+2
1.58454E+2	1.67244E+2	9.99986E-5	2.37215E-2	2.37219E+2
1.58292E+2	1.67071E+2	9.99985E-5	2.37112E-2	2.37116E+2
1.58126E+2	1.66897E+2	9.99985E-5	2.37029E-2	2.37033E+2
1.57963E+2	1.66728E+2	9.99986E-5	2.36893E-2	2.36896E+2
1.57804E+2	1.66557E+2	9.99987E-5	2.36753E-2	2.36756E+2
1.57642E+2	1.66385E+2	9.99986E-5	2.36679E-2	2.36683E+2
1.57481E+2	1.66218E+2	9.99985E-5	2.36572E-2	2.36575E+2
1.57322E+2	1.66053E+2	9.99985E-5	2.36405E-2	2.36409E+2
1.57163E+2	1.65884E+2	9.99985E-5	2.36282E-2	2.36286E+2
1.57002E+2	1.65711E+2	9.99985E-5	2.36196E-2	2.36200E+2
1.56843E+2	1.65543E+2	9.99985E-5	2.36085E-2	2.36088E+2
1.56684E+2	1.65376E+2	9.99985E-5	2.35937E-2	2.35940E+2
1.56524E+2	1.65203E+2	9.99985E-5	2.35804E-2	2.35808E+2
1.56364E+2	1.65030E+2	9.99985E-5	2.35720E-2	2.35724E+2
1.56204E+2	1.64862E+2	9.99986E-5	2.35607E-2	2.35610E+2
1.56043E+2	1.64695E+2	9.99986E-5	2.35462E-2	2.35465E+2
1.55884E+2	1.64527E+2	9.99986E-5	2.35336E-2	2.35339E+2
1.55725E+2	1.64357E+2	9.99986E-5	2.35222E-2	2.35225E+2
1.55564E+2	1.64184E+2	9.99986E-5	2.35133E-2	2.35136E+2
1.55402E+2	1.64016E+2	9.99986E-5	2.35032E-2	2.35035E+2
1.55242E+2	1.63850E+2	9.99986E-5	2.34883E-2	2.34886E+2
1.55083E+2	1.63680E+2	9.99986E-5	2.34730E-2	2.34733E+2
1.54923E+2	1.63506E+2	9.99986E-5	2.34629E-2	2.34632E+2
1.54762E+2	1.63333E+2	9.99986E-5	2.34559E-2	2.34562E+2
1.54600E+2	1.63165E+2	9.99986E-5	2.34432E-2	2.34435E+2
1.54441E+2	1.63000E+2	9.99986E-5	2.34284E-2	2.34288E+2
1.54281E+2	1.62832E+2	9.99987E-5	2.34202E-2	2.34205E+2
1.54119E+2	1.62665E+2	9.99987E-5	2.34095E-2	2.34098E+2
1.53957E+2	1.62497E+2	9.99987E-5	2.33953E-2	2.33956E+2
1.53798E+2	1.62329E+2	9.99986E-5	2.33838E-2	2.33842E+2
1.53638E+2	1.62161E+2	9.99986E-5	2.33727E-2	2.33730E+2
1.53477E+2	1.61993E+2	9.99986E-5	2.33614E-2	2.33617E+2
1.53320E+2	1.61831E+2	9.99986E-5	2.33467E-2	2.33470E+2
1.53164E+2	1.61666E+2	9.99986E-5	2.33321E-2	2.33324E+2
1.53008E+2	1.61496E+2	9.99987E-5	2.33228E-2	2.33231E+2
1.52851E+2	1.61329E+2	9.99987E-5	2.33135E-2	2.33138E+2
1.52694E+2	1.61166E+2	9.99987E-5	2.33039E-2	2.33042E+2
1.52539E+2	1.61007E+2	9.99986E-5	2.32962E-2	2.32966E+2
1.52381E+2	1.60848E+2	9.99986E-5	2.32837E-2	2.32841E+2
1.52224E+2	1.60688E+2	9.99986E-5	2.32662E-2	2.32665E+2
1.52070E+2	1.60519E+2	9.99986E-5	2.32503E-2	2.32507E+2
1.51915E+2	1.60345E+2	9.99986E-5	2.32386E-2	2.32390E+2
1.51759E+2	1.60174E+2	9.99986E-5	2.32279E-2	2.32282E+2
1.51603E+2	1.60006E+2	9.99985E-5	2.32184E-2	2.32187E+2
1.51446E+2	1.59841E+2	9.99985E-5	2.32098E-2	2.32102E+2
1.51290E+2	1.59679E+2	9.99986E-5	2.31967E-2	2.31970E+2
1.51134E+2	1.59514E+2	9.99986E-5	2.31805E-2	2.31808E+2
1.50979E+2	1.59343E+2	9.99986E-5	2.31663E-2	2.31666E+2
1.50824E+2	1.59170E+2	9.99987E-5	2.31534E-2	2.31537E+2
1.50666E+2	1.58997E+2	9.99987E-5	2.31423E-2	2.31426E+2
1.50508E+2	1.58829E+2	9.99986E-5	2.31330E-2	2.31334E+2
1.50352E+2	1.58665E+2	9.99986E-5	2.31217E-2	2.31220E+2
1.50195E+2	1.58502E+2	9.99986E-5	2.31071E-2	2.31074E+2
1.50037E+2	1.58333E+2	9.99986E-5	2.30935E-2	2.30938E+2
1.49879E+2	1.58161E+2	9.99986E-5	2.30828E-2	2.30831E+2
1.49723E+2	1.57994E+2	9.99986E-5	2.30733E-2	2.30736E+2
1.49564E+2	1.57830E+2	9.99986E-5	2.30627E-2	2.30630E+2
1.49405E+2	1.57668E+2	9.99986E-5	2.30545E-2	2.30548E+2
1.49247E+2	1.57511E+2	9.99985E-5	2.30440E-2	2.30443E+2
1.49089E+2	1.57354E+2	9.99985E-5	2.30277E-2	2.30281E+2
1.48934E+2	1.57193E+2	9.99986E-5	2.30121E-2	2.30125E+2
1.48783E+2	1.57024E+2	9.99986E-5	2.29995E-2	2.29998E+2
1.48628E+2	1.56853E+2	9.99986E-5	2.29863E-2	2.29866E+2
1.48474E+2	1.56683E+2	9.99986E-5	2.29740E-2	2.29743E+2
1.48322E+2	1.56517E+2	9.99986E-5	2.29627E-2	2.29630E+2
1.48168E+2	1.56353E+2	9.99986E-5	2.29527E-2	2.29530E+2
1.48013E+2	1.56192E+2	9.99985E-5	2.29432E-2	2.29436E+2
1.47858E+2	1.56035E+2	9.99986E-5	2.29309E-2	2.29312E+2
1.47705E+2	1.55876E+2	9.99987E-5	2.29163E-2	2.29166E+2
1.47551E+2	1.55710E+2	9.99987E-5	2.29025E-2	2.29028E+2
1.47396E+2	1.55541E+2	9.99987E-5	2.28902E-2	2.28905E+2
1.47243E+2	1.55376E+2	9.99986E-5	2.28794E-2	2.28797E+2
1.47089E+2	1.55212E+2	9.99986E-5	2.28689E-2	2.28692E+2
1.46934E+2	1.55052E+2	9.99986E-5	2.28582E-2	2.28585E+2
1.46779E+2	1.54895E+2	9.99986E-5	2.28467E-2	2.28471E+2
1.46624E+2	1.54736E+2	9.99986E-5	2.28354E-2	2.28358E+2
1.46469E+2	1.54577E+2	9.99985E-5	2.28247E-2	2.28251E+2
1.46314E+2	1.54418E+2	9.99985E-5	2.28122E-2	2.28125E+2
1.46160E+2	1.54256E+2	9.99986E-5	2.27972E-2	2.27975E+2
1.46007E+2	1.54090E+2	9.99986E-5	2.27826E-2	2.27830E+2
1.45855E+2	1.53920E+2	9.99986E-5	2.27700E-2	2.27703E+2
1.45701E+2	1.53751E+2	9.99985E-5	2.27592E-2	2.27596E+2
1.45546E+2	1.53588E+2	9.99985E-5	2.27508E-2	2.27512E+2
1.45391E+2	1.53431E+2	9.99986E-5	2.27420E-2	2.27423E+2
1.45237E+2	1.53279E+2	9.99986E-5	2.27291E-2	2.27294E+2
1.45084E+2	1.53123E+2	9.99986E-5	2.27144E-2	2.27148E+2
1.44929E+2	1.52959E+2	9.99986E-5	2.26999E-2	2.27002E+2
1.44777E+2	1.52795E+2	9.99986E-5	2.26860E-2	2.26863E+2
1.44623E+2	1.52628E+2	9.99986E-5	2.26731E-2	2.26734E+2
1.44469E+2	1.52463E+2	9.99986E-5	2.26623E-2	2.26626E+2
1.44320E+2	1.52304E+2	9.99986E-5	2.26507E-2	2.26510E+2
1.44171E+2	1.52147E+2	9.99986E-5	2.26385E-2	2.26389E+2
1.44020E+2	1.51987E+2	9.99986E-5	2.26259E-2	2.26262E+2
1.43868E+2	1.51826E+2	9.99986E-5	2.26127E-2	2.26130E+2
1.43717E+2	1.51666E+2	9.99986E-5	2.26013E-2	2.26016E+2
1.43567E+2	1.51508E+2	9.99986E-5	2.25906E-2	2.25909E+2
1.43416E+2	1.51352E+2	9.99986E-5	2.25797E-2	2.25800E+2
1.43266E+2	1.51199E+2	9.99986E-5	2.25689E-2	2.25692E+2
1.43115E+2	1.51046E+2	9.99986E-5	2.25557E-2	2.25560E+2
1.42963E+2	1.50888E+2	9.99986E-5	2.25406E-2	2.25410E+2
1.42813E+2	1.50724E+2	9.99986E-5	2.25261E-2	2.25264E+2
1.42664E+2	1.50557E+2	9.99986E-5	2.25123E-2	2.25126E+2
1.42514E+2	1.50390E+2	9.99986E-5	2.24995E-2	2.24998E+2
1.42363E+2	1.50226E+2	9.99986E-5	2.24876E-2	2.24880E+2
1.42211E+2	1.50065E+2	9.99986E-5	2.24763E-2	2.24766E+2
1.42061E+2	1.49910E+2	9.99985E-5	2.24647E-2	2.24650E+2
1.41910E+2	1.49754E+2	9.99986E-5	2.24517E-2	2.24520E+2
1.41758E+2	1.49594E+2	9.99986E-5	2.24394E-2	2.24397E+2
1.41606E+2	1.49434E+2	9.99986E-5	2.24277E-2	2.24280E+2
1.41456E+2	1.49276E+2	9.99986E-5	2.24122E-2	2.24125E+2
1.41306E+2	1.49111E+2	9.99987E-5	2.23957E-2	2.23960E+2
1.41156E+2	1.48938E+2	9.99986E-5	2.23826E-2	2.23829E+2
1.41005E+2	1.48766E+2	9.99986E-5	2.23705E-2	2.23708E+2
1.40853E+2	1.48598E+2	9.99987E-5	2.23576E-2	2.23579E+2
1.40701E+2	1.48436E+2	9.99986E-5	2.23460E-2	2.23463E+2
1.40548E+2	1.48284E+2	9.99986E-5	2.23356E-2	2.23359E+2
1.40395E+2	1.48137E+2	9.99987E-5	2.23241E-2	2.23244E+2
1.40241E+2	1.47987E+2	9.99986E-5	2.23085E-2	2.23088E+2
1.40089E+2	1.47827E+2	9.99985E-5	2.22910E-2	2.22913E+2
1.39937E+2	1.47661E+2	9.99987E-5	2.22776E-2	2.22779E+2
1.39789E+2	1.47497E+2	9.99986E-5	2.22650E-2	2.22653E+2
1.39644E+2	1.47337E+2	9.99986E-5	2.22524E-2	2.22527E+2
1.39495E+2	1.47177E+2	9.99986E-5	2.22406E-2	2.22409E+2
1.39344E+2	1.47020E+2	9.99986E-5	2.22286E-2	2.22289E+2
1.39194E+2	1.46867E+2	9.99986E-5	2.22169E-2	2.22172E+2
1.39045E+2	1.46717E+2	9.99986E-5	2.22046E-2	2.22049E+2
1.38896E+2	1.46567E+2	9.99986E-5	2.21873E-2	2.21876E+2
1.38747E+2	1.46407E+2	9.99986E-5	2.21682E-2	2.21686E+2
1.38598E+2	1.46242E+2	9.99986E-5	2.21566E-2	2.21569E+2
1.38448E+2	1.46079E+2	9.99986E-5	2.21458E-2	2.21461E+2
1.38299E+2	1.45917E+2	9.99985E-5	2.21319E-2	2.21323E+2
1.38150E+2	1.45758E+2	9.99985E-5	2.21179E-2	2.21182E+2
1.38001E+2	1.45599E+2	9.99986E-5	2.21038E-2	2.21041E+2
1.37851E+2	1.45440E+2	9.99985E-5	2.20898E-2	2.20902E+2
1.37703E+2	1.45282E+2	9.99985E-5	2.20767E-2	2.20770E+2
1.37553E+2	1.45125E+2	9.99986E-5	2.20638E-2	2.20642E+2
1.37403E+2	1.44968E+2	9.99986E-5	2.20510E-2	2.20513E+2
1.37254E+2	1.44814E+2	9.99986E-5	2.20369E-2	2.20372E+2
1.37103E+2	1.44656E+2	9.99986E-5	2.20171E-2	2.20174E+2
1.36953E+2	1.44493E+2	9.99986E-5	2.19968E-2	2.19971E+2
1.36801E+2	1.44329E+2	9.99986E-5	2.19845E-2	2.19848E+2
1.36649E+2	1.44169E+2	9.99985E-5	2.19748E-2	2.19751E+2
1.36501E+2	1.44015E+2	9.99985E-5	2.19614E-2	2.19618E+2
1.36350E+2	1.43861E+2	9.99985E-5	2.19444E-2	2.19448E+2
1.36199E+2	1.43707E+2	9.99985E-5	2.19304E-2	2.19307E+2
1.36050E+2	1.43556E+2	9.99985E-5	2.19188E-2	2.19191E+2
1.35899E+2	1.43403E+2	9.99986E-5	2.18998E-2	2.19001E+2
1.35748E+2	1.43247E+2	9.99986E-5	2.18766E-2	2.18769E+2
1.35596E+2	1.43087E+2	9.99986E-5	2.18595E-2	2.18598E+2
1.35445E+2	1.42927E+2	9.99987E-5	2.18473E-2	2.18476E+2
1.35297E+2	1.42773E+2	9.99987E-5	2.18349E-2	2.18352E+2
1.35150E+2	1.42620E+2	9.99986E-5	2.18187E-2	2.18190E+2
1.35003E+2	1.42467E+2	9.99986E-5	2.18030E-2	2.18033E+2
1.34855E+2	1.42314E+2	9.99986E-5	2.17867E-2	2.17870E+2
1.34707E+2	1.42159E+2	9.99986E-5	2.17677E-2	2.17680E+2
1.34559E+2	1.42004E+2	9.99987E-5	2.17510E-2	2.17513E+2
1.34412E+2	1.41850E+2	9.99986E-5	2.17336E-2	2.17339E+2
1.34262E+2	1.41694E+2	9.99986E-5	2.17137E-2	2.17141E+2
1.34115E+2	1.41538E+2	9.99985E-5	2.16939E-2	2.16942E+2
1.33966E+2	1.41381E+2	9.99986E-5	2.16768E-2	2.16771E+2
1.33819E+2	1.41226E+2	9.99987E-5	2.16606E-2	2.16609E+2
1.33671E+2	1.41072E+2	9.99986E-5	2.16435E-2	2.16438E+2
1.33521E+2	1.40918E+2	9.99986E-5	2.16265E-2	2.16268E+2
1.33373E+2	1.40767E+2	9.99986E-5	2.16097E-2	2.16100E+2
1.33226E+2	1.40614E+2	9.99986E-5	2.15866E-2	2.15869E+2
1.33078E+2	1.40457E+2	9.99986E-5	2.15603E-2	2.15606E+2
1.32930E+2	1.40300E+2	9.99986E-5	2.15395E-2	2.15398E+2
1.32781E+2	1.40141E+2	9.99987E-5	2.15162E-2	2.15165E+2
1.32633E+2	1.39983E+2	9.99986E-5	2.14964E-2	2.14967E+2
1.32485E+2	1.39828E+2	9.99985E-5	2.14798E-2	2.14801E+2
1.32336E+2	1.39674E+2	9.99985E-5	2.14539E-2	2.14543E+2
1.32187E+2	1.39518E+2	9.99986E-5	2.14252E-2	2.14255E+2
1.32038E+2	1.39362E+2	9.99986E-5	2.14008E-2	2.14011E+2
1.31890E+2	1.39208E+2	9.99985E-5	2.13781E-2	2.13785E+2
1.31740E+2	1.39053E+2	9.99986E-5	2.13552E-2	2.13555E+2
1.31589E+2	1.38899E+2	9.99986E-5	2.13317E-2	2.13320E+2
1.31439E+2	1.38744E+2	9.99985E-5	2.13095E-2	2.13098E+2
1.31289E+2	1.38591E+2	9.99985E-5	2.12915E-2	2.12918E+2
1.31140E+2	1.38442E+2	9.99986E-5	2.12667E-2	2.12670E+2
1.30990E+2	1.38288E+2	9.99986E-5	2.12360E-2	2.12363E+2
1.30842E+2	1.38131E+2	9.99986E-5	2.12137E-2	2.12140E+2
1.30697E+2	1.37979E+2	9.99986E-5	2.11963E-2	2.11966E+2
1.30552E+2	1.37829E+2	9.99985E-5	2.11782E-2	2.11786E+2
1.30406E+2	1.37680E+2	9.99985E-5	2.11530E-2	2.11533E+2
1.30262E+2	1.37529E+2	9.99985E-5	2.11232E-2	2.11235E+2
1.30116E+2	1.37375E+2	9.99986E-5	2.10938E-2	2.10941E+2
1.29971E+2	1.37219E+2	9.99985E-5	2.10663E-2	2.10666E+2
1.29825E+2	1.37064E+2	9.99985E-5	2.10421E-2	2.10425E+2
1.29679E+2	1.36909E+2	9.99986E-5	2.10168E-2	2.10171E+2
1.29534E+2	1.36755E+2	9.99986E-5	2.09942E-2	2.09945E+2
1.29387E+2	1.36603E+2	9.99985E-5	2.09714E-2	2.09717E+2
1.29240E+2	1.36451E+2	9.99985E-5	2.09433E-2	2.09436E+2
1.29094E+2	1.36298E+2	9.99986E-5	2.09173E-2	2.09176E+2
1.28948E+2	1.36143E+2	9.99986E-5	2.08930E-2	2.08933E+2
1.28802E+2	1.35989E+2	9.99985E-5	2.08663E-2	2.08666E+2
1.28656E+2	1.35834E+2	9.99985E-5	2.08430E-2	2.08433E+2
1.28510E+2	1.35681E+2	9.99986E-5	2.08205E-2	2.08208E+2
1.28363E+2	1.35529E+2	9.99986E-5	2.07937E-2	2.07940E+2
1.28216E+2	1.35374E+2	9.99985E-5	2.07635E-2	2.07638E+2
1.28070E+2	1.35216E+2	9.99985E-5	2.07365E-2	2.07368E+2
1.27922E+2	1.35057E+2	9.99985E-5	2.07114E-2	2.07117E+2
1.27776E+2	1.34904E+2	9.99986E-5	2.06904E-2	2.06907E+2
1.27628E+2	1.34754E+2	9.99986E-5	2.06694E-2	2.06697E+2
1.27481E+2	1.34605E+2	9.99986E-5	2.06387E-2	2.06390E+2
1.27333E+2	1.34451E+2	9.99985E-5	2.06098E-2	2.06102E+2
1.27184E+2	1.34295E+2	9.99985E-5	2.05867E-2	2.05870E+2
1.27037E+2	1.34142E+2	9.99986E-5	2.05642E-2	2.05645E+2
1.26890E+2	1.33991E+2	9.99986E-5	2.05406E-2	2.05409E+2
1.26742E+2	1.33841E+2	9.99985E-5	2.05216E-2	2.05219E+2
1.26595E+2	1.33694E+2	9.99985E-5	2.05035E-2	2.05038E+2
1.26449E+2	1.33550E+2	9.99986E-5	2.04810E-2	2.04813E+2
1.26306E+2	1.33403E+2	9.99985E-5	2.04510E-2	2.04513E+2
1.26162E+2	1.33248E+2	9.99985E-5	2.04204E-2	2.04207E+2
1.26019E+2	1.33092E+2	9.99985E-5	2.03970E-2	2.03973E+2
1.25876E+2	1.32937E+2	9.99986E-5	2.03749E-2	2.03752E+2
1.25732E+2	1.32784E+2	9.99985E-5	2.03551E-2	2.03554E+2
1.25588E+2	1.32633E+2	9.99985E-5	2.03353E-2	2.03356E+2
1.25444E+2	1.32485E+2	9.99986E-5	2.03109E-2	2.03112E+2
1.25301E+2	1.32335E+2	9.99986E-5	2.02808E-2	2.02811E+2
1.25155E+2	1.32177E+2	9.99986E-5	2.02543E-2	2.02546E+2
1.25010E+2	1.32020E+2	9.99985E-5	2.02344E-2	2.02347E+2
1.24868E+2	1.31870E+2	9.99986E-5	2.02146E-2	2.02148E+2
1.24726E+2	1.31722E+2	9.99986E-5	2.01915E-2	2.01918E+2
1.24580E+2	1.31568E+2	9.99986E-5	2.01632E-2	2.01634E+2
1.24434E+2	1.31408E+2	9.99986E-5	2.01348E-2	2.01351E+2
1.24290E+2	1.31249E+2	9.99985E-5	2.01139E-2	2.01142E+2
1.24143E+2	1.31094E+2	9.99985E-5	2.00984E-2	2.00987E+2
1.23999E+2	1.30946E+2	9.99986E-5	2.00796E-2	2.00799E+2
1.23855E+2	1.30798E+2	9.99985E-5	2.00498E-2	2.00501E+2
1.23709E+2	1.30641E+2	9.99986E-5	2.00216E-2	2.00219E+2
1.23563E+2	1.30484E+2	9.99987E-5	2.00017E-2	2.00020E+2
1.23418E+2	1.30334E+2	9.99987E-5	1.99839E-2	1.99842E+2
1.23272E+2	1.30187E+2	9.99986E-5	1.99658E-2	1.99661E+2
1.23125E+2	1.30042E+2	9.99986E-5	1.99458E-2	1.99461E+2
1.22980E+2	1.29897E+2	9.99986E-5	1.99184E-2	1.99187E+2
1.22833E+2	1.29745E+2	9.99986E-5	1.98865E-2	1.98868E+2
1.22687E+2	1.29585E+2	9.99986E-5	1.98609E-2	1.98612E+2
1.22541E+2	1.29427E+2	9.99986E-5	1.98407E-2	1.98410E+2
1.22394E+2	1.29274E+2	9.99986E-5	1.98245E-2	1.98247E+2
1.22246E+2	1.29124E+2	9.99986E-5	1.98012E-2	1.98014E+2
1.22098E+2	1.28973E+2	9.99986E-5	1.97727E-2	1.97730E+2
1.21951E+2	1.28816E+2	9.99986E-5	1.97503E-2	1.97506E+2
1.21807E+2	1.28661E+2	9.99986E-5	1.97326E-2	1.97329E+2
1.21663E+2	1.28512E+2	9.99986E-5	1.97105E-2	1.97108E+2
1.21517E+2	1.28358E+2	9.99986E-5	1.96851E-2	1.96854E+2
1.21373E+2	1.28206E+2	9.99986E-5	1.96678E-2	1.96681E+2
1.21228E+2	1.28056E+2	9.99986E-5	1.96475E-2	1.96478E+2
1.21082E+2	1.27903E+2	9.99986E-5	1.96217E-2	1.96219E+2
1.20937E+2	1.27748E+2	9.99986E-5	1.96019E-2	1.96022E+2
1.20793E+2	1.27596E+2	9.99986E-5	1.95855E-2	1.95858E+2
1.20649E+2	1.27448E+2	9.99987E-5	1.95628E-2	1.95630E+2
1.20504E+2	1.27296E+2	9.99987E-5	1.95372E-2	1.95374E+2
1.20360E+2	1.27143E+2	9.99987E-5	1.95173E-2	1.95176E+2
1.20215E+2	1.26990E+2	9.99987E-5	1.94997E-2	1.95000E+2
1.20069E+2	1.26839E+2	9.99986E-5	1.94775E-2	1.94778E+2
1.19925E+2	1.26685E+2	9.99986E-5	1.94496E-2	1.94499E+2
1.19780E+2	1.26527E+2	9.99986E-5	1.94303E-2	1.94306E+2
1.19635E+2	1.26373E+2	9.99986E-5	1.94157E-2	1.94159E+2
1.19489E+2	1.26224E+2	9.99986E-5	1.93940E-2	1.93943E+2
1.19342E+2	1.26072E+2	9.99986E-5	1.93688E-2	1.93690E+2
1.19195E+2	1.25917E+2	9.99986E-5	1.93505E-2	1.93507E+2
1.19051E+2	1.25770E+2	9.99986E-5	1.93289E-2	1.93292E+2
1.18906E+2	1.25621E+2	9.99986E-5	1.93059E-2	1.93062E+2
1.18760E+2	1.25469E+2	9.99986E-5	1.92907E-2	1.92910E+2
1.18614E+2	1.25322E+2	9.99986E-5	1.92708E-2	1.92711E+2
1.18469E+2	1.25174E+2	9.99986E-5	1.92462E-2	1.92465E+2
1.18323E+2	1.25022E+2	9.99985E-5	1.92260E-2	1.92263E+2
1.18175E+2	1.24870E+2	9.99986E-5	1.92076E-2	1.92079E+2
1.18031E+2	1.24721E+2	9.99985E-5	1.91866E-2	1.91869E+2
1.17887E+2	1.24570E+2	9.99984E-5	1.91656E-2	1.91659E+2
1.17744E+2	1.24419E+2	9.99986E-5	1.91473E-2	1.91475E+2
1.17602E+2	1.24270E+2	9.99986E-5	1.91293E-2	1.91296E+2
1.17458E+2	1.24121E+2	9.99985E-5	1.91066E-2	1.91069E+2
1.17314E+2	1.23967E+2	9.99986E-5	1.90818E-2	1.90821E+2
1.17171E+2	1.23813E+2	9.99986E-5	1.90652E-2	1.90655E+2
1.17029E+2	1.23665E+2	9.99985E-5	1.90488E-2	1.90491E+2
1.16885E+2	1.23515E+2	9.99986E-5	1.90263E-2	1.90265E+2
1.16741E+2	1.23363E+2	9.99986E-5	1.90048E-2	1.90051E+2
1.16597E+2	1.23210E+2	9.99985E-5	1.89879E-2	1.89882E+2
1.16454E+2	1.23062E+2	9.99986E-5	1.89682E-2	1.89685E+2
1.16310E+2	1.22911E+2	9.99987E-5	1.89474E-2	1.89477E+2
