T_VTI_(K)	T_sample_(K)	I_s	V_nv	R_nv
1.16168E+2	1.22761E+2	9.99986E-5	1.89291E-2	1.89294E+2
1.16024E+2	1.22612E+2	9.99986E-5	1.89087E-2	1.89090E+2
1.15880E+2	1.22459E+2	9.99986E-5	1.88864E-2	1.88867E+2
1.15737E+2	1.22305E+2	9.99986E-5	1.88700E-2	1.88703E+2
1.15593E+2	1.22154E+2	9.99986E-5	1.88528E-2	1.88531E+2
1.15449E+2	1.22006E+2	9.99986E-5	1.88308E-2	1.88311E+2
1.15306E+2	1.21856E+2	9.99986E-5	1.88112E-2	1.88115E+2
1.15160E+2	1.21706E+2	9.99986E-5	1.87953E-2	1.87955E+2
1.15016E+2	1.21561E+2	9.99986E-5	1.87771E-2	1.87774E+2
1.14872E+2	1.21415E+2	9.99986E-5	1.87538E-2	1.87541E+2
1.14728E+2	1.21264E+2	9.99986E-5	1.87335E-2	1.87338E+2
1.14585E+2	1.21115E+2	9.99985E-5	1.87173E-2	1.87176E+2
1.14441E+2	1.20969E+2	9.99986E-5	1.86964E-2	1.86967E+2
1.14295E+2	1.20816E+2	9.99986E-5	1.86734E-2	1.86737E+2
1.14150E+2	1.20662E+2	9.99986E-5	1.86567E-2	1.86570E+2
1.14006E+2	1.20513E+2	9.99986E-5	1.86375E-2	1.86378E+2
1.13863E+2	1.20362E+2	9.99985E-5	1.86173E-2	1.86176E+2
1.13721E+2	1.20211E+2	9.99986E-5	1.86017E-2	1.86019E+2
1.13579E+2	1.20065E+2	9.99986E-5	1.85829E-2	1.85832E+2
1.13437E+2	1.19916E+2	9.99986E-5	1.85627E-2	1.85629E+2
1.13295E+2	1.19765E+2	9.99987E-5	1.85465E-2	1.85468E+2
1.13153E+2	1.19618E+2	9.99986E-5	1.85284E-2	1.85287E+2
1.13011E+2	1.19468E+2	9.99986E-5	1.85058E-2	1.85061E+2
1.12869E+2	1.19314E+2	9.99985E-5	1.84871E-2	1.84874E+2
1.12727E+2	1.19163E+2	9.99986E-5	1.84716E-2	1.84719E+2
1.12585E+2	1.19014E+2	9.99986E-5	1.84504E-2	1.84507E+2
1.12442E+2	1.18862E+2	9.99986E-5	1.84307E-2	1.84309E+2
1.12300E+2	1.18712E+2	9.99986E-5	1.84167E-2	1.84169E+2
1.12158E+2	1.18565E+2	9.99986E-5	1.83963E-2	1.83966E+2
1.12014E+2	1.18411E+2	9.99986E-5	1.83757E-2	1.83759E+2
1.11871E+2	1.18258E+2	9.99986E-5	1.83603E-2	1.83606E+2
1.11729E+2	1.18109E+2	9.99986E-5	1.83411E-2	1.83414E+2
1.11586E+2	1.17959E+2	9.99986E-5	1.83223E-2	1.83225E+2
1.11444E+2	1.17811E+2	9.99986E-5	1.83062E-2	1.83065E+2
1.11299E+2	1.17664E+2	9.99985E-5	1.82865E-2	1.82867E+2
1.11155E+2	1.17513E+2	9.99985E-5	1.82666E-2	1.82669E+2
1.11013E+2	1.17365E+2	9.99986E-5	1.82507E-2	1.82510E+2
1.10869E+2	1.17219E+2	9.99986E-5	1.82327E-2	1.82330E+2
1.10725E+2	1.17070E+2	9.99986E-5	1.82126E-2	1.82128E+2
1.10580E+2	1.16919E+2	9.99986E-5	1.81974E-2	1.81976E+2
1.10435E+2	1.16771E+2	9.99986E-5	1.81797E-2	1.81800E+2
1.10291E+2	1.16620E+2	9.99985E-5	1.81590E-2	1.81593E+2
1.10146E+2	1.16471E+2	9.99986E-5	1.81427E-2	1.81430E+2
1.10004E+2	1.16324E+2	9.99986E-5	1.81239E-2	1.81242E+2
1.09863E+2	1.16176E+2	9.99985E-5	1.81059E-2	1.81061E+2
1.09723E+2	1.16028E+2	9.99986E-5	1.80908E-2	1.80910E+2
1.09581E+2	1.15880E+2	9.99985E-5	1.80713E-2	1.80716E+2
1.09440E+2	1.15730E+2	9.99985E-5	1.80526E-2	1.80529E+2
1.09299E+2	1.15580E+2	9.99986E-5	1.80367E-2	1.80369E+2
1.09157E+2	1.15429E+2	9.99986E-5	1.80191E-2	1.80193E+2
1.09015E+2	1.15279E+2	9.99985E-5	1.80029E-2	1.80031E+2
1.08875E+2	1.15133E+2	9.99986E-5	1.79855E-2	1.79857E+2
1.08734E+2	1.14984E+2	9.99986E-5	1.79678E-2	1.79680E+2
1.08592E+2	1.14835E+2	9.99986E-5	1.79521E-2	1.79523E+2
1.08452E+2	1.14687E+2	9.99986E-5	1.79323E-2	1.79325E+2
1.08311E+2	1.14535E+2	9.99986E-5	1.79113E-2	1.79116E+2
1.08169E+2	1.14382E+2	9.99986E-5	1.78964E-2	1.78966E+2
1.08027E+2	1.14230E+2	9.99986E-5	1.78791E-2	1.78793E+2
1.07886E+2	1.14078E+2	9.99986E-5	1.78617E-2	1.78619E+2
1.07743E+2	1.13930E+2	9.99985E-5	1.78455E-2	1.78458E+2
1.07599E+2	1.13784E+2	9.99985E-5	1.78272E-2	1.78275E+2
1.07458E+2	1.13639E+2	9.99986E-5	1.78125E-2	1.78127E+2
1.07316E+2	1.13493E+2	9.99986E-5	1.77944E-2	1.77946E+2
1.07173E+2	1.13346E+2	9.99986E-5	1.77765E-2	1.77768E+2
1.07032E+2	1.13201E+2	9.99986E-5	1.77608E-2	1.77611E+2
1.06889E+2	1.13054E+2	9.99986E-5	1.77428E-2	1.77430E+2
1.06745E+2	1.12904E+2	9.99986E-5	1.77260E-2	1.77263E+2
1.06603E+2	1.12759E+2	9.99986E-5	1.77112E-2	1.77115E+2
1.06460E+2	1.12614E+2	9.99987E-5	1.76935E-2	1.76938E+2
1.06316E+2	1.12467E+2	9.99987E-5	1.76768E-2	1.76771E+2
1.06173E+2	1.12321E+2	9.99986E-5	1.76620E-2	1.76623E+2
1.06032E+2	1.12176E+2	9.99986E-5	1.76441E-2	1.76443E+2
1.05892E+2	1.12028E+2	9.99986E-5	1.76263E-2	1.76265E+2
1.05754E+2	1.11881E+2	9.99986E-5	1.76091E-2	1.76094E+2
1.05615E+2	1.11731E+2	9.99985E-5	1.75928E-2	1.75930E+2
1.05476E+2	1.11581E+2	9.99986E-5	1.75766E-2	1.75769E+2
1.05336E+2	1.11430E+2	9.99986E-5	1.75579E-2	1.75581E+2
1.05198E+2	1.11281E+2	9.99986E-5	1.75430E-2	1.75432E+2
1.05059E+2	1.11136E+2	9.99986E-5	1.75261E-2	1.75264E+2
1.04919E+2	1.10987E+2	9.99986E-5	1.75090E-2	1.75092E+2
1.04779E+2	1.10839E+2	9.99987E-5	1.74938E-2	1.74940E+2
1.04640E+2	1.10692E+2	9.99987E-5	1.74771E-2	1.74773E+2
1.04500E+2	1.10542E+2	9.99986E-5	1.74620E-2	1.74623E+2
1.04360E+2	1.10396E+2	9.99986E-5	1.74474E-2	1.74476E+2
1.04219E+2	1.10247E+2	9.99986E-5	1.74314E-2	1.74317E+2
1.04078E+2	1.10097E+2	9.99986E-5	1.74168E-2	1.74171E+2
1.03939E+2	1.09952E+2	9.99986E-5	1.74009E-2	1.74011E+2
1.03799E+2	1.09805E+2	9.99986E-5	1.73840E-2	1.73842E+2
1.03660E+2	1.09660E+2	9.99986E-5	1.73701E-2	1.73704E+2
1.03520E+2	1.09515E+2	9.99986E-5	1.73536E-2	1.73539E+2
1.03379E+2	1.09367E+2	9.99986E-5	1.73370E-2	1.73372E+2
1.03239E+2	1.09222E+2	9.99987E-5	1.73217E-2	1.73219E+2
1.03097E+2	1.09076E+2	9.99986E-5	1.73038E-2	1.73040E+2
1.02957E+2	1.08926E+2	9.99985E-5	1.72881E-2	1.72884E+2
1.02815E+2	1.08779E+2	9.99985E-5	1.72723E-2	1.72726E+2
1.02673E+2	1.08630E+2	9.99986E-5	1.72565E-2	1.72567E+2
1.02531E+2	1.08481E+2	9.99986E-5	1.72406E-2	1.72409E+2
1.02389E+2	1.08335E+2	9.99986E-5	1.72254E-2	1.72257E+2
1.02246E+2	1.08189E+2	9.99986E-5	1.72115E-2	1.72118E+2
1.02104E+2	1.08045E+2	9.99985E-5	1.71974E-2	1.71977E+2
1.01964E+2	1.07902E+2	9.99986E-5	1.71821E-2	1.71824E+2
1.01824E+2	1.07754E+2	9.99986E-5	1.71647E-2	1.71649E+2
1.01684E+2	1.07603E+2	9.99986E-5	1.71495E-2	1.71497E+2
1.01547E+2	1.07458E+2	9.99985E-5	1.71340E-2	1.71343E+2
1.01410E+2	1.07312E+2	9.99985E-5	1.71198E-2	1.71201E+2
1.01271E+2	1.07165E+2	9.99985E-5	1.71047E-2	1.71049E+2
1.01132E+2	1.07017E+2	9.99986E-5	1.70885E-2	1.70888E+2
1.00994E+2	1.06868E+2	9.99986E-5	1.70743E-2	1.70745E+2
1.00855E+2	1.06722E+2	9.99986E-5	1.70593E-2	1.70596E+2
1.00716E+2	1.06572E+2	9.99986E-5	1.70443E-2	1.70446E+2
1.00576E+2	1.06424E+2	9.99985E-5	1.70292E-2	1.70295E+2
1.00438E+2	1.06277E+2	9.99985E-5	1.70135E-2	1.70137E+2
1.00300E+2	1.06127E+2	9.99986E-5	1.69989E-2	1.69991E+2
1.00159E+2	1.05977E+2	9.99986E-5	1.69837E-2	1.69839E+2
1.00019E+2	1.05831E+2	9.99986E-5	1.69683E-2	1.69686E+2
9.98786E+1	1.05687E+2	9.99986E-5	1.69539E-2	1.69541E+2
9.97392E+1	1.05545E+2	9.99986E-5	1.69389E-2	1.69391E+2
9.95997E+1	1.05402E+2	9.99986E-5	1.69252E-2	1.69254E+2
9.94581E+1	1.05256E+2	9.99985E-5	1.69091E-2	1.69093E+2
9.93166E+1	1.05110E+2	9.99986E-5	1.68922E-2	1.68924E+2
9.91785E+1	1.04965E+2	9.99987E-5	1.68809E-2	1.68811E+2
9.90384E+1	1.04823E+2	9.99986E-5	1.68674E-2	1.68676E+2
9.88977E+1	1.04679E+2	9.99986E-5	1.68514E-2	1.68516E+2
9.87608E+1	1.04532E+2	9.99986E-5	1.68359E-2	1.68361E+2
9.86236E+1	1.04386E+2	9.99986E-5	1.68213E-2	1.68215E+2
9.84851E+1	1.04241E+2	9.99986E-5	1.68073E-2	1.68075E+2
9.83471E+1	1.04098E+2	9.99986E-5	1.67912E-2	1.67914E+2
9.82099E+1	1.03952E+2	9.99986E-5	1.67773E-2	1.67776E+2
9.80725E+1	1.03806E+2	9.99986E-5	1.67625E-2	1.67627E+2
9.79344E+1	1.03660E+2	9.99986E-5	1.67481E-2	1.67483E+2
9.77953E+1	1.03514E+2	9.99986E-5	1.67335E-2	1.67337E+2
9.76571E+1	1.03366E+2	9.99986E-5	1.67166E-2	1.67169E+2
9.75193E+1	1.03217E+2	9.99986E-5	1.67033E-2	1.67035E+2
9.73806E+1	1.03073E+2	9.99985E-5	1.66900E-2	1.66903E+2
9.72403E+1	1.02926E+2	9.99986E-5	1.66748E-2	1.66751E+2
9.71005E+1	1.02776E+2	9.99986E-5	1.66606E-2	1.66608E+2
9.69607E+1	1.02628E+2	9.99986E-5	1.66449E-2	1.66451E+2
9.68214E+1	1.02480E+2	9.99986E-5	1.66311E-2	1.66313E+2
9.66821E+1	1.02334E+2	9.99986E-5	1.66174E-2	1.66176E+2
9.65421E+1	1.02186E+2	9.99985E-5	1.66019E-2	1.66022E+2
9.64024E+1	1.02038E+2	9.99985E-5	1.65874E-2	1.65876E+2
9.62640E+1	1.01892E+2	9.99986E-5	1.65718E-2	1.65721E+2
9.61258E+1	1.01746E+2	9.99986E-5	1.65586E-2	1.65588E+2
9.59885E+1	1.01603E+2	9.99986E-5	1.65453E-2	1.65455E+2
9.58517E+1	1.01459E+2	9.99986E-5	1.65313E-2	1.65315E+2
9.57128E+1	1.01315E+2	9.99985E-5	1.65154E-2	1.65157E+2
9.55752E+1	1.01172E+2	9.99986E-5	1.65003E-2	1.65006E+2
9.54382E+1	1.01029E+2	9.99986E-5	1.64862E-2	1.64865E+2
9.52991E+1	1.00883E+2	9.99986E-5	1.64720E-2	1.64722E+2
9.51605E+1	1.00739E+2	9.99986E-5	1.64590E-2	1.64592E+2
9.50218E+1	1.00594E+2	9.99986E-5	1.64455E-2	1.64458E+2
9.48823E+1	1.00447E+2	9.99986E-5	1.64312E-2	1.64315E+2
9.47443E+1	1.00305E+2	9.99986E-5	1.64171E-2	1.64173E+2
9.46056E+1	1.00160E+2	9.99986E-5	1.64033E-2	1.64035E+2
9.44656E+1	1.00012E+2	9.99986E-5	1.63892E-2	1.63894E+2
9.43266E+1	9.98665E+1	9.99986E-5	1.63744E-2	1.63746E+2
9.41872E+1	9.97206E+1	9.99985E-5	1.63614E-2	1.63617E+2
9.40472E+1	9.95759E+1	9.99985E-5	1.63480E-2	1.63483E+2
9.39095E+1	9.94308E+1	9.99985E-5	1.63330E-2	1.63332E+2
9.37734E+1	9.92854E+1	9.99986E-5	1.63203E-2	1.63206E+2
9.36357E+1	9.91395E+1	9.99986E-5	1.63075E-2	1.63078E+2
9.34977E+1	9.89942E+1	9.99986E-5	1.62938E-2	1.62941E+2
9.33614E+1	9.88544E+1	9.99986E-5	1.62797E-2	1.62799E+2
9.32248E+1	9.87106E+1	9.99986E-5	1.62652E-2	1.62654E+2
9.30886E+1	9.85664E+1	9.99986E-5	1.62513E-2	1.62515E+2
9.29528E+1	9.84240E+1	9.99986E-5	1.62371E-2	1.62373E+2
9.28152E+1	9.82796E+1	9.99986E-5	1.62249E-2	1.62251E+2
9.26770E+1	9.81359E+1	9.99986E-5	1.62107E-2	1.62110E+2
9.25402E+1	9.79903E+1	9.99986E-5	1.61963E-2	1.61965E+2
9.24041E+1	9.78472E+1	9.99986E-5	1.61834E-2	1.61836E+2
9.22662E+1	9.77036E+1	9.99985E-5	1.61694E-2	1.61697E+2
9.21275E+1	9.75603E+1	9.99986E-5	1.61571E-2	1.61574E+2
9.19889E+1	9.74185E+1	9.99986E-5	1.61427E-2	1.61429E+2
9.18502E+1	9.72720E+1	9.99986E-5	1.61273E-2	1.61275E+2
9.17123E+1	9.71267E+1	9.99986E-5	1.61163E-2	1.61166E+2
9.15748E+1	9.69827E+1	9.99986E-5	1.61031E-2	1.61033E+2
9.14398E+1	9.68368E+1	9.99986E-5	1.60879E-2	1.60881E+2
9.13035E+1	9.66897E+1	9.99986E-5	1.60742E-2	1.60744E+2
9.11666E+1	9.65416E+1	9.99986E-5	1.60587E-2	1.60590E+2
9.10305E+1	9.63947E+1	9.99985E-5	1.60459E-2	1.60462E+2
9.08948E+1	9.62533E+1	9.99986E-5	1.60327E-2	1.60330E+2
9.07588E+1	9.61105E+1	9.99986E-5	1.60197E-2	1.60200E+2
9.06213E+1	9.59673E+1	9.99986E-5	1.60072E-2	1.60074E+2
9.04853E+1	9.58261E+1	9.99986E-5	1.59936E-2	1.59938E+2
9.03484E+1	9.56837E+1	9.99986E-5	1.59813E-2	1.59815E+2
9.02107E+1	9.55420E+1	9.99986E-5	1.59669E-2	1.59671E+2
9.00740E+1	9.53962E+1	9.99986E-5	1.59526E-2	1.59528E+2
8.99371E+1	9.52497E+1	9.99986E-5	1.59391E-2	1.59394E+2
8.98000E+1	9.51052E+1	9.99986E-5	1.59262E-2	1.59264E+2
8.96634E+1	9.49585E+1	9.99986E-5	1.59142E-2	1.59145E+2
8.95256E+1	9.48136E+1	9.99986E-5	1.59008E-2	1.59010E+2
8.93870E+1	9.46693E+1	9.99986E-5	1.58870E-2	1.58873E+2
8.92499E+1	9.45257E+1	9.99986E-5	1.58744E-2	1.58746E+2
8.91128E+1	9.43835E+1	9.99986E-5	1.58578E-2	1.58580E+2
8.89757E+1	9.42380E+1	9.99986E-5	1.58418E-2	1.58420E+2
8.88385E+1	9.40894E+1	9.99985E-5	1.58289E-2	1.58292E+2
8.87020E+1	9.39419E+1	9.99985E-5	1.58151E-2	1.58153E+2
8.85669E+1	9.37998E+1	9.99985E-5	1.58030E-2	1.58033E+2
8.84316E+1	9.36591E+1	9.99985E-5	1.57913E-2	1.57915E+2
8.82956E+1	9.35179E+1	9.99986E-5	1.57781E-2	1.57783E+2
8.81588E+1	9.33775E+1	9.99986E-5	1.57643E-2	1.57645E+2
8.80230E+1	9.32332E+1	9.99986E-5	1.57502E-2	1.57504E+2
8.78876E+1	9.30896E+1	9.99986E-5	1.57375E-2	1.57377E+2
8.77512E+1	9.29474E+1	9.99986E-5	1.57252E-2	1.57254E+2
8.76153E+1	9.28043E+1	9.99986E-5	1.57134E-2	1.57136E+2
8.74790E+1	9.26621E+1	9.99986E-5	1.57012E-2	1.57014E+2
8.73413E+1	9.25188E+1	9.99985E-5	1.56867E-2	1.56869E+2
8.72041E+1	9.23749E+1	9.99986E-5	1.56734E-2	1.56737E+2
8.70668E+1	9.22295E+1	9.99987E-5	1.56590E-2	1.56592E+2
8.69292E+1	9.20821E+1	9.99986E-5	1.56456E-2	1.56458E+2
8.67927E+1	9.19379E+1	9.99986E-5	1.56345E-2	1.56348E+2
8.66539E+1	9.17936E+1	9.99986E-5	1.56209E-2	1.56211E+2
8.65165E+1	9.16472E+1	9.99986E-5	1.56080E-2	1.56082E+2
8.63808E+1	9.15013E+1	9.99986E-5	1.55963E-2	1.55965E+2
8.62458E+1	9.13587E+1	9.99986E-5	1.55828E-2	1.55830E+2
8.61107E+1	9.12158E+1	9.99986E-5	1.55704E-2	1.55706E+2
8.59753E+1	9.10733E+1	9.99986E-5	1.55590E-2	1.55592E+2
8.58397E+1	9.09286E+1	9.99986E-5	1.55452E-2	1.55454E+2
8.57026E+1	9.07832E+1	9.99986E-5	1.55318E-2	1.55320E+2
8.55660E+1	9.06386E+1	9.99986E-5	1.55190E-2	1.55192E+2
8.54295E+1	9.04945E+1	9.99985E-5	1.55070E-2	1.55073E+2
8.52922E+1	9.03529E+1	9.99985E-5	1.54953E-2	1.54956E+2
8.51555E+1	9.02105E+1	9.99985E-5	1.54841E-2	1.54843E+2
8.50183E+1	9.00683E+1	9.99986E-5	1.54712E-2	1.54714E+2
8.48826E+1	8.99258E+1	9.99986E-5	1.54577E-2	1.54580E+2
8.47472E+1	8.97821E+1	9.99986E-5	1.54460E-2	1.54463E+2
8.46108E+1	8.96402E+1	9.99986E-5	1.54346E-2	1.54349E+2
8.44725E+1	8.94946E+1	9.99986E-5	1.54215E-2	1.54218E+2
8.43347E+1	8.93500E+1	9.99985E-5	1.54093E-2	1.54095E+2
8.41979E+1	8.92071E+1	9.99986E-5	1.53965E-2	1.53967E+2
8.40606E+1	8.90612E+1	9.99986E-5	1.53840E-2	1.53842E+2
8.39237E+1	8.89182E+1	9.99986E-5	1.53727E-2	1.53729E+2
8.37891E+1	8.87772E+1	9.99987E-5	1.53591E-2	1.53593E+2
8.36542E+1	8.86349E+1	9.99987E-5	1.53458E-2	1.53460E+2
8.35189E+1	8.84936E+1	9.99986E-5	1.53334E-2	1.53336E+2
8.33853E+1	8.83520E+1	9.99987E-5	1.53218E-2	1.53220E+2
8.32498E+1	8.82063E+1	9.99987E-5	1.53100E-2	1.53102E+2
8.31133E+1	8.80598E+1	9.99986E-5	1.52971E-2	1.52973E+2
8.29775E+1	8.79147E+1	9.99986E-5	1.52834E-2	1.52836E+2
8.28411E+1	8.77713E+1	9.99987E-5	1.52717E-2	1.52719E+2
8.27038E+1	8.76277E+1	9.99987E-5	1.52602E-2	1.52604E+2
8.25676E+1	8.74849E+1	9.99987E-5	1.52476E-2	1.52478E+2
8.24314E+1	8.73428E+1	9.99986E-5	1.52357E-2	1.52359E+2
8.22931E+1	8.71978E+1	9.99986E-5	1.52223E-2	1.52225E+2
8.21562E+1	8.70548E+1	9.99986E-5	1.52097E-2	1.52099E+2
8.20190E+1	8.69101E+1	9.99986E-5	1.51980E-2	1.51982E+2
8.18816E+1	8.67631E+1	9.99986E-5	1.51873E-2	1.51875E+2
8.17456E+1	8.66207E+1	9.99986E-5	1.51746E-2	1.51748E+2
8.16077E+1	8.64772E+1	9.99986E-5	1.51624E-2	1.51626E+2
8.14706E+1	8.63339E+1	9.99986E-5	1.51513E-2	1.51516E+2
8.13363E+1	8.61942E+1	9.99987E-5	1.51404E-2	1.51406E+2
8.12014E+1	8.60507E+1	9.99986E-5	1.51285E-2	1.51287E+2
8.10674E+1	8.59094E+1	9.99986E-5	1.51148E-2	1.51150E+2
8.09348E+1	8.57696E+1	9.99987E-5	1.51024E-2	1.51026E+2
8.08002E+1	8.56246E+1	9.99986E-5	1.50905E-2	1.50907E+2
8.06649E+1	8.54820E+1	9.99985E-5	1.50781E-2	1.50783E+2
8.05276E+1	8.53370E+1	9.99986E-5	1.50647E-2	1.50649E+2
8.03916E+1	8.51912E+1	9.99986E-5	1.50531E-2	1.50533E+2
8.02556E+1	8.50482E+1	9.99986E-5	1.50413E-2	1.50415E+2
8.01191E+1	8.49049E+1	9.99987E-5	1.50286E-2	1.50288E+2
7.99827E+1	8.47576E+1	9.99987E-5	1.50186E-2	1.50188E+2
7.98445E+1	8.46125E+1	9.99987E-5	1.50067E-2	1.50069E+2
7.97080E+1	8.44710E+1	9.99987E-5	1.49947E-2	1.49949E+2
7.95704E+1	8.43254E+1	9.99987E-5	1.49835E-2	1.49837E+2
7.94324E+1	8.41813E+1	9.99986E-5	1.49725E-2	1.49727E+2
7.92950E+1	8.40364E+1	9.99986E-5	1.49605E-2	1.49607E+2
7.91576E+1	8.38922E+1	9.99986E-5	1.49474E-2	1.49476E+2
7.90201E+1	8.37502E+1	9.99986E-5	1.49343E-2	1.49345E+2
7.88839E+1	8.36065E+1	9.99985E-5	1.49222E-2	1.49224E+2
7.87501E+1	8.34652E+1	9.99985E-5	1.49118E-2	1.49120E+2
7.86148E+1	8.33221E+1	9.99985E-5	1.49003E-2	1.49006E+2
7.84779E+1	8.31776E+1	9.99985E-5	1.48886E-2	1.48888E+2
7.83410E+1	8.30360E+1	9.99985E-5	1.48774E-2	1.48776E+2
7.82062E+1	8.28957E+1	9.99986E-5	1.48651E-2	1.48653E+2
7.80717E+1	8.27532E+1	9.99986E-5	1.48533E-2	1.48535E+2
7.79344E+1	8.26083E+1	9.99986E-5	1.48412E-2	1.48414E+2
7.77981E+1	8.24666E+1	9.99986E-5	1.48302E-2	1.48304E+2
7.76620E+1	8.23206E+1	9.99986E-5	1.48213E-2	1.48215E+2
7.75268E+1	8.21764E+1	9.99987E-5	1.48085E-2	1.48087E+2
7.73905E+1	8.20318E+1	9.99986E-5	1.47946E-2	1.47948E+2
7.72529E+1	8.18820E+1	9.99986E-5	1.47835E-2	1.47837E+2
7.71166E+1	8.17365E+1	9.99986E-5	1.47728E-2	1.47730E+2
7.69779E+1	8.15915E+1	9.99986E-5	1.47610E-2	1.47612E+2
7.68393E+1	8.14478E+1	9.99986E-5	1.47481E-2	1.47483E+2
7.67014E+1	8.13064E+1	9.99986E-5	1.47377E-2	1.47379E+2
7.65619E+1	8.11650E+1	9.99986E-5	1.47284E-2	1.47286E+2
7.64258E+1	8.10241E+1	9.99986E-5	1.47169E-2	1.47171E+2
7.62910E+1	8.08809E+1	9.99986E-5	1.47029E-2	1.47031E+2
7.61554E+1	8.07370E+1	9.99986E-5	1.46892E-2	1.46894E+2
7.60203E+1	8.05933E+1	9.99987E-5	1.46776E-2	1.46778E+2
7.58847E+1	8.04485E+1	9.99987E-5	1.46667E-2	1.46668E+2
7.57488E+1	8.03048E+1	9.99987E-5	1.46559E-2	1.46561E+2
7.56129E+1	8.01623E+1	9.99986E-5	1.46445E-2	1.46447E+2
7.54780E+1	8.00209E+1	9.99986E-5	1.46340E-2	1.46342E+2
7.53430E+1	7.98780E+1	9.99986E-5	1.46207E-2	1.46209E+2
7.52076E+1	7.97324E+1	9.99986E-5	1.46091E-2	1.46093E+2
7.50730E+1	7.95895E+1	9.99986E-5	1.45990E-2	1.45992E+2
7.49370E+1	7.94470E+1	9.99986E-5	1.45862E-2	1.45864E+2
7.48005E+1	7.93001E+1	9.99986E-5	1.45735E-2	1.45737E+2
7.46642E+1	7.91528E+1	9.99986E-5	1.45642E-2	1.45644E+2
7.45275E+1	7.90096E+1	9.99986E-5	1.45522E-2	1.45524E+2
7.43906E+1	7.88660E+1	9.99986E-5	1.45432E-2	1.45434E+2
7.42528E+1	7.87229E+1	9.99986E-5	1.45335E-2	1.45337E+2
7.41149E+1	7.85810E+1	9.99985E-5	1.45194E-2	1.45196E+2
7.39784E+1	7.84366E+1	9.99986E-5	1.45085E-2	1.45088E+2
7.38432E+1	7.82916E+1	9.99985E-5	1.44987E-2	1.44989E+2
7.37089E+1	7.81510E+1	9.99986E-5	1.44858E-2	1.44860E+2
7.35743E+1	7.80079E+1	9.99986E-5	1.44721E-2	1.44723E+2
7.34387E+1	7.78617E+1	9.99986E-5	1.44609E-2	1.44612E+2
7.33033E+1	7.77181E+1	9.99986E-5	1.44508E-2	1.44510E+2
7.31677E+1	7.75730E+1	9.99985E-5	1.44394E-2	1.44396E+2
7.30318E+1	7.74269E+1	9.99986E-5	1.44271E-2	1.44273E+2
7.28957E+1	7.72825E+1	9.99986E-5	1.44166E-2	1.44168E+2
7.27589E+1	7.71364E+1	9.99986E-5	1.44037E-2	1.44039E+2
7.26214E+1	7.69894E+1	9.99986E-5	1.43945E-2	1.43947E+2
7.24833E+1	7.68449E+1	9.99986E-5	1.43854E-2	1.43856E+2
7.23459E+1	7.66994E+1	9.99985E-5	1.43707E-2	1.43709E+2
7.22086E+1	7.65527E+1	9.99985E-5	1.43615E-2	1.43617E+2
7.20711E+1	7.64102E+1	9.99986E-5	1.43488E-2	1.43490E+2
7.19341E+1	7.62683E+1	9.99987E-5	1.43354E-2	1.43356E+2
7.17954E+1	7.61234E+1	9.99986E-5	1.43248E-2	1.43250E+2
7.16558E+1	7.59803E+1	9.99986E-5	1.43136E-2	1.43138E+2
7.15180E+1	7.58369E+1	9.99985E-5	1.43008E-2	1.43010E+2
7.13823E+1	7.56929E+1	9.99986E-5	1.42922E-2	1.42924E+2
7.12483E+1	7.55494E+1	9.99986E-5	1.42825E-2	1.42827E+2
7.11144E+1	7.54040E+1	9.99985E-5	1.42702E-2	1.42704E+2
7.09796E+1	7.52585E+1	9.99986E-5	1.42593E-2	1.42595E+2
7.08441E+1	7.51154E+1	9.99986E-5	1.42467E-2	1.42469E+2
7.07069E+1	7.49722E+1	9.99986E-5	1.42365E-2	1.42367E+2
7.05701E+1	7.48255E+1	9.99986E-5	1.42253E-2	1.42255E+2
7.04337E+1	7.46791E+1	9.99986E-5	1.42132E-2	1.42134E+2
7.02960E+1	7.45336E+1	9.99986E-5	1.42017E-2	1.42019E+2
7.01588E+1	7.43886E+1	9.99985E-5	1.41934E-2	1.41936E+2
7.00230E+1	7.42463E+1	9.99985E-5	1.41848E-2	1.41850E+2
6.98864E+1	7.41032E+1	9.99985E-5	1.41714E-2	1.41716E+2
6.97495E+1	7.39575E+1	9.99986E-5	1.41584E-2	1.41586E+2
6.96120E+1	7.38115E+1	9.99986E-5	1.41469E-2	1.41471E+2
6.94774E+1	7.36708E+1	9.99985E-5	1.41368E-2	1.41370E+2
6.93436E+1	7.35296E+1	9.99986E-5	1.41227E-2	1.41229E+2
6.92085E+1	7.33842E+1	9.99987E-5	1.41110E-2	1.41112E+2
6.90723E+1	7.32397E+1	9.99987E-5	1.41037E-2	1.41039E+2
6.89363E+1	7.30956E+1	9.99986E-5	1.40933E-2	1.40935E+2
6.88009E+1	7.29491E+1	9.99987E-5	1.40802E-2	1.40804E+2
6.86642E+1	7.28040E+1	9.99986E-5	1.40702E-2	1.40704E+2
6.85276E+1	7.26613E+1	9.99986E-5	1.40585E-2	1.40587E+2
6.83917E+1	7.25149E+1	9.99986E-5	1.40451E-2	1.40453E+2
6.82536E+1	7.23654E+1	9.99986E-5	1.40334E-2	1.40336E+2
6.81135E+1	7.22188E+1	9.99986E-5	1.40230E-2	1.40232E+2
6.79748E+1	7.20741E+1	9.99986E-5	1.40139E-2	1.40141E+2
