T_VTI_(K)	T_sample_(K)	I_s	V_nv	R_nv
2.95198E+2	2.98129E+2	9.99975E-6	2.82762E-3	2.82768E+2
2.95008E+2	2.98038E+2	9.99977E-6	2.82689E-3	2.82695E+2
2.94817E+2	2.97944E+2	9.99976E-6	2.82618E-3	2.82624E+2
2.94625E+2	2.97849E+2	9.99975E-6	2.82538E-3	2.82545E+2
2.94428E+2	2.97753E+2	9.99976E-6	2.82462E-3	2.82469E+2
2.94232E+2	2.97654E+2	9.99976E-6	2.82384E-3	2.82391E+2
2.94036E+2	2.97552E+2	9.99975E-6	2.82298E-3	2.82305E+2
2.93835E+2	2.97448E+2	9.99975E-6	2.82218E-3	2.82225E+2
2.93632E+2	2.97339E+2	9.99975E-6	2.82135E-3	2.82142E+2
2.93429E+2	2.97229E+2	9.99976E-6	2.82049E-3	2.82055E+2
2.93223E+2	2.97119E+2	9.99976E-6	2.81962E-3	2.81969E+2
2.93017E+2	2.97003E+2	9.99976E-6	2.81876E-3	2.81883E+2
2.92811E+2	2.96890E+2	9.99976E-6	2.81796E-3	2.81803E+2
2.92601E+2	2.96779E+2	9.99976E-6	2.81714E-3	2.81721E+2
2.92389E+2	2.96666E+2	9.99976E-6	2.81626E-3	2.81632E+2
2.92176E+2	2.96549E+2	9.99976E-6	2.81539E-3	2.81546E+2
2.91966E+2	2.96430E+2	9.99976E-6	2.81450E-3	2.81457E+2
2.91754E+2	2.96309E+2	9.99976E-6	2.81358E-3	2.81365E+2
2.91539E+2	2.96187E+2	9.99975E-6	2.81273E-3	2.81279E+2
2.91326E+2	2.96063E+2	9.99975E-6	2.81185E-3	2.81192E+2
2.91113E+2	2.95938E+2	9.99975E-6	2.81094E-3	2.81101E+2
2.90899E+2	2.95810E+2	9.99976E-6	2.81002E-3	2.81009E+2
2.90685E+2	2.95682E+2	9.99976E-6	2.80911E-3	2.80918E+2
2.90469E+2	2.95551E+2	9.99977E-6	2.80818E-3	2.80825E+2
2.90254E+2	2.95417E+2	9.99976E-6	2.80728E-3	2.80735E+2
2.90038E+2	2.95284E+2	9.99975E-6	2.80641E-3	2.80648E+2
2.89821E+2	2.95153E+2	9.99975E-6	2.80549E-3	2.80556E+2
2.89602E+2	2.95017E+2	9.99976E-6	2.80453E-3	2.80459E+2
2.89382E+2	2.94880E+2	9.99976E-6	2.80358E-3	2.80364E+2
2.89167E+2	2.94743E+2	9.99976E-6	2.80267E-3	2.80274E+2
2.88948E+2	2.94605E+2	9.99976E-6	2.80175E-3	2.80182E+2
2.88723E+2	2.94466E+2	9.99976E-6	2.80082E-3	2.80089E+2
2.88505E+2	2.94328E+2	9.99976E-6	2.79990E-3	2.79997E+2
2.88283E+2	2.94186E+2	9.99976E-6	2.79893E-3	2.79900E+2
2.88060E+2	2.94039E+2	9.99976E-6	2.79794E-3	2.79801E+2
2.87840E+2	2.93894E+2	9.99976E-6	2.79697E-3	2.79703E+2
2.87618E+2	2.93746E+2	9.99976E-6	2.79602E-3	2.79609E+2
2.87395E+2	2.93597E+2	9.99975E-6	2.79508E-3	2.79515E+2
2.87174E+2	2.93449E+2	9.99975E-6	2.79409E-3	2.79416E+2
2.86951E+2	2.93298E+2	9.99976E-6	2.79312E-3	2.79319E+2
2.86727E+2	2.93145E+2	9.99975E-6	2.79220E-3	2.79227E+2
2.86504E+2	2.92994E+2	9.99975E-6	2.79121E-3	2.79128E+2
2.86281E+2	2.92843E+2	9.99975E-6	2.79021E-3	2.79028E+2
2.86055E+2	2.92687E+2	9.99975E-6	2.78921E-3	2.78928E+2
2.85832E+2	2.92528E+2	9.99976E-6	2.78819E-3	2.78826E+2
2.85614E+2	2.92371E+2	9.99976E-6	2.78714E-3	2.78721E+2
2.85394E+2	2.92210E+2	9.99977E-6	2.78613E-3	2.78619E+2
2.85173E+2	2.92048E+2	9.99976E-6	2.78519E-3	2.78525E+2
2.84951E+2	2.91889E+2	9.99976E-6	2.78422E-3	2.78429E+2
2.84727E+2	2.91728E+2	9.99976E-6	2.78320E-3	2.78327E+2
2.84504E+2	2.91566E+2	9.99976E-6	2.78221E-3	2.78228E+2
2.84283E+2	2.91406E+2	9.99976E-6	2.78128E-3	2.78135E+2
2.84062E+2	2.91250E+2	9.99975E-6	2.78034E-3	2.78041E+2
2.83839E+2	2.91092E+2	9.99976E-6	2.77935E-3	2.77942E+2
2.83618E+2	2.90932E+2	9.99976E-6	2.77834E-3	2.77840E+2
2.83396E+2	2.90772E+2	9.99976E-6	2.77737E-3	2.77744E+2
2.83173E+2	2.90610E+2	9.99976E-6	2.77643E-3	2.77650E+2
2.82950E+2	2.90450E+2	9.99977E-6	2.77546E-3	2.77552E+2
2.82727E+2	2.90290E+2	9.99977E-6	2.77441E-3	2.77448E+2
2.82504E+2	2.90125E+2	9.99976E-6	2.77334E-3	2.77340E+2
2.82281E+2	2.89955E+2	9.99977E-6	2.77231E-3	2.77238E+2
2.82059E+2	2.89787E+2	9.99977E-6	2.77135E-3	2.77142E+2
2.81838E+2	2.89622E+2	9.99976E-6	2.77041E-3	2.77048E+2
2.81617E+2	2.89456E+2	9.99976E-6	2.76945E-3	2.76952E+2
2.81394E+2	2.89291E+2	9.99976E-6	2.76843E-3	2.76850E+2
2.81173E+2	2.89124E+2	9.99976E-6	2.76739E-3	2.76745E+2
2.80950E+2	2.88955E+2	9.99977E-6	2.76637E-3	2.76644E+2
2.80727E+2	2.88784E+2	9.99977E-6	2.76537E-3	2.76543E+2
2.80506E+2	2.88613E+2	9.99977E-6	2.76437E-3	2.76443E+2
2.80287E+2	2.88441E+2	9.99976E-6	2.76334E-3	2.76341E+2
2.80069E+2	2.88269E+2	9.99976E-6	2.76237E-3	2.76244E+2
2.79852E+2	2.88097E+2	9.99975E-6	2.76140E-3	2.76146E+2
2.79637E+2	2.87926E+2	9.99975E-6	2.76040E-3	2.76047E+2
2.79419E+2	2.87754E+2	9.99976E-6	2.75939E-3	2.75946E+2
2.79203E+2	2.87581E+2	9.99976E-6	2.75843E-3	2.75850E+2
2.78986E+2	2.87410E+2	9.99976E-6	2.75746E-3	2.75752E+2
2.78768E+2	2.87238E+2	9.99976E-6	2.75646E-3	2.75653E+2
2.78552E+2	2.87064E+2	9.99976E-6	2.75542E-3	2.75549E+2
2.78334E+2	2.86887E+2	9.99976E-6	2.75434E-3	2.75440E+2
2.78119E+2	2.86710E+2	9.99976E-6	2.75336E-3	2.75343E+2
2.77903E+2	2.86535E+2	9.99975E-6	2.75241E-3	2.75248E+2
2.77686E+2	2.86359E+2	9.99976E-6	2.75144E-3	2.75151E+2
2.77471E+2	2.86185E+2	9.99976E-6	2.75045E-3	2.75051E+2
2.77256E+2	2.86010E+2	9.99976E-6	2.74941E-3	2.74948E+2
2.77040E+2	2.85835E+2	9.99976E-6	2.74835E-3	2.74842E+2
2.76824E+2	2.85660E+2	9.99976E-6	2.74736E-3	2.74743E+2
2.76609E+2	2.85485E+2	9.99976E-6	2.74639E-3	2.74646E+2
2.76393E+2	2.85312E+2	9.99976E-6	2.74537E-3	2.74543E+2
2.76179E+2	2.85137E+2	9.99977E-6	2.74439E-3	2.74446E+2
2.75966E+2	2.84962E+2	9.99977E-6	2.74342E-3	2.74349E+2
2.75750E+2	2.84787E+2	9.99975E-6	2.74242E-3	2.74249E+2
2.75535E+2	2.84610E+2	9.99976E-6	2.74137E-3	2.74143E+2
2.75321E+2	2.84430E+2	9.99977E-6	2.74031E-3	2.74037E+2
2.75105E+2	2.84251E+2	9.99976E-6	2.73925E-3	2.73931E+2
2.74893E+2	2.84069E+2	9.99975E-6	2.73813E-3	2.73820E+2
2.74685E+2	2.83886E+2	9.99975E-6	2.73712E-3	2.73719E+2
2.74475E+2	2.83703E+2	9.99976E-6	2.73610E-3	2.73616E+2
2.74266E+2	2.83523E+2	9.99977E-6	2.73501E-3	2.73507E+2
2.74057E+2	2.83340E+2	9.99976E-6	2.73398E-3	2.73404E+2
2.73846E+2	2.83157E+2	9.99976E-6	2.73296E-3	2.73303E+2
2.73636E+2	2.82976E+2	9.99976E-6	2.73197E-3	2.73203E+2
2.73428E+2	2.82793E+2	9.99976E-6	2.73092E-3	2.73099E+2
2.73218E+2	2.82611E+2	9.99975E-6	2.72989E-3	2.72996E+2
2.73006E+2	2.82429E+2	9.99976E-6	2.72888E-3	2.72895E+2
2.72796E+2	2.82247E+2	9.99976E-6	2.72787E-3	2.72793E+2
2.72588E+2	2.82066E+2	9.99976E-6	2.72682E-3	2.72689E+2
2.72377E+2	2.81880E+2	9.99976E-6	2.72580E-3	2.72587E+2
2.72167E+2	2.81695E+2	9.99976E-6	2.72478E-3	2.72484E+2
2.71957E+2	2.81511E+2	9.99976E-6	2.72371E-3	2.72378E+2
2.71748E+2	2.81327E+2	9.99975E-6	2.72266E-3	2.72273E+2
2.71541E+2	2.81142E+2	9.99975E-6	2.72160E-3	2.72167E+2
2.71329E+2	2.80952E+2	9.99976E-6	2.72055E-3	2.72061E+2
2.71117E+2	2.80764E+2	9.99975E-6	2.71955E-3	2.71961E+2
2.70908E+2	2.80580E+2	9.99975E-6	2.71855E-3	2.71862E+2
2.70699E+2	2.80399E+2	9.99975E-6	2.71754E-3	2.71761E+2
2.70487E+2	2.80216E+2	9.99976E-6	2.71651E-3	2.71658E+2
2.70278E+2	2.80033E+2	9.99977E-6	2.71548E-3	2.71555E+2
2.70068E+2	2.79851E+2	9.99976E-6	2.71451E-3	2.71457E+2
2.69860E+2	2.79671E+2	9.99976E-6	2.71360E-3	2.71367E+2
2.69653E+2	2.79496E+2	9.99976E-6	2.71263E-3	2.71269E+2
2.69444E+2	2.79317E+2	9.99976E-6	2.71166E-3	2.71172E+2
2.69239E+2	2.79136E+2	9.99976E-6	2.71070E-3	2.71077E+2
2.69035E+2	2.78958E+2	9.99976E-6	2.70971E-3	2.70977E+2
2.68833E+2	2.78778E+2	9.99975E-6	2.70864E-3	2.70871E+2
2.68629E+2	2.78594E+2	9.99976E-6	2.70762E-3	2.70768E+2
2.68424E+2	2.78410E+2	9.99976E-6	2.70663E-3	2.70669E+2
2.68221E+2	2.78226E+2	9.99976E-6	2.70562E-3	2.70569E+2
2.68021E+2	2.78043E+2	9.99976E-6	2.70463E-3	2.70470E+2
2.67820E+2	2.77861E+2	9.99976E-6	2.70363E-3	2.70370E+2
2.67620E+2	2.77677E+2	9.99976E-6	2.70257E-3	2.70264E+2
2.67419E+2	2.77493E+2	9.99975E-6	2.70157E-3	2.70163E+2
2.67215E+2	2.77307E+2	9.99975E-6	2.70060E-3	2.70066E+2
2.67013E+2	2.77122E+2	9.99975E-6	2.69955E-3	2.69962E+2
2.66813E+2	2.76939E+2	9.99976E-6	2.69851E-3	2.69857E+2
2.66610E+2	2.76752E+2	9.99976E-6	2.69750E-3	2.69757E+2
2.66409E+2	2.76567E+2	9.99975E-6	2.69649E-3	2.69656E+2
2.66209E+2	2.76383E+2	9.99976E-6	2.69549E-3	2.69556E+2
2.66005E+2	2.76198E+2	9.99976E-6	2.69457E-3	2.69463E+2
2.65804E+2	2.76013E+2	9.99976E-6	2.69359E-3	2.69365E+2
2.65605E+2	2.75829E+2	9.99976E-6	2.69254E-3	2.69261E+2
2.65406E+2	2.75646E+2	9.99976E-6	2.69153E-3	2.69159E+2
2.65203E+2	2.75460E+2	9.99976E-6	2.69056E-3	2.69062E+2
2.65005E+2	2.75276E+2	9.99976E-6	2.68962E-3	2.68969E+2
2.64805E+2	2.75092E+2	9.99977E-6	2.68865E-3	2.68871E+2
2.64604E+2	2.74909E+2	9.99977E-6	2.68760E-3	2.68766E+2
2.64405E+2	2.74727E+2	9.99976E-6	2.68654E-3	2.68660E+2
2.64205E+2	2.74542E+2	9.99976E-6	2.68552E-3	2.68558E+2
2.64006E+2	2.74358E+2	9.99977E-6	2.68454E-3	2.68460E+2
2.63811E+2	2.74175E+2	9.99976E-6	2.68358E-3	2.68365E+2
2.63616E+2	2.73994E+2	9.99976E-6	2.68263E-3	2.68270E+2
2.63421E+2	2.73813E+2	9.99977E-6	2.68166E-3	2.68172E+2
2.63226E+2	2.73631E+2	9.99975E-6	2.68062E-3	2.68069E+2
2.63032E+2	2.73449E+2	9.99975E-6	2.67958E-3	2.67965E+2
2.62838E+2	2.73266E+2	9.99976E-6	2.67860E-3	2.67867E+2
2.62642E+2	2.73082E+2	9.99976E-6	2.67759E-3	2.67765E+2
2.62448E+2	2.72899E+2	9.99976E-6	2.67655E-3	2.67661E+2
2.62255E+2	2.72715E+2	9.99976E-6	2.67556E-3	2.67563E+2
2.62061E+2	2.72531E+2	9.99975E-6	2.67464E-3	2.67471E+2
2.61868E+2	2.72349E+2	9.99975E-6	2.67368E-3	2.67374E+2
2.61672E+2	2.72167E+2	9.99975E-6	2.67268E-3	2.67275E+2
2.61477E+2	2.71984E+2	9.99976E-6	2.67171E-3	2.67177E+2
2.61285E+2	2.71803E+2	9.99976E-6	2.67072E-3	2.67078E+2
2.61094E+2	2.71621E+2	9.99977E-6	2.66973E-3	2.66979E+2
2.60900E+2	2.71440E+2	9.99976E-6	2.66869E-3	2.66876E+2
2.60706E+2	2.71255E+2	9.99975E-6	2.66764E-3	2.66771E+2
2.60513E+2	2.71069E+2	9.99976E-6	2.66668E-3	2.66674E+2
2.60318E+2	2.70883E+2	9.99976E-6	2.66570E-3	2.66576E+2
2.60123E+2	2.70698E+2	9.99975E-6	2.66472E-3	2.66478E+2
2.59931E+2	2.70514E+2	9.99975E-6	2.66377E-3	2.66383E+2
2.59739E+2	2.70331E+2	9.99976E-6	2.66275E-3	2.66281E+2
2.59545E+2	2.70148E+2	9.99975E-6	2.66171E-3	2.66178E+2
2.59350E+2	2.69962E+2	9.99975E-6	2.66068E-3	2.66074E+2
2.59157E+2	2.69774E+2	9.99976E-6	2.65967E-3	2.65973E+2
2.58964E+2	2.69588E+2	9.99976E-6	2.65872E-3	2.65879E+2
2.58771E+2	2.69408E+2	9.99975E-6	2.65781E-3	2.65788E+2
2.58578E+2	2.69228E+2	9.99975E-6	2.65689E-3	2.65696E+2
2.58388E+2	2.69051E+2	9.99976E-6	2.65600E-3	2.65607E+2
2.58200E+2	2.68877E+2	9.99975E-6	2.65503E-3	2.65509E+2
2.58013E+2	2.68699E+2	9.99975E-6	2.65403E-3	2.65410E+2
2.57826E+2	2.68521E+2	9.99975E-6	2.65316E-3	2.65323E+2
2.57636E+2	2.68341E+2	9.99975E-6	2.65223E-3	2.65230E+2
2.57450E+2	2.68165E+2	9.99976E-6	2.65125E-3	2.65131E+2
2.57265E+2	2.67987E+2	9.99976E-6	2.65022E-3	2.65029E+2
2.57077E+2	2.67806E+2	9.99975E-6	2.64917E-3	2.64923E+2
2.56889E+2	2.67622E+2	9.99976E-6	2.64815E-3	2.64822E+2
2.56703E+2	2.67439E+2	9.99976E-6	2.64720E-3	2.64726E+2
2.56520E+2	2.67259E+2	9.99976E-6	2.64630E-3	2.64636E+2
2.56333E+2	2.67078E+2	9.99976E-6	2.64531E-3	2.64537E+2
2.56145E+2	2.66898E+2	9.99975E-6	2.64429E-3	2.64436E+2
2.55962E+2	2.66718E+2	9.99976E-6	2.64332E-3	2.64338E+2
2.55776E+2	2.66536E+2	9.99977E-6	2.64233E-3	2.64240E+2
2.55589E+2	2.66356E+2	9.99977E-6	2.64135E-3	2.64141E+2
2.55401E+2	2.66173E+2	9.99977E-6	2.64041E-3	2.64047E+2
2.55216E+2	2.65991E+2	9.99976E-6	2.63946E-3	2.63952E+2
2.55033E+2	2.65813E+2	9.99976E-6	2.63847E-3	2.63854E+2
2.54844E+2	2.65631E+2	9.99977E-6	2.63753E-3	2.63759E+2
2.54656E+2	2.65450E+2	9.99976E-6	2.63658E-3	2.63664E+2
2.54472E+2	2.65273E+2	9.99975E-6	2.63566E-3	2.63573E+2
2.54287E+2	2.65094E+2	9.99975E-6	2.63473E-3	2.63479E+2
2.54103E+2	2.64914E+2	9.99976E-6	2.63371E-3	2.63377E+2
2.53918E+2	2.64733E+2	9.99975E-6	2.63270E-3	2.63276E+2
2.53731E+2	2.64547E+2	9.99976E-6	2.63173E-3	2.63179E+2
2.53545E+2	2.64363E+2	9.99976E-6	2.63075E-3	2.63082E+2
2.53361E+2	2.64180E+2	9.99976E-6	2.62978E-3	2.62984E+2
2.53176E+2	2.64000E+2	9.99976E-6	2.62878E-3	2.62884E+2
2.52990E+2	2.63818E+2	9.99975E-6	2.62779E-3	2.62785E+2
2.52808E+2	2.63639E+2	9.99975E-6	2.62686E-3	2.62692E+2
2.52628E+2	2.63462E+2	9.99976E-6	2.62584E-3	2.62591E+2
2.52445E+2	2.63283E+2	9.99976E-6	2.62485E-3	2.62491E+2
2.52264E+2	2.63105E+2	9.99975E-6	2.62393E-3	2.62399E+2
2.52083E+2	2.62929E+2	9.99975E-6	2.62295E-3	2.62301E+2
2.51900E+2	2.62751E+2	9.99974E-6	2.62195E-3	2.62202E+2
2.51717E+2	2.62569E+2	9.99975E-6	2.62095E-3	2.62101E+2
2.51535E+2	2.62389E+2	9.99976E-6	2.62004E-3	2.62010E+2
2.51355E+2	2.62210E+2	9.99976E-6	2.61917E-3	2.61924E+2
2.51172E+2	2.62035E+2	9.99976E-6	2.61822E-3	2.61828E+2
2.50990E+2	2.61862E+2	9.99976E-6	2.61724E-3	2.61730E+2
2.50809E+2	2.61687E+2	9.99976E-6	2.61632E-3	2.61638E+2
2.50628E+2	2.61509E+2	9.99976E-6	2.61534E-3	2.61540E+2
2.50446E+2	2.61329E+2	9.99976E-6	2.61430E-3	2.61437E+2
2.50263E+2	2.61148E+2	9.99976E-6	2.61329E-3	2.61335E+2
2.50082E+2	2.60968E+2	9.99976E-6	2.61235E-3	2.61241E+2
2.49898E+2	2.60788E+2	9.99977E-6	2.61146E-3	2.61152E+2
2.49716E+2	2.60608E+2	9.99977E-6	2.61049E-3	2.61056E+2
2.49535E+2	2.60430E+2	9.99975E-6	2.60952E-3	2.60958E+2
2.49353E+2	2.60251E+2	9.99975E-6	2.60856E-3	2.60862E+2
2.49170E+2	2.60072E+2	9.99976E-6	2.60756E-3	2.60762E+2
2.48990E+2	2.59894E+2	9.99976E-6	2.60664E-3	2.60671E+2
2.48810E+2	2.59717E+2	9.99976E-6	2.60570E-3	2.60576E+2
2.48628E+2	2.59539E+2	9.99975E-6	2.60470E-3	2.60476E+2
2.48447E+2	2.59358E+2	9.99975E-6	2.60378E-3	2.60384E+2
2.48264E+2	2.59177E+2	9.99976E-6	2.60280E-3	2.60287E+2
2.48081E+2	2.58998E+2	9.99976E-6	2.60184E-3	2.60190E+2
2.47899E+2	2.58819E+2	9.99976E-6	2.60093E-3	2.60099E+2
2.47719E+2	2.58642E+2	9.99976E-6	2.60001E-3	2.60007E+2
2.47538E+2	2.58467E+2	9.99976E-6	2.59908E-3	2.59915E+2
2.47360E+2	2.58294E+2	9.99976E-6	2.59815E-3	2.59821E+2
2.47184E+2	2.58119E+2	9.99976E-6	2.59718E-3	2.59724E+2
2.47006E+2	2.57943E+2	9.99976E-6	2.59617E-3	2.59623E+2
2.46830E+2	2.57767E+2	9.99976E-6	2.59518E-3	2.59524E+2
2.46653E+2	2.57590E+2	9.99976E-6	2.59431E-3	2.59437E+2
2.46476E+2	2.57416E+2	9.99975E-6	2.59342E-3	2.59348E+2
2.46300E+2	2.57242E+2	9.99976E-6	2.59246E-3	2.59253E+2
2.46123E+2	2.57067E+2	9.99976E-6	2.59152E-3	2.59158E+2
2.45948E+2	2.56893E+2	9.99976E-6	2.59055E-3	2.59061E+2
2.45771E+2	2.56716E+2	9.99976E-6	2.58959E-3	2.58965E+2
2.45593E+2	2.56540E+2	9.99976E-6	2.58870E-3	2.58876E+2
2.45418E+2	2.56367E+2	9.99976E-6	2.58781E-3	2.58787E+2
2.45244E+2	2.56197E+2	9.99975E-6	2.58690E-3	2.58697E+2
2.45067E+2	2.56024E+2	9.99975E-6	2.58596E-3	2.58602E+2
2.44890E+2	2.55850E+2	9.99976E-6	2.58505E-3	2.58511E+2
2.44715E+2	2.55675E+2	9.99975E-6	2.58410E-3	2.58416E+2
2.44540E+2	2.55501E+2	9.99975E-6	2.58309E-3	2.58315E+2
2.44365E+2	2.55324E+2	9.99976E-6	2.58207E-3	2.58214E+2
2.44190E+2	2.55144E+2	9.99976E-6	2.58110E-3	2.58117E+2
2.44014E+2	2.54967E+2	9.99976E-6	2.58025E-3	2.58031E+2
2.43838E+2	2.54792E+2	9.99976E-6	2.57932E-3	2.57938E+2
2.43663E+2	2.54618E+2	9.99976E-6	2.57832E-3	2.57838E+2
2.43487E+2	2.54441E+2	9.99976E-6	2.57733E-3	2.57739E+2
2.43311E+2	2.54261E+2	9.99976E-6	2.57641E-3	2.57647E+2
2.43135E+2	2.54083E+2	9.99976E-6	2.57549E-3	2.57555E+2
2.42958E+2	2.53908E+2	9.99975E-6	2.57454E-3	2.57460E+2
2.42783E+2	2.53735E+2	9.99976E-6	2.57361E-3	2.57367E+2
2.42607E+2	2.53558E+2	9.99976E-6	2.57264E-3	2.57270E+2
2.42432E+2	2.53380E+2	9.99976E-6	2.57164E-3	2.57170E+2
2.42254E+2	2.53202E+2	9.99976E-6	2.57071E-3	2.57078E+2
2.42076E+2	2.53024E+2	9.99976E-6	2.56979E-3	2.56985E+2
2.41903E+2	2.52849E+2	9.99976E-6	2.56885E-3	2.56891E+2
2.41732E+2	2.52678E+2	9.99975E-6	2.56796E-3	2.56802E+2
2.41559E+2	2.52508E+2	9.99975E-6	2.56708E-3	2.56714E+2
2.41385E+2	2.52338E+2	9.99975E-6	2.56624E-3	2.56630E+2
2.41215E+2	2.52172E+2	9.99975E-6	2.56537E-3	2.56544E+2
2.41043E+2	2.52004E+2	9.99975E-6	2.56450E-3	2.56456E+2
2.40871E+2	2.51836E+2	9.99976E-6	2.56363E-3	2.56370E+2
2.40701E+2	2.51669E+2	9.99975E-6	2.56274E-3	2.56280E+2
2.40528E+2	2.51501E+2	9.99976E-6	2.56179E-3	2.56186E+2
2.40358E+2	2.51331E+2	9.99976E-6	2.56079E-3	2.56085E+2
2.40187E+2	2.51158E+2	9.99976E-6	2.55980E-3	2.55986E+2
2.40015E+2	2.50984E+2	9.99976E-6	2.55886E-3	2.55892E+2
2.39845E+2	2.50810E+2	9.99977E-6	2.55792E-3	2.55798E+2
2.39674E+2	2.50636E+2	9.99977E-6	2.55699E-3	2.55705E+2
2.39505E+2	2.50464E+2	9.99976E-6	2.55606E-3	2.55613E+2
2.39336E+2	2.50293E+2	9.99976E-6	2.55516E-3	2.55522E+2
2.39164E+2	2.50121E+2	9.99976E-6	2.55426E-3	2.55432E+2
2.38991E+2	2.49948E+2	9.99975E-6	2.55336E-3	2.55342E+2
2.38821E+2	2.49777E+2	9.99975E-6	2.55248E-3	2.55254E+2
2.38652E+2	2.49607E+2	9.99975E-6	2.55160E-3	2.55167E+2
2.38484E+2	2.49439E+2	9.99976E-6	2.55067E-3	2.55073E+2
2.38315E+2	2.49269E+2	9.99976E-6	2.54972E-3	2.54978E+2
2.38143E+2	2.49094E+2	9.99975E-6	2.54881E-3	2.54887E+2
2.37971E+2	2.48921E+2	9.99976E-6	2.54789E-3	2.54795E+2
2.37800E+2	2.48748E+2	9.99975E-6	2.54693E-3	2.54700E+2
2.37629E+2	2.48575E+2	9.99976E-6	2.54598E-3	2.54604E+2
2.37458E+2	2.48401E+2	9.99976E-6	2.54503E-3	2.54509E+2
2.37289E+2	2.48227E+2	9.99976E-6	2.54405E-3	2.54411E+2
2.37118E+2	2.48053E+2	9.99976E-6	2.54308E-3	2.54314E+2
2.36946E+2	2.47876E+2	9.99976E-6	2.54217E-3	2.54223E+2
2.36781E+2	2.47704E+2	9.99976E-6	2.54124E-3	2.54130E+2
2.36612E+2	2.47530E+2	9.99976E-6	2.54026E-3	2.54032E+2
2.36443E+2	2.47356E+2	9.99976E-6	2.53932E-3	2.53938E+2
2.36276E+2	2.47185E+2	9.99975E-6	2.53846E-3	2.53852E+2
