T_VTI_(K)	T_sample_(K)	I_s	V_nv	R_nv
2.36109E+2	2.47016E+2	9.99976E-6	2.53757E-3	2.53763E+2
2.35942E+2	2.46849E+2	9.99977E-6	2.53663E-3	2.53669E+2
2.35774E+2	2.46681E+2	9.99975E-6	2.53563E-3	2.53570E+2
2.35602E+2	2.46508E+2	9.99975E-6	2.53468E-3	2.53474E+2
2.35434E+2	2.46337E+2	9.99976E-6	2.53374E-3	2.53380E+2
2.35265E+2	2.46163E+2	9.99976E-6	2.53277E-3	2.53283E+2
2.35095E+2	2.45992E+2	9.99976E-6	2.53182E-3	2.53188E+2
2.34927E+2	2.45823E+2	9.99976E-6	2.53092E-3	2.53098E+2
2.34756E+2	2.45651E+2	9.99975E-6	2.53007E-3	2.53013E+2
2.34586E+2	2.45481E+2	9.99976E-6	2.52917E-3	2.52923E+2
2.34419E+2	2.45313E+2	9.99975E-6	2.52827E-3	2.52833E+2
2.34249E+2	2.45145E+2	9.99975E-6	2.52732E-3	2.52739E+2
2.34078E+2	2.44975E+2	9.99975E-6	2.52639E-3	2.52646E+2
2.33908E+2	2.44805E+2	9.99975E-6	2.52549E-3	2.52555E+2
2.33739E+2	2.44634E+2	9.99975E-6	2.52457E-3	2.52463E+2
2.33572E+2	2.44464E+2	9.99975E-6	2.52367E-3	2.52373E+2
2.33405E+2	2.44296E+2	9.99976E-6	2.52275E-3	2.52281E+2
2.33234E+2	2.44126E+2	9.99976E-6	2.52185E-3	2.52191E+2
2.33062E+2	2.43954E+2	9.99976E-6	2.52098E-3	2.52104E+2
2.32892E+2	2.43786E+2	9.99976E-6	2.52013E-3	2.52019E+2
2.32725E+2	2.43622E+2	9.99976E-6	2.51929E-3	2.51935E+2
2.32557E+2	2.43456E+2	9.99976E-6	2.51837E-3	2.51843E+2
2.32387E+2	2.43287E+2	9.99976E-6	2.51744E-3	2.51750E+2
2.32218E+2	2.43118E+2	9.99977E-6	2.51655E-3	2.51661E+2
2.32052E+2	2.42950E+2	9.99976E-6	2.51564E-3	2.51570E+2
2.31886E+2	2.42779E+2	9.99976E-6	2.51470E-3	2.51476E+2
2.31721E+2	2.42610E+2	9.99976E-6	2.51379E-3	2.51385E+2
2.31557E+2	2.42439E+2	9.99976E-6	2.51291E-3	2.51297E+2
2.31394E+2	2.42269E+2	9.99976E-6	2.51201E-3	2.51207E+2
2.31230E+2	2.42099E+2	9.99977E-6	2.51112E-3	2.51118E+2
2.31066E+2	2.41931E+2	9.99976E-6	2.51022E-3	2.51028E+2
2.30902E+2	2.41768E+2	9.99976E-6	2.50930E-3	2.50936E+2
2.30739E+2	2.41604E+2	9.99976E-6	2.50847E-3	2.50853E+2
2.30574E+2	2.41438E+2	9.99975E-6	2.50761E-3	2.50767E+2
2.30411E+2	2.41275E+2	9.99975E-6	2.50668E-3	2.50674E+2
2.30249E+2	2.41109E+2	9.99975E-6	2.50569E-3	2.50575E+2
2.30083E+2	2.40940E+2	9.99976E-6	2.50475E-3	2.50481E+2
2.29918E+2	2.40772E+2	9.99976E-6	2.50387E-3	2.50393E+2
2.29755E+2	2.40605E+2	9.99976E-6	2.50296E-3	2.50302E+2
2.29593E+2	2.40438E+2	9.99976E-6	2.50204E-3	2.50210E+2
2.29430E+2	2.40271E+2	9.99976E-6	2.50111E-3	2.50117E+2
2.29268E+2	2.40105E+2	9.99976E-6	2.50019E-3	2.50025E+2
2.29103E+2	2.39937E+2	9.99976E-6	2.49934E-3	2.49940E+2
2.28938E+2	2.39772E+2	9.99975E-6	2.49849E-3	2.49856E+2
2.28775E+2	2.39610E+2	9.99976E-6	2.49756E-3	2.49763E+2
2.28611E+2	2.39444E+2	9.99976E-6	2.49664E-3	2.49670E+2
2.28447E+2	2.39277E+2	9.99976E-6	2.49574E-3	2.49580E+2
2.28282E+2	2.39110E+2	9.99976E-6	2.49480E-3	2.49486E+2
2.28117E+2	2.38940E+2	9.99976E-6	2.49387E-3	2.49393E+2
2.27955E+2	2.38772E+2	9.99976E-6	2.49294E-3	2.49299E+2
2.27790E+2	2.38604E+2	9.99977E-6	2.49204E-3	2.49210E+2
2.27626E+2	2.38436E+2	9.99976E-6	2.49118E-3	2.49124E+2
2.27461E+2	2.38269E+2	9.99975E-6	2.49031E-3	2.49037E+2
2.27297E+2	2.38103E+2	9.99976E-6	2.48943E-3	2.48949E+2
2.27133E+2	2.37939E+2	9.99975E-6	2.48850E-3	2.48856E+2
2.26970E+2	2.37772E+2	9.99975E-6	2.48757E-3	2.48763E+2
2.26809E+2	2.37605E+2	9.99976E-6	2.48666E-3	2.48672E+2
2.26646E+2	2.37437E+2	9.99975E-6	2.48576E-3	2.48582E+2
2.26484E+2	2.37268E+2	9.99976E-6	2.48483E-3	2.48489E+2
2.26324E+2	2.37101E+2	9.99976E-6	2.48385E-3	2.48391E+2
2.26163E+2	2.36932E+2	9.99976E-6	2.48290E-3	2.48297E+2
2.26000E+2	2.36761E+2	9.99975E-6	2.48199E-3	2.48205E+2
2.25838E+2	2.36589E+2	9.99975E-6	2.48110E-3	2.48116E+2
2.25677E+2	2.36421E+2	9.99976E-6	2.48019E-3	2.48025E+2
2.25514E+2	2.36256E+2	9.99977E-6	2.47925E-3	2.47930E+2
2.25351E+2	2.36091E+2	9.99977E-6	2.47837E-3	2.47843E+2
2.25191E+2	2.35929E+2	9.99976E-6	2.47750E-3	2.47756E+2
2.25028E+2	2.35766E+2	9.99975E-6	2.47662E-3	2.47668E+2
2.24865E+2	2.35603E+2	9.99975E-6	2.47578E-3	2.47584E+2
2.24704E+2	2.35443E+2	9.99976E-6	2.47496E-3	2.47502E+2
2.24542E+2	2.35285E+2	9.99976E-6	2.47410E-3	2.47416E+2
2.24379E+2	2.35125E+2	9.99976E-6	2.47326E-3	2.47332E+2
2.24218E+2	2.34966E+2	9.99977E-6	2.47241E-3	2.47247E+2
2.24057E+2	2.34805E+2	9.99976E-6	2.47150E-3	2.47156E+2
2.23894E+2	2.34642E+2	9.99975E-6	2.47058E-3	2.47064E+2
2.23733E+2	2.34479E+2	9.99976E-6	2.46965E-3	2.46971E+2
2.23573E+2	2.34316E+2	9.99977E-6	2.46876E-3	2.46882E+2
2.23411E+2	2.34152E+2	9.99976E-6	2.46791E-3	2.46797E+2
2.23250E+2	2.33990E+2	9.99976E-6	2.46711E-3	2.46716E+2
2.23090E+2	2.33828E+2	9.99977E-6	2.46623E-3	2.46629E+2
2.22928E+2	2.33665E+2	9.99977E-6	2.46531E-3	2.46536E+2
2.22767E+2	2.33499E+2	9.99977E-6	2.46438E-3	2.46444E+2
2.22606E+2	2.33333E+2	9.99977E-6	2.46345E-3	2.46351E+2
2.22444E+2	2.33168E+2	9.99976E-6	2.46259E-3	2.46265E+2
2.22286E+2	2.33006E+2	9.99977E-6	2.46174E-3	2.46180E+2
2.22126E+2	2.32844E+2	9.99976E-6	2.46083E-3	2.46088E+2
2.21963E+2	2.32678E+2	9.99976E-6	2.45983E-3	2.45989E+2
2.21806E+2	2.32511E+2	9.99976E-6	2.45887E-3	2.45893E+2
2.21650E+2	2.32344E+2	9.99977E-6	2.45802E-3	2.45807E+2
2.21491E+2	2.32179E+2	9.99977E-6	2.45718E-3	2.45724E+2
2.21335E+2	2.32016E+2	9.99977E-6	2.45632E-3	2.45638E+2
2.21177E+2	2.31853E+2	9.99977E-6	2.45546E-3	2.45552E+2
2.21018E+2	2.31689E+2	9.99975E-6	2.45455E-3	2.45461E+2
2.20861E+2	2.31525E+2	9.99975E-6	2.45366E-3	2.45372E+2
2.20704E+2	2.31364E+2	9.99977E-6	2.45279E-3	2.45284E+2
2.20547E+2	2.31206E+2	9.99976E-6	2.45190E-3	2.45196E+2
2.20389E+2	2.31043E+2	9.99976E-6	2.45102E-3	2.45108E+2
2.20231E+2	2.30881E+2	9.99977E-6	2.45014E-3	2.45019E+2
2.20074E+2	2.30719E+2	9.99977E-6	2.44922E-3	2.44928E+2
2.19915E+2	2.30556E+2	9.99977E-6	2.44831E-3	2.44837E+2
2.19755E+2	2.30395E+2	9.99977E-6	2.44742E-3	2.44748E+2
2.19596E+2	2.30234E+2	9.99977E-6	2.44655E-3	2.44660E+2
2.19440E+2	2.30074E+2	9.99976E-6	2.44569E-3	2.44575E+2
2.19283E+2	2.29913E+2	9.99976E-6	2.44479E-3	2.44485E+2
2.19123E+2	2.29750E+2	9.99977E-6	2.44396E-3	2.44401E+2
2.18964E+2	2.29589E+2	9.99977E-6	2.44303E-3	2.44309E+2
2.18805E+2	2.29426E+2	9.99977E-6	2.44213E-3	2.44219E+2
2.18648E+2	2.29265E+2	9.99976E-6	2.44128E-3	2.44134E+2
2.18490E+2	2.29105E+2	9.99977E-6	2.44038E-3	2.44044E+2
2.18333E+2	2.28944E+2	9.99977E-6	2.43950E-3	2.43956E+2
2.18174E+2	2.28785E+2	9.99976E-6	2.43865E-3	2.43871E+2
2.18017E+2	2.28625E+2	9.99976E-6	2.43783E-3	2.43788E+2
2.17861E+2	2.28465E+2	9.99977E-6	2.43691E-3	2.43697E+2
2.17702E+2	2.28302E+2	9.99977E-6	2.43599E-3	2.43605E+2
2.17544E+2	2.28139E+2	9.99977E-6	2.43517E-3	2.43522E+2
2.17385E+2	2.27979E+2	9.99976E-6	2.43430E-3	2.43436E+2
2.17224E+2	2.27816E+2	9.99976E-6	2.43341E-3	2.43347E+2
2.17066E+2	2.27654E+2	9.99976E-6	2.43253E-3	2.43259E+2
2.16911E+2	2.27492E+2	9.99977E-6	2.43168E-3	2.43174E+2
2.16757E+2	2.27330E+2	9.99977E-6	2.43083E-3	2.43089E+2
2.16604E+2	2.27172E+2	9.99976E-6	2.42992E-3	2.42997E+2
2.16451E+2	2.27011E+2	9.99976E-6	2.42903E-3	2.42908E+2
2.16295E+2	2.26849E+2	9.99975E-6	2.42812E-3	2.42818E+2
2.16140E+2	2.26688E+2	9.99975E-6	2.42721E-3	2.42727E+2
2.15985E+2	2.26525E+2	9.99976E-6	2.42641E-3	2.42647E+2
2.15832E+2	2.26365E+2	9.99976E-6	2.42555E-3	2.42561E+2
2.15678E+2	2.26211E+2	9.99977E-6	2.42468E-3	2.42473E+2
2.15522E+2	2.26054E+2	9.99976E-6	2.42386E-3	2.42391E+2
2.15369E+2	2.25897E+2	9.99977E-6	2.42295E-3	2.42300E+2
2.15213E+2	2.25736E+2	9.99977E-6	2.42200E-3	2.42205E+2
2.15057E+2	2.25574E+2	9.99976E-6	2.42111E-3	2.42117E+2
2.14903E+2	2.25414E+2	9.99977E-6	2.42027E-3	2.42032E+2
2.14750E+2	2.25255E+2	9.99977E-6	2.41936E-3	2.41941E+2
2.14595E+2	2.25094E+2	9.99975E-6	2.41845E-3	2.41851E+2
2.14441E+2	2.24933E+2	9.99975E-6	2.41753E-3	2.41759E+2
2.14287E+2	2.24774E+2	9.99976E-6	2.41662E-3	2.41667E+2
2.14132E+2	2.24615E+2	9.99977E-6	2.41578E-3	2.41583E+2
2.13976E+2	2.24453E+2	9.99976E-6	2.41490E-3	2.41495E+2
2.13820E+2	2.24294E+2	9.99975E-6	2.41402E-3	2.41408E+2
2.13667E+2	2.24135E+2	9.99976E-6	2.41320E-3	2.41326E+2
2.13511E+2	2.23976E+2	9.99976E-6	2.41240E-3	2.41246E+2
2.13355E+2	2.23820E+2	9.99977E-6	2.41155E-3	2.41160E+2
2.13201E+2	2.23664E+2	9.99977E-6	2.41070E-3	2.41075E+2
2.13046E+2	2.23507E+2	9.99976E-6	2.40987E-3	2.40993E+2
2.12890E+2	2.23350E+2	9.99976E-6	2.40900E-3	2.40906E+2
2.12735E+2	2.23193E+2	9.99977E-6	2.40815E-3	2.40821E+2
2.12579E+2	2.23036E+2	9.99976E-6	2.40729E-3	2.40735E+2
2.12425E+2	2.22875E+2	9.99976E-6	2.40633E-3	2.40639E+2
2.12269E+2	2.22713E+2	9.99977E-6	2.40538E-3	2.40543E+2
2.12114E+2	2.22552E+2	9.99978E-6	2.40450E-3	2.40456E+2
2.11963E+2	2.22391E+2	9.99977E-6	2.40366E-3	2.40371E+2
2.11810E+2	2.22232E+2	9.99976E-6	2.40280E-3	2.40285E+2
2.11658E+2	2.22074E+2	9.99977E-6	2.40197E-3	2.40203E+2
2.11508E+2	2.21917E+2	9.99977E-6	2.40115E-3	2.40121E+2
2.11356E+2	2.21760E+2	9.99977E-6	2.40030E-3	2.40035E+2
2.11205E+2	2.21601E+2	9.99977E-6	2.39946E-3	2.39952E+2
2.11053E+2	2.21445E+2	9.99977E-6	2.39868E-3	2.39873E+2
2.10903E+2	2.21293E+2	9.99977E-6	2.39787E-3	2.39793E+2
2.10754E+2	2.21143E+2	9.99976E-6	2.39704E-3	2.39710E+2
2.10605E+2	2.20991E+2	9.99976E-6	2.39620E-3	2.39625E+2
2.10453E+2	2.20838E+2	9.99976E-6	2.39535E-3	2.39541E+2
2.10302E+2	2.20683E+2	9.99977E-6	2.39447E-3	2.39453E+2
2.10151E+2	2.20528E+2	9.99977E-6	2.39361E-3	2.39367E+2
2.10002E+2	2.20375E+2	9.99976E-6	2.39281E-3	2.39286E+2
2.09852E+2	2.20222E+2	9.99977E-6	2.39202E-3	2.39207E+2
2.09702E+2	2.20069E+2	9.99977E-6	2.39112E-3	2.39118E+2
2.09553E+2	2.19915E+2	9.99977E-6	2.39014E-3	2.39020E+2
2.09403E+2	2.19756E+2	9.99976E-6	2.38917E-3	2.38923E+2
2.09251E+2	2.19595E+2	9.99975E-6	2.38828E-3	2.38834E+2
2.09101E+2	2.19437E+2	9.99976E-6	2.38747E-3	2.38753E+2
2.08951E+2	2.19280E+2	9.99977E-6	2.38668E-3	2.38673E+2
2.08799E+2	2.19123E+2	9.99977E-6	2.38581E-3	2.38587E+2
2.08649E+2	2.18970E+2	9.99975E-6	2.38492E-3	2.38498E+2
2.08500E+2	2.18816E+2	9.99975E-6	2.38412E-3	2.38418E+2
2.08350E+2	2.18662E+2	9.99976E-6	2.38333E-3	2.38338E+2
2.08198E+2	2.18508E+2	9.99976E-6	2.38249E-3	2.38254E+2
2.08048E+2	2.18355E+2	9.99976E-6	2.38162E-3	2.38167E+2
2.07898E+2	2.18199E+2	9.99976E-6	2.38073E-3	2.38079E+2
2.07748E+2	2.18044E+2	9.99976E-6	2.37983E-3	2.37989E+2
2.07598E+2	2.17887E+2	9.99977E-6	2.37896E-3	2.37901E+2
2.07446E+2	2.17727E+2	9.99977E-6	2.37811E-3	2.37816E+2
2.07296E+2	2.17571E+2	9.99976E-6	2.37726E-3	2.37732E+2
2.07146E+2	2.17415E+2	9.99975E-6	2.37639E-3	2.37644E+2
2.06994E+2	2.17260E+2	9.99976E-6	2.37553E-3	2.37558E+2
2.06847E+2	2.17105E+2	9.99976E-6	2.37469E-3	2.37474E+2
2.06700E+2	2.16950E+2	9.99976E-6	2.37385E-3	2.37391E+2
2.06553E+2	2.16794E+2	9.99976E-6	2.37308E-3	2.37314E+2
2.06407E+2	2.16642E+2	9.99976E-6	2.37229E-3	2.37235E+2
2.06260E+2	2.16492E+2	9.99976E-6	2.37145E-3	2.37150E+2
2.06114E+2	2.16344E+2	9.99976E-6	2.37062E-3	2.37067E+2
2.05967E+2	2.16193E+2	9.99977E-6	2.36977E-3	2.36983E+2
2.05820E+2	2.16041E+2	9.99977E-6	2.36888E-3	2.36894E+2
2.05673E+2	2.15889E+2	9.99977E-6	2.36803E-3	2.36809E+2
2.05527E+2	2.15736E+2	9.99976E-6	2.36723E-3	2.36729E+2
2.05381E+2	2.15585E+2	9.99976E-6	2.36640E-3	2.36646E+2
2.05233E+2	2.15434E+2	9.99976E-6	2.36556E-3	2.36561E+2
2.05088E+2	2.15283E+2	9.99976E-6	2.36469E-3	2.36474E+2
2.04942E+2	2.15130E+2	9.99975E-6	2.36375E-3	2.36381E+2
2.04795E+2	2.14975E+2	9.99975E-6	2.36290E-3	2.36296E+2
2.04648E+2	2.14821E+2	9.99976E-6	2.36212E-3	2.36218E+2
2.04502E+2	2.14671E+2	9.99976E-6	2.36130E-3	2.36136E+2
2.04356E+2	2.14522E+2	9.99976E-6	2.36045E-3	2.36051E+2
2.04210E+2	2.14370E+2	9.99976E-6	2.35959E-3	2.35965E+2
2.04061E+2	2.14217E+2	9.99977E-6	2.35872E-3	2.35877E+2
2.03914E+2	2.14063E+2	9.99977E-6	2.35784E-3	2.35789E+2
2.03769E+2	2.13908E+2	9.99976E-6	2.35696E-3	2.35701E+2
2.03622E+2	2.13753E+2	9.99976E-6	2.35610E-3	2.35616E+2
2.03474E+2	2.13598E+2	9.99976E-6	2.35524E-3	2.35529E+2
2.03325E+2	2.13444E+2	9.99977E-6	2.35441E-3	2.35447E+2
2.03179E+2	2.13294E+2	9.99976E-6	2.35361E-3	2.35367E+2
2.03033E+2	2.13143E+2	9.99976E-6	2.35271E-3	2.35277E+2
2.02883E+2	2.12987E+2	9.99976E-6	2.35180E-3	2.35185E+2
2.02734E+2	2.12830E+2	9.99975E-6	2.35092E-3	2.35098E+2
2.02588E+2	2.12676E+2	9.99975E-6	2.35006E-3	2.35012E+2
2.02440E+2	2.12522E+2	9.99975E-6	2.34923E-3	2.34929E+2
2.02291E+2	2.12369E+2	9.99975E-6	2.34845E-3	2.34851E+2
2.02145E+2	2.12218E+2	9.99976E-6	2.34768E-3	2.34774E+2
2.01996E+2	2.12067E+2	9.99977E-6	2.34680E-3	2.34686E+2
2.01851E+2	2.11915E+2	9.99976E-6	2.34589E-3	2.34595E+2
2.01707E+2	2.11761E+2	9.99975E-6	2.34500E-3	2.34506E+2
2.01560E+2	2.11605E+2	9.99975E-6	2.34406E-3	2.34412E+2
2.01415E+2	2.11448E+2	9.99976E-6	2.34315E-3	2.34321E+2
2.01268E+2	2.11291E+2	9.99977E-6	2.34232E-3	2.34237E+2
2.01123E+2	2.11138E+2	9.99976E-6	2.34145E-3	2.34151E+2
2.00978E+2	2.10986E+2	9.99976E-6	2.34056E-3	2.34062E+2
2.00831E+2	2.10835E+2	9.99977E-6	2.33969E-3	2.33974E+2
2.00685E+2	2.10684E+2	9.99976E-6	2.33883E-3	2.33889E+2
2.00540E+2	2.10533E+2	9.99976E-6	2.33802E-3	2.33808E+2
2.00392E+2	2.10383E+2	9.99976E-6	2.33722E-3	2.33727E+2
2.00244E+2	2.10231E+2	9.99977E-6	2.33638E-3	2.33644E+2
2.00098E+2	2.10082E+2	9.99977E-6	2.33551E-3	2.33556E+2
1.99951E+2	2.09932E+2	9.99977E-6	2.33466E-3	2.33472E+2
1.99804E+2	2.09782E+2	9.99977E-6	2.33382E-3	2.33387E+2
1.99657E+2	2.09632E+2	9.99976E-6	2.33296E-3	2.33302E+2
1.99510E+2	2.09481E+2	9.99976E-6	2.33213E-3	2.33219E+2
1.99364E+2	2.09331E+2	9.99976E-6	2.33128E-3	2.33134E+2
1.99216E+2	2.09180E+2	9.99976E-6	2.33044E-3	2.33050E+2
1.99070E+2	2.09028E+2	9.99977E-6	2.32958E-3	2.32963E+2
1.98923E+2	2.08876E+2	9.99977E-6	2.32873E-3	2.32878E+2
1.98776E+2	2.08724E+2	9.99976E-6	2.32788E-3	2.32793E+2
1.98630E+2	2.08573E+2	9.99976E-6	2.32700E-3	2.32706E+2
1.98483E+2	2.08422E+2	9.99977E-6	2.32617E-3	2.32622E+2
1.98335E+2	2.08268E+2	9.99977E-6	2.32534E-3	2.32539E+2
1.98187E+2	2.08116E+2	9.99976E-6	2.32452E-3	2.32458E+2
1.98040E+2	2.07966E+2	9.99976E-6	2.32367E-3	2.32372E+2
1.97892E+2	2.07816E+2	9.99976E-6	2.32278E-3	2.32284E+2
1.97745E+2	2.07665E+2	9.99977E-6	2.32190E-3	2.32195E+2
1.97600E+2	2.07513E+2	9.99976E-6	2.32104E-3	2.32110E+2
1.97453E+2	2.07358E+2	9.99977E-6	2.32013E-3	2.32019E+2
1.97304E+2	2.07201E+2	9.99977E-6	2.31917E-3	2.31923E+2
1.97155E+2	2.07043E+2	9.99976E-6	2.31834E-3	2.31839E+2
1.97008E+2	2.06889E+2	9.99976E-6	2.31755E-3	2.31760E+2
1.96863E+2	2.06739E+2	9.99977E-6	2.31677E-3	2.31682E+2
1.96719E+2	2.06591E+2	9.99976E-6	2.31599E-3	2.31604E+2
1.96574E+2	2.06445E+2	9.99976E-6	2.31519E-3	2.31524E+2
1.96430E+2	2.06298E+2	9.99977E-6	2.31429E-3	2.31435E+2
1.96285E+2	2.06149E+2	9.99977E-6	2.31345E-3	2.31351E+2
1.96142E+2	2.06001E+2	9.99976E-6	2.31271E-3	2.31276E+2
1.95998E+2	2.05856E+2	9.99976E-6	2.31195E-3	2.31201E+2
1.95855E+2	2.05713E+2	9.99976E-6	2.31114E-3	2.31119E+2
1.95711E+2	2.05568E+2	9.99976E-6	2.31028E-3	2.31034E+2
1.95568E+2	2.05423E+2	9.99976E-6	2.30944E-3	2.30950E+2
1.95424E+2	2.05275E+2	9.99976E-6	2.30854E-3	2.30860E+2
1.95279E+2	2.05123E+2	9.99976E-6	2.30768E-3	2.30774E+2
1.95136E+2	2.04973E+2	9.99976E-6	2.30682E-3	2.30688E+2
1.94993E+2	2.04826E+2	9.99976E-6	2.30593E-3	2.30598E+2
1.94851E+2	2.04677E+2	9.99976E-6	2.30501E-3	2.30507E+2
1.94708E+2	2.04526E+2	9.99977E-6	2.30418E-3	2.30424E+2
1.94564E+2	2.04376E+2	9.99977E-6	2.30343E-3	2.30348E+2
1.94420E+2	2.04229E+2	9.99976E-6	2.30270E-3	2.30275E+2
1.94278E+2	2.04084E+2	9.99976E-6	2.30192E-3	2.30197E+2
1.94134E+2	2.03940E+2	9.99976E-6	2.30109E-3	2.30115E+2
1.93991E+2	2.03793E+2	9.99976E-6	2.30025E-3	2.30031E+2
1.93849E+2	2.03647E+2	9.99975E-6	2.29944E-3	2.29950E+2
1.93706E+2	2.03501E+2	9.99975E-6	2.29860E-3	2.29866E+2
1.93563E+2	2.03352E+2	9.99977E-6	2.29773E-3	2.29778E+2
1.93422E+2	2.03204E+2	9.99977E-6	2.29691E-3	2.29696E+2
1.93279E+2	2.03054E+2	9.99976E-6	2.29601E-3	2.29607E+2
1.93137E+2	2.02903E+2	9.99976E-6	2.29514E-3	2.29520E+2
1.92993E+2	2.02752E+2	9.99975E-6	2.29432E-3	2.29438E+2
1.92849E+2	2.02602E+2	9.99975E-6	2.29346E-3	2.29352E+2
1.92708E+2	2.02454E+2	9.99976E-6	2.29262E-3	2.29268E+2
1.92565E+2	2.02307E+2	9.99976E-6	2.29176E-3	2.29182E+2
1.92422E+2	2.02156E+2	9.99976E-6	2.29097E-3	2.29103E+2
1.92279E+2	2.02007E+2	9.99976E-6	2.29020E-3	2.29025E+2
1.92136E+2	2.01858E+2	9.99977E-6	2.28934E-3	2.28939E+2
1.91993E+2	2.01711E+2	9.99976E-6	2.28855E-3	2.28860E+2
1.91853E+2	2.01564E+2	9.99976E-6	2.28775E-3	2.28781E+2
1.91713E+2	2.01417E+2	9.99977E-6	2.28690E-3	2.28696E+2
1.91573E+2	2.01272E+2	9.99977E-6	2.28608E-3	2.28613E+2
1.91434E+2	2.01126E+2	9.99976E-6	2.28523E-3	2.28528E+2
1.91296E+2	2.00980E+2	9.99976E-6	2.28436E-3	2.28441E+2
1.91157E+2	2.00836E+2	9.99976E-6	2.28352E-3	2.28358E+2
1.91017E+2	2.00691E+2	9.99977E-6	2.28270E-3	2.28275E+2
1.90876E+2	2.00544E+2	9.99977E-6	2.28179E-3	2.28184E+2
1.90736E+2	2.00396E+2	9.99976E-6	2.28091E-3	2.28097E+2
1.90597E+2	2.00248E+2	9.99977E-6	2.28004E-3	2.28009E+2
1.90456E+2	2.00101E+2	9.99976E-6	2.27917E-3	2.27923E+2
1.90315E+2	1.99953E+2	9.99976E-6	2.27839E-3	2.27844E+2
1.90174E+2	1.99808E+2	9.99976E-6	2.27760E-3	2.27766E+2
1.90034E+2	1.99664E+2	9.99976E-6	2.27679E-3	2.27684E+2
1.89894E+2	1.99521E+2	9.99976E-6	2.27592E-3	2.27598E+2
1.89753E+2	1.99376E+2	9.99976E-6	2.27510E-3	2.27515E+2
1.89613E+2	1.99230E+2	9.99976E-6	2.27423E-3	2.27428E+2
1.89472E+2	1.99081E+2	9.99976E-6	2.27334E-3	2.27339E+2
1.89331E+2	1.98933E+2	9.99976E-6	2.27250E-3	2.27256E+2
1.89191E+2	1.98787E+2	9.99976E-6	2.27170E-3	2.27175E+2
1.89048E+2	1.98639E+2	9.99976E-6	2.27083E-3	2.27089E+2
1.88905E+2	1.98490E+2	9.99976E-6	2.26991E-3	2.26997E+2
1.88766E+2	1.98342E+2	9.99976E-6	2.26914E-3	2.26920E+2
1.88626E+2	1.98196E+2	9.99977E-6	2.26840E-3	2.26845E+2
1.88485E+2	1.98053E+2	9.99976E-6	2.26755E-3	2.26760E+2
1.88344E+2	1.97908E+2	9.99975E-6	2.26670E-3	2.26676E+2
1.88203E+2	1.97762E+2	9.99975E-6	2.26587E-3	2.26592E+2
1.88060E+2	1.97615E+2	9.99976E-6	2.26505E-3	2.26511E+2
1.87917E+2	1.97467E+2	9.99976E-6	2.26420E-3	2.26425E+2
1.87776E+2	1.97320E+2	9.99978E-6	2.26331E-3	2.26337E+2
1.87635E+2	1.97171E+2	9.99977E-6	2.26247E-3	2.26252E+2
1.87493E+2	1.97023E+2	9.99975E-6	2.26164E-3	2.26169E+2
1.87351E+2	1.96876E+2	9.99976E-6	2.26084E-3	2.26089E+2
1.87210E+2	1.96729E+2	9.99976E-6	2.25996E-3	2.26002E+2
1.87068E+2	1.96582E+2	9.99976E-6	2.25917E-3	2.25922E+2
1.86926E+2	1.96439E+2	9.99976E-6	2.25842E-3	2.25847E+2
1.86788E+2	1.96298E+2	9.99976E-6	2.25755E-3	2.25760E+2
1.86650E+2	1.96154E+2	9.99976E-6	2.25662E-3	2.25668E+2
1.86512E+2	1.96009E+2	9.99976E-6	2.25576E-3	2.25582E+2
1.86375E+2	1.95864E+2	9.99976E-6	2.25495E-3	2.25500E+2
1.86235E+2	1.95718E+2	9.99976E-6	2.25412E-3	2.25418E+2
1.86097E+2	1.95575E+2	9.99976E-6	2.25329E-3	2.25334E+2
1.85960E+2	1.95434E+2	9.99976E-6	2.25251E-3	2.25256E+2
1.85820E+2	1.95291E+2	9.99977E-6	2.25172E-3	2.25178E+2
1.85682E+2	1.95147E+2	9.99977E-6	2.25091E-3	2.25096E+2
1.85544E+2	1.95006E+2	9.99977E-6	2.25006E-3	2.25011E+2
1.85404E+2	1.94862E+2	9.99977E-6	2.24920E-3	2.24925E+2
1.85266E+2	1.94716E+2	9.99977E-6	2.24835E-3	2.24840E+2
1.85128E+2	1.94572E+2	9.99976E-6	2.24749E-3	2.24754E+2
1.84989E+2	1.94427E+2	9.99976E-6	2.24666E-3	2.24671E+2
1.84849E+2	1.94282E+2	9.99976E-6	2.24586E-3	2.24591E+2
1.84712E+2	1.94139E+2	9.99976E-6	2.24509E-3	2.24514E+2
1.84575E+2	1.93996E+2	9.99976E-6	2.24426E-3	2.24432E+2
1.84436E+2	1.93853E+2	9.99976E-6	2.24346E-3	2.24351E+2
1.84296E+2	1.93710E+2	9.99976E-6	2.24266E-3	2.24272E+2
1.84158E+2	1.93566E+2	9.99975E-6	2.24179E-3	2.24185E+2
1.84020E+2	1.93422E+2	9.99976E-6	2.24097E-3	2.24102E+2
1.83882E+2	1.93278E+2	9.99975E-6	2.24012E-3	2.24017E+2
1.83742E+2	1.93133E+2	9.99976E-6	2.23924E-3	2.23930E+2
1.83603E+2	1.92987E+2	9.99976E-6	2.23839E-3	2.23845E+2
1.83464E+2	1.92841E+2	9.99976E-6	2.23756E-3	2.23762E+2
1.83326E+2	1.92697E+2	9.99976E-6	2.23673E-3	2.23678E+2
