B_digital_(T)	B_analog_(T)	I_s	V_nv	R_nv
9.73794E-1	9.34558E-1	9.99986E-5	-3.69768E-5	-3.69774E-1
9.92547E-1	9.53887E-1	9.99986E-5	-3.61314E-5	-3.61319E-1
1.01186E+0	9.73654E-1	9.99987E-5	-3.59777E-5	-3.59782E-1
1.03234E+0	9.97086E-1	9.99986E-5	-3.64163E-5	-3.64168E-1
1.05160E+0	1.02106E+0	9.99986E-5	-3.66077E-5	-3.66082E-1
1.07098E+0	1.04138E+0	9.99986E-5	-3.66482E-5	-3.66487E-1
1.09097E+0	1.06029E+0	9.99986E-5	-3.64279E-5	-3.64284E-1
1.11018E+0	1.07943E+0	9.99986E-5	-3.58883E-5	-3.58888E-1
1.12978E+0	1.09856E+0	9.99986E-5	-3.58447E-5	-3.58452E-1
1.14948E+0	1.11753E+0	9.99987E-5	-3.58067E-5	-3.58072E-1
1.16852E+0	1.13657E+0	9.99987E-5	-3.57364E-5	-3.57368E-1
1.18814E+0	1.15564E+0	9.99987E-5	-3.58762E-5	-3.58766E-1
1.20757E+0	1.17455E+0	9.99986E-5	-3.57962E-5	-3.57967E-1
1.22720E+0	1.19344E+0	9.99987E-5	-3.56995E-5	-3.57000E-1
1.24725E+0	1.21249E+0	9.99987E-5	-3.56504E-5	-3.56508E-1
1.26634E+0	1.23168E+0	9.99987E-5	-3.53470E-5	-3.53474E-1
1.28577E+0	1.25090E+0	9.99987E-5	-3.50687E-5	-3.50692E-1
1.30553E+0	1.26994E+0	9.99985E-5	-3.51484E-5	-3.51489E-1
1.32505E+0	1.28902E+0	9.99985E-5	-3.52557E-5	-3.52563E-1
1.34519E+0	1.30824E+0	9.99985E-5	-3.53450E-5	-3.53455E-1
1.36369E+0	1.32740E+0	9.99985E-5	-3.51159E-5	-3.51164E-1
1.38302E+0	1.34664E+0	9.99986E-5	-3.48738E-5	-3.48743E-1
1.40289E+0	1.36596E+0	9.99986E-5	-3.51217E-5	-3.51222E-1
1.42230E+0	1.38516E+0	9.99986E-5	-3.52409E-5	-3.52414E-1
1.44186E+0	1.40431E+0	9.99986E-5	-3.53328E-5	-3.53333E-1
1.46180E+0	1.42354E+0	9.99986E-5	-3.49285E-5	-3.49290E-1
1.48109E+0	1.44280E+0	9.99987E-5	-3.41374E-5	-3.41378E-1
1.50037E+0	1.46202E+0	9.99987E-5	-3.43371E-5	-3.43376E-1
1.52018E+0	1.48117E+0	9.99986E-5	-3.48973E-5	-3.48977E-1
1.53919E+0	1.50037E+0	9.99987E-5	-3.42833E-5	-3.42837E-1
1.55879E+0	1.51980E+0	9.99987E-5	-3.47029E-5	-3.47033E-1
1.57906E+0	1.53909E+0	9.99987E-5	-3.48916E-5	-3.48920E-1
1.59851E+0	1.55835E+0	9.99987E-5	-3.39971E-5	-3.39976E-1
1.61780E+0	1.57768E+0	9.99987E-5	-3.43923E-5	-3.43927E-1
1.63673E+0	1.59705E+0	9.99987E-5	-3.45421E-5	-3.45426E-1
1.65655E+0	1.61651E+0	9.99986E-5	-3.44784E-5	-3.44789E-1
1.67644E+0	1.63581E+0	9.99986E-5	-3.46780E-5	-3.46785E-1
1.69531E+0	1.65499E+0	9.99986E-5	-3.43079E-5	-3.43084E-1
1.71519E+0	1.67439E+0	9.99986E-5	-3.34916E-5	-3.34921E-1
1.73571E+0	1.69374E+0	9.99986E-5	-3.35837E-5	-3.35841E-1
1.75419E+0	1.71298E+0	9.99986E-5	-3.39730E-5	-3.39735E-1
1.77359E+0	1.73240E+0	9.99986E-5	-3.39538E-5	-3.39543E-1
1.79232E+0	1.75174E+0	9.99986E-5	-3.39149E-5	-3.39154E-1
1.81166E+0	1.77109E+0	9.99985E-5	-3.35884E-5	-3.35889E-1
1.83220E+0	1.79074E+0	9.99985E-5	-3.37135E-5	-3.37140E-1
1.85262E+0	1.81025E+0	9.99985E-5	-3.38018E-5	-3.38023E-1
1.87179E+0	1.82969E+0	9.99985E-5	-3.40279E-5	-3.40285E-1
1.89107E+0	1.84905E+0	9.99985E-5	-3.42422E-5	-3.42427E-1
1.91036E+0	1.86850E+0	9.99986E-5	-3.35891E-5	-3.35896E-1
1.92995E+0	1.88809E+0	9.99987E-5	-3.33722E-5	-3.33727E-1
1.95062E+0	1.90752E+0	9.99987E-5	-3.37372E-5	-3.37377E-1
1.96926E+0	1.92687E+0	9.99986E-5	-3.37985E-5	-3.37990E-1
1.98861E+0	1.94638E+0	9.99986E-5	-3.39993E-5	-3.39998E-1
1.99935E+0	1.96449E+0	9.99985E-5	-3.40545E-5	-3.40550E-1
2.00105E+0	1.97741E+0	9.99985E-5	-3.34917E-5	-3.34922E-1
2.00131E+0	1.98525E+0	9.99986E-5	-3.30143E-5	-3.30148E-1
2.00152E+0	1.98993E+0	9.99986E-5	-3.33726E-5	-3.33731E-1
2.00122E+0	1.99270E+0	9.99986E-5	-3.36123E-5	-3.36128E-1
2.00143E+0	1.99403E+0	9.99987E-5	-3.34854E-5	-3.34858E-1
1.99098E+0	1.99442E+0	9.99986E-5	-3.37641E-5	-3.37645E-1
1.97362E+0	1.99348E+0	9.99986E-5	-3.38826E-5	-3.38831E-1
1.95337E+0	1.98788E+0	9.99986E-5	-3.36288E-5	-3.36292E-1
1.93453E+0	1.97466E+0	9.99986E-5	-3.38570E-5	-3.38574E-1
1.91507E+0	1.95691E+0	9.99986E-5	-3.44445E-5	-3.44450E-1
1.89488E+0	1.93813E+0	9.99986E-5	-3.41984E-5	-3.41989E-1
1.87596E+0	1.91901E+0	9.99987E-5	-3.33082E-5	-3.33087E-1
1.85648E+0	1.89945E+0	9.99987E-5	-3.34506E-5	-3.34510E-1
1.83599E+0	1.87965E+0	9.99986E-5	-3.38048E-5	-3.38053E-1
1.81688E+0	1.85987E+0	9.99986E-5	-3.40305E-5	-3.40310E-1
1.79743E+0	1.84022E+0	9.99986E-5	-3.45095E-5	-3.45100E-1
1.77804E+0	1.82057E+0	9.99986E-5	-3.44056E-5	-3.44060E-1
1.75889E+0	1.80123E+0	9.99986E-5	-3.41666E-5	-3.41671E-1
1.73904E+0	1.78206E+0	9.99986E-5	-3.41138E-5	-3.41143E-1
1.71997E+0	1.76279E+0	9.99986E-5	-3.41224E-5	-3.41229E-1
1.70051E+0	1.74346E+0	9.99985E-5	-3.44878E-5	-3.44883E-1
1.68026E+0	1.72390E+0	9.99986E-5	-3.45925E-5	-3.45930E-1
1.66089E+0	1.70455E+0	9.99986E-5	-3.42460E-5	-3.42465E-1
1.64149E+0	1.68546E+0	9.99986E-5	-3.43133E-5	-3.43138E-1
1.62156E+0	1.66623E+0	9.99986E-5	-3.42942E-5	-3.42947E-1
1.60253E+0	1.64693E+0	9.99985E-5	-3.43148E-5	-3.43153E-1
1.58291E+0	1.62743E+0	9.99986E-5	-3.44206E-5	-3.44211E-1
1.56250E+0	1.60814E+0	9.99987E-5	-3.46476E-5	-3.46481E-1
1.54302E+0	1.58888E+0	9.99987E-5	-3.50222E-5	-3.50227E-1
1.52400E+0	1.56958E+0	9.99986E-5	-3.47424E-5	-3.47429E-1
1.50408E+0	1.55034E+0	9.99986E-5	-3.46995E-5	-3.47000E-1
1.48479E+0	1.53099E+0	9.99986E-5	-3.49362E-5	-3.49367E-1
1.46509E+0	1.51163E+0	9.99987E-5	-3.48217E-5	-3.48222E-1
1.44596E+0	1.49244E+0	9.99986E-5	-3.48568E-5	-3.48572E-1
1.42687E+0	1.47326E+0	9.99987E-5	-3.49679E-5	-3.49683E-1
1.40682E+0	1.45388E+0	9.99987E-5	-3.48171E-5	-3.48175E-1
1.38761E+0	1.43468E+0	9.99986E-5	-3.48850E-5	-3.48855E-1
1.36850E+0	1.41556E+0	9.99986E-5	-3.51673E-5	-3.51678E-1
1.34840E+0	1.39632E+0	9.99986E-5	-3.54106E-5	-3.54111E-1
1.32877E+0	1.37710E+0	9.99986E-5	-3.55509E-5	-3.55514E-1
1.30971E+0	1.35790E+0	9.99986E-5	-3.54997E-5	-3.55002E-1
1.29038E+0	1.33878E+0	9.99986E-5	-3.55015E-5	-3.55020E-1
1.27064E+0	1.31946E+0	9.99986E-5	-3.52060E-5	-3.52065E-1
1.25066E+0	1.30032E+0	9.99986E-5	-3.53854E-5	-3.53859E-1
1.23168E+0	1.28119E+0	9.99986E-5	-3.52415E-5	-3.52420E-1
1.21259E+0	1.26209E+0	9.99987E-5	-3.48561E-5	-3.48566E-1
1.19257E+0	1.24298E+0	9.99986E-5	-3.51446E-5	-3.51451E-1
1.17337E+0	1.22374E+0	9.99986E-5	-3.55161E-5	-3.55167E-1
1.15397E+0	1.20451E+0	9.99986E-5	-3.55916E-5	-3.55921E-1
1.13368E+0	1.18531E+0	9.99986E-5	-3.52885E-5	-3.52890E-1
1.11453E+0	1.16634E+0	9.99987E-5	-3.53615E-5	-3.53620E-1
1.09540E+0	1.14725E+0	9.99987E-5	-3.56107E-5	-3.56111E-1
1.07620E+0	1.12823E+0	9.99985E-5	-3.56099E-5	-3.56104E-1
1.05679E+0	1.10910E+0	9.99985E-5	-3.55597E-5	-3.55602E-1
1.03659E+0	1.08991E+0	9.99986E-5	-3.57153E-5	-3.57158E-1
1.01689E+0	1.07102E+0	9.99986E-5	-3.58019E-5	-3.58024E-1
9.97595E-1	1.05221E+0	9.99986E-5	-3.58100E-5	-3.58105E-1
9.77771E-1	1.03313E+0	9.99986E-5	-3.60322E-5	-3.60327E-1
9.58320E-1	1.01094E+0	9.99987E-5	-3.59334E-5	-3.59339E-1
9.38743E-1	9.86315E-1	9.99987E-5	-3.59537E-5	-3.59542E-1
9.19285E-1	9.64418E-1	9.99987E-5	-3.59163E-5	-3.59167E-1
8.99939E-1	9.44889E-1	9.99986E-5	-3.59078E-5	-3.59083E-1
8.80427E-1	9.25488E-1	9.99986E-5	-3.59847E-5	-3.59852E-1
8.61470E-1	9.06159E-1	9.99986E-5	-3.60900E-5	-3.60905E-1
8.41864E-1	8.86675E-1	9.99986E-5	-3.63728E-5	-3.63733E-1
8.21599E-1	8.67239E-1	9.99986E-5	-3.64098E-5	-3.64103E-1
8.02111E-1	8.47806E-1	9.99986E-5	-3.62752E-5	-3.62757E-1
7.82614E-1	8.28294E-1	9.99985E-5	-3.61175E-5	-3.61181E-1
7.62835E-1	8.08838E-1	9.99985E-5	-3.64828E-5	-3.64833E-1
7.43563E-1	7.89352E-1	9.99986E-5	-3.65618E-5	-3.65623E-1
7.24267E-1	7.69611E-1	9.99986E-5	-3.65397E-5	-3.65402E-1
7.04453E-1	7.50026E-1	9.99986E-5	-3.64992E-5	-3.64997E-1
6.85237E-1	7.30513E-1	9.99986E-5	-3.62980E-5	-3.62985E-1
6.65637E-1	7.11021E-1	9.99987E-5	-3.64231E-5	-3.64236E-1
6.45693E-1	6.91400E-1	9.99987E-5	-3.67292E-5	-3.67297E-1
6.26464E-1	6.71841E-1	9.99986E-5	-3.65726E-5	-3.65731E-1
6.06513E-1	6.52307E-1	9.99985E-5	-3.64258E-5	-3.64263E-1
5.87462E-1	6.32572E-1	9.99986E-5	-3.66228E-5	-3.66233E-1
5.68026E-1	6.13077E-1	9.99986E-5	-3.67479E-5	-3.67484E-1
5.48366E-1	5.93567E-1	9.99986E-5	-3.67922E-5	-3.67927E-1
5.29022E-1	5.73811E-1	9.99986E-5	-3.66596E-5	-3.66602E-1
5.09226E-1	5.54216E-1	9.99986E-5	-3.66883E-5	-3.66889E-1
4.89249E-1	5.34703E-1	9.99986E-5	-3.69307E-5	-3.69313E-1
4.70045E-1	5.14886E-1	9.99986E-5	-3.71017E-5	-3.71022E-1
4.51211E-1	4.95005E-1	9.99986E-5	-3.72271E-5	-3.72276E-1
4.31347E-1	4.75421E-1	9.99986E-5	-3.71967E-5	-3.71972E-1
4.11975E-1	4.55753E-1	9.99986E-5	-3.71191E-5	-3.71196E-1
3.92623E-1	4.36085E-1	9.99985E-5	-3.71006E-5	-3.71012E-1
3.72858E-1	4.16552E-1	9.99985E-5	-3.72595E-5	-3.72601E-1
3.53310E-1	3.96735E-1	9.99986E-5	-3.73885E-5	-3.73890E-1
3.33355E-1	3.76774E-1	9.99987E-5	-3.75013E-5	-3.75018E-1
3.14186E-1	3.56834E-1	9.99986E-5	-3.75641E-5	-3.75646E-1
2.94964E-1	3.37223E-1	9.99986E-5	-3.75731E-5	-3.75737E-1
2.75260E-1	3.17544E-1	9.99986E-5	-3.77079E-5	-3.77085E-1
2.55524E-1	2.97702E-1	9.99986E-5	-3.75359E-5	-3.75365E-1
2.35571E-1	2.78050E-1	9.99986E-5	-3.74810E-5	-3.74815E-1
2.16057E-1	2.58299E-1	9.99987E-5	-3.75924E-5	-3.75929E-1
1.96668E-1	2.38230E-1	9.99986E-5	-3.77825E-5	-3.77830E-1
1.77174E-1	2.18114E-1	9.99986E-5	-3.78839E-5	-3.78845E-1
1.57665E-1	1.98172E-1	9.99986E-5	-3.79054E-5	-3.79060E-1
1.38406E-1	1.78306E-1	9.99986E-5	-3.79526E-5	-3.79531E-1
1.19102E-1	1.58436E-1	9.99986E-5	-3.78830E-5	-3.78836E-1
9.96078E-2	1.38346E-1	9.99986E-5	-3.79082E-5	-3.79087E-1
8.03246E-2	1.19120E-1	9.99986E-5	-3.79450E-5	-3.79455E-1
6.09744E-2	9.97918E-2	9.99986E-5	-3.80110E-5	-3.80115E-1
4.11464E-2	7.94451E-2	9.99986E-5	-3.80938E-5	-3.80943E-1
2.17691E-2	5.94755E-2	9.99986E-5	-3.81508E-5	-3.81513E-1
6.53008E-3	4.05373E-2	9.99985E-5	-3.82068E-5	-3.82073E-1
7.32510E-4	2.48951E-2	9.99987E-5	-3.82216E-5	-3.82221E-1
6.91550E-4	1.46627E-2	9.99987E-5	-3.82430E-5	-3.82435E-1
7.15899E-4	8.68618E-3	9.99986E-5	-3.82641E-5	-3.82647E-1
1.25232E-3	5.36569E-3	9.99985E-5	-3.82661E-5	-3.82666E-1
1.04961E-3	3.70891E-3	9.99985E-5	-3.82774E-5	-3.82780E-1
-4.44464E-3	2.71590E-3	9.99985E-5	-3.82848E-5	-3.82853E-1
-1.89454E-2	-1.27327E-4	9.99986E-5	-3.82932E-5	-3.82937E-1
-3.86701E-2	-9.01435E-3	9.99986E-5	-3.83134E-5	-3.83139E-1
-5.79221E-2	-2.36056E-2	9.99987E-5	-3.83427E-5	-3.83432E-1
-7.76464E-2	-4.00804E-2	9.99987E-5	-3.84237E-5	-3.84242E-1
-9.69870E-2	-5.78069E-2	9.99986E-5	-3.84846E-5	-3.84851E-1
-1.16031E-1	-7.72879E-2	9.99986E-5	-3.92236E-5	-3.92242E-1
-1.35894E-1	-9.76346E-2	9.99986E-5	-4.25289E-5	-4.25295E-1
-1.55537E-1	-1.18011E-1	9.99985E-5	-4.56975E-5	-4.56982E-1
-1.75157E-1	-1.37192E-1	9.99985E-5	-4.61683E-5	-4.61690E-1
-1.95120E-1	-1.55861E-1	9.99986E-5	-4.63632E-5	-4.63638E-1
-2.14573E-1	-1.74659E-1	9.99986E-5	-4.63642E-5	-4.63649E-1
-2.33877E-1	-1.93068E-1	9.99986E-5	-4.63153E-5	-4.63160E-1
-2.53368E-1	-2.11489E-1	9.99987E-5	-4.63713E-5	-4.63720E-1
-2.72915E-1	-2.30486E-1	9.99986E-5	-4.64777E-5	-4.64783E-1
-2.92516E-1	-2.50030E-1	9.99986E-5	-4.65081E-5	-4.65088E-1
-3.12062E-1	-2.69743E-1	9.99986E-5	-4.64143E-5	-4.64150E-1
-3.31845E-1	-2.89473E-1	9.99986E-5	-4.63647E-5	-4.63654E-1
-3.50573E-1	-3.09492E-1	9.99987E-5	-4.65085E-5	-4.65091E-1
-3.70033E-1	-3.29251E-1	9.99986E-5	-4.66383E-5	-4.66390E-1
-3.90322E-1	-3.48842E-1	9.99985E-5	-4.65154E-5	-4.65161E-1
-4.09174E-1	-3.68678E-1	9.99986E-5	-4.64852E-5	-4.64858E-1
-4.28891E-1	-3.88249E-1	9.99986E-5	-4.64489E-5	-4.64495E-1
-4.48633E-1	-4.07620E-1	9.99986E-5	-4.65935E-5	-4.65941E-1
-4.67882E-1	-4.26990E-1	9.99986E-5	-4.66457E-5	-4.66464E-1
-4.87562E-1	-4.46731E-1	9.99986E-5	-4.65690E-5	-4.65697E-1
-5.06955E-1	-4.66685E-1	9.99986E-5	-4.63368E-5	-4.63374E-1
-5.26749E-1	-4.86331E-1	9.99986E-5	-4.62516E-5	-4.62523E-1
-5.46163E-1	-5.05717E-1	9.99986E-5	-4.66675E-5	-4.66682E-1
-5.65068E-1	-5.25096E-1	9.99985E-5	-4.65893E-5	-4.65900E-1
-5.84849E-1	-5.44779E-1	9.99985E-5	-4.64657E-5	-4.64664E-1
-6.04541E-1	-5.64293E-1	9.99986E-5	-4.65971E-5	-4.65977E-1
-6.23932E-1	-5.82876E-1	9.99986E-5	-4.69900E-5	-4.69906E-1
-6.43394E-1	-6.02245E-1	9.99986E-5	-4.69813E-5	-4.69819E-1
-6.63546E-1	-6.22846E-1	9.99986E-5	-4.67641E-5	-4.67647E-1
-6.82467E-1	-6.42946E-1	9.99986E-5	-4.68500E-5	-4.68506E-1
-7.01878E-1	-6.62693E-1	9.99987E-5	-4.66639E-5	-4.66645E-1
-7.21575E-1	-6.82383E-1	9.99986E-5	-4.64533E-5	-4.64539E-1
-7.41106E-1	-7.02164E-1	9.99986E-5	-4.62357E-5	-4.62363E-1
-7.60602E-1	-7.21907E-1	9.99986E-5	-4.65647E-5	-4.65653E-1
-7.79771E-1	-7.41379E-1	9.99986E-5	-4.65440E-5	-4.65447E-1
-7.99359E-1	-7.60759E-1	9.99985E-5	-4.62776E-5	-4.62783E-1
-8.19903E-1	-7.80531E-1	9.99985E-5	-4.65220E-5	-4.65227E-1
-8.38925E-1	-8.00178E-1	9.99985E-5	-4.67179E-5	-4.67186E-1
-8.58173E-1	-8.19622E-1	9.99986E-5	-4.67411E-5	-4.67418E-1
-8.78367E-1	-8.39360E-1	9.99986E-5	-4.66976E-5	-4.66983E-1
-8.97624E-1	-8.58919E-1	9.99986E-5	-4.68701E-5	-4.68708E-1
-9.16720E-1	-8.78297E-1	9.99986E-5	-4.68561E-5	-4.68568E-1
-9.35625E-1	-8.97718E-1	9.99985E-5	-4.65465E-5	-4.65472E-1
-9.55836E-1	-9.17043E-1	9.99987E-5	-4.64541E-5	-4.64548E-1
-9.75811E-1	-9.36309E-1	9.99986E-5	-4.66758E-5	-4.66765E-1
-9.95015E-1	-9.55586E-1	9.99986E-5	-4.67101E-5	-4.67108E-1
-1.01464E+0	-9.74722E-1	9.99986E-5	-4.66571E-5	-4.66577E-1
-1.03466E+0	-9.94570E-1	9.99986E-5	-4.69230E-5	-4.69237E-1
-1.05315E+0	-1.01553E+0	9.99986E-5	-4.68155E-5	-4.68162E-1
-1.07254E+0	-1.03686E+0	9.99986E-5	-4.65339E-5	-4.65345E-1
-1.09297E+0	-1.05825E+0	9.99986E-5	-4.65264E-5	-4.65270E-1
-1.11232E+0	-1.07922E+0	9.99985E-5	-4.64805E-5	-4.64812E-1
-1.13214E+0	-1.09878E+0	9.99986E-5	-4.66310E-5	-4.66317E-1
-1.15166E+0	-1.11767E+0	9.99987E-5	-4.68633E-5	-4.68639E-1
-1.17097E+0	-1.13660E+0	9.99986E-5	-4.63985E-5	-4.63992E-1
-1.19082E+0	-1.15571E+0	9.99986E-5	-4.64031E-5	-4.64037E-1
-1.20958E+0	-1.17480E+0	9.99986E-5	-4.66699E-5	-4.66705E-1
-1.22895E+0	-1.19368E+0	9.99986E-5	-4.67648E-5	-4.67655E-1
-1.24896E+0	-1.21265E+0	9.99985E-5	-4.67934E-5	-4.67941E-1
-1.26763E+0	-1.23186E+0	9.99986E-5	-4.66731E-5	-4.66738E-1
-1.28776E+0	-1.25100E+0	9.99986E-5	-4.66261E-5	-4.66268E-1
-1.30761E+0	-1.27003E+0	9.99985E-5	-4.66640E-5	-4.66647E-1
-1.32688E+0	-1.28917E+0	9.99986E-5	-4.65390E-5	-4.65396E-1
-1.34646E+0	-1.30820E+0	9.99986E-5	-4.65241E-5	-4.65247E-1
-1.36530E+0	-1.32719E+0	9.99986E-5	-4.66545E-5	-4.66552E-1
-1.38457E+0	-1.34631E+0	9.99985E-5	-4.69191E-5	-4.69198E-1
-1.40449E+0	-1.36590E+0	9.99985E-5	-4.71034E-5	-4.71041E-1
-1.42474E+0	-1.38547E+0	9.99986E-5	-4.67931E-5	-4.67938E-1
-1.44399E+0	-1.40454E+0	9.99986E-5	-4.66115E-5	-4.66122E-1
-1.46352E+0	-1.42365E+0	9.99987E-5	-4.67413E-5	-4.67419E-1
-1.48276E+0	-1.44289E+0	9.99986E-5	-4.66622E-5	-4.66628E-1
-1.50191E+0	-1.46218E+0	9.99986E-5	-4.70225E-5	-4.70231E-1
-1.52239E+0	-1.48134E+0	9.99987E-5	-4.72513E-5	-4.72519E-1
-1.54157E+0	-1.50051E+0	9.99986E-5	-4.67019E-5	-4.67025E-1
-1.56095E+0	-1.51983E+0	9.99985E-5	-4.66698E-5	-4.66705E-1
-1.58120E+0	-1.53912E+0	9.99986E-5	-4.66089E-5	-4.66096E-1
-1.59985E+0	-1.55836E+0	9.99987E-5	-4.63572E-5	-4.63578E-1
-1.61910E+0	-1.57770E+0	9.99987E-5	-4.64860E-5	-4.64866E-1
-1.63955E+0	-1.59699E+0	9.99987E-5	-4.64493E-5	-4.64499E-1
-1.65884E+0	-1.61623E+0	9.99986E-5	-4.62721E-5	-4.62728E-1
-1.67834E+0	-1.63571E+0	9.99986E-5	-4.67331E-5	-4.67338E-1
-1.69718E+0	-1.65501E+0	9.99986E-5	-4.73969E-5	-4.73976E-1
-1.71647E+0	-1.67421E+0	9.99986E-5	-4.74060E-5	-4.74067E-1
-1.73677E+0	-1.69366E+0	9.99986E-5	-4.70694E-5	-4.70700E-1
-1.75601E+0	-1.71320E+0	9.99987E-5	-4.65854E-5	-4.65861E-1
-1.77556E+0	-1.73251E+0	9.99986E-5	-4.66318E-5	-4.66324E-1
-1.79589E+0	-1.75182E+0	9.99986E-5	-4.66481E-5	-4.66488E-1
-1.81509E+0	-1.77128E+0	9.99986E-5	-4.66406E-5	-4.66412E-1
-1.83487E+0	-1.79071E+0	9.99986E-5	-4.68458E-5	-4.68465E-1
-1.85413E+0	-1.81023E+0	9.99986E-5	-4.72444E-5	-4.72451E-1
-1.87362E+0	-1.82965E+0	9.99986E-5	-4.74998E-5	-4.75005E-1
-1.89332E+0	-1.84892E+0	9.99986E-5	-4.68059E-5	-4.68066E-1
-1.91222E+0	-1.86826E+0	9.99986E-5	-4.67440E-5	-4.67447E-1
-1.93209E+0	-1.88791E+0	9.99986E-5	-4.70926E-5	-4.70933E-1
-1.95188E+0	-1.90740E+0	9.99986E-5	-4.70104E-5	-4.70111E-1
-1.97102E+0	-1.92674E+0	9.99985E-5	-4.69810E-5	-4.69817E-1
-1.99082E+0	-1.94621E+0	9.99985E-5	-4.70885E-5	-4.70892E-1
-2.00023E+0	-1.96372E+0	9.99986E-5	-4.71127E-5	-4.71134E-1
-2.00168E+0	-1.97620E+0	9.99986E-5	-4.68052E-5	-4.68058E-1
-2.00152E+0	-1.98383E+0	9.99986E-5	-4.68726E-5	-4.68732E-1
-2.00189E+0	-1.98827E+0	9.99986E-5	-4.67840E-5	-4.67847E-1
-2.00164E+0	-1.99088E+0	9.99986E-5	-4.66084E-5	-4.66091E-1
