B_digital_(T)	B_analog_(T)	T_VTI_(K)	T_sample_(K)	I_s	V_nv	R_nv
1.00100E+0	9.81518E-1	2.99296E+2	2.99034E+2	9.99984E-5	1.39213E-5	1.39215E-1
1.00048E+0	9.81516E-1	2.99303E+2	2.99036E+2	9.99984E-5	1.39464E-5	1.39466E-1
9.92713E-1	9.81267E-1	2.99315E+2	2.99040E+2	9.99984E-5	1.38399E-5	1.38401E-1
9.80409E-1	9.80177E-1	2.99323E+2	2.99044E+2	9.99985E-5	1.38849E-5	1.38851E-1
9.67703E-1	9.76590E-1	2.99331E+2	2.99048E+2	9.99985E-5	1.41297E-5	1.41299E-1
9.55095E-1	9.67357E-1	2.99341E+2	2.99052E+2	9.99985E-5	1.39972E-5	1.39974E-1
9.42057E-1	9.54235E-1	2.99351E+2	2.99057E+2	9.99985E-5	1.38623E-5	1.38625E-1
9.29246E-1	9.40249E-1	2.99358E+2	2.99062E+2	9.99984E-5	1.40100E-5	1.40102E-1
9.16399E-1	9.26477E-1	2.99366E+2	2.99067E+2	9.99984E-5	1.39996E-5	1.39998E-1
9.03737E-1	9.13275E-1	2.99376E+2	2.99071E+2	9.99985E-5	1.38947E-5	1.38949E-1
8.91362E-1	9.00408E-1	2.99385E+2	2.99077E+2	9.99984E-5	1.40816E-5	1.40819E-1
8.78663E-1	8.87717E-1	2.99393E+2	2.99082E+2	9.99984E-5	1.41814E-5	1.41816E-1
8.66179E-1	8.75217E-1	2.99398E+2	2.99085E+2	9.99985E-5	1.41363E-5	1.41365E-1
8.53493E-1	8.62626E-1	2.99403E+2	2.99090E+2	9.99985E-5	1.41143E-5	1.41145E-1
8.40752E-1	8.50224E-1	2.99408E+2	2.99096E+2	9.99985E-5	1.40458E-5	1.40460E-1
8.28402E-1	8.37765E-1	2.99412E+2	2.99100E+2	9.99985E-5	1.41583E-5	1.41585E-1
8.15630E-1	8.25332E-1	2.99415E+2	2.99104E+2	9.99985E-5	1.41362E-5	1.41364E-1
8.02939E-1	8.12993E-1	2.99417E+2	2.99108E+2	9.99984E-5	1.41474E-5	1.41476E-1
7.90027E-1	8.00608E-1	2.99417E+2	2.99112E+2	9.99985E-5	1.41788E-5	1.41790E-1
7.77135E-1	7.88364E-1	2.99416E+2	2.99116E+2	9.99985E-5	1.39958E-5	1.39960E-1
7.65102E-1	7.76015E-1	2.99415E+2	2.99119E+2	9.99984E-5	1.39980E-5	1.39982E-1
7.52490E-1	7.63644E-1	2.99415E+2	2.99121E+2	9.99983E-5	1.42074E-5	1.42076E-1
7.39755E-1	7.51438E-1	2.99412E+2	2.99123E+2	9.99984E-5	1.42091E-5	1.42094E-1
7.26811E-1	7.39156E-1	2.99409E+2	2.99126E+2	9.99985E-5	1.40741E-5	1.40743E-1
7.14455E-1	7.26890E-1	2.99407E+2	2.99128E+2	9.99984E-5	1.40715E-5	1.40717E-1
7.01599E-1	7.14689E-1	2.99399E+2	2.99129E+2	9.99985E-5	1.39949E-5	1.39951E-1
6.89169E-1	7.02416E-1	2.99392E+2	2.99130E+2	9.99986E-5	1.39350E-5	1.39352E-1
6.76747E-1	6.90177E-1	2.99387E+2	2.99130E+2	9.99986E-5	1.40885E-5	1.40887E-1
6.63957E-1	6.78073E-1	2.99380E+2	2.99131E+2	9.99985E-5	1.41939E-5	1.41941E-1
6.51340E-1	6.65944E-1	2.99374E+2	2.99131E+2	9.99985E-5	1.41782E-5	1.41784E-1
6.38161E-1	6.53753E-1	2.99370E+2	2.99131E+2	9.99985E-5	1.40875E-5	1.40877E-1
6.25439E-1	6.41510E-1	2.99363E+2	2.99133E+2	9.99984E-5	1.39685E-5	1.39687E-1
6.12733E-1	6.29384E-1	2.99356E+2	2.99131E+2	9.99985E-5	1.40985E-5	1.40987E-1
5.99987E-1	6.17252E-1	2.99348E+2	2.99129E+2	9.99985E-5	1.41588E-5	1.41591E-1
5.87916E-1	6.04978E-1	2.99340E+2	2.99128E+2	9.99985E-5	1.41588E-5	1.41590E-1
5.75346E-1	5.92950E-1	2.99333E+2	2.99128E+2	9.99985E-5	1.41573E-5	1.41575E-1
5.62716E-1	5.80903E-1	2.99328E+2	2.99128E+2	9.99984E-5	1.41663E-5	1.41665E-1
5.49751E-1	5.68624E-1	2.99321E+2	2.99125E+2	9.99984E-5	1.41542E-5	1.41544E-1
5.37204E-1	5.56462E-1	2.99313E+2	2.99122E+2	9.99985E-5	1.40864E-5	1.40866E-1
5.24770E-1	5.44373E-1	2.99310E+2	2.99121E+2	9.99984E-5	1.41050E-5	1.41052E-1
5.11902E-1	5.32202E-1	2.99303E+2	2.99121E+2	9.99986E-5	1.41655E-5	1.41657E-1
4.99216E-1	5.20139E-1	2.99295E+2	2.99118E+2	9.99985E-5	1.41427E-5	1.41429E-1
4.85675E-1	5.08010E-1	2.99289E+2	2.99115E+2	9.99985E-5	1.41595E-5	1.41597E-1
4.73466E-1	4.95883E-1	2.99285E+2	2.99113E+2	9.99985E-5	1.41101E-5	1.41104E-1
4.61248E-1	4.83769E-1	2.99280E+2	2.99111E+2	9.99984E-5	1.40784E-5	1.40787E-1
4.48052E-1	4.71579E-1	2.99273E+2	2.99110E+2	9.99984E-5	1.41536E-5	1.41538E-1
4.35604E-1	4.59339E-1	2.99269E+2	2.99108E+2	9.99984E-5	1.41752E-5	1.41755E-1
4.23279E-1	4.47191E-1	2.99265E+2	2.99106E+2	9.99985E-5	1.41372E-5	1.41374E-1
4.10179E-1	4.35028E-1	2.99260E+2	2.99104E+2	9.99986E-5	1.41853E-5	1.41855E-1
3.97451E-1	4.22888E-1	2.99255E+2	2.99101E+2	9.99985E-5	1.41665E-5	1.41667E-1
3.85291E-1	4.10787E-1	2.99251E+2	2.99099E+2	9.99984E-5	1.41432E-5	1.41434E-1
3.73496E-1	3.98535E-1	2.99246E+2	2.99097E+2	9.99984E-5	1.41303E-5	1.41305E-1
3.60222E-1	3.86261E-1	2.99241E+2	2.99095E+2	9.99984E-5	1.41591E-5	1.41593E-1
3.47021E-1	3.73692E-1	2.99238E+2	2.99092E+2	9.99984E-5	1.41401E-5	1.41403E-1
3.34406E-1	3.61171E-1	2.99235E+2	2.99090E+2	9.99984E-5	1.41761E-5	1.41763E-1
3.21620E-1	3.48877E-1	2.99233E+2	2.99089E+2	9.99985E-5	1.42403E-5	1.42405E-1
3.08928E-1	3.36558E-1	2.99232E+2	2.99088E+2	9.99985E-5	1.41585E-5	1.41587E-1
2.96491E-1	3.24345E-1	2.99233E+2	2.99087E+2	9.99984E-5	1.41359E-5	1.41361E-1
2.84128E-1	3.12110E-1	2.99230E+2	2.99084E+2	9.99984E-5	1.42154E-5	1.42157E-1
2.71282E-1	2.99702E-1	2.99227E+2	2.99082E+2	9.99984E-5	1.42271E-5	1.42273E-1
2.58781E-1	2.87407E-1	2.99226E+2	2.99080E+2	9.99984E-5	1.42235E-5	1.42238E-1
2.46023E-1	2.75090E-1	2.99226E+2	2.99078E+2	9.99984E-5	1.41575E-5	1.41577E-1
2.33356E-1	2.62620E-1	2.99226E+2	2.99076E+2	9.99986E-5	1.41313E-5	1.41315E-1
2.20873E-1	2.50097E-1	2.99227E+2	2.99074E+2	9.99985E-5	1.41962E-5	1.41964E-1
2.07820E-1	2.37608E-1	2.99227E+2	2.99073E+2	9.99984E-5	1.42563E-5	1.42565E-1
1.95168E-1	2.25217E-1	2.99226E+2	2.99073E+2	9.99984E-5	1.42308E-5	1.42310E-1
1.82755E-1	2.12789E-1	2.99226E+2	2.99072E+2	9.99985E-5	1.41926E-5	1.41929E-1
1.70045E-1	2.00232E-1	2.99227E+2	2.99071E+2	9.99985E-5	1.42403E-5	1.42405E-1
1.57282E-1	1.87627E-1	2.99229E+2	2.99070E+2	9.99985E-5	1.42415E-5	1.42417E-1
1.44505E-1	1.75194E-1	2.99232E+2	2.99068E+2	9.99985E-5	1.42822E-5	1.42824E-1
1.32220E-1	1.62724E-1	2.99231E+2	2.99068E+2	9.99985E-5	1.42874E-5	1.42876E-1
1.19942E-1	1.50171E-1	2.99232E+2	2.99067E+2	9.99984E-5	1.42485E-5	1.42487E-1
1.07111E-1	1.37604E-1	2.99232E+2	2.99066E+2	9.99985E-5	1.42698E-5	1.42700E-1
9.43062E-2	1.24914E-1	2.99233E+2	2.99065E+2	9.99984E-5	1.42827E-5	1.42829E-1
8.16026E-2	1.12384E-1	2.99235E+2	2.99064E+2	9.99984E-5	1.42571E-5	1.42573E-1
6.89583E-2	9.98882E-2	2.99236E+2	2.99063E+2	9.99985E-5	1.42538E-5	1.42540E-1
5.59561E-2	8.72343E-2	2.99239E+2	2.99063E+2	9.99985E-5	1.42385E-5	1.42388E-1
4.32320E-2	7.46280E-2	2.99241E+2	2.99064E+2	9.99985E-5	1.42514E-5	1.42516E-1
3.08959E-2	6.21207E-2	2.99243E+2	2.99065E+2	9.99984E-5	1.43016E-5	1.43018E-1
1.83468E-2	4.96087E-2	2.99247E+2	2.99065E+2	9.99985E-5	1.43097E-5	1.43100E-1
6.59472E-3	3.72288E-2	2.99250E+2	2.99065E+2	9.99984E-5	1.43000E-5	1.43002E-1
1.31370E-3	2.62221E-2	2.99251E+2	2.99064E+2	9.99984E-5	1.42533E-5	1.42535E-1
9.50000E-4	1.82200E-2	2.99254E+2	2.99065E+2	9.99985E-5	1.42266E-5	1.42268E-1
9.50000E-4	1.32193E-2	2.99259E+2	2.99064E+2	9.99985E-5	1.42495E-5	1.42497E-1
6.25308E-4	1.05772E-2	2.99263E+2	2.99063E+2	9.99984E-5	1.42757E-5	1.42759E-1
8.53173E-5	9.30969E-3	2.99267E+2	2.99065E+2	9.99985E-5	1.42738E-5	1.42740E-1
3.97314E-3	8.67627E-3	2.99271E+2	2.99066E+2	9.99985E-5	1.42239E-5	1.42242E-1
1.39862E-2	8.60882E-3	2.99275E+2	2.99066E+2	9.99984E-5	1.42042E-5	1.42044E-1
2.66480E-2	9.38724E-3	2.99279E+2	2.99068E+2	9.99985E-5	1.42079E-5	1.42081E-1
3.93671E-2	1.22906E-2	2.99284E+2	2.99069E+2	9.99984E-5	1.42448E-5	1.42450E-1
5.21233E-2	2.01530E-2	2.99293E+2	2.99069E+2	9.99984E-5	1.42765E-5	1.42768E-1
6.42950E-2	3.26611E-2	2.99301E+2	2.99070E+2	9.99984E-5	1.42369E-5	1.42371E-1
7.70718E-2	4.62050E-2	2.99310E+2	2.99072E+2	9.99984E-5	1.41888E-5	1.41890E-1
9.01211E-2	5.95225E-2	2.99320E+2	2.99074E+2	9.99984E-5	1.41851E-5	1.41853E-1
1.02690E-1	7.26878E-2	2.99333E+2	2.99076E+2	9.99985E-5	1.40935E-5	1.40937E-1
1.15698E-1	8.57044E-2	2.99347E+2	2.99077E+2	9.99985E-5	1.40829E-5	1.40832E-1
1.28232E-1	9.84885E-2	2.99362E+2	2.99080E+2	9.99985E-5	1.42409E-5	1.42411E-1
1.40292E-1	1.11193E-1	2.99379E+2	2.99083E+2	9.99985E-5	1.41612E-5	1.41614E-1
1.52991E-1	1.23816E-1	2.99398E+2	2.99087E+2	9.99984E-5	1.40312E-5	1.40314E-1
1.65898E-1	1.36426E-1	2.99419E+2	2.99091E+2	9.99985E-5	1.41231E-5	1.41233E-1
1.78539E-1	1.48945E-1	2.99442E+2	2.99096E+2	9.99986E-5	1.41993E-5	1.41995E-1
1.91558E-1	1.61455E-1	2.99465E+2	2.99104E+2	9.99985E-5	1.40807E-5	1.40809E-1
2.03835E-1	1.74139E-1	2.99489E+2	2.99111E+2	9.99985E-5	1.41934E-5	1.41936E-1
2.16298E-1	1.86688E-1	2.99516E+2	2.99117E+2	9.99985E-5	1.43399E-5	1.43401E-1
2.29230E-1	1.99123E-1	2.99544E+2	2.99124E+2	9.99985E-5	1.41011E-5	1.41013E-1
2.41640E-1	2.11646E-1	2.99570E+2	2.99133E+2	9.99985E-5	1.39923E-5	1.39925E-1
2.54637E-1	2.24179E-1	2.99598E+2	2.99140E+2	9.99985E-5	1.40644E-5	1.40646E-1
2.67521E-1	2.36612E-1	2.99631E+2	2.99148E+2	9.99985E-5	1.41317E-5	1.41319E-1
2.80249E-1	2.48939E-1	2.99661E+2	2.99159E+2	9.99985E-5	1.41013E-5	1.41015E-1
2.92725E-1	2.61257E-1	2.99690E+2	2.99171E+2	9.99985E-5	1.40762E-5	1.40764E-1
3.05355E-1	2.73688E-1	2.99721E+2	2.99181E+2	9.99985E-5	1.41439E-5	1.41441E-1
3.18038E-1	2.86028E-1	2.99752E+2	2.99192E+2	9.99985E-5	1.41831E-5	1.41834E-1
3.30807E-1	2.98149E-1	2.99783E+2	2.99206E+2	9.99986E-5	1.41921E-5	1.41923E-1
3.43467E-1	3.10177E-1	2.99814E+2	2.99219E+2	9.99986E-5	1.42438E-5	1.42440E-1
3.56201E-1	3.22209E-1	2.99845E+2	2.99231E+2	9.99985E-5	1.41138E-5	1.41140E-1
3.68273E-1	3.34354E-1	2.99875E+2	2.99245E+2	9.99985E-5	1.39789E-5	1.39791E-1
3.80444E-1	3.46317E-1	2.99903E+2	2.99259E+2	9.99985E-5	1.41185E-5	1.41188E-1
3.93769E-1	3.58200E-1	2.99929E+2	2.99272E+2	9.99985E-5	1.41364E-5	1.41366E-1
4.06916E-1	3.70195E-1	2.99958E+2	2.99286E+2	9.99985E-5	1.39024E-5	1.39026E-1
4.19219E-1	3.82153E-1	2.99982E+2	2.99302E+2	9.99984E-5	1.38698E-5	1.38701E-1
4.31465E-1	3.94197E-1	3.00006E+2	2.99317E+2	9.99984E-5	1.40651E-5	1.40654E-1
4.44121E-1	4.06305E-1	3.00031E+2	2.99331E+2	9.99985E-5	1.40703E-5	1.40705E-1
4.57325E-1	4.18772E-1	3.00053E+2	2.99347E+2	9.99984E-5	1.39905E-5	1.39907E-1
4.69905E-1	4.31253E-1	3.00074E+2	2.99364E+2	9.99985E-5	1.41352E-5	1.41354E-1
4.82729E-1	4.43479E-1	3.00093E+2	2.99378E+2	9.99985E-5	1.41292E-5	1.41294E-1
4.95483E-1	4.55788E-1	3.00108E+2	2.99392E+2	9.99985E-5	1.40736E-5	1.40738E-1
5.07395E-1	4.68013E-1	3.00123E+2	2.99407E+2	9.99985E-5	1.40191E-5	1.40194E-1
5.19891E-1	4.80088E-1	3.00139E+2	2.99421E+2	9.99985E-5	1.40514E-5	1.40516E-1
5.32341E-1	4.92231E-1	3.00151E+2	2.99435E+2	9.99985E-5	1.41072E-5	1.41074E-1
5.45494E-1	5.04280E-1	3.00160E+2	2.99449E+2	9.99984E-5	1.41283E-5	1.41285E-1
5.58414E-1	5.16263E-1	3.00168E+2	2.99462E+2	9.99983E-5	1.40458E-5	1.40461E-1
5.70947E-1	5.28411E-1	3.00175E+2	2.99476E+2	9.99984E-5	1.40898E-5	1.40900E-1
5.83913E-1	5.40609E-1	3.00182E+2	2.99489E+2	9.99984E-5	1.41505E-5	1.41507E-1
5.96242E-1	5.52692E-1	3.00187E+2	2.99501E+2	9.99984E-5	1.40262E-5	1.40264E-1
6.08643E-1	5.64692E-1	3.00189E+2	2.99513E+2	9.99985E-5	1.40387E-5	1.40390E-1
6.21383E-1	5.76740E-1	3.00190E+2	2.99523E+2	9.99984E-5	1.40527E-5	1.40529E-1
6.34634E-1	5.88874E-1	3.00189E+2	2.99533E+2	9.99985E-5	1.40035E-5	1.40037E-1
6.47528E-1	6.01000E-1	3.00186E+2	2.99542E+2	9.99986E-5	1.39896E-5	1.39898E-1
6.59686E-1	6.13081E-1	3.00182E+2	2.99551E+2	9.99985E-5	1.40700E-5	1.40703E-1
6.72518E-1	6.25188E-1	3.00176E+2	2.99559E+2	9.99984E-5	1.41015E-5	1.41017E-1
6.84932E-1	6.37363E-1	3.00172E+2	2.99569E+2	9.99985E-5	1.40821E-5	1.40824E-1
6.97558E-1	6.49542E-1	3.00166E+2	2.99576E+2	9.99985E-5	1.39544E-5	1.39546E-1
7.10547E-1	6.61620E-1	3.00156E+2	2.99584E+2	9.99983E-5	1.40513E-5	1.40516E-1
7.22561E-1	6.73711E-1	3.00147E+2	2.99591E+2	9.99984E-5	1.41761E-5	1.41763E-1
7.35288E-1	6.85938E-1	3.00138E+2	2.99597E+2	9.99985E-5	1.41238E-5	1.41240E-1
7.48280E-1	6.98094E-1	3.00126E+2	2.99601E+2	9.99985E-5	1.40161E-5	1.40163E-1
7.61450E-1	7.10286E-1	3.00114E+2	2.99605E+2	9.99984E-5	1.39890E-5	1.39892E-1
7.73720E-1	7.22493E-1	3.00103E+2	2.99609E+2	9.99984E-5	1.40777E-5	1.40779E-1
7.86236E-1	7.34603E-1	3.00091E+2	2.99614E+2	9.99984E-5	1.40397E-5	1.40400E-1
7.98676E-1	7.46962E-1	3.00076E+2	2.99618E+2	9.99984E-5	1.40017E-5	1.40019E-1
8.11006E-1	7.59254E-1	3.00061E+2	2.99617E+2	9.99984E-5	1.39311E-5	1.39313E-1
8.24483E-1	7.71517E-1	3.00044E+2	2.99618E+2	9.99984E-5	1.39590E-5	1.39592E-1
8.37069E-1	7.83948E-1	3.00027E+2	2.99621E+2	9.99984E-5	1.41046E-5	1.41048E-1
8.49323E-1	7.96299E-1	3.00010E+2	2.99622E+2	9.99984E-5	1.41745E-5	1.41748E-1
8.62638E-1	8.08628E-1	2.99995E+2	2.99622E+2	9.99985E-5	1.40767E-5	1.40769E-1
8.75160E-1	8.20979E-1	2.99978E+2	2.99622E+2	9.99984E-5	1.40418E-5	1.40420E-1
8.87142E-1	8.33426E-1	2.99960E+2	2.99621E+2	9.99984E-5	1.40409E-5	1.40411E-1
8.99756E-1	8.45849E-1	2.99942E+2	2.99618E+2	9.99984E-5	1.39192E-5	1.39194E-1
9.13074E-1	8.58356E-1	2.99920E+2	2.99616E+2	9.99985E-5	1.39917E-5	1.39919E-1
9.26140E-1	8.70963E-1	2.99900E+2	2.99613E+2	9.99985E-5	1.41987E-5	1.41989E-1
9.38120E-1	8.83398E-1	2.99883E+2	2.99611E+2	9.99984E-5	1.40747E-5	1.40750E-1
9.50808E-1	8.95873E-1	2.99863E+2	2.99608E+2	9.99984E-5	1.40742E-5	1.40745E-1
9.63631E-1	9.08649E-1	2.99842E+2	2.99604E+2	9.99984E-5	1.41039E-5	1.41041E-1
9.76397E-1	9.21353E-1	2.99824E+2	2.99598E+2	9.99984E-5	1.40083E-5	1.40085E-1
9.89066E-1	9.33956E-1	2.99804E+2	2.99595E+2	9.99985E-5	1.40701E-5	1.40703E-1
1.00206E+0	9.46728E-1	2.99784E+2	2.99591E+2	9.99985E-5	1.40725E-5	1.40727E-1
1.01482E+0	9.59510E-1	2.99766E+2	2.99586E+2	9.99984E-5	1.38643E-5	1.38646E-1
1.02637E+0	9.72379E-1	2.99747E+2	2.99580E+2	9.99985E-5	1.37643E-5	1.37645E-1
1.03927E+0	9.85191E-1	2.99727E+2	2.99573E+2	9.99984E-5	1.38316E-5	1.38318E-1
1.05235E+0	9.97900E-1	2.99709E+2	2.99569E+2	9.99983E-5	1.39480E-5	1.39482E-1
1.06502E+0	1.01058E+0	2.99691E+2	2.99564E+2	9.99984E-5	1.40543E-5	1.40546E-1
1.07769E+0	1.02306E+0	2.99673E+2	2.99557E+2	9.99984E-5	1.39603E-5	1.39605E-1
1.08981E+0	1.03522E+0	2.99654E+2	2.99550E+2	9.99984E-5	1.38781E-5	1.38783E-1
1.10243E+0	1.04736E+0	2.99635E+2	2.99545E+2	9.99984E-5	1.39424E-5	1.39426E-1
1.11540E+0	1.05965E+0	2.99619E+2	2.99538E+2	9.99984E-5	1.40375E-5	1.40377E-1
1.12819E+0	1.07205E+0	2.99603E+2	2.99531E+2	9.99984E-5	1.40862E-5	1.40864E-1
1.14070E+0	1.08435E+0	2.99586E+2	2.99523E+2	9.99984E-5	1.39429E-5	1.39431E-1
1.15353E+0	1.09670E+0	2.99568E+2	2.99517E+2	9.99984E-5	1.41711E-5	1.41714E-1
1.16644E+0	1.10909E+0	2.99550E+2	2.99509E+2	9.99984E-5	1.42397E-5	1.42399E-1
1.17864E+0	1.12127E+0	2.99533E+2	2.99501E+2	9.99985E-5	1.39343E-5	1.39345E-1
1.19164E+0	1.13350E+0	2.99517E+2	2.99494E+2	9.99985E-5	1.41690E-5	1.41692E-1
1.20446E+0	1.14582E+0	2.99500E+2	2.99486E+2	9.99985E-5	1.43406E-5	1.43408E-1
1.21737E+0	1.15818E+0	2.99485E+2	2.99477E+2	9.99985E-5	1.41070E-5	1.41072E-1
1.22998E+0	1.17050E+0	2.99468E+2	2.99469E+2	9.99985E-5	1.38409E-5	1.38411E-1
1.24194E+0	1.18288E+0	2.99451E+2	2.99462E+2	9.99985E-5	1.39677E-5	1.39679E-1
1.25472E+0	1.19529E+0	2.99435E+2	2.99454E+2	9.99985E-5	1.39682E-5	1.39684E-1
1.26752E+0	1.20749E+0	2.99419E+2	2.99446E+2	9.99985E-5	1.37065E-5	1.37067E-1
1.28036E+0	1.21983E+0	2.99404E+2	2.99437E+2	9.99985E-5	1.37560E-5	1.37562E-1
1.29275E+0	1.23215E+0	2.99388E+2	2.99427E+2	9.99983E-5	1.38063E-5	1.38066E-1
1.30555E+0	1.24434E+0	2.99373E+2	2.99419E+2	9.99984E-5	1.38222E-5	1.38224E-1
1.31835E+0	1.25664E+0	2.99360E+2	2.99410E+2	9.99986E-5	1.40385E-5	1.40387E-1
1.33041E+0	1.26903E+0	2.99345E+2	2.99401E+2	9.99985E-5	1.41170E-5	1.41172E-1
1.34325E+0	1.28148E+0	2.99332E+2	2.99393E+2	9.99985E-5	1.40429E-5	1.40431E-1
1.35597E+0	1.29383E+0	2.99321E+2	2.99385E+2	9.99985E-5	1.39983E-5	1.39985E-1
1.36905E+0	1.30613E+0	2.99306E+2	2.99376E+2	9.99985E-5	1.39942E-5	1.39944E-1
1.38152E+0	1.31856E+0	2.99295E+2	2.99369E+2	9.99985E-5	1.39553E-5	1.39555E-1
1.39368E+0	1.33112E+0	2.99286E+2	2.99360E+2	9.99985E-5	1.41031E-5	1.41033E-1
1.40657E+0	1.34354E+0	2.99276E+2	2.99352E+2	9.99985E-5	1.41141E-5	1.41143E-1
1.41939E+0	1.35582E+0	2.99267E+2	2.99343E+2	9.99983E-5	1.38930E-5	1.38933E-1
1.43245E+0	1.36821E+0	2.99260E+2	2.99335E+2	9.99985E-5	1.38429E-5	1.38431E-1
1.44487E+0	1.38055E+0	2.99253E+2	2.99329E+2	9.99986E-5	1.38451E-5	1.38453E-1
1.45669E+0	1.39281E+0	2.99249E+2	2.99321E+2	9.99985E-5	1.39384E-5	1.39386E-1
1.46966E+0	1.40516E+0	2.99245E+2	2.99314E+2	9.99985E-5	1.39032E-5	1.39034E-1
1.48272E+0	1.41754E+0	2.99241E+2	2.99308E+2	9.99985E-5	1.38442E-5	1.38444E-1
1.49578E+0	1.42992E+0	2.99238E+2	2.99301E+2	9.99986E-5	1.39389E-5	1.39391E-1
1.50814E+0	1.44230E+0	2.99239E+2	2.99294E+2	9.99985E-5	1.40497E-5	1.40500E-1
1.52092E+0	1.45468E+0	2.99238E+2	2.99288E+2	9.99985E-5	1.37655E-5	1.37657E-1
1.53381E+0	1.46712E+0	2.99238E+2	2.99284E+2	9.99985E-5	1.36839E-5	1.36841E-1
1.54567E+0	1.47948E+0	2.99241E+2	2.99280E+2	9.99985E-5	1.38619E-5	1.38621E-1
1.55894E+0	1.49170E+0	2.99243E+2	2.99274E+2	9.99984E-5	1.37935E-5	1.37937E-1
1.57139E+0	1.50409E+0	2.99247E+2	2.99271E+2	9.99985E-5	1.39459E-5	1.39461E-1
1.58461E+0	1.51660E+0	2.99250E+2	2.99268E+2	9.99984E-5	1.39597E-5	1.39600E-1
1.59692E+0	1.52903E+0	2.99254E+2	2.99263E+2	9.99983E-5	1.39443E-5	1.39445E-1
1.60879E+0	1.54144E+0	2.99260E+2	2.99259E+2	9.99984E-5	1.38686E-5	1.38688E-1
1.62192E+0	1.55380E+0	2.99266E+2	2.99257E+2	9.99985E-5	1.36994E-5	1.36996E-1
1.63485E+0	1.56612E+0	2.99272E+2	2.99255E+2	9.99985E-5	1.39015E-5	1.39018E-1
1.64766E+0	1.57840E+0	2.99280E+2	2.99254E+2	9.99984E-5	1.38649E-5	1.38651E-1
1.66038E+0	1.59070E+0	2.99288E+2	2.99252E+2	9.99984E-5	1.37057E-5	1.37059E-1
1.67294E+0	1.60307E+0	2.99296E+2	2.99250E+2	9.99984E-5	1.39221E-5	1.39223E-1
1.68544E+0	1.61547E+0	2.99304E+2	2.99248E+2	9.99984E-5	1.41187E-5	1.41189E-1
1.69764E+0	1.62799E+0	2.99312E+2	2.99245E+2	9.99984E-5	1.42183E-5	1.42186E-1
1.71053E+0	1.64046E+0	2.99321E+2	2.99246E+2	9.99985E-5	1.41283E-5	1.41286E-1
1.72317E+0	1.65281E+0	2.99332E+2	2.99248E+2	9.99985E-5	1.39132E-5	1.39134E-1
1.73632E+0	1.66506E+0	2.99342E+2	2.99248E+2	9.99985E-5	1.38661E-5	1.38663E-1
1.74899E+0	1.67746E+0	2.99349E+2	2.99246E+2	9.99985E-5	1.38246E-5	1.38248E-1
1.76091E+0	1.68992E+0	2.99357E+2	2.99247E+2	9.99984E-5	1.39329E-5	1.39331E-1
1.77409E+0	1.70223E+0	2.99368E+2	2.99249E+2	9.99984E-5	1.39924E-5	1.39926E-1
1.78646E+0	1.71473E+0	2.99379E+2	2.99250E+2	9.99984E-5	1.39504E-5	1.39506E-1
1.79942E+0	1.72720E+0	2.99390E+2	2.99250E+2	9.99984E-5	1.40343E-5	1.40345E-1
1.81230E+0	1.73953E+0	2.99399E+2	2.99251E+2	9.99985E-5	1.40510E-5	1.40512E-1
1.82425E+0	1.75188E+0	2.99408E+2	2.99252E+2	9.99985E-5	1.40010E-5	1.40012E-1
1.83706E+0	1.76428E+0	2.99418E+2	2.99254E+2	9.99985E-5	1.39091E-5	1.39093E-1
1.84964E+0	1.77681E+0	2.99430E+2	2.99256E+2	9.99986E-5	1.39820E-5	1.39822E-1
1.86284E+0	1.78924E+0	2.99440E+2	2.99258E+2	9.99986E-5	1.38941E-5	1.38943E-1
1.87497E+0	1.80169E+0	2.99449E+2	2.99259E+2	9.99986E-5	1.38831E-5	1.38833E-1
1.88764E+0	1.81419E+0	2.99460E+2	2.99262E+2	9.99985E-5	1.39509E-5	1.39511E-1
1.90084E+0	1.82663E+0	2.99469E+2	2.99266E+2	9.99985E-5	1.39691E-5	1.39693E-1
1.91267E+0	1.83908E+0	2.99477E+2	2.99269E+2	9.99985E-5	1.41132E-5	1.41134E-1
1.92521E+0	1.85153E+0	2.99487E+2	2.99273E+2	9.99986E-5	1.38522E-5	1.38524E-1
1.93868E+0	1.86396E+0	2.99496E+2	2.99275E+2	9.99986E-5	1.37604E-5	1.37606E-1
1.95147E+0	1.87631E+0	2.99504E+2	2.99279E+2	9.99985E-5	1.38702E-5	1.38704E-1
1.96441E+0	1.88878E+0	2.99514E+2	2.99283E+2	9.99985E-5	1.39036E-5	1.39038E-1
1.97625E+0	1.90132E+0	2.99523E+2	2.99286E+2	9.99985E-5	1.38075E-5	1.38077E-1
1.98867E+0	1.91364E+0	2.99532E+2	2.99288E+2	9.99984E-5	1.40350E-5	1.40353E-1
1.99898E+0	1.92568E+0	2.99539E+2	2.99290E+2	9.99985E-5	1.40922E-5	1.40924E-1
2.00200E+0	1.93557E+0	2.99547E+2	2.99294E+2	9.99985E-5	1.39375E-5	1.39377E-1
2.00169E+0	1.94217E+0	2.99555E+2	2.99298E+2	9.99985E-5	1.38535E-5	1.38537E-1
2.00123E+0	1.94631E+0	2.99560E+2	2.99301E+2	9.99984E-5	1.38466E-5	1.38468E-1
2.00105E+0	1.94864E+0	2.99569E+2	2.99304E+2	9.99985E-5	1.38694E-5	1.38696E-1
