B_digital_(T)	B_analog_(T)	T_VTI_(K)	T_sample_(K)	I_s	V_nv	R_nv
1.51485E+0	1.45017E+0	2.99609E+2	2.99387E+2	9.99985E-5	1.42331E-5	1.42333E-1
1.52776E+0	1.46250E+0	2.99610E+2	2.99389E+2	9.99984E-5	1.40150E-5	1.40153E-1
1.54025E+0	1.47481E+0	2.99609E+2	2.99389E+2	9.99984E-5	1.38656E-5	1.38658E-1
1.55380E+0	1.48724E+0	2.99607E+2	2.99389E+2	9.99984E-5	1.39623E-5	1.39625E-1
1.56638E+0	1.49957E+0	2.99605E+2	2.99388E+2	9.99985E-5	1.39610E-5	1.39612E-1
1.57799E+0	1.51193E+0	2.99605E+2	2.99390E+2	9.99985E-5	1.40745E-5	1.40748E-1
1.59109E+0	1.52430E+0	2.99605E+2	2.99393E+2	9.99985E-5	1.40526E-5	1.40528E-1
1.60362E+0	1.53652E+0	2.99603E+2	2.99392E+2	9.99984E-5	1.38525E-5	1.38527E-1
1.61672E+0	1.54889E+0	2.99602E+2	2.99391E+2	9.99984E-5	1.39544E-5	1.39546E-1
1.62972E+0	1.56141E+0	2.99601E+2	2.99393E+2	9.99984E-5	1.39671E-5	1.39673E-1
1.64118E+0	1.57388E+0	2.99599E+2	2.99393E+2	9.99984E-5	1.38585E-5	1.38587E-1
1.65476E+0	1.58625E+0	2.99598E+2	2.99393E+2	9.99985E-5	1.37758E-5	1.37760E-1
1.66673E+0	1.59860E+0	2.99598E+2	2.99391E+2	9.99985E-5	1.39856E-5	1.39858E-1
1.67996E+0	1.61090E+0	2.99594E+2	2.99392E+2	9.99984E-5	1.40949E-5	1.40951E-1
1.69265E+0	1.62325E+0	2.99594E+2	2.99394E+2	9.99984E-5	1.39604E-5	1.39607E-1
1.70572E+0	1.63562E+0	2.99593E+2	2.99394E+2	9.99985E-5	1.39098E-5	1.39100E-1
1.71812E+0	1.64797E+0	2.99591E+2	2.99393E+2	9.99984E-5	1.38343E-5	1.38345E-1
1.73012E+0	1.66034E+0	2.99590E+2	2.99393E+2	9.99984E-5	1.39662E-5	1.39665E-1
1.74312E+0	1.67276E+0	2.99590E+2	2.99393E+2	9.99985E-5	1.37022E-5	1.37024E-1
1.75611E+0	1.68517E+0	2.99589E+2	2.99393E+2	9.99985E-5	1.37854E-5	1.37856E-1
1.76841E+0	1.69765E+0	2.99585E+2	2.99393E+2	9.99984E-5	1.39542E-5	1.39544E-1
1.78121E+0	1.71002E+0	2.99582E+2	2.99392E+2	9.99984E-5	1.40071E-5	1.40073E-1
1.79450E+0	1.72237E+0	2.99579E+2	2.99390E+2	9.99984E-5	1.40875E-5	1.40877E-1
1.80733E+0	1.73476E+0	2.99578E+2	2.99391E+2	9.99985E-5	1.39612E-5	1.39614E-1
1.81917E+0	1.74720E+0	2.99578E+2	2.99392E+2	9.99985E-5	1.39725E-5	1.39727E-1
1.83201E+0	1.75964E+0	2.99577E+2	2.99391E+2	9.99984E-5	1.41415E-5	1.41418E-1
1.84425E+0	1.77198E+0	2.99574E+2	2.99389E+2	9.99984E-5	1.39859E-5	1.39862E-1
1.85735E+0	1.78446E+0	2.99572E+2	2.99387E+2	9.99984E-5	1.37574E-5	1.37576E-1
1.87069E+0	1.79699E+0	2.99570E+2	2.99389E+2	9.99985E-5	1.38114E-5	1.38116E-1
1.88222E+0	1.80944E+0	2.99570E+2	2.99390E+2	9.99985E-5	1.37881E-5	1.37883E-1
1.89521E+0	1.82180E+0	2.99568E+2	2.99390E+2	9.99985E-5	1.40886E-5	1.40888E-1
1.90771E+0	1.83411E+0	2.99565E+2	2.99389E+2	9.99985E-5	1.42652E-5	1.42654E-1
1.92051E+0	1.84663E+0	2.99563E+2	2.99387E+2	9.99984E-5	1.39030E-5	1.39033E-1
1.93338E+0	1.85908E+0	2.99562E+2	2.99387E+2	9.99984E-5	1.37469E-5	1.37471E-1
1.94522E+0	1.87147E+0	2.99559E+2	2.99387E+2	9.99985E-5	1.39729E-5	1.39731E-1
1.95794E+0	1.88405E+0	2.99558E+2	2.99385E+2	9.99985E-5	1.41158E-5	1.41160E-1
1.97086E+0	1.89644E+0	2.99557E+2	2.99386E+2	9.99985E-5	1.38850E-5	1.38852E-1
1.98433E+0	1.90889E+0	2.99557E+2	2.99385E+2	9.99984E-5	1.38608E-5	1.38610E-1
1.99706E+0	1.92145E+0	2.99555E+2	2.99385E+2	9.99984E-5	1.39214E-5	1.39216E-1
2.00131E+0	1.93226E+0	2.99551E+2	2.99386E+2	9.99984E-5	1.38364E-5	1.38366E-1
2.00152E+0	1.94006E+0	2.99550E+2	2.99384E+2	9.99985E-5	1.35859E-5	1.35861E-1
2.00152E+0	1.94516E+0	2.99548E+2	2.99382E+2	9.99984E-5	1.38855E-5	1.38857E-1
