T_VTI_(K)	T_sample_(K)	I_s	V_nv	R_nv
2.95268E+2	2.97476E+2	9.99976E-6	3.39417E-3	3.39425E+2
2.95098E+2	2.97397E+2	9.99976E-6	3.39343E-3	3.39351E+2
2.94922E+2	2.97316E+2	9.99976E-6	3.39269E-3	3.39277E+2
2.94742E+2	2.97230E+2	9.99977E-6	3.39192E-3	3.39200E+2
2.94567E+2	2.97143E+2	9.99977E-6	3.39110E-3	3.39118E+2
2.94391E+2	2.97054E+2	9.99976E-6	3.39027E-3	3.39035E+2
2.94208E+2	2.96963E+2	9.99976E-6	3.38949E-3	3.38957E+2
2.94023E+2	2.96872E+2	9.99977E-6	3.38873E-3	3.38881E+2
2.93838E+2	2.96779E+2	9.99976E-6	3.38790E-3	3.38798E+2
2.93649E+2	2.96686E+2	9.99977E-6	3.38705E-3	3.38713E+2
2.93461E+2	2.96590E+2	9.99977E-6	3.38623E-3	3.38631E+2
2.93273E+2	2.96491E+2	9.99977E-6	3.38538E-3	3.38546E+2
2.93081E+2	2.96390E+2	9.99977E-6	3.38447E-3	3.38455E+2
2.92889E+2	2.96289E+2	9.99976E-6	3.38359E-3	3.38367E+2
2.92696E+2	2.96186E+2	9.99975E-6	3.38276E-3	3.38284E+2
2.92500E+2	2.96079E+2	9.99976E-6	3.38187E-3	3.38195E+2
2.92304E+2	2.95972E+2	9.99976E-6	3.38094E-3	3.38102E+2
2.92107E+2	2.95864E+2	9.99976E-6	3.38007E-3	3.38015E+2
2.91910E+2	2.95755E+2	9.99978E-6	3.37922E-3	3.37929E+2
2.91710E+2	2.95645E+2	9.99977E-6	3.37830E-3	3.37838E+2
2.91512E+2	2.95533E+2	9.99977E-6	3.37740E-3	3.37747E+2
2.91314E+2	2.95419E+2	9.99977E-6	3.37648E-3	3.37656E+2
2.91117E+2	2.95303E+2	9.99977E-6	3.37553E-3	3.37561E+2
2.90921E+2	2.95185E+2	9.99977E-6	3.37457E-3	3.37465E+2
2.90722E+2	2.95063E+2	9.99977E-6	3.37359E-3	3.37367E+2
2.90523E+2	2.94940E+2	9.99977E-6	3.37263E-3	3.37270E+2
2.90325E+2	2.94818E+2	9.99977E-6	3.37165E-3	3.37173E+2
2.90126E+2	2.94694E+2	9.99976E-6	3.37067E-3	3.37075E+2
2.89925E+2	2.94570E+2	9.99976E-6	3.36970E-3	3.36978E+2
2.89724E+2	2.94444E+2	9.99976E-6	3.36866E-3	3.36874E+2
2.89520E+2	2.94315E+2	9.99976E-6	3.36761E-3	3.36769E+2
2.89314E+2	2.94181E+2	9.99976E-6	3.36659E-3	3.36667E+2
2.89110E+2	2.94047E+2	9.99976E-6	3.36555E-3	3.36563E+2
2.88905E+2	2.93915E+2	9.99977E-6	3.36452E-3	3.36459E+2
2.88699E+2	2.93779E+2	9.99978E-6	3.36348E-3	3.36355E+2
2.88491E+2	2.93640E+2	9.99978E-6	3.36247E-3	3.36254E+2
2.88282E+2	2.93503E+2	9.99977E-6	3.36144E-3	3.36151E+2
2.88075E+2	2.93365E+2	9.99976E-6	3.36036E-3	3.36044E+2
2.87867E+2	2.93226E+2	9.99977E-6	3.35931E-3	3.35939E+2
2.87653E+2	2.93085E+2	9.99977E-6	3.35826E-3	3.35833E+2
2.87443E+2	2.92943E+2	9.99977E-6	3.35720E-3	3.35728E+2
2.87235E+2	2.92798E+2	9.99977E-6	3.35614E-3	3.35622E+2
2.87020E+2	2.92652E+2	9.99977E-6	3.35505E-3	3.35512E+2
2.86807E+2	2.92509E+2	9.99977E-6	3.35397E-3	3.35405E+2
2.86597E+2	2.92363E+2	9.99977E-6	3.35289E-3	3.35297E+2
2.86384E+2	2.92215E+2	9.99977E-6	3.35181E-3	3.35189E+2
2.86166E+2	2.92065E+2	9.99977E-6	3.35074E-3	3.35081E+2
2.85951E+2	2.91913E+2	9.99978E-6	3.34965E-3	3.34973E+2
2.85740E+2	2.91761E+2	9.99978E-6	3.34856E-3	3.34864E+2
2.85532E+2	2.91611E+2	9.99977E-6	3.34748E-3	3.34756E+2
2.85320E+2	2.91461E+2	9.99976E-6	3.34637E-3	3.34645E+2
2.85107E+2	2.91310E+2	9.99977E-6	3.34525E-3	3.34532E+2
2.84895E+2	2.91157E+2	9.99977E-6	3.34412E-3	3.34420E+2
2.84683E+2	2.91004E+2	9.99976E-6	3.34291E-3	3.34299E+2
2.84471E+2	2.90848E+2	9.99977E-6	3.34176E-3	3.34183E+2
2.84258E+2	2.90690E+2	9.99978E-6	3.34068E-3	3.34076E+2
2.84043E+2	2.90532E+2	9.99978E-6	3.33961E-3	3.33969E+2
2.83828E+2	2.90375E+2	9.99978E-6	3.33851E-3	3.33858E+2
2.83615E+2	2.90218E+2	9.99977E-6	3.33735E-3	3.33742E+2
2.83401E+2	2.90060E+2	9.99977E-6	3.33622E-3	3.33629E+2
2.83186E+2	2.89900E+2	9.99976E-6	3.33506E-3	3.33514E+2
2.82972E+2	2.89739E+2	9.99977E-6	3.33394E-3	3.33401E+2
2.82758E+2	2.89581E+2	9.99977E-6	3.33285E-3	3.33293E+2
2.82540E+2	2.89418E+2	9.99976E-6	3.33173E-3	3.33181E+2
2.82325E+2	2.89256E+2	9.99976E-6	3.33063E-3	3.33071E+2
2.82110E+2	2.89096E+2	9.99976E-6	3.32951E-3	3.32959E+2
2.81894E+2	2.88933E+2	9.99976E-6	3.32838E-3	3.32846E+2
2.81679E+2	2.88770E+2	9.99976E-6	3.32725E-3	3.32733E+2
2.81462E+2	2.88606E+2	9.99977E-6	3.32610E-3	3.32617E+2
2.81247E+2	2.88442E+2	9.99976E-6	3.32492E-3	3.32500E+2
2.81031E+2	2.88276E+2	9.99976E-6	3.32379E-3	3.32387E+2
2.80816E+2	2.88108E+2	9.99977E-6	3.32271E-3	3.32279E+2
2.80600E+2	2.87942E+2	9.99977E-6	3.32159E-3	3.32166E+2
2.80387E+2	2.87776E+2	9.99976E-6	3.32040E-3	3.32048E+2
2.80177E+2	2.87607E+2	9.99976E-6	3.31924E-3	3.31932E+2
2.79967E+2	2.87438E+2	9.99976E-6	3.31811E-3	3.31819E+2
2.79757E+2	2.87269E+2	9.99977E-6	3.31695E-3	3.31702E+2
2.79548E+2	2.87099E+2	9.99977E-6	3.31577E-3	3.31584E+2
2.79337E+2	2.86927E+2	9.99977E-6	3.31463E-3	3.31471E+2
2.79128E+2	2.86756E+2	9.99977E-6	3.31347E-3	3.31355E+2
2.78919E+2	2.86585E+2	9.99976E-6	3.31231E-3	3.31238E+2
2.78710E+2	2.86410E+2	9.99976E-6	3.31114E-3	3.31122E+2
2.78502E+2	2.86236E+2	9.99976E-6	3.30994E-3	3.31002E+2
2.78291E+2	2.86064E+2	9.99977E-6	3.30878E-3	3.30886E+2
2.78082E+2	2.85893E+2	9.99977E-6	3.30762E-3	3.30770E+2
2.77873E+2	2.85721E+2	9.99976E-6	3.30644E-3	3.30652E+2
2.77664E+2	2.85549E+2	9.99976E-6	3.30529E-3	3.30537E+2
2.77455E+2	2.85377E+2	9.99977E-6	3.30414E-3	3.30422E+2
2.77244E+2	2.85206E+2	9.99978E-6	3.30298E-3	3.30305E+2
2.77035E+2	2.85034E+2	9.99977E-6	3.30185E-3	3.30192E+2
2.76827E+2	2.84862E+2	9.99977E-6	3.30071E-3	3.30079E+2
2.76619E+2	2.84691E+2	9.99976E-6	3.29956E-3	3.29964E+2
2.76413E+2	2.84520E+2	9.99976E-6	3.29842E-3	3.29850E+2
2.76203E+2	2.84346E+2	9.99977E-6	3.29722E-3	3.29729E+2
2.75992E+2	2.84170E+2	9.99977E-6	3.29604E-3	3.29612E+2
2.75784E+2	2.83997E+2	9.99977E-6	3.29493E-3	3.29501E+2
2.75576E+2	2.83823E+2	9.99976E-6	3.29384E-3	3.29391E+2
2.75368E+2	2.83649E+2	9.99976E-6	3.29267E-3	3.29275E+2
2.75161E+2	2.83477E+2	9.99978E-6	3.29148E-3	3.29156E+2
2.74959E+2	2.83303E+2	9.99978E-6	3.29028E-3	3.29035E+2
2.74755E+2	2.83126E+2	9.99977E-6	3.28908E-3	3.28916E+2
2.74552E+2	2.82948E+2	9.99977E-6	3.28794E-3	3.28802E+2
2.74349E+2	2.82770E+2	9.99977E-6	3.28684E-3	3.28692E+2
2.74149E+2	2.82595E+2	9.99977E-6	3.28572E-3	3.28580E+2
2.73949E+2	2.82420E+2	9.99976E-6	3.28451E-3	3.28459E+2
2.73747E+2	2.82243E+2	9.99976E-6	3.28337E-3	3.28345E+2
2.73544E+2	2.82064E+2	9.99977E-6	3.28226E-3	3.28234E+2
2.73343E+2	2.81887E+2	9.99977E-6	3.28111E-3	3.28118E+2
2.73144E+2	2.81712E+2	9.99977E-6	3.27990E-3	3.27998E+2
2.72943E+2	2.81537E+2	9.99977E-6	3.27879E-3	3.27887E+2
2.72741E+2	2.81360E+2	9.99978E-6	3.27773E-3	3.27780E+2
2.72539E+2	2.81182E+2	9.99978E-6	3.27662E-3	3.27669E+2
2.72341E+2	2.81005E+2	9.99977E-6	3.27544E-3	3.27552E+2
2.72143E+2	2.80830E+2	9.99976E-6	3.27428E-3	3.27436E+2
2.71942E+2	2.80650E+2	9.99976E-6	3.27310E-3	3.27317E+2
2.71743E+2	2.80472E+2	9.99976E-6	3.27195E-3	3.27202E+2
2.71546E+2	2.80297E+2	9.99976E-6	3.27082E-3	3.27090E+2
2.71347E+2	2.80121E+2	9.99976E-6	3.26970E-3	3.26978E+2
2.71149E+2	2.79947E+2	9.99977E-6	3.26860E-3	3.26867E+2
2.70950E+2	2.79773E+2	9.99977E-6	3.26747E-3	3.26755E+2
2.70752E+2	2.79596E+2	9.99977E-6	3.26633E-3	3.26640E+2
2.70554E+2	2.79420E+2	9.99977E-6	3.26514E-3	3.26521E+2
2.70358E+2	2.79246E+2	9.99977E-6	3.26398E-3	3.26405E+2
2.70162E+2	2.79071E+2	9.99977E-6	3.26281E-3	3.26288E+2
2.69963E+2	2.78894E+2	9.99976E-6	3.26164E-3	3.26172E+2
2.69766E+2	2.78714E+2	9.99976E-6	3.26055E-3	3.26063E+2
2.69571E+2	2.78536E+2	9.99976E-6	3.25944E-3	3.25951E+2
2.69378E+2	2.78360E+2	9.99976E-6	3.25823E-3	3.25830E+2
2.69186E+2	2.78183E+2	9.99977E-6	3.25707E-3	3.25715E+2
2.68993E+2	2.78006E+2	9.99976E-6	3.25600E-3	3.25608E+2
2.68800E+2	2.77828E+2	9.99976E-6	3.25483E-3	3.25491E+2
2.68607E+2	2.77652E+2	9.99977E-6	3.25369E-3	3.25376E+2
2.68416E+2	2.77474E+2	9.99977E-6	3.25261E-3	3.25268E+2
2.68224E+2	2.77295E+2	9.99976E-6	3.25150E-3	3.25157E+2
2.68033E+2	2.77120E+2	9.99977E-6	3.25039E-3	3.25046E+2
2.67843E+2	2.76945E+2	9.99977E-6	3.24925E-3	3.24933E+2
2.67654E+2	2.76768E+2	9.99977E-6	3.24810E-3	3.24818E+2
2.67462E+2	2.76587E+2	9.99977E-6	3.24697E-3	3.24704E+2
2.67271E+2	2.76409E+2	9.99977E-6	3.24574E-3	3.24582E+2
2.67081E+2	2.76231E+2	9.99976E-6	3.24449E-3	3.24457E+2
2.66890E+2	2.76048E+2	9.99977E-6	3.24338E-3	3.24346E+2
2.66701E+2	2.75867E+2	9.99978E-6	3.24227E-3	3.24234E+2
2.66512E+2	2.75690E+2	9.99977E-6	3.24118E-3	3.24125E+2
2.66320E+2	2.75513E+2	9.99976E-6	3.24005E-3	3.24013E+2
2.66127E+2	2.75335E+2	9.99976E-6	3.23892E-3	3.23899E+2
2.65940E+2	2.75154E+2	9.99977E-6	3.23777E-3	3.23784E+2
2.65751E+2	2.74975E+2	9.99977E-6	3.23659E-3	3.23667E+2
2.65559E+2	2.74798E+2	9.99977E-6	3.23546E-3	3.23554E+2
2.65371E+2	2.74623E+2	9.99978E-6	3.23431E-3	3.23438E+2
2.65182E+2	2.74448E+2	9.99978E-6	3.23320E-3	3.23328E+2
2.64989E+2	2.74271E+2	9.99976E-6	3.23213E-3	3.23221E+2
2.64797E+2	2.74095E+2	9.99976E-6	3.23107E-3	3.23115E+2
2.64610E+2	2.73922E+2	9.99976E-6	3.22997E-3	3.23005E+2
2.64421E+2	2.73749E+2	9.99976E-6	3.22876E-3	3.22884E+2
2.64230E+2	2.73571E+2	9.99976E-6	3.22748E-3	3.22756E+2
2.64040E+2	2.73392E+2	9.99977E-6	3.22629E-3	3.22637E+2
2.63855E+2	2.73212E+2	9.99977E-6	3.22517E-3	3.22524E+2
2.63670E+2	2.73034E+2	9.99977E-6	3.22399E-3	3.22406E+2
2.63486E+2	2.72856E+2	9.99976E-6	3.22280E-3	3.22288E+2
2.63303E+2	2.72677E+2	9.99977E-6	3.22164E-3	3.22172E+2
2.63117E+2	2.72496E+2	9.99977E-6	3.22053E-3	3.22061E+2
2.62932E+2	2.72319E+2	9.99976E-6	3.21942E-3	3.21949E+2
2.62746E+2	2.72142E+2	9.99976E-6	3.21824E-3	3.21832E+2
2.62559E+2	2.71963E+2	9.99976E-6	3.21710E-3	3.21717E+2
2.62374E+2	2.71785E+2	9.99976E-6	3.21595E-3	3.21603E+2
2.62187E+2	2.71606E+2	9.99976E-6	3.21478E-3	3.21486E+2
2.62000E+2	2.71427E+2	9.99977E-6	3.21367E-3	3.21374E+2
2.61815E+2	2.71247E+2	9.99976E-6	3.21258E-3	3.21265E+2
2.61629E+2	2.71070E+2	9.99976E-6	3.21145E-3	3.21153E+2
2.61442E+2	2.70893E+2	9.99977E-6	3.21024E-3	3.21032E+2
2.61256E+2	2.70712E+2	9.99976E-6	3.20907E-3	3.20915E+2
2.61072E+2	2.70533E+2	9.99976E-6	3.20800E-3	3.20808E+2
2.60886E+2	2.70356E+2	9.99976E-6	3.20695E-3	3.20703E+2
2.60696E+2	2.70179E+2	9.99975E-6	3.20590E-3	3.20598E+2
2.60509E+2	2.70003E+2	9.99975E-6	3.20480E-3	3.20488E+2
2.60324E+2	2.69828E+2	9.99976E-6	3.20365E-3	3.20372E+2
2.60138E+2	2.69652E+2	9.99977E-6	3.20257E-3	3.20265E+2
2.59951E+2	2.69476E+2	9.99977E-6	3.20149E-3	3.20157E+2
2.59767E+2	2.69304E+2	9.99977E-6	3.20039E-3	3.20046E+2
2.59581E+2	2.69132E+2	9.99977E-6	3.19929E-3	3.19937E+2
2.59394E+2	2.68957E+2	9.99976E-6	3.19817E-3	3.19824E+2
2.59209E+2	2.68784E+2	9.99976E-6	3.19707E-3	3.19715E+2
2.59027E+2	2.68611E+2	9.99977E-6	3.19601E-3	3.19608E+2
2.58843E+2	2.68439E+2	9.99976E-6	3.19495E-3	3.19502E+2
2.58658E+2	2.68268E+2	9.99976E-6	3.19389E-3	3.19397E+2
2.58477E+2	2.68096E+2	9.99976E-6	3.19279E-3	3.19287E+2
2.58297E+2	2.67924E+2	9.99977E-6	3.19166E-3	3.19173E+2
2.58119E+2	2.67750E+2	9.99977E-6	3.19049E-3	3.19057E+2
2.57940E+2	2.67574E+2	9.99977E-6	3.18935E-3	3.18942E+2
2.57760E+2	2.67399E+2	9.99977E-6	3.18825E-3	3.18832E+2
2.57583E+2	2.67225E+2	9.99976E-6	3.18719E-3	3.18727E+2
2.57404E+2	2.67050E+2	9.99977E-6	3.18613E-3	3.18620E+2
2.57227E+2	2.66875E+2	9.99978E-6	3.18500E-3	3.18507E+2
2.57051E+2	2.66702E+2	9.99977E-6	3.18386E-3	3.18393E+2
2.56875E+2	2.66528E+2	9.99977E-6	3.18278E-3	3.18286E+2
2.56699E+2	2.66353E+2	9.99977E-6	3.18170E-3	3.18177E+2
2.56520E+2	2.66179E+2	9.99977E-6	3.18057E-3	3.18065E+2
2.56344E+2	2.66008E+2	9.99976E-6	3.17951E-3	3.17958E+2
2.56167E+2	2.65833E+2	9.99976E-6	3.17848E-3	3.17855E+2
2.55989E+2	2.65661E+2	9.99977E-6	3.17742E-3	3.17750E+2
2.55813E+2	2.65490E+2	9.99977E-6	3.17638E-3	3.17645E+2
2.55637E+2	2.65316E+2	9.99977E-6	3.17531E-3	3.17539E+2
2.55459E+2	2.65145E+2	9.99977E-6	3.17418E-3	3.17425E+2
2.55283E+2	2.64972E+2	9.99977E-6	3.17303E-3	3.17310E+2
2.55109E+2	2.64797E+2	9.99977E-6	3.17183E-3	3.17190E+2
2.54933E+2	2.64619E+2	9.99978E-6	3.17068E-3	3.17075E+2
2.54758E+2	2.64441E+2	9.99978E-6	3.16955E-3	3.16962E+2
2.54585E+2	2.64264E+2	9.99977E-6	3.16845E-3	3.16852E+2
2.54409E+2	2.64086E+2	9.99976E-6	3.16736E-3	3.16743E+2
2.54233E+2	2.63912E+2	9.99976E-6	3.16628E-3	3.16635E+2
2.54056E+2	2.63742E+2	9.99977E-6	3.16525E-3	3.16533E+2
2.53880E+2	2.63575E+2	9.99977E-6	3.16420E-3	3.16427E+2
2.53704E+2	2.63406E+2	9.99977E-6	3.16311E-3	3.16318E+2
2.53528E+2	2.63235E+2	9.99977E-6	3.16198E-3	3.16205E+2
2.53354E+2	2.63063E+2	9.99977E-6	3.16084E-3	3.16092E+2
2.53179E+2	2.62891E+2	9.99976E-6	3.15972E-3	3.15979E+2
2.53003E+2	2.62719E+2	9.99976E-6	3.15858E-3	3.15866E+2
2.52831E+2	2.62548E+2	9.99977E-6	3.15752E-3	3.15759E+2
2.52659E+2	2.62377E+2	9.99978E-6	3.15648E-3	3.15655E+2
2.52485E+2	2.62207E+2	9.99978E-6	3.15540E-3	3.15547E+2
2.52314E+2	2.62038E+2	9.99977E-6	3.15434E-3	3.15441E+2
2.52143E+2	2.61867E+2	9.99977E-6	3.15327E-3	3.15334E+2
2.51969E+2	2.61696E+2	9.99977E-6	3.15215E-3	3.15222E+2
2.51796E+2	2.61523E+2	9.99976E-6	3.15105E-3	3.15113E+2
2.51624E+2	2.61353E+2	9.99977E-6	3.15001E-3	3.15008E+2
2.51453E+2	2.61184E+2	9.99977E-6	3.14894E-3	3.14901E+2
2.51282E+2	2.61014E+2	9.99977E-6	3.14780E-3	3.14788E+2
2.51109E+2	2.60842E+2	9.99977E-6	3.14672E-3	3.14679E+2
2.50937E+2	2.60670E+2	9.99977E-6	3.14567E-3	3.14574E+2
2.50763E+2	2.60500E+2	9.99977E-6	3.14456E-3	3.14463E+2
2.50590E+2	2.60328E+2	9.99977E-6	3.14341E-3	3.14348E+2
2.50421E+2	2.60155E+2	9.99977E-6	3.14226E-3	3.14233E+2
2.50250E+2	2.59981E+2	9.99977E-6	3.14116E-3	3.14123E+2
2.50077E+2	2.59806E+2	9.99977E-6	3.14008E-3	3.14015E+2
2.49907E+2	2.59633E+2	9.99976E-6	3.13895E-3	3.13903E+2
2.49734E+2	2.59459E+2	9.99976E-6	3.13786E-3	3.13793E+2
2.49564E+2	2.59288E+2	9.99976E-6	3.13681E-3	3.13688E+2
2.49392E+2	2.59117E+2	9.99976E-6	3.13571E-3	3.13578E+2
2.49219E+2	2.58945E+2	9.99976E-6	3.13461E-3	3.13469E+2
2.49046E+2	2.58772E+2	9.99977E-6	3.13352E-3	3.13359E+2
2.48871E+2	2.58598E+2	9.99977E-6	3.13246E-3	3.13253E+2
2.48699E+2	2.58429E+2	9.99976E-6	3.13141E-3	3.13148E+2
2.48525E+2	2.58263E+2	9.99976E-6	3.13037E-3	3.13045E+2
2.48354E+2	2.58099E+2	9.99976E-6	3.12937E-3	3.12944E+2
2.48183E+2	2.57936E+2	9.99976E-6	3.12834E-3	3.12841E+2
2.48010E+2	2.57769E+2	9.99977E-6	3.12726E-3	3.12733E+2
2.47836E+2	2.57600E+2	9.99976E-6	3.12620E-3	3.12627E+2
2.47664E+2	2.57432E+2	9.99975E-6	3.12519E-3	3.12527E+2
2.47492E+2	2.57267E+2	9.99976E-6	3.12413E-3	3.12421E+2
2.47324E+2	2.57103E+2	9.99976E-6	3.12304E-3	3.12312E+2
2.47155E+2	2.56935E+2	9.99976E-6	3.12199E-3	3.12206E+2
2.46988E+2	2.56766E+2	9.99976E-6	3.12094E-3	3.12102E+2
2.46822E+2	2.56600E+2	9.99977E-6	3.11987E-3	3.11995E+2
2.46654E+2	2.56433E+2	9.99976E-6	3.11880E-3	3.11887E+2
2.46489E+2	2.56267E+2	9.99976E-6	3.11774E-3	3.11781E+2
2.46322E+2	2.56098E+2	9.99976E-6	3.11666E-3	3.11674E+2
2.46155E+2	2.55929E+2	9.99977E-6	3.11554E-3	3.11561E+2
2.45989E+2	2.55762E+2	9.99976E-6	3.11444E-3	3.11451E+2
2.45822E+2	2.55594E+2	9.99976E-6	3.11341E-3	3.11348E+2
2.45654E+2	2.55424E+2	9.99977E-6	3.11237E-3	3.11244E+2
2.45489E+2	2.55257E+2	9.99977E-6	3.11132E-3	3.11139E+2
2.45324E+2	2.55091E+2	9.99976E-6	3.11028E-3	3.11036E+2
2.45158E+2	2.54924E+2	9.99976E-6	3.10926E-3	3.10934E+2
2.44992E+2	2.54758E+2	9.99976E-6	3.10821E-3	3.10829E+2
2.44825E+2	2.54592E+2	9.99976E-6	3.10717E-3	3.10724E+2
2.44658E+2	2.54424E+2	9.99976E-6	3.10610E-3	3.10618E+2
2.44493E+2	2.54257E+2	9.99976E-6	3.10500E-3	3.10507E+2
2.44327E+2	2.54088E+2	9.99977E-6	3.10392E-3	3.10399E+2
2.44162E+2	2.53918E+2	9.99978E-6	3.10288E-3	3.10295E+2
2.43997E+2	2.53749E+2	9.99977E-6	3.10179E-3	3.10186E+2
2.43832E+2	2.53581E+2	9.99977E-6	3.10069E-3	3.10076E+2
2.43668E+2	2.53412E+2	9.99977E-6	3.09965E-3	3.09972E+2
2.43502E+2	2.53242E+2	9.99977E-6	3.09856E-3	3.09863E+2
2.43337E+2	2.53075E+2	9.99978E-6	3.09751E-3	3.09758E+2
2.43171E+2	2.52908E+2	9.99977E-6	3.09642E-3	3.09650E+2
2.43004E+2	2.52744E+2	9.99977E-6	3.09535E-3	3.09542E+2
2.42838E+2	2.52580E+2	9.99976E-6	3.09431E-3	3.09438E+2
2.42670E+2	2.52413E+2	9.99975E-6	3.09326E-3	3.09334E+2
2.42505E+2	2.52246E+2	9.99976E-6	3.09213E-3	3.09220E+2
2.42340E+2	2.52081E+2	9.99976E-6	3.09105E-3	3.09112E+2
2.42176E+2	2.51916E+2	9.99977E-6	3.09007E-3	3.09015E+2
2.42009E+2	2.51752E+2	9.99977E-6	3.08906E-3	3.08913E+2
2.41845E+2	2.51591E+2	9.99977E-6	3.08800E-3	3.08807E+2
2.41683E+2	2.51427E+2	9.99976E-6	3.08692E-3	3.08699E+2
2.41521E+2	2.51261E+2	9.99977E-6	3.08583E-3	3.08590E+2
2.41356E+2	2.51096E+2	9.99976E-6	3.08474E-3	3.08481E+2
2.41193E+2	2.50929E+2	9.99977E-6	3.08369E-3	3.08376E+2
2.41031E+2	2.50765E+2	9.99977E-6	3.08262E-3	3.08269E+2
2.40868E+2	2.50600E+2	9.99976E-6	3.08154E-3	3.08162E+2
2.40703E+2	2.50432E+2	9.99976E-6	3.08051E-3	3.08059E+2
2.40540E+2	2.50269E+2	9.99977E-6	3.07951E-3	3.07958E+2
2.40376E+2	2.50105E+2	9.99978E-6	3.07850E-3	3.07857E+2
2.40213E+2	2.49941E+2	9.99977E-6	3.07751E-3	3.07758E+2
2.40050E+2	2.49778E+2	9.99977E-6	3.07650E-3	3.07658E+2
2.39887E+2	2.49617E+2	9.99976E-6	3.07545E-3	3.07552E+2
2.39724E+2	2.49453E+2	9.99976E-6	3.07437E-3	3.07445E+2
2.39561E+2	2.49290E+2	9.99976E-6	3.07333E-3	3.07340E+2
2.39398E+2	2.49125E+2	9.99976E-6	3.07225E-3	3.07232E+2
2.39235E+2	2.48958E+2	9.99976E-6	3.07122E-3	3.07129E+2
2.39071E+2	2.48791E+2	9.99976E-6	3.07022E-3	3.07029E+2
2.38907E+2	2.48627E+2	9.99976E-6	3.06914E-3	3.06921E+2
