T_VTI_(K)	T_sample_(K)	I_s	V_nv	R_nv
1.61715E+2	1.68916E+2	9.99977E-6	2.53684E-3	2.53690E+2
1.61603E+2	1.68799E+2	9.99977E-6	2.53594E-3	2.53600E+2
1.61489E+2	1.68679E+2	9.99977E-6	2.53504E-3	2.53510E+2
1.61376E+2	1.68559E+2	9.99977E-6	2.53416E-3	2.53422E+2
1.61263E+2	1.68440E+2	9.99977E-6	2.53328E-3	2.53334E+2
1.61149E+2	1.68322E+2	9.99977E-6	2.53243E-3	2.53248E+2
1.61036E+2	1.68204E+2	9.99977E-6	2.53157E-3	2.53162E+2
1.60923E+2	1.68084E+2	9.99977E-6	2.53065E-3	2.53071E+2
1.60810E+2	1.67964E+2	9.99976E-6	2.52975E-3	2.52981E+2
1.60696E+2	1.67845E+2	9.99976E-6	2.52888E-3	2.52894E+2
1.60582E+2	1.67726E+2	9.99976E-6	2.52806E-3	2.52812E+2
1.60467E+2	1.67606E+2	9.99976E-6	2.52716E-3	2.52722E+2
1.60352E+2	1.67487E+2	9.99976E-6	2.52627E-3	2.52633E+2
1.60239E+2	1.67370E+2	9.99975E-6	2.52546E-3	2.52552E+2
1.60125E+2	1.67253E+2	9.99977E-6	2.52461E-3	2.52466E+2
1.60009E+2	1.67135E+2	9.99978E-6	2.52374E-3	2.52379E+2
1.59894E+2	1.67017E+2	9.99977E-6	2.52289E-3	2.52295E+2
1.59780E+2	1.66898E+2	9.99977E-6	2.52204E-3	2.52210E+2
1.59666E+2	1.66780E+2	9.99976E-6	2.52115E-3	2.52121E+2
1.59551E+2	1.66661E+2	9.99976E-6	2.52028E-3	2.52034E+2
1.59437E+2	1.66543E+2	9.99976E-6	2.51943E-3	2.51949E+2
1.59324E+2	1.66427E+2	9.99977E-6	2.51857E-3	2.51863E+2
1.59208E+2	1.66309E+2	9.99977E-6	2.51767E-3	2.51773E+2
1.59094E+2	1.66191E+2	9.99976E-6	2.51677E-3	2.51683E+2
1.58980E+2	1.66074E+2	9.99977E-6	2.51589E-3	2.51595E+2
1.58865E+2	1.65957E+2	9.99976E-6	2.51497E-3	2.51503E+2
1.58749E+2	1.65839E+2	9.99977E-6	2.51410E-3	2.51416E+2
1.58635E+2	1.65722E+2	9.99978E-6	2.51323E-3	2.51329E+2
1.58521E+2	1.65606E+2	9.99977E-6	2.51234E-3	2.51239E+2
1.58407E+2	1.65490E+2	9.99977E-6	2.51145E-3	2.51151E+2
1.58291E+2	1.65372E+2	9.99977E-6	2.51058E-3	2.51063E+2
1.58177E+2	1.65255E+2	9.99977E-6	2.50972E-3	2.50978E+2
1.58062E+2	1.65137E+2	9.99977E-6	2.50880E-3	2.50886E+2
1.57949E+2	1.65020E+2	9.99977E-6	2.50786E-3	2.50792E+2
1.57836E+2	1.64902E+2	9.99977E-6	2.50698E-3	2.50704E+2
1.57724E+2	1.64783E+2	9.99977E-6	2.50611E-3	2.50617E+2
1.57611E+2	1.64664E+2	9.99977E-6	2.50519E-3	2.50525E+2
1.57497E+2	1.64546E+2	9.99978E-6	2.50421E-3	2.50426E+2
1.57384E+2	1.64426E+2	9.99977E-6	2.50328E-3	2.50333E+2
1.57270E+2	1.64305E+2	9.99977E-6	2.50240E-3	2.50246E+2
1.57157E+2	1.64187E+2	9.99977E-6	2.50152E-3	2.50158E+2
1.57043E+2	1.64069E+2	9.99977E-6	2.50062E-3	2.50068E+2
1.56929E+2	1.63950E+2	9.99977E-6	2.49972E-3	2.49978E+2
1.56816E+2	1.63832E+2	9.99977E-6	2.49879E-3	2.49885E+2
1.56701E+2	1.63711E+2	9.99977E-6	2.49788E-3	2.49794E+2
1.56586E+2	1.63592E+2	9.99976E-6	2.49700E-3	2.49706E+2
1.56473E+2	1.63474E+2	9.99976E-6	2.49609E-3	2.49615E+2
1.56357E+2	1.63355E+2	9.99977E-6	2.49514E-3	2.49520E+2
1.56242E+2	1.63234E+2	9.99977E-6	2.49421E-3	2.49427E+2
1.56126E+2	1.63113E+2	9.99977E-6	2.49331E-3	2.49336E+2
1.56010E+2	1.62993E+2	9.99977E-6	2.49240E-3	2.49246E+2
1.55895E+2	1.62874E+2	9.99976E-6	2.49152E-3	2.49158E+2
1.55780E+2	1.62755E+2	9.99976E-6	2.49062E-3	2.49068E+2
1.55664E+2	1.62635E+2	9.99976E-6	2.48970E-3	2.48976E+2
1.55547E+2	1.62515E+2	9.99976E-6	2.48878E-3	2.48884E+2
1.55432E+2	1.62394E+2	9.99976E-6	2.48785E-3	2.48791E+2
1.55315E+2	1.62273E+2	9.99977E-6	2.48695E-3	2.48701E+2
1.55198E+2	1.62153E+2	9.99977E-6	2.48606E-3	2.48611E+2
1.55081E+2	1.62034E+2	9.99977E-6	2.48510E-3	2.48515E+2
1.54965E+2	1.61916E+2	9.99976E-6	2.48414E-3	2.48420E+2
1.54848E+2	1.61799E+2	9.99977E-6	2.48325E-3	2.48330E+2
1.54732E+2	1.61683E+2	9.99976E-6	2.48232E-3	2.48238E+2
1.54615E+2	1.61565E+2	9.99977E-6	2.48140E-3	2.48146E+2
1.54497E+2	1.61446E+2	9.99977E-6	2.48050E-3	2.48056E+2
1.54379E+2	1.61328E+2	9.99976E-6	2.47960E-3	2.47966E+2
1.54263E+2	1.61209E+2	9.99977E-6	2.47867E-3	2.47872E+2
1.54146E+2	1.61091E+2	9.99977E-6	2.47771E-3	2.47776E+2
1.54029E+2	1.60973E+2	9.99976E-6	2.47677E-3	2.47683E+2
1.53913E+2	1.60854E+2	9.99977E-6	2.47581E-3	2.47587E+2
1.53795E+2	1.60733E+2	9.99977E-6	2.47485E-3	2.47491E+2
1.53677E+2	1.60612E+2	9.99976E-6	2.47392E-3	2.47398E+2
1.53560E+2	1.60490E+2	9.99976E-6	2.47298E-3	2.47304E+2
1.53444E+2	1.60371E+2	9.99977E-6	2.47204E-3	2.47210E+2
1.53329E+2	1.60251E+2	9.99977E-6	2.47114E-3	2.47120E+2
1.53213E+2	1.60131E+2	9.99977E-6	2.47024E-3	2.47029E+2
1.53099E+2	1.60013E+2	9.99977E-6	2.46924E-3	2.46930E+2
1.52983E+2	1.59892E+2	9.99976E-6	2.46826E-3	2.46832E+2
1.52867E+2	1.59769E+2	9.99976E-6	2.46733E-3	2.46739E+2
1.52751E+2	1.59649E+2	9.99976E-6	2.46638E-3	2.46644E+2
1.52635E+2	1.59529E+2	9.99976E-6	2.46540E-3	2.46546E+2
1.52519E+2	1.59407E+2	9.99976E-6	2.46443E-3	2.46449E+2
1.52402E+2	1.59284E+2	9.99976E-6	2.46348E-3	2.46354E+2
1.52287E+2	1.59163E+2	9.99976E-6	2.46253E-3	2.46259E+2
1.52169E+2	1.59042E+2	9.99976E-6	2.46159E-3	2.46165E+2
1.52051E+2	1.58921E+2	9.99977E-6	2.46065E-3	2.46071E+2
1.51935E+2	1.58801E+2	9.99977E-6	2.45974E-3	2.45980E+2
1.51818E+2	1.58682E+2	9.99976E-6	2.45887E-3	2.45893E+2
1.51698E+2	1.58562E+2	9.99976E-6	2.45797E-3	2.45803E+2
1.51579E+2	1.58444E+2	9.99976E-6	2.45704E-3	2.45710E+2
1.51461E+2	1.58326E+2	9.99976E-6	2.45614E-3	2.45620E+2
1.51346E+2	1.58208E+2	9.99976E-6	2.45526E-3	2.45532E+2
1.51228E+2	1.58087E+2	9.99977E-6	2.45435E-3	2.45441E+2
1.51108E+2	1.57966E+2	9.99977E-6	2.45343E-3	2.45349E+2
1.50992E+2	1.57847E+2	9.99977E-6	2.45250E-3	2.45256E+2
1.50875E+2	1.57727E+2	9.99976E-6	2.45156E-3	2.45162E+2
1.50757E+2	1.57607E+2	9.99976E-6	2.45063E-3	2.45069E+2
1.50641E+2	1.57488E+2	9.99976E-6	2.44972E-3	2.44978E+2
1.50525E+2	1.57370E+2	9.99977E-6	2.44878E-3	2.44884E+2
1.50408E+2	1.57252E+2	9.99977E-6	2.44780E-3	2.44786E+2
1.50292E+2	1.57133E+2	9.99976E-6	2.44686E-3	2.44692E+2
1.50176E+2	1.57014E+2	9.99976E-6	2.44591E-3	2.44596E+2
1.50061E+2	1.56896E+2	9.99976E-6	2.44495E-3	2.44501E+2
1.49945E+2	1.56778E+2	9.99976E-6	2.44405E-3	2.44411E+2
1.49829E+2	1.56659E+2	9.99977E-6	2.44309E-3	2.44315E+2
1.49712E+2	1.56540E+2	9.99977E-6	2.44213E-3	2.44218E+2
1.49594E+2	1.56422E+2	9.99977E-6	2.44115E-3	2.44120E+2
1.49479E+2	1.56304E+2	9.99977E-6	2.44019E-3	2.44025E+2
1.49363E+2	1.56184E+2	9.99977E-6	2.43927E-3	2.43933E+2
1.49247E+2	1.56065E+2	9.99977E-6	2.43830E-3	2.43836E+2
1.49130E+2	1.55946E+2	9.99977E-6	2.43734E-3	2.43740E+2
1.49014E+2	1.55826E+2	9.99977E-6	2.43639E-3	2.43644E+2
1.48900E+2	1.55708E+2	9.99977E-6	2.43541E-3	2.43547E+2
1.48786E+2	1.55589E+2	9.99976E-6	2.43446E-3	2.43452E+2
1.48672E+2	1.55469E+2	9.99976E-6	2.43345E-3	2.43351E+2
1.48559E+2	1.55349E+2	9.99977E-6	2.43245E-3	2.43251E+2
1.48445E+2	1.55228E+2	9.99977E-6	2.43152E-3	2.43158E+2
1.48331E+2	1.55110E+2	9.99977E-6	2.43062E-3	2.43068E+2
1.48216E+2	1.54992E+2	9.99977E-6	2.42968E-3	2.42973E+2
1.48101E+2	1.54875E+2	9.99978E-6	2.42874E-3	2.42880E+2
1.47986E+2	1.54757E+2	9.99977E-6	2.42779E-3	2.42784E+2
1.47873E+2	1.54637E+2	9.99977E-6	2.42678E-3	2.42684E+2
1.47759E+2	1.54517E+2	9.99976E-6	2.42579E-3	2.42585E+2
1.47644E+2	1.54396E+2	9.99976E-6	2.42481E-3	2.42487E+2
1.47529E+2	1.54275E+2	9.99976E-6	2.42383E-3	2.42388E+2
1.47415E+2	1.54157E+2	9.99977E-6	2.42291E-3	2.42296E+2
1.47301E+2	1.54039E+2	9.99977E-6	2.42200E-3	2.42206E+2
1.47185E+2	1.53920E+2	9.99977E-6	2.42104E-3	2.42109E+2
1.47070E+2	1.53802E+2	9.99977E-6	2.42012E-3	2.42017E+2
1.46956E+2	1.53685E+2	9.99976E-6	2.41918E-3	2.41924E+2
1.46841E+2	1.53567E+2	9.99976E-6	2.41817E-3	2.41823E+2
1.46726E+2	1.53447E+2	9.99976E-6	2.41714E-3	2.41720E+2
1.46612E+2	1.53326E+2	9.99976E-6	2.41615E-3	2.41620E+2
1.46498E+2	1.53204E+2	9.99976E-6	2.41514E-3	2.41520E+2
1.46384E+2	1.53083E+2	9.99977E-6	2.41413E-3	2.41418E+2
1.46270E+2	1.52963E+2	9.99977E-6	2.41312E-3	2.41318E+2
1.46156E+2	1.52845E+2	9.99977E-6	2.41210E-3	2.41215E+2
1.46042E+2	1.52728E+2	9.99977E-6	2.41110E-3	2.41115E+2
1.45927E+2	1.52610E+2	9.99977E-6	2.41012E-3	2.41017E+2
1.45813E+2	1.52491E+2	9.99977E-6	2.40907E-3	2.40913E+2
1.45698E+2	1.52371E+2	9.99977E-6	2.40805E-3	2.40810E+2
1.45581E+2	1.52251E+2	9.99977E-6	2.40704E-3	2.40710E+2
1.45464E+2	1.52133E+2	9.99977E-6	2.40604E-3	2.40609E+2
1.45348E+2	1.52015E+2	9.99976E-6	2.40504E-3	2.40510E+2
1.45232E+2	1.51897E+2	9.99977E-6	2.40404E-3	2.40410E+2
1.45117E+2	1.51780E+2	9.99976E-6	2.40308E-3	2.40313E+2
1.45002E+2	1.51663E+2	9.99976E-6	2.40208E-3	2.40214E+2
1.44887E+2	1.51546E+2	9.99977E-6	2.40106E-3	2.40112E+2
1.44770E+2	1.51427E+2	9.99977E-6	2.40005E-3	2.40010E+2
1.44651E+2	1.51307E+2	9.99977E-6	2.39904E-3	2.39910E+2
1.44536E+2	1.51191E+2	9.99977E-6	2.39806E-3	2.39812E+2
1.44422E+2	1.51073E+2	9.99977E-6	2.39708E-3	2.39714E+2
1.44308E+2	1.50954E+2	9.99976E-6	2.39610E-3	2.39615E+2
1.44193E+2	1.50836E+2	9.99976E-6	2.39511E-3	2.39517E+2
1.44079E+2	1.50720E+2	9.99977E-6	2.39409E-3	2.39415E+2
1.43966E+2	1.50603E+2	9.99978E-6	2.39308E-3	2.39313E+2
1.43852E+2	1.50485E+2	9.99977E-6	2.39208E-3	2.39213E+2
1.43740E+2	1.50366E+2	9.99976E-6	2.39110E-3	2.39116E+2
1.43628E+2	1.50250E+2	9.99976E-6	2.39011E-3	2.39016E+2
1.43513E+2	1.50133E+2	9.99976E-6	2.38909E-3	2.38915E+2
1.43399E+2	1.50014E+2	9.99977E-6	2.38809E-3	2.38814E+2
1.43287E+2	1.49896E+2	9.99977E-6	2.38711E-3	2.38717E+2
1.43174E+2	1.49778E+2	9.99976E-6	2.38612E-3	2.38617E+2
1.43059E+2	1.49661E+2	9.99976E-6	2.38508E-3	2.38514E+2
1.42947E+2	1.49544E+2	9.99977E-6	2.38410E-3	2.38416E+2
1.42835E+2	1.49427E+2	9.99976E-6	2.38310E-3	2.38316E+2
1.42720E+2	1.49307E+2	9.99976E-6	2.38208E-3	2.38213E+2
1.42607E+2	1.49190E+2	9.99977E-6	2.38107E-3	2.38113E+2
1.42495E+2	1.49074E+2	9.99976E-6	2.38007E-3	2.38012E+2
1.42382E+2	1.48956E+2	9.99977E-6	2.37906E-3	2.37911E+2
1.42268E+2	1.48837E+2	9.99977E-6	2.37808E-3	2.37813E+2
1.42156E+2	1.48719E+2	9.99976E-6	2.37710E-3	2.37716E+2
1.42044E+2	1.48604E+2	9.99976E-6	2.37609E-3	2.37615E+2
1.41932E+2	1.48488E+2	9.99976E-6	2.37500E-3	2.37505E+2
1.41819E+2	1.48371E+2	9.99977E-6	2.37398E-3	2.37404E+2
1.41708E+2	1.48255E+2	9.99976E-6	2.37304E-3	2.37309E+2
1.41594E+2	1.48141E+2	9.99976E-6	2.37201E-3	2.37207E+2
1.41482E+2	1.48026E+2	9.99976E-6	2.37097E-3	2.37102E+2
1.41371E+2	1.47912E+2	9.99976E-6	2.36994E-3	2.37000E+2
1.41259E+2	1.47799E+2	9.99977E-6	2.36893E-3	2.36898E+2
1.41147E+2	1.47685E+2	9.99977E-6	2.36792E-3	2.36798E+2
1.41036E+2	1.47570E+2	9.99977E-6	2.36690E-3	2.36695E+2
1.40924E+2	1.47454E+2	9.99977E-6	2.36585E-3	2.36591E+2
1.40813E+2	1.47339E+2	9.99976E-6	2.36482E-3	2.36488E+2
1.40702E+2	1.47225E+2	9.99976E-6	2.36380E-3	2.36386E+2
1.40590E+2	1.47113E+2	9.99977E-6	2.36281E-3	2.36286E+2
1.40478E+2	1.46998E+2	9.99976E-6	2.36176E-3	2.36181E+2
1.40367E+2	1.46882E+2	9.99975E-6	2.36063E-3	2.36069E+2
1.40256E+2	1.46765E+2	9.99976E-6	2.35955E-3	2.35960E+2
1.40146E+2	1.46649E+2	9.99977E-6	2.35850E-3	2.35855E+2
1.40035E+2	1.46534E+2	9.99977E-6	2.35744E-3	2.35749E+2
1.39925E+2	1.46419E+2	9.99976E-6	2.35643E-3	2.35649E+2
1.39818E+2	1.46306E+2	9.99976E-6	2.35539E-3	2.35544E+2
1.39709E+2	1.46191E+2	9.99976E-6	2.35433E-3	2.35438E+2
1.39600E+2	1.46076E+2	9.99977E-6	2.35327E-3	2.35332E+2
1.39493E+2	1.45963E+2	9.99976E-6	2.35220E-3	2.35225E+2
1.39385E+2	1.45848E+2	9.99976E-6	2.35115E-3	2.35121E+2
1.39276E+2	1.45733E+2	9.99977E-6	2.35007E-3	2.35012E+2
1.39167E+2	1.45618E+2	9.99977E-6	2.34895E-3	2.34900E+2
1.39058E+2	1.45501E+2	9.99976E-6	2.34787E-3	2.34793E+2
1.38950E+2	1.45386E+2	9.99977E-6	2.34684E-3	2.34690E+2
1.38842E+2	1.45271E+2	9.99977E-6	2.34577E-3	2.34582E+2
1.38735E+2	1.45156E+2	9.99977E-6	2.34467E-3	2.34472E+2
1.38626E+2	1.45041E+2	9.99977E-6	2.34360E-3	2.34365E+2
1.38517E+2	1.44926E+2	9.99976E-6	2.34249E-3	2.34255E+2
1.38408E+2	1.44811E+2	9.99977E-6	2.34139E-3	2.34144E+2
1.38299E+2	1.44695E+2	9.99977E-6	2.34027E-3	2.34032E+2
1.38191E+2	1.44580E+2	9.99977E-6	2.33917E-3	2.33922E+2
1.38083E+2	1.44466E+2	9.99976E-6	2.33807E-3	2.33813E+2
1.37975E+2	1.44351E+2	9.99976E-6	2.33696E-3	2.33702E+2
1.37866E+2	1.44236E+2	9.99977E-6	2.33587E-3	2.33592E+2
1.37757E+2	1.44120E+2	9.99977E-6	2.33477E-3	2.33482E+2
1.37648E+2	1.44006E+2	9.99976E-6	2.33364E-3	2.33370E+2
1.37539E+2	1.43894E+2	9.99976E-6	2.33251E-3	2.33257E+2
1.37431E+2	1.43782E+2	9.99978E-6	2.33138E-3	2.33143E+2
1.37322E+2	1.43669E+2	9.99978E-6	2.33024E-3	2.33030E+2
1.37213E+2	1.43557E+2	9.99977E-6	2.32909E-3	2.32915E+2
1.37105E+2	1.43445E+2	9.99977E-6	2.32790E-3	2.32795E+2
1.36996E+2	1.43331E+2	9.99977E-6	2.32672E-3	2.32678E+2
1.36888E+2	1.43218E+2	9.99976E-6	2.32555E-3	2.32561E+2
1.36780E+2	1.43106E+2	9.99977E-6	2.32434E-3	2.32439E+2
1.36670E+2	1.42992E+2	9.99977E-6	2.32316E-3	2.32321E+2
1.36560E+2	1.42879E+2	9.99977E-6	2.32202E-3	2.32207E+2
1.36450E+2	1.42767E+2	9.99977E-6	2.32085E-3	2.32090E+2
1.36341E+2	1.42655E+2	9.99977E-6	2.31963E-3	2.31968E+2
1.36232E+2	1.42543E+2	9.99977E-6	2.31842E-3	2.31847E+2
1.36123E+2	1.42431E+2	9.99977E-6	2.31727E-3	2.31733E+2
1.36015E+2	1.42321E+2	9.99976E-6	2.31609E-3	2.31614E+2
1.35906E+2	1.42210E+2	9.99976E-6	2.31491E-3	2.31496E+2
1.35796E+2	1.42098E+2	9.99976E-6	2.31371E-3	2.31376E+2
1.35686E+2	1.41985E+2	9.99977E-6	2.31239E-3	2.31245E+2
1.35575E+2	1.41872E+2	9.99977E-6	2.31113E-3	2.31119E+2
1.35468E+2	1.41761E+2	9.99977E-6	2.30994E-3	2.30999E+2
1.35362E+2	1.41650E+2	9.99977E-6	2.30869E-3	2.30874E+2
1.35256E+2	1.41539E+2	9.99977E-6	2.30737E-3	2.30742E+2
1.35149E+2	1.41425E+2	9.99977E-6	2.30602E-3	2.30607E+2
1.35044E+2	1.41312E+2	9.99977E-6	2.30467E-3	2.30473E+2
1.34939E+2	1.41200E+2	9.99977E-6	2.30332E-3	2.30338E+2
1.34831E+2	1.41088E+2	9.99977E-6	2.30202E-3	2.30207E+2
1.34725E+2	1.40976E+2	9.99977E-6	2.30064E-3	2.30069E+2
1.34619E+2	1.40864E+2	9.99977E-6	2.29922E-3	2.29927E+2
1.34513E+2	1.40752E+2	9.99978E-6	2.29776E-3	2.29781E+2
1.34408E+2	1.40639E+2	9.99978E-6	2.29623E-3	2.29628E+2
1.34301E+2	1.40526E+2	9.99978E-6	2.29473E-3	2.29478E+2
1.34195E+2	1.40413E+2	9.99977E-6	2.29325E-3	2.29330E+2
1.34090E+2	1.40301E+2	9.99976E-6	2.29168E-3	2.29173E+2
1.33984E+2	1.40189E+2	9.99976E-6	2.29003E-3	2.29008E+2
1.33879E+2	1.40075E+2	9.99976E-6	2.28831E-3	2.28837E+2
1.33773E+2	1.39960E+2	9.99977E-6	2.28663E-3	2.28668E+2
1.33666E+2	1.39847E+2	9.99977E-6	2.28502E-3	2.28508E+2
1.33560E+2	1.39736E+2	9.99977E-6	2.28340E-3	2.28345E+2
1.33454E+2	1.39624E+2	9.99977E-6	2.28177E-3	2.28182E+2
1.33347E+2	1.39513E+2	9.99977E-6	2.28010E-3	2.28015E+2
1.33240E+2	1.39403E+2	9.99977E-6	2.27839E-3	2.27844E+2
1.33135E+2	1.39294E+2	9.99976E-6	2.27663E-3	2.27668E+2
1.33029E+2	1.39184E+2	9.99976E-6	2.27485E-3	2.27490E+2
1.32924E+2	1.39074E+2	9.99976E-6	2.27312E-3	2.27317E+2
1.32818E+2	1.38963E+2	9.99976E-6	2.27139E-3	2.27145E+2
1.32711E+2	1.38853E+2	9.99977E-6	2.26970E-3	2.26975E+2
1.32603E+2	1.38743E+2	9.99977E-6	2.26797E-3	2.26802E+2
1.32498E+2	1.38636E+2	9.99976E-6	2.26628E-3	2.26633E+2
1.32391E+2	1.38528E+2	9.99975E-6	2.26457E-3	2.26463E+2
1.32284E+2	1.38419E+2	9.99976E-6	2.26276E-3	2.26281E+2
1.32179E+2	1.38309E+2	9.99977E-6	2.26095E-3	2.26100E+2
1.32074E+2	1.38200E+2	9.99978E-6	2.25917E-3	2.25922E+2
1.31967E+2	1.38091E+2	9.99977E-6	2.25741E-3	2.25746E+2
1.31862E+2	1.37983E+2	9.99977E-6	2.25566E-3	2.25571E+2
1.31754E+2	1.37874E+2	9.99977E-6	2.25391E-3	2.25397E+2
1.31648E+2	1.37766E+2	9.99976E-6	2.25213E-3	2.25218E+2
1.31542E+2	1.37658E+2	9.99976E-6	2.25033E-3	2.25038E+2
1.31436E+2	1.37549E+2	9.99976E-6	2.24853E-3	2.24858E+2
1.31332E+2	1.37441E+2	9.99976E-6	2.24670E-3	2.24675E+2
1.31226E+2	1.37332E+2	9.99976E-6	2.24479E-3	2.24484E+2
1.31121E+2	1.37222E+2	9.99977E-6	2.24280E-3	2.24285E+2
1.31018E+2	1.37112E+2	9.99977E-6	2.24082E-3	2.24087E+2
1.30914E+2	1.37000E+2	9.99976E-6	2.23884E-3	2.23889E+2
1.30812E+2	1.36888E+2	9.99977E-6	2.23683E-3	2.23688E+2
1.30710E+2	1.36778E+2	9.99977E-6	2.23489E-3	2.23494E+2
1.30608E+2	1.36669E+2	9.99977E-6	2.23298E-3	2.23303E+2
1.30506E+2	1.36560E+2	9.99977E-6	2.23105E-3	2.23110E+2
1.30403E+2	1.36449E+2	9.99977E-6	2.22912E-3	2.22917E+2
1.30300E+2	1.36340E+2	9.99976E-6	2.22721E-3	2.22727E+2
1.30198E+2	1.36231E+2	9.99977E-6	2.22530E-3	2.22535E+2
1.30096E+2	1.36124E+2	9.99977E-6	2.22336E-3	2.22341E+2
1.29993E+2	1.36015E+2	9.99977E-6	2.22136E-3	2.22141E+2
1.29889E+2	1.35904E+2	9.99976E-6	2.21936E-3	2.21941E+2
1.29787E+2	1.35794E+2	9.99977E-6	2.21736E-3	2.21741E+2
1.29684E+2	1.35685E+2	9.99977E-6	2.21543E-3	2.21549E+2
1.29581E+2	1.35575E+2	9.99976E-6	2.21352E-3	2.21357E+2
1.29478E+2	1.35466E+2	9.99976E-6	2.21158E-3	2.21163E+2
1.29375E+2	1.35359E+2	9.99976E-6	2.20968E-3	2.20973E+2
1.29272E+2	1.35250E+2	9.99977E-6	2.20777E-3	2.20782E+2
1.29170E+2	1.35142E+2	9.99977E-6	2.20584E-3	2.20589E+2
1.29068E+2	1.35034E+2	9.99976E-6	2.20392E-3	2.20398E+2
1.28965E+2	1.34928E+2	9.99977E-6	2.20199E-3	2.20204E+2
1.28862E+2	1.34821E+2	9.99976E-6	2.19992E-3	2.19997E+2
1.28760E+2	1.34712E+2	9.99977E-6	2.19779E-3	2.19784E+2
1.28659E+2	1.34603E+2	9.99977E-6	2.19574E-3	2.19579E+2
1.28557E+2	1.34494E+2	9.99977E-6	2.19367E-3	2.19372E+2
1.28455E+2	1.34385E+2	9.99978E-6	2.19162E-3	2.19167E+2
1.28352E+2	1.34276E+2	9.99977E-6	2.18972E-3	2.18977E+2
1.28249E+2	1.34169E+2	9.99976E-6	2.18786E-3	2.18791E+2
1.28146E+2	1.34064E+2	9.99976E-6	2.18600E-3	2.18606E+2
1.28043E+2	1.33960E+2	9.99976E-6	2.18419E-3	2.18425E+2
1.27938E+2	1.33855E+2	9.99977E-6	2.18230E-3	2.18235E+2
1.27834E+2	1.33749E+2	9.99976E-6	2.18037E-3	2.18042E+2
1.27731E+2	1.33641E+2	9.99976E-6	2.17843E-3	2.17849E+2
1.27628E+2	1.33534E+2	9.99976E-6	2.17650E-3	2.17655E+2
1.27526E+2	1.33427E+2	9.99976E-6	2.17463E-3	2.17468E+2
1.27423E+2	1.33321E+2	9.99976E-6	2.17269E-3	2.17274E+2
1.27320E+2	1.33213E+2	9.99976E-6	2.17070E-3	2.17075E+2
1.27217E+2	1.33105E+2	9.99976E-6	2.16873E-3	2.16879E+2
1.27115E+2	1.32997E+2	9.99976E-6	2.16683E-3	2.16688E+2
1.27011E+2	1.32889E+2	9.99977E-6	2.16500E-3	2.16506E+2
1.26907E+2	1.32782E+2	9.99977E-6	2.16307E-3	2.16312E+2
1.26804E+2	1.32675E+2	9.99977E-6	2.16115E-3	2.16120E+2
1.26701E+2	1.32568E+2	9.99976E-6	2.15930E-3	2.15935E+2
1.26597E+2	1.32460E+2	9.99977E-6	2.15743E-3	2.15748E+2
1.26494E+2	1.32352E+2	9.99977E-6	2.15561E-3	2.15566E+2
1.26393E+2	1.32247E+2	9.99977E-6	2.15380E-3	2.15385E+2
1.26292E+2	1.32140E+2	9.99977E-6	2.15188E-3	2.15194E+2
1.26191E+2	1.32031E+2	9.99977E-6	2.15002E-3	2.15007E+2
1.26090E+2	1.31924E+2	9.99977E-6	2.14822E-3	2.14827E+2
1.25989E+2	1.31816E+2	9.99977E-6	2.14636E-3	2.14641E+2
1.25888E+2	1.31708E+2	9.99976E-6	2.14448E-3	2.14453E+2
1.25788E+2	1.31601E+2	9.99977E-6	2.14256E-3	2.14261E+2
1.25687E+2	1.31492E+2	9.99976E-6	2.14073E-3	2.14078E+2
1.25585E+2	1.31383E+2	9.99976E-6	2.13899E-3	2.13904E+2
1.25484E+2	1.31276E+2	9.99977E-6	2.13725E-3	2.13730E+2
1.25383E+2	1.31170E+2	9.99976E-6	2.13542E-3	2.13547E+2
1.25282E+2	1.31063E+2	9.99977E-6	2.13357E-3	2.13362E+2
1.25180E+2	1.30955E+2	9.99977E-6	2.13172E-3	2.13177E+2
1.25080E+2	1.30847E+2	9.99976E-6	2.12988E-3	2.12993E+2
1.24979E+2	1.30738E+2	9.99976E-6	2.12811E-3	2.12816E+2
1.24877E+2	1.30630E+2	9.99976E-6	2.12642E-3	2.12647E+2
1.24775E+2	1.30523E+2	9.99975E-6	2.12471E-3	2.12477E+2
1.24674E+2	1.30420E+2	9.99976E-6	2.12296E-3	2.12302E+2
1.24573E+2	1.30317E+2	9.99975E-6	2.12121E-3	2.12126E+2
1.24472E+2	1.30213E+2	9.99976E-6	2.11943E-3	2.11948E+2
1.24370E+2	1.30107E+2	9.99977E-6	2.11762E-3	2.11766E+2
1.24269E+2	1.30001E+2	9.99977E-6	2.11583E-3	2.11588E+2
1.24168E+2	1.29895E+2	9.99977E-6	2.11404E-3	2.11409E+2
1.24067E+2	1.29789E+2	9.99977E-6	2.11226E-3	2.11231E+2
1.23965E+2	1.29684E+2	9.99977E-6	2.11060E-3	2.11065E+2
1.23863E+2	1.29581E+2	9.99976E-6	2.10894E-3	2.10899E+2
1.23762E+2	1.29477E+2	9.99976E-6	2.10720E-3	2.10725E+2
1.23662E+2	1.29374E+2	9.99976E-6	2.10551E-3	2.10556E+2
1.23561E+2	1.29270E+2	9.99976E-6	2.10387E-3	2.10392E+2
1.23459E+2	1.29166E+2	9.99976E-6	2.10220E-3	2.10225E+2
1.23357E+2	1.29061E+2	9.99977E-6	2.10048E-3	2.10053E+2
