B_digital_(T)	B_analog_(T)	I_s	V_nv	R_nv
-1.45193E+0	-1.45560E+0	9.99986E-5	-7.80787E-5	-7.80798E-1
-1.43993E+0	-1.44327E+0	9.99986E-5	-7.78822E-5	-7.78834E-1
-1.42743E+0	-1.43080E+0	9.99985E-5	-7.77881E-5	-7.77892E-1
-1.41501E+0	-1.41828E+0	9.99986E-5	-7.78225E-5	-7.78236E-1
-1.40219E+0	-1.40601E+0	9.99986E-5	-7.79578E-5	-7.79589E-1
-1.38894E+0	-1.39366E+0	9.99987E-5	-7.79855E-5	-7.79865E-1
-1.37600E+0	-1.38114E+0	9.99986E-5	-7.79444E-5	-7.79454E-1
-1.36371E+0	-1.36877E+0	9.99987E-5	-7.80038E-5	-7.80048E-1
-1.35183E+0	-1.35651E+0	9.99986E-5	-7.79460E-5	-7.79471E-1
-1.33852E+0	-1.34400E+0	9.99986E-5	-7.81157E-5	-7.81167E-1
-1.32565E+0	-1.33147E+0	9.99986E-5	-7.81115E-5	-7.81125E-1
-1.31225E+0	-1.31909E+0	9.99986E-5	-7.79757E-5	-7.79768E-1
-1.29980E+0	-1.30674E+0	9.99986E-5	-7.79234E-5	-7.79245E-1
-1.28831E+0	-1.29432E+0	9.99986E-5	-7.78183E-5	-7.78194E-1
-1.27563E+0	-1.28196E+0	9.99986E-5	-7.79680E-5	-7.79691E-1
-1.26271E+0	-1.26966E+0	9.99986E-5	-7.79962E-5	-7.79974E-1
-1.24926E+0	-1.25731E+0	9.99986E-5	-7.79471E-5	-7.79481E-1
-1.23689E+0	-1.24481E+0	9.99987E-5	-7.80079E-5	-7.80089E-1
-1.22418E+0	-1.23235E+0	9.99986E-5	-7.80807E-5	-7.80817E-1
-1.21172E+0	-1.21995E+0	9.99986E-5	-7.80604E-5	-7.80615E-1
-1.19973E+0	-1.20755E+0	9.99986E-5	-7.79129E-5	-7.79140E-1
-1.18673E+0	-1.19529E+0	9.99986E-5	-7.78665E-5	-7.78677E-1
-1.17389E+0	-1.18287E+0	9.99986E-5	-7.78953E-5	-7.78964E-1
-1.16083E+0	-1.17036E+0	9.99986E-5	-7.79262E-5	-7.79273E-1
-1.14836E+0	-1.15787E+0	9.99985E-5	-7.78511E-5	-7.78523E-1
-1.13639E+0	-1.14538E+0	9.99986E-5	-7.77114E-5	-7.77125E-1
-1.12318E+0	-1.13312E+0	9.99986E-5	-7.77146E-5	-7.77157E-1
-1.11057E+0	-1.12075E+0	9.99986E-5	-7.77140E-5	-7.77151E-1
-1.09774E+0	-1.10837E+0	9.99987E-5	-7.76895E-5	-7.76906E-1
-1.08532E+0	-1.09593E+0	9.99985E-5	-7.79218E-5	-7.79230E-1
-1.07357E+0	-1.08342E+0	9.99986E-5	-7.78780E-5	-7.78791E-1
-1.06059E+0	-1.07094E+0	9.99987E-5	-7.77811E-5	-7.77822E-1
-1.04750E+0	-1.05837E+0	9.99986E-5	-7.78342E-5	-7.78353E-1
-1.03438E+0	-1.04575E+0	9.99986E-5	-7.77890E-5	-7.77901E-1
-1.02210E+0	-1.03312E+0	9.99986E-5	-7.78299E-5	-7.78310E-1
-1.00882E+0	-1.02062E+0	9.99986E-5	-7.77989E-5	-7.78000E-1
-9.96329E-1	-1.00802E+0	9.99986E-5	-7.77355E-5	-7.77366E-1
-9.84725E-1	-9.95223E-1	9.99987E-5	-7.77147E-5	-7.77157E-1
-9.71757E-1	-9.82321E-1	9.99987E-5	-7.79991E-5	-7.80001E-1
-9.58917E-1	-9.69443E-1	9.99986E-5	-7.81704E-5	-7.81715E-1
-9.45963E-1	-9.56498E-1	9.99985E-5	-7.80710E-5	-7.80721E-1
-9.32930E-1	-9.43564E-1	9.99986E-5	-7.79234E-5	-7.79245E-1
-9.20915E-1	-9.30697E-1	9.99987E-5	-7.78791E-5	-7.78801E-1
-9.08147E-1	-9.17844E-1	9.99987E-5	-7.79275E-5	-7.79285E-1
-8.94982E-1	-9.05205E-1	9.99986E-5	-7.79296E-5	-7.79307E-1
-8.82279E-1	-8.92681E-1	9.99986E-5	-7.79999E-5	-7.80010E-1
-8.70095E-1	-8.79983E-1	9.99986E-5	-7.79843E-5	-7.79853E-1
-8.57784E-1	-8.67298E-1	9.99986E-5	-7.79737E-5	-7.79748E-1
-8.44993E-1	-8.54807E-1	9.99986E-5	-7.79113E-5	-7.79124E-1
-8.31639E-1	-8.42337E-1	9.99986E-5	-7.78079E-5	-7.78089E-1
-8.19007E-1	-8.29798E-1	9.99987E-5	-7.78239E-5	-7.78250E-1
-8.07117E-1	-8.17301E-1	9.99987E-5	-7.77745E-5	-7.77756E-1
-7.94110E-1	-8.04933E-1	9.99986E-5	-7.77657E-5	-7.77668E-1
-7.81762E-1	-7.92624E-1	9.99985E-5	-7.78000E-5	-7.78012E-1
-7.69063E-1	-7.80213E-1	9.99986E-5	-7.79337E-5	-7.79348E-1
-7.56015E-1	-7.67746E-1	9.99987E-5	-7.79165E-5	-7.79175E-1
-7.43812E-1	-7.55388E-1	9.99987E-5	-7.78854E-5	-7.78865E-1
-7.30913E-1	-7.43067E-1	9.99986E-5	-7.78817E-5	-7.78828E-1
-7.18276E-1	-7.30790E-1	9.99987E-5	-7.79092E-5	-7.79103E-1
-7.05891E-1	-7.18438E-1	9.99986E-5	-7.80147E-5	-7.80158E-1
-6.92920E-1	-7.06095E-1	9.99986E-5	-7.80800E-5	-7.80811E-1
-6.80074E-1	-6.93940E-1	9.99986E-5	-7.79998E-5	-7.80009E-1
-6.67312E-1	-6.81645E-1	9.99986E-5	-7.79191E-5	-7.79201E-1
-6.54364E-1	-6.69340E-1	9.99986E-5	-7.79052E-5	-7.79063E-1
-6.41834E-1	-6.57106E-1	9.99985E-5	-7.78772E-5	-7.78783E-1
-6.29569E-1	-6.44889E-1	9.99985E-5	-7.79782E-5	-7.79794E-1
-6.17171E-1	-6.32663E-1	9.99985E-5	-7.80272E-5	-7.80283E-1
-6.04421E-1	-6.20304E-1	9.99986E-5	-7.79970E-5	-7.79981E-1
-5.91887E-1	-6.08062E-1	9.99987E-5	-7.78713E-5	-7.78723E-1
-5.78721E-1	-5.95793E-1	9.99987E-5	-7.78788E-5	-7.78799E-1
-5.66178E-1	-5.83605E-1	9.99986E-5	-7.79649E-5	-7.79659E-1
-5.54280E-1	-5.71347E-1	9.99986E-5	-7.79713E-5	-7.79724E-1
-5.41578E-1	-5.58974E-1	9.99985E-5	-7.79196E-5	-7.79208E-1
-5.28241E-1	-5.46683E-1	9.99985E-5	-7.78453E-5	-7.78466E-1
-5.15555E-1	-5.34396E-1	9.99986E-5	-7.78512E-5	-7.78523E-1
-5.03357E-1	-5.22130E-1	9.99987E-5	-7.78790E-5	-7.78800E-1
-4.90171E-1	-5.09877E-1	9.99986E-5	-7.79596E-5	-7.79608E-1
-4.77293E-1	-4.97559E-1	9.99985E-5	-7.79654E-5	-7.79666E-1
-4.65152E-1	-4.85286E-1	9.99986E-5	-7.79602E-5	-7.79613E-1
-4.52372E-1	-4.73047E-1	9.99987E-5	-7.79301E-5	-7.79311E-1
-4.39429E-1	-4.60731E-1	9.99986E-5	-7.79231E-5	-7.79242E-1
-4.26365E-1	-4.48295E-1	9.99986E-5	-7.79467E-5	-7.79478E-1
-4.13960E-1	-4.35797E-1	9.99986E-5	-7.79765E-5	-7.79776E-1
-4.01916E-1	-4.23521E-1	9.99986E-5	-7.79894E-5	-7.79905E-1
-3.89465E-1	-4.11116E-1	9.99986E-5	-7.80056E-5	-7.80067E-1
-3.76807E-1	-3.98614E-1	9.99986E-5	-7.79289E-5	-7.79300E-1
-3.63731E-1	-3.86230E-1	9.99985E-5	-7.78935E-5	-7.78947E-1
-3.51043E-1	-3.73408E-1	9.99985E-5	-7.79224E-5	-7.79236E-1
-3.38474E-1	-3.60747E-1	9.99985E-5	-7.79692E-5	-7.79703E-1
-3.25705E-1	-3.48379E-1	9.99986E-5	-7.79519E-5	-7.79530E-1
-3.13567E-1	-3.35863E-1	9.99986E-5	-7.79307E-5	-7.79318E-1
-3.00876E-1	-3.23379E-1	9.99987E-5	-7.79579E-5	-7.79590E-1
-2.88029E-1	-3.10940E-1	9.99987E-5	-7.79442E-5	-7.79452E-1
-2.75469E-1	-2.98405E-1	9.99986E-5	-7.79551E-5	-7.79562E-1
-2.62963E-1	-2.85878E-1	9.99986E-5	-7.79952E-5	-7.79963E-1
-2.49771E-1	-2.73298E-1	9.99986E-5	-7.79880E-5	-7.79891E-1
-2.36828E-1	-2.60655E-1	9.99986E-5	-7.79836E-5	-7.79847E-1
-2.24762E-1	-2.48173E-1	9.99987E-5	-7.80063E-5	-7.80073E-1
-2.11984E-1	-2.35453E-1	9.99986E-5	-7.79984E-5	-7.79995E-1
-1.99139E-1	-2.22779E-1	9.99987E-5	-7.79811E-5	-7.79821E-1
-1.86907E-1	-2.10074E-1	9.99987E-5	-7.79887E-5	-7.79897E-1
-1.73886E-1	-1.97258E-1	9.99986E-5	-7.79683E-5	-7.79694E-1
-1.61258E-1	-1.84566E-1	9.99986E-5	-7.79959E-5	-7.79970E-1
-1.48618E-1	-1.71890E-1	9.99987E-5	-7.80461E-5	-7.80471E-1
-1.36135E-1	-1.59202E-1	9.99987E-5	-7.80360E-5	-7.80370E-1
-1.23283E-1	-1.46538E-1	9.99986E-5	-7.80197E-5	-7.80207E-1
-1.10603E-1	-1.33891E-1	9.99986E-5	-7.80626E-5	-7.80637E-1
-9.80172E-2	-1.21093E-1	9.99986E-5	-7.80888E-5	-7.80899E-1
-8.51887E-2	-1.08203E-1	9.99986E-5	-7.80577E-5	-7.80588E-1
-7.26801E-2	-9.53788E-2	9.99986E-5	-7.80640E-5	-7.80651E-1
-6.01808E-2	-8.26122E-2	9.99987E-5	-7.80412E-5	-7.80423E-1
-4.71843E-2	-6.99031E-2	9.99985E-5	-7.80254E-5	-7.80265E-1
-3.41492E-2	-5.72582E-2	9.99985E-5	-7.80613E-5	-7.80625E-1
-2.12803E-2	-4.45800E-2	9.99985E-5	-7.80573E-5	-7.80585E-1
-9.28709E-3	-3.21421E-2	9.99985E-5	-7.80470E-5	-7.80482E-1
-2.03810E-3	-2.06735E-2	9.99985E-5	-7.80495E-5	-7.80507E-1
-6.38997E-4	-1.14846E-2	9.99985E-5	-7.80601E-5	-7.80613E-1
-4.70000E-4	-5.47706E-3	9.99985E-5	-7.81119E-5	-7.81131E-1
-7.18058E-4	-2.05569E-3	9.99985E-5	-7.81144E-5	-7.81156E-1
-9.50000E-4	-3.61266E-4	9.99985E-5	-7.81000E-5	-7.81011E-1
8.08814E-4	5.43310E-4	9.99986E-5	-7.81009E-5	-7.81020E-1
1.00909E-2	1.87750E-3	9.99986E-5	-7.80889E-5	-7.80901E-1
2.28745E-2	5.79721E-3	9.99985E-5	-7.80757E-5	-7.80768E-1
3.54922E-2	1.39743E-2	9.99986E-5	-7.80811E-5	-7.80821E-1
4.82688E-2	2.48405E-2	9.99986E-5	-7.80625E-5	-7.80636E-1
6.09039E-2	3.66454E-2	9.99986E-5	-7.80391E-5	-7.80401E-1
7.31554E-2	4.86473E-2	9.99986E-5	-7.80538E-5	-7.80549E-1
8.62487E-2	6.09361E-2	9.99986E-5	-7.80619E-5	-7.80631E-1
9.87867E-2	7.36458E-2	9.99986E-5	-7.80689E-5	-7.80700E-1
1.11279E-1	8.62652E-2	9.99987E-5	-7.80940E-5	-7.80951E-1
1.24242E-1	9.88705E-2	9.99987E-5	-7.81259E-5	-7.81269E-1
1.36951E-1	1.11527E-1	9.99987E-5	-7.81131E-5	-7.81141E-1
1.49828E-1	1.23978E-1	9.99986E-5	-7.80956E-5	-7.80966E-1
1.62242E-1	1.36209E-1	9.99986E-5	-7.81055E-5	-7.81066E-1
1.74738E-1	1.48434E-1	9.99987E-5	-7.80989E-5	-7.80999E-1
1.87481E-1	1.60671E-1	9.99987E-5	-7.80831E-5	-7.80841E-1
2.00031E-1	1.72672E-1	9.99986E-5	-7.80718E-5	-7.80729E-1
2.12862E-1	1.84448E-1	9.99987E-5	-7.80928E-5	-7.80939E-1
2.25466E-1	1.96263E-1	9.99986E-5	-7.81011E-5	-7.81022E-1
2.38186E-1	2.08155E-1	9.99985E-5	-7.80567E-5	-7.80579E-1
2.50820E-1	2.20120E-1	9.99986E-5	-7.80558E-5	-7.80568E-1
2.63079E-1	2.32242E-1	9.99986E-5	-7.81047E-5	-7.81058E-1
2.75845E-1	2.44614E-1	9.99986E-5	-7.81058E-5	-7.81069E-1
2.88811E-1	2.57024E-1	9.99987E-5	-7.81009E-5	-7.81019E-1
3.01666E-1	2.69544E-1	9.99987E-5	-7.81382E-5	-7.81392E-1
3.13740E-1	2.82146E-1	9.99986E-5	-7.81697E-5	-7.81707E-1
3.26663E-1	2.94620E-1	9.99986E-5	-7.81351E-5	-7.81362E-1
3.39597E-1	3.07076E-1	9.99987E-5	-7.80722E-5	-7.80732E-1
3.52099E-1	3.19461E-1	9.99986E-5	-7.80809E-5	-7.80820E-1
3.64372E-1	3.31825E-1	9.99986E-5	-7.80980E-5	-7.80992E-1
3.76845E-1	3.44178E-1	9.99985E-5	-7.81061E-5	-7.81073E-1
3.90013E-1	3.56358E-1	9.99986E-5	-7.81249E-5	-7.81260E-1
4.03169E-1	3.68534E-1	9.99986E-5	-7.81380E-5	-7.81391E-1
4.15394E-1	3.80721E-1	9.99985E-5	-7.81026E-5	-7.81037E-1
4.27841E-1	3.91055E-1	9.99986E-5	-7.81177E-5	-7.81188E-1
4.40697E-1	4.02103E-1	9.99986E-5	-7.81815E-5	-7.81826E-1
4.53366E-1	4.16365E-1	9.99986E-5	-7.81447E-5	-7.81459E-1
4.66361E-1	4.30003E-1	9.99986E-5	-7.81341E-5	-7.81352E-1
4.78633E-1	4.42745E-1	9.99986E-5	-7.81315E-5	-7.81326E-1
4.91578E-1	4.55133E-1	9.99986E-5	-7.81386E-5	-7.81397E-1
5.03833E-1	4.67256E-1	9.99986E-5	-7.81026E-5	-7.81037E-1
5.16211E-1	4.79435E-1	9.99985E-5	-7.81112E-5	-7.81124E-1
5.29137E-1	4.91462E-1	9.99985E-5	-7.81347E-5	-7.81358E-1
5.41593E-1	5.03356E-1	9.99985E-5	-7.81779E-5	-7.81790E-1
5.54208E-1	5.15340E-1	9.99985E-5	-7.81842E-5	-7.81854E-1
5.67000E-1	5.27449E-1	9.99985E-5	-7.81202E-5	-7.81214E-1
5.79987E-1	5.39496E-1	9.99986E-5	-7.81403E-5	-7.81414E-1
5.92999E-1	5.51642E-1	9.99986E-5	-7.82039E-5	-7.82050E-1
6.05658E-1	5.63842E-1	9.99987E-5	-7.82732E-5	-7.82743E-1
6.17903E-1	5.75943E-1	9.99986E-5	-7.82073E-5	-7.82084E-1
6.30168E-1	5.88012E-1	9.99986E-5	-7.82047E-5	-7.82058E-1
6.43474E-1	6.00076E-1	9.99985E-5	-7.82556E-5	-7.82568E-1
6.55847E-1	6.12245E-1	9.99985E-5	-7.82850E-5	-7.82862E-1
6.68553E-1	6.24399E-1	9.99986E-5	-7.82534E-5	-7.82545E-1
6.81405E-1	6.36648E-1	9.99986E-5	-7.82538E-5	-7.82550E-1
6.94121E-1	6.48884E-1	9.99985E-5	-7.82974E-5	-7.82985E-1
7.06786E-1	6.61020E-1	9.99985E-5	-7.82420E-5	-7.82432E-1
7.19232E-1	6.73263E-1	9.99986E-5	-7.81449E-5	-7.81460E-1
7.31962E-1	6.85401E-1	9.99987E-5	-7.80365E-5	-7.80376E-1
7.44905E-1	6.97574E-1	9.99987E-5	-7.81242E-5	-7.81252E-1
7.57485E-1	7.09826E-1	9.99987E-5	-7.82222E-5	-7.82232E-1
7.70191E-1	7.22011E-1	9.99986E-5	-7.81820E-5	-7.81831E-1
7.82445E-1	7.34319E-1	9.99986E-5	-7.80422E-5	-7.80433E-1
7.95385E-1	7.46602E-1	9.99985E-5	-7.80691E-5	-7.80702E-1
8.08173E-1	7.58870E-1	9.99986E-5	-7.82310E-5	-7.82321E-1
8.20935E-1	7.71222E-1	9.99985E-5	-7.82498E-5	-7.82510E-1
8.33241E-1	7.83574E-1	9.99985E-5	-7.82861E-5	-7.82873E-1
8.45183E-1	7.95933E-1	9.99987E-5	-7.82243E-5	-7.82253E-1
8.58467E-1	8.08401E-1	9.99986E-5	-7.81733E-5	-7.81743E-1
8.70648E-1	8.20961E-1	9.99986E-5	-7.82082E-5	-7.82093E-1
8.83704E-1	8.33455E-1	9.99987E-5	-7.81852E-5	-7.81863E-1
8.96356E-1	8.45777E-1	9.99987E-5	-7.81676E-5	-7.81686E-1
9.09319E-1	8.58266E-1	9.99987E-5	-7.82290E-5	-7.82300E-1
9.21864E-1	8.70861E-1	9.99986E-5	-7.81535E-5	-7.81546E-1
9.33620E-1	8.83337E-1	9.99986E-5	-7.81380E-5	-7.81391E-1
9.46641E-1	8.96028E-1	9.99987E-5	-7.82545E-5	-7.82555E-1
9.59493E-1	9.08756E-1	9.99987E-5	-7.81078E-5	-7.81088E-1
9.72143E-1	9.21376E-1	9.99987E-5	-7.80255E-5	-7.80266E-1
9.84800E-1	9.34047E-1	9.99986E-5	-7.81249E-5	-7.81259E-1
9.96864E-1	9.46827E-1	9.99987E-5	-7.81311E-5	-7.81321E-1
1.00983E+0	9.59757E-1	9.99986E-5	-7.81159E-5	-7.81170E-1
1.02264E+0	9.72711E-1	9.99986E-5	-7.82174E-5	-7.82185E-1
1.03563E+0	9.85484E-1	9.99986E-5	-7.81839E-5	-7.81849E-1
1.04837E+0	9.98296E-1	9.99987E-5	-7.81387E-5	-7.81397E-1
1.06126E+0	1.01107E+0	9.99987E-5	-7.81760E-5	-7.81771E-1
1.07392E+0	1.02362E+0	9.99986E-5	-7.81439E-5	-7.81450E-1
1.08597E+0	1.03597E+0	9.99986E-5	-7.82379E-5	-7.82390E-1
1.09907E+0	1.04827E+0	9.99987E-5	-7.82456E-5	-7.82466E-1
1.11221E+0	1.06054E+0	9.99987E-5	-7.81910E-5	-7.81920E-1
1.12471E+0	1.07272E+0	9.99987E-5	-7.81926E-5	-7.81936E-1
1.13727E+0	1.08512E+0	9.99986E-5	-7.82832E-5	-7.82843E-1
1.14896E+0	1.09754E+0	9.99985E-5	-7.81419E-5	-7.81430E-1
1.16237E+0	1.10974E+0	9.99986E-5	-7.80874E-5	-7.80885E-1
1.17518E+0	1.12189E+0	9.99985E-5	-7.82228E-5	-7.82240E-1
1.18783E+0	1.13433E+0	9.99986E-5	-7.83030E-5	-7.83041E-1
1.20058E+0	1.14666E+0	9.99986E-5	-7.82996E-5	-7.83007E-1
1.21349E+0	1.15897E+0	9.99985E-5	-7.81660E-5	-7.81672E-1
1.22607E+0	1.17126E+0	9.99985E-5	-7.81901E-5	-7.81913E-1
1.23802E+0	1.18350E+0	9.99986E-5	-7.83164E-5	-7.83175E-1
1.25060E+0	1.19592E+0	9.99986E-5	-7.83318E-5	-7.83329E-1
1.26386E+0	1.20827E+0	9.99986E-5	-7.83530E-5	-7.83541E-1
1.27662E+0	1.22058E+0	9.99986E-5	-7.83975E-5	-7.83986E-1
1.28916E+0	1.23282E+0	9.99986E-5	-7.81781E-5	-7.81792E-1
1.30138E+0	1.24502E+0	9.99986E-5	-7.81719E-5	-7.81730E-1
1.31403E+0	1.25731E+0	9.99986E-5	-7.83748E-5	-7.83759E-1
1.32647E+0	1.26978E+0	9.99986E-5	-7.83958E-5	-7.83969E-1
1.33939E+0	1.28223E+0	9.99986E-5	-7.83881E-5	-7.83892E-1
1.35228E+0	1.29453E+0	9.99986E-5	-7.83668E-5	-7.83679E-1
1.36457E+0	1.30678E+0	9.99986E-5	-7.82171E-5	-7.82182E-1
1.37769E+0	1.31930E+0	9.99987E-5	-7.81187E-5	-7.81197E-1
1.39052E+0	1.33183E+0	9.99986E-5	-7.81658E-5	-7.81669E-1
1.40353E+0	1.34405E+0	9.99986E-5	-7.82188E-5	-7.82199E-1
1.41561E+0	1.35638E+0	9.99986E-5	-7.82408E-5	-7.82419E-1
1.42886E+0	1.36874E+0	9.99986E-5	-7.83149E-5	-7.83160E-1
1.44115E+0	1.38109E+0	9.99985E-5	-7.83513E-5	-7.83524E-1
1.45287E+0	1.39351E+0	9.99986E-5	-7.82564E-5	-7.82575E-1
1.46595E+0	1.40580E+0	9.99986E-5	-7.81969E-5	-7.81979E-1
1.47891E+0	1.41807E+0	9.99985E-5	-7.83741E-5	-7.83753E-1
1.49211E+0	1.43039E+0	9.99985E-5	-7.81683E-5	-7.81695E-1
1.50444E+0	1.44275E+0	9.99986E-5	-7.81304E-5	-7.81315E-1
1.51588E+0	1.45513E+0	9.99987E-5	-7.81881E-5	-7.81892E-1
1.52901E+0	1.46760E+0	9.99987E-5	-7.81456E-5	-7.81466E-1
1.54231E+0	1.48004E+0	9.99986E-5	-7.82921E-5	-7.82932E-1
1.55484E+0	1.49228E+0	9.99986E-5	-7.83247E-5	-7.83258E-1
1.56756E+0	1.50461E+0	9.99987E-5	-7.84151E-5	-7.84161E-1
1.58015E+0	1.51698E+0	9.99987E-5	-7.83766E-5	-7.83776E-1
1.59282E+0	1.52935E+0	9.99987E-5	-7.82023E-5	-7.82033E-1
1.60510E+0	1.54187E+0	9.99985E-5	-7.82164E-5	-7.82175E-1
1.61820E+0	1.55434E+0	9.99985E-5	-7.84231E-5	-7.84243E-1
1.63100E+0	1.56673E+0	9.99986E-5	-7.85633E-5	-7.85644E-1
1.64392E+0	1.57907E+0	9.99986E-5	-7.87157E-5	-7.87168E-1
1.65642E+0	1.59136E+0	9.99985E-5	-7.85634E-5	-7.85645E-1
1.66818E+0	1.60365E+0	9.99986E-5	-7.85694E-5	-7.85706E-1
1.68114E+0	1.61617E+0	9.99986E-5	-7.85913E-5	-7.85924E-1
1.69399E+0	1.62859E+0	9.99986E-5	-7.83100E-5	-7.83111E-1
1.70696E+0	1.64091E+0	9.99985E-5	-7.81271E-5	-7.81282E-1
1.71955E+0	1.65343E+0	9.99985E-5	-7.81161E-5	-7.81173E-1
1.73156E+0	1.66595E+0	9.99986E-5	-7.83201E-5	-7.83212E-1
1.74465E+0	1.67825E+0	9.99986E-5	-7.84439E-5	-7.84450E-1
1.75712E+0	1.69067E+0	9.99986E-5	-7.85521E-5	-7.85532E-1
1.77055E+0	1.70319E+0	9.99986E-5	-7.84719E-5	-7.84730E-1
1.78279E+0	1.71550E+0	9.99986E-5	-7.83387E-5	-7.83397E-1
1.79420E+0	1.72791E+0	9.99987E-5	-7.85637E-5	-7.85647E-1
1.80726E+0	1.74044E+0	9.99987E-5	-7.85930E-5	-7.85940E-1
1.82013E+0	1.75277E+0	9.99986E-5	-7.81937E-5	-7.81948E-1
1.83307E+0	1.76521E+0	9.99986E-5	-7.80681E-5	-7.80691E-1
1.84544E+0	1.77765E+0	9.99987E-5	-7.82158E-5	-7.82168E-1
1.85857E+0	1.79002E+0	9.99985E-5	-7.82109E-5	-7.82121E-1
1.87162E+0	1.80244E+0	9.99985E-5	-7.81884E-5	-7.81895E-1
1.88357E+0	1.81487E+0	9.99987E-5	-7.83126E-5	-7.83136E-1
1.89660E+0	1.82742E+0	9.99986E-5	-7.83221E-5	-7.83232E-1
1.90908E+0	1.83985E+0	9.99986E-5	-7.82562E-5	-7.82573E-1
1.92192E+0	1.85220E+0	9.99987E-5	-7.83763E-5	-7.83773E-1
1.93504E+0	1.86468E+0	9.99987E-5	-7.84086E-5	-7.84096E-1
1.94819E+0	1.87712E+0	9.99986E-5	-7.82828E-5	-7.82838E-1
1.96026E+0	1.88960E+0	9.99986E-5	-7.83879E-5	-7.83890E-1
1.97222E+0	1.90209E+0	9.99986E-5	-7.84792E-5	-7.84804E-1
1.98550E+0	1.91461E+0	9.99986E-5	-7.84274E-5	-7.84285E-1
1.99764E+0	1.92699E+0	9.99986E-5	-7.84894E-5	-7.84905E-1
2.00183E+0	1.93757E+0	9.99986E-5	-7.82461E-5	-7.82472E-1
2.00172E+0	1.94499E+0	9.99986E-5	-7.81611E-5	-7.81621E-1
2.00125E+0	1.94990E+0	9.99986E-5	-7.84577E-5	-7.84588E-1
