B_digital_(T)	B_analog_(T)	I_s	V_nv	R_nv
1.48369E+0	1.48165E+0	9.99986E-5	-3.53391E-5	-3.53396E-1
1.47182E+0	1.46938E+0	9.99985E-5	-3.53289E-5	-3.53294E-1
1.45914E+0	1.45707E+0	9.99986E-5	-3.53327E-5	-3.53332E-1
1.44652E+0	1.44458E+0	9.99985E-5	-3.53582E-5	-3.53587E-1
1.43345E+0	1.43222E+0	9.99985E-5	-3.52818E-5	-3.52823E-1
1.42082E+0	1.41989E+0	9.99985E-5	-3.53340E-5	-3.53345E-1
1.40896E+0	1.40742E+0	9.99985E-5	-3.54369E-5	-3.54374E-1
1.39587E+0	1.39503E+0	9.99987E-5	-3.54489E-5	-3.54494E-1
1.38325E+0	1.38267E+0	9.99986E-5	-3.53720E-5	-3.53725E-1
1.37063E+0	1.37038E+0	9.99984E-5	-3.53222E-5	-3.53227E-1
1.35774E+0	1.35810E+0	9.99984E-5	-3.53487E-5	-3.53493E-1
1.34448E+0	1.34580E+0	9.99985E-5	-3.53833E-5	-3.53838E-1
1.33197E+0	1.33347E+0	9.99985E-5	-3.53617E-5	-3.53623E-1
1.32007E+0	1.32111E+0	9.99984E-5	-3.52959E-5	-3.52965E-1
1.30691E+0	1.30865E+0	9.99984E-5	-3.53776E-5	-3.53781E-1
1.29449E+0	1.29621E+0	9.99985E-5	-3.53612E-5	-3.53617E-1
1.28153E+0	1.28384E+0	9.99986E-5	-3.53648E-5	-3.53652E-1
1.26852E+0	1.27157E+0	9.99986E-5	-3.53907E-5	-3.53912E-1
1.25627E+0	1.25924E+0	9.99985E-5	-3.53359E-5	-3.53364E-1
1.24380E+0	1.24686E+0	9.99985E-5	-3.53144E-5	-3.53149E-1
1.23135E+0	1.23453E+0	9.99986E-5	-3.53459E-5	-3.53464E-1
1.21810E+0	1.22217E+0	9.99986E-5	-3.53778E-5	-3.53783E-1
1.20571E+0	1.20996E+0	9.99985E-5	-3.53512E-5	-3.53517E-1
1.19363E+0	1.19760E+0	9.99985E-5	-3.53326E-5	-3.53331E-1
1.18012E+0	1.18528E+0	9.99985E-5	-3.53874E-5	-3.53879E-1
1.16760E+0	1.17299E+0	9.99985E-5	-3.53640E-5	-3.53645E-1
1.15527E+0	1.16036E+0	9.99985E-5	-3.53704E-5	-3.53709E-1
1.14303E+0	1.14787E+0	9.99985E-5	-3.54106E-5	-3.54111E-1
1.12994E+0	1.13555E+0	9.99985E-5	-3.54080E-5	-3.54085E-1
1.11662E+0	1.12333E+0	9.99985E-5	-3.53989E-5	-3.53995E-1
1.10485E+0	1.11100E+0	9.99986E-5	-3.54012E-5	-3.54017E-1
1.09176E+0	1.09855E+0	9.99986E-5	-3.54106E-5	-3.54111E-1
1.07873E+0	1.08637E+0	9.99985E-5	-3.53595E-5	-3.53601E-1
1.06655E+0	1.07416E+0	9.99985E-5	-3.53279E-5	-3.53284E-1
1.05398E+0	1.06184E+0	9.99985E-5	-3.52978E-5	-3.52984E-1
1.04089E+0	1.04950E+0	9.99985E-5	-3.52914E-5	-3.52919E-1
1.02825E+0	1.03709E+0	9.99985E-5	-3.53180E-5	-3.53185E-1
1.01563E+0	1.02466E+0	9.99985E-5	-3.53499E-5	-3.53505E-1
1.00297E+0	1.01214E+0	9.99986E-5	-3.53486E-5	-3.53491E-1
9.90222E-1	9.99406E-1	9.99985E-5	-3.53601E-5	-3.53606E-1
9.76679E-1	9.86584E-1	9.99984E-5	-3.53707E-5	-3.53712E-1
9.64662E-1	9.73664E-1	9.99984E-5	-3.53759E-5	-3.53765E-1
9.52715E-1	9.60737E-1	9.99985E-5	-3.54117E-5	-3.54122E-1
9.40237E-1	9.47965E-1	9.99986E-5	-3.53919E-5	-3.53924E-1
9.27618E-1	9.35125E-1	9.99984E-5	-3.53785E-5	-3.53790E-1
9.14521E-1	9.22270E-1	9.99985E-5	-3.53843E-5	-3.53848E-1
9.01612E-1	9.09629E-1	9.99986E-5	-3.53978E-5	-3.53983E-1
8.89576E-1	8.97031E-1	9.99985E-5	-3.54321E-5	-3.54326E-1
8.77288E-1	8.84303E-1	9.99985E-5	-3.53898E-5	-3.53903E-1
8.64582E-1	8.71729E-1	9.99985E-5	-3.53314E-5	-3.53320E-1
8.51245E-1	8.59285E-1	9.99986E-5	-3.53194E-5	-3.53199E-1
8.38447E-1	8.46739E-1	9.99986E-5	-3.53323E-5	-3.53328E-1
8.25606E-1	8.34226E-1	9.99986E-5	-3.52874E-5	-3.52879E-1
8.12574E-1	8.21676E-1	9.99985E-5	-3.52945E-5	-3.52950E-1
8.00711E-1	8.09181E-1	9.99984E-5	-3.53646E-5	-3.53651E-1
7.88056E-1	7.96869E-1	9.99984E-5	-3.53818E-5	-3.53824E-1
7.74806E-1	7.84552E-1	9.99985E-5	-3.53619E-5	-3.53624E-1
7.62314E-1	7.72211E-1	9.99985E-5	-3.53222E-5	-3.53228E-1
7.49810E-1	7.59776E-1	9.99984E-5	-3.53147E-5	-3.53152E-1
7.37008E-1	7.47443E-1	9.99985E-5	-3.53408E-5	-3.53413E-1
7.24458E-1	7.35262E-1	9.99986E-5	-3.52846E-5	-3.52851E-1
7.11997E-1	7.22905E-1	9.99984E-5	-3.52339E-5	-3.52344E-1
6.99104E-1	7.10619E-1	9.99985E-5	-3.52611E-5	-3.52616E-1
6.86521E-1	6.98428E-1	9.99985E-5	-3.53011E-5	-3.53016E-1
6.73833E-1	6.86210E-1	9.99986E-5	-3.53038E-5	-3.53043E-1
6.60919E-1	6.73940E-1	9.99987E-5	-3.53095E-5	-3.53100E-1
6.48892E-1	6.61699E-1	9.99986E-5	-3.52685E-5	-3.52690E-1
6.36487E-1	6.49538E-1	9.99986E-5	-3.52791E-5	-3.52797E-1
6.23721E-1	6.37441E-1	9.99986E-5	-3.52914E-5	-3.52919E-1
6.10460E-1	6.25247E-1	9.99986E-5	-3.52895E-5	-3.52900E-1
5.98114E-1	6.13069E-1	9.99986E-5	-3.53283E-5	-3.53288E-1
5.85807E-1	6.01023E-1	9.99986E-5	-3.52993E-5	-3.52998E-1
5.72642E-1	5.88821E-1	9.99985E-5	-3.52810E-5	-3.52816E-1
5.60123E-1	5.76648E-1	9.99984E-5	-3.52916E-5	-3.52921E-1
5.47500E-1	5.64481E-1	9.99985E-5	-3.52588E-5	-3.52593E-1
5.34773E-1	5.52385E-1	9.99985E-5	-3.52599E-5	-3.52605E-1
5.21886E-1	5.40377E-1	9.99986E-5	-3.52606E-5	-3.52611E-1
5.09092E-1	5.28220E-1	9.99985E-5	-3.52561E-5	-3.52566E-1
4.96714E-1	5.16088E-1	9.99984E-5	-3.52766E-5	-3.52772E-1
4.83995E-1	5.03881E-1	9.99986E-5	-3.52752E-5	-3.52757E-1
4.71471E-1	4.91691E-1	9.99987E-5	-3.52466E-5	-3.52471E-1
4.58822E-1	4.79619E-1	9.99986E-5	-3.52284E-5	-3.52289E-1
4.45615E-1	4.67515E-1	9.99986E-5	-3.52280E-5	-3.52285E-1
4.33043E-1	4.55356E-1	9.99986E-5	-3.52400E-5	-3.52405E-1
4.20426E-1	4.43061E-1	9.99985E-5	-3.52563E-5	-3.52568E-1
4.08070E-1	4.30873E-1	9.99985E-5	-3.52504E-5	-3.52509E-1
3.95174E-1	4.18723E-1	9.99985E-5	-3.52304E-5	-3.52309E-1
3.82548E-1	4.06455E-1	9.99985E-5	-3.52249E-5	-3.52254E-1
3.70313E-1	3.94352E-1	9.99984E-5	-3.52154E-5	-3.52159E-1
3.57287E-1	3.82142E-1	9.99985E-5	-3.52063E-5	-3.52069E-1
3.44867E-1	3.69486E-1	9.99986E-5	-3.51929E-5	-3.51934E-1
3.32002E-1	3.57001E-1	9.99985E-5	-3.52207E-5	-3.52212E-1
3.19232E-1	3.44764E-1	9.99985E-5	-3.52131E-5	-3.52136E-1
3.06438E-1	3.32445E-1	9.99985E-5	-3.51963E-5	-3.51968E-1
2.94127E-1	3.20257E-1	9.99985E-5	-3.51866E-5	-3.51872E-1
2.81906E-1	3.08102E-1	9.99985E-5	-3.51864E-5	-3.51869E-1
2.68927E-1	2.95744E-1	9.99985E-5	-3.51740E-5	-3.51745E-1
2.56347E-1	2.83381E-1	9.99985E-5	-3.51852E-5	-3.51857E-1
2.43400E-1	2.71018E-1	9.99985E-5	-3.52000E-5	-3.52005E-1
2.31055E-1	2.58544E-1	9.99986E-5	-3.51633E-5	-3.51639E-1
2.18428E-1	2.46205E-1	9.99985E-5	-3.51429E-5	-3.51434E-1
2.05461E-1	2.33876E-1	9.99985E-5	-3.51443E-5	-3.51448E-1
1.92753E-1	2.21399E-1	9.99985E-5	-3.51322E-5	-3.51327E-1
1.80538E-1	2.08826E-1	9.99985E-5	-3.51479E-5	-3.51484E-1
1.67969E-1	1.96356E-1	9.99986E-5	-3.51601E-5	-3.51606E-1
1.54787E-1	1.83895E-1	9.99985E-5	-3.51468E-5	-3.51473E-1
1.41727E-1	1.71352E-1	9.99985E-5	-3.51263E-5	-3.51268E-1
1.29258E-1	1.58851E-1	9.99986E-5	-3.51013E-5	-3.51018E-1
1.16846E-1	1.46341E-1	9.99986E-5	-3.51175E-5	-3.51180E-1
1.04394E-1	1.33788E-1	9.99985E-5	-3.51408E-5	-3.51413E-1
9.18493E-2	1.21106E-1	9.99985E-5	-3.51215E-5	-3.51220E-1
7.91436E-2	1.08717E-1	9.99985E-5	-3.50962E-5	-3.50968E-1
6.69086E-2	9.63736E-2	9.99986E-5	-3.51112E-5	-3.51117E-1
5.41417E-2	8.37347E-2	9.99987E-5	-3.51196E-5	-3.51201E-1
4.07318E-2	7.11991E-2	9.99985E-5	-3.51131E-5	-3.51136E-1
2.78808E-2	5.85550E-2	9.99985E-5	-3.51246E-5	-3.51251E-1
1.57157E-2	4.59397E-2	9.99985E-5	-3.51102E-5	-3.51108E-1
4.72425E-3	3.38350E-2	9.99986E-5	-3.51011E-5	-3.51016E-1
6.44316E-4	2.34827E-2	9.99985E-5	-3.50887E-5	-3.50892E-1
7.60029E-4	1.59225E-2	9.99985E-5	-3.50881E-5	-3.50887E-1
6.95074E-4	1.12971E-2	9.99985E-5	-3.50968E-5	-3.50974E-1
4.70000E-4	8.75619E-3	9.99984E-5	-3.50862E-5	-3.50867E-1
1.21759E-4	7.61446E-3	9.99985E-5	-3.50754E-5	-3.50760E-1
-3.48711E-3	6.85108E-3	9.99986E-5	-3.50841E-5	-3.50846E-1
-1.21456E-2	5.50663E-3	9.99985E-5	-3.50747E-5	-3.50752E-1
-2.37695E-2	1.21631E-3	9.99984E-5	-3.50709E-5	-3.50714E-1
-3.69198E-2	-7.26801E-3	9.99985E-5	-3.51037E-5	-3.51042E-1
-5.00153E-2	-1.84090E-2	9.99986E-5	-3.51116E-5	-3.51121E-1
-6.26181E-2	-3.03430E-2	9.99985E-5	-3.50925E-5	-3.50931E-1
-7.48877E-2	-4.23913E-2	9.99985E-5	-3.50816E-5	-3.50822E-1
-8.73019E-2	-5.45177E-2	9.99984E-5	-3.50485E-5	-3.50491E-1
-1.00397E-1	-6.71688E-2	9.99985E-5	-3.50413E-5	-3.50418E-1
-1.13329E-1	-7.99032E-2	9.99985E-5	-3.50629E-5	-3.50635E-1
-1.25583E-1	-9.26130E-2	9.99985E-5	-3.50182E-5	-3.50187E-1
-1.38253E-1	-1.05231E-1	9.99985E-5	-3.50233E-5	-3.50239E-1
-1.50883E-1	-1.17702E-1	9.99985E-5	-3.50753E-5	-3.50758E-1
-1.63672E-1	-1.30153E-1	9.99985E-5	-3.50503E-5	-3.50509E-1
-1.76131E-1	-1.42478E-1	9.99984E-5	-3.50266E-5	-3.50271E-1
-1.88483E-1	-1.54625E-1	9.99985E-5	-3.50496E-5	-3.50501E-1
-2.00925E-1	-1.66655E-1	9.99985E-5	-3.50794E-5	-3.50799E-1
-2.13882E-1	-1.78487E-1	9.99985E-5	-3.50591E-5	-3.50596E-1
-2.26569E-1	-1.90322E-1	9.99984E-5	-3.50459E-5	-3.50465E-1
-2.39273E-1	-2.02357E-1	9.99984E-5	-3.50496E-5	-3.50502E-1
-2.52106E-1	-2.14405E-1	9.99985E-5	-3.50464E-5	-3.50469E-1
-2.65036E-1	-2.26646E-1	9.99986E-5	-3.50234E-5	-3.50239E-1
-2.78036E-1	-2.39106E-1	9.99986E-5	-3.50073E-5	-3.50078E-1
-2.90647E-1	-2.51678E-1	9.99986E-5	-3.50108E-5	-3.50113E-1
-3.03051E-1	-2.64182E-1	9.99986E-5	-3.50140E-5	-3.50145E-1
-3.15806E-1	-2.76718E-1	9.99986E-5	-3.50280E-5	-3.50285E-1
-3.28612E-1	-2.89397E-1	9.99986E-5	-3.50292E-5	-3.50297E-1
-3.40932E-1	-3.01880E-1	9.99985E-5	-3.50387E-5	-3.50392E-1
-3.53341E-1	-3.14412E-1	9.99985E-5	-3.50341E-5	-3.50346E-1
-3.66175E-1	-3.26918E-1	9.99986E-5	-3.50167E-5	-3.50171E-1
-3.79076E-1	-3.39309E-1	9.99986E-5	-3.49957E-5	-3.49962E-1
-3.91461E-1	-3.51732E-1	9.99986E-5	-3.49757E-5	-3.49762E-1
-4.03808E-1	-3.63987E-1	9.99985E-5	-3.49887E-5	-3.49892E-1
-4.16540E-1	-3.76183E-1	9.99985E-5	-3.50136E-5	-3.50141E-1
-4.29495E-1	-3.88409E-1	9.99986E-5	-3.50160E-5	-3.50164E-1
-4.41931E-1	-3.99171E-1	9.99986E-5	-3.50107E-5	-3.50112E-1
-4.54864E-1	-4.10816E-1	9.99985E-5	-3.50045E-5	-3.50051E-1
-4.68036E-1	-4.24802E-1	9.99985E-5	-3.50082E-5	-3.50088E-1
-4.79552E-1	-4.38414E-1	9.99986E-5	-3.50144E-5	-3.50149E-1
-4.92375E-1	-4.51131E-1	9.99986E-5	-3.50006E-5	-3.50011E-1
-5.05195E-1	-4.63489E-1	9.99986E-5	-3.49735E-5	-3.49740E-1
-5.18051E-1	-4.75682E-1	9.99985E-5	-3.49625E-5	-3.49630E-1
-5.30787E-1	-4.87767E-1	9.99985E-5	-3.49838E-5	-3.49843E-1
-5.43540E-1	-4.99802E-1	9.99985E-5	-3.49814E-5	-3.49819E-1
-5.55910E-1	-5.11830E-1	9.99986E-5	-3.49672E-5	-3.49677E-1
-5.68260E-1	-5.23988E-1	9.99985E-5	-3.49881E-5	-3.49886E-1
-5.81294E-1	-5.36104E-1	9.99985E-5	-3.50273E-5	-3.50278E-1
-5.94256E-1	-5.48091E-1	9.99985E-5	-3.50026E-5	-3.50031E-1
-6.07020E-1	-5.60206E-1	9.99985E-5	-3.49560E-5	-3.49565E-1
-6.19546E-1	-5.72455E-1	9.99986E-5	-3.49658E-5	-3.49663E-1
-6.32027E-1	-5.84660E-1	9.99985E-5	-3.49836E-5	-3.49842E-1
-6.44776E-1	-5.96744E-1	9.99984E-5	-3.49640E-5	-3.49646E-1
-6.57059E-1	-6.08911E-1	9.99985E-5	-3.49395E-5	-3.49400E-1
-6.70012E-1	-6.21174E-1	9.99986E-5	-3.49252E-5	-3.49256E-1
-6.82512E-1	-6.33246E-1	9.99986E-5	-3.49193E-5	-3.49198E-1
-6.95363E-1	-6.45401E-1	9.99985E-5	-3.49288E-5	-3.49293E-1
-7.08195E-1	-6.57638E-1	9.99986E-5	-3.49383E-5	-3.49388E-1
-7.20458E-1	-6.69733E-1	9.99987E-5	-3.49537E-5	-3.49542E-1
-7.33552E-1	-6.81851E-1	9.99986E-5	-3.49468E-5	-3.49473E-1
-7.46237E-1	-6.94036E-1	9.99984E-5	-3.49512E-5	-3.49517E-1
-7.59031E-1	-7.06310E-1	9.99985E-5	-3.49277E-5	-3.49282E-1
-7.71649E-1	-7.18522E-1	9.99986E-5	-3.49598E-5	-3.49603E-1
-7.83642E-1	-7.30665E-1	9.99986E-5	-3.49846E-5	-3.49851E-1
-7.96587E-1	-7.42931E-1	9.99986E-5	-3.49705E-5	-3.49710E-1
-8.09300E-1	-7.55173E-1	9.99985E-5	-3.49233E-5	-3.49238E-1
-8.22148E-1	-7.67516E-1	9.99985E-5	-3.49156E-5	-3.49161E-1
-8.34705E-1	-7.79930E-1	9.99986E-5	-3.49312E-5	-3.49317E-1
-8.46712E-1	-7.92107E-1	9.99987E-5	-3.48559E-5	-3.48564E-1
-8.59722E-1	-8.04371E-1	9.99986E-5	-3.48683E-5	-3.48688E-1
-8.72508E-1	-8.16692E-1	9.99985E-5	-3.49093E-5	-3.49098E-1
-8.85305E-1	-8.29089E-1	9.99985E-5	-3.48820E-5	-3.48826E-1
-8.98208E-1	-8.41575E-1	9.99985E-5	-3.49325E-5	-3.49330E-1
-9.10977E-1	-8.53968E-1	9.99985E-5	-3.49501E-5	-3.49506E-1
-9.23767E-1	-8.66447E-1	9.99986E-5	-3.48875E-5	-3.48880E-1
-9.35651E-1	-8.78972E-1	9.99986E-5	-3.49025E-5	-3.49030E-1
-9.48012E-1	-8.91379E-1	9.99985E-5	-3.49481E-5	-3.49486E-1
-9.60584E-1	-9.03834E-1	9.99986E-5	-3.49247E-5	-3.49252E-1
-9.73587E-1	-9.16425E-1	9.99986E-5	-3.49013E-5	-3.49018E-1
-9.86615E-1	-9.29181E-1	9.99986E-5	-3.49031E-5	-3.49036E-1
-9.98641E-1	-9.41956E-1	9.99985E-5	-3.49420E-5	-3.49425E-1
-1.01173E+0	-9.54689E-1	9.99985E-5	-3.49218E-5	-3.49223E-1
-1.02424E+0	-9.67633E-1	9.99985E-5	-3.49123E-5	-3.49128E-1
-1.03676E+0	-9.80508E-1	9.99984E-5	-3.49231E-5	-3.49236E-1
-1.04963E+0	-9.93294E-1	9.99985E-5	-3.49027E-5	-3.49032E-1
-1.06249E+0	-1.00597E+0	9.99986E-5	-3.48455E-5	-3.48460E-1
-1.07550E+0	-1.01848E+0	9.99986E-5	-3.48032E-5	-3.48037E-1
-1.08784E+0	-1.03092E+0	9.99986E-5	-3.48679E-5	-3.48684E-1
-1.10043E+0	-1.04338E+0	9.99985E-5	-3.48749E-5	-3.48754E-1
-1.11297E+0	-1.05595E+0	9.99986E-5	-3.48157E-5	-3.48162E-1
-1.12618E+0	-1.06855E+0	9.99986E-5	-3.48207E-5	-3.48212E-1
-1.13880E+0	-1.08097E+0	9.99986E-5	-3.48243E-5	-3.48248E-1
-1.15156E+0	-1.09316E+0	9.99985E-5	-3.48201E-5	-3.48207E-1
-1.16412E+0	-1.10557E+0	9.99984E-5	-3.48315E-5	-3.48321E-1
-1.17645E+0	-1.11787E+0	9.99985E-5	-3.48052E-5	-3.48057E-1
-1.18924E+0	-1.13002E+0	9.99986E-5	-3.48143E-5	-3.48148E-1
-1.20205E+0	-1.14242E+0	9.99985E-5	-3.48565E-5	-3.48570E-1
-1.21467E+0	-1.15484E+0	9.99985E-5	-3.49053E-5	-3.49058E-1
-1.22693E+0	-1.16716E+0	9.99985E-5	-3.48647E-5	-3.48652E-1
-1.23922E+0	-1.17941E+0	9.99985E-5	-3.48379E-5	-3.48384E-1
-1.25227E+0	-1.19163E+0	9.99986E-5	-3.48247E-5	-3.48252E-1
-1.26466E+0	-1.20385E+0	9.99986E-5	-3.48218E-5	-3.48223E-1
-1.27811E+0	-1.21613E+0	9.99986E-5	-3.48788E-5	-3.48793E-1
-1.29077E+0	-1.22855E+0	9.99986E-5	-3.49290E-5	-3.49295E-1
-1.30232E+0	-1.24092E+0	9.99986E-5	-3.49323E-5	-3.49328E-1
-1.31569E+0	-1.25314E+0	9.99986E-5	-3.48784E-5	-3.48789E-1
-1.32811E+0	-1.26539E+0	9.99984E-5	-3.48435E-5	-3.48441E-1
-1.34063E+0	-1.27782E+0	9.99984E-5	-3.48074E-5	-3.48079E-1
-1.35390E+0	-1.29015E+0	9.99985E-5	-3.47805E-5	-3.47810E-1
-1.36596E+0	-1.30235E+0	9.99985E-5	-3.48082E-5	-3.48087E-1
-1.37877E+0	-1.31487E+0	9.99986E-5	-3.48431E-5	-3.48436E-1
-1.39139E+0	-1.32744E+0	9.99985E-5	-3.47905E-5	-3.47910E-1
-1.40400E+0	-1.33974E+0	9.99985E-5	-3.48059E-5	-3.48064E-1
-1.41705E+0	-1.35198E+0	9.99986E-5	-3.48183E-5	-3.48188E-1
-1.43035E+0	-1.36434E+0	9.99985E-5	-3.48196E-5	-3.48201E-1
-1.44277E+0	-1.37670E+0	9.99985E-5	-3.48020E-5	-3.48025E-1
-1.45486E+0	-1.38901E+0	9.99986E-5	-3.48065E-5	-3.48070E-1
-1.46765E+0	-1.40138E+0	9.99985E-5	-3.47835E-5	-3.47840E-1
-1.47998E+0	-1.41374E+0	9.99985E-5	-3.47251E-5	-3.47256E-1
-1.49349E+0	-1.42621E+0	9.99986E-5	-3.47736E-5	-3.47741E-1
-1.50602E+0	-1.43854E+0	9.99986E-5	-3.47913E-5	-3.47918E-1
-1.51887E+0	-1.45076E+0	9.99985E-5	-3.47842E-5	-3.47847E-1
-1.53167E+0	-1.46311E+0	9.99985E-5	-3.48053E-5	-3.48058E-1
-1.54349E+0	-1.47559E+0	9.99985E-5	-3.47428E-5	-3.47433E-1
-1.55604E+0	-1.48799E+0	9.99985E-5	-3.47568E-5	-3.47573E-1
-1.56875E+0	-1.50037E+0	9.99985E-5	-3.47563E-5	-3.47568E-1
-1.58185E+0	-1.51270E+0	9.99984E-5	-3.47833E-5	-3.47838E-1
-1.59481E+0	-1.52503E+0	9.99985E-5	-3.47782E-5	-3.47787E-1
-1.60634E+0	-1.53742E+0	9.99985E-5	-3.46872E-5	-3.46877E-1
-1.61979E+0	-1.54982E+0	9.99985E-5	-3.46624E-5	-3.46629E-1
-1.63282E+0	-1.56220E+0	9.99986E-5	-3.47522E-5	-3.47526E-1
-1.64496E+0	-1.57463E+0	9.99986E-5	-3.47155E-5	-3.47160E-1
-1.65749E+0	-1.58713E+0	9.99986E-5	-3.46759E-5	-3.46764E-1
-1.66976E+0	-1.59946E+0	9.99986E-5	-3.47856E-5	-3.47861E-1
-1.68264E+0	-1.61183E+0	9.99986E-5	-3.48225E-5	-3.48230E-1
-1.69561E+0	-1.62414E+0	9.99986E-5	-3.47440E-5	-3.47445E-1
-1.70902E+0	-1.63648E+0	9.99986E-5	-3.46977E-5	-3.46982E-1
-1.72088E+0	-1.64897E+0	9.99985E-5	-3.47852E-5	-3.47857E-1
-1.73268E+0	-1.66143E+0	9.99986E-5	-3.47693E-5	-3.47698E-1
-1.74599E+0	-1.67384E+0	9.99987E-5	-3.47624E-5	-3.47629E-1
-1.75840E+0	-1.68613E+0	9.99986E-5	-3.48477E-5	-3.48483E-1
-1.77178E+0	-1.69847E+0	9.99985E-5	-3.47465E-5	-3.47470E-1
-1.78442E+0	-1.71104E+0	9.99985E-5	-3.46667E-5	-3.46672E-1
-1.79761E+0	-1.72349E+0	9.99986E-5	-3.47373E-5	-3.47378E-1
-1.80978E+0	-1.73581E+0	9.99986E-5	-3.47610E-5	-3.47615E-1
-1.82177E+0	-1.74832E+0	9.99985E-5	-3.47522E-5	-3.47528E-1
-1.83511E+0	-1.76073E+0	9.99985E-5	-3.47437E-5	-3.47442E-1
-1.84777E+0	-1.77303E+0	9.99986E-5	-3.48335E-5	-3.48340E-1
-1.86079E+0	-1.78547E+0	9.99986E-5	-3.49146E-5	-3.49151E-1
-1.87323E+0	-1.79799E+0	9.99985E-5	-3.48259E-5	-3.48264E-1
-1.88583E+0	-1.81040E+0	9.99986E-5	-3.47134E-5	-3.47139E-1
-1.89856E+0	-1.82285E+0	9.99986E-5	-3.46341E-5	-3.46346E-1
-1.91063E+0	-1.83537E+0	9.99985E-5	-3.46131E-5	-3.46136E-1
-1.92375E+0	-1.84773E+0	9.99986E-5	-3.46384E-5	-3.46389E-1
