B_digital_(T)	B_analog_(T)	T_VTI_(K)	T_sample_(K)	I_s	V_nv	R_nv
5.79841E-4	-1.13469E-3	2.99522E+2	2.99278E+2	9.99984E-5	1.39242E-5	1.39244E-1
6.62436E-4	-1.13468E-3	2.99518E+2	2.99276E+2	9.99984E-5	1.39010E-5	1.39012E-1
7.56738E-4	-1.13492E-3	2.99517E+2	2.99275E+2	9.99984E-5	1.39064E-5	1.39067E-1
9.50000E-4	-1.13492E-3	2.99514E+2	2.99276E+2	9.99985E-5	1.39438E-5	1.39440E-1
6.79963E-4	-1.13469E-3	2.99512E+2	2.99274E+2	9.99985E-5	1.39393E-5	1.39395E-1
7.21836E-4	-1.13442E-3	2.99510E+2	2.99274E+2	9.99985E-5	1.38910E-5	1.38912E-1
6.61593E-4	-1.13447E-3	2.99507E+2	2.99273E+2	9.99984E-5	1.39561E-5	1.39563E-1
7.85771E-4	-1.13441E-3	2.99504E+2	2.99272E+2	9.99984E-5	1.40546E-5	1.40549E-1
9.50000E-4	-1.13472E-3	2.99501E+2	2.99270E+2	9.99985E-5	1.39935E-5	1.39937E-1
6.85006E-4	-1.13513E-3	2.99499E+2	2.99269E+2	9.99985E-5	1.39485E-5	1.39487E-1
2.13255E-4	-1.13491E-3	2.99496E+2	2.99268E+2	9.99985E-5	1.40328E-5	1.40330E-1
4.81638E-4	-1.13445E-3	2.99493E+2	2.99266E+2	9.99985E-5	1.40078E-5	1.40080E-1
6.91828E-4	-1.13423E-3	2.99492E+2	2.99265E+2	9.99985E-5	1.39720E-5	1.39722E-1
4.70000E-4	-1.13421E-3	2.99491E+2	2.99265E+2	9.99985E-5	1.39396E-5	1.39398E-1
4.70000E-4	-1.13422E-3	2.99490E+2	2.99266E+2	9.99985E-5	1.39484E-5	1.39486E-1
1.03124E-3	-1.13445E-3	2.99488E+2	2.99264E+2	9.99985E-5	1.39886E-5	1.39888E-1
8.63310E-4	-1.13445E-3	2.99484E+2	2.99261E+2	9.99984E-5	1.39776E-5	1.39778E-1
4.70000E-4	-1.13490E-3	2.99484E+2	2.99261E+2	9.99985E-5	1.40252E-5	1.40254E-1
1.47824E-4	-1.13466E-3	2.99484E+2	2.99261E+2	9.99985E-5	1.39893E-5	1.39895E-1
3.05825E-4	-1.13398E-3	2.99484E+2	2.99261E+2	9.99984E-5	1.39267E-5	1.39270E-1
7.61852E-4	-1.13445E-3	2.99485E+2	2.99260E+2	9.99984E-5	1.39245E-5	1.39247E-1
9.50000E-4	-1.13468E-3	2.99486E+2	2.99260E+2	9.99984E-5	1.39866E-5	1.39868E-1
6.96049E-4	-1.13467E-3	2.99485E+2	2.99260E+2	9.99984E-5	1.40117E-5	1.40119E-1
7.05227E-4	-1.13445E-3	2.99484E+2	2.99259E+2	9.99985E-5	1.39643E-5	1.39645E-1
9.50000E-4	-1.13374E-3	2.99484E+2	2.99259E+2	9.99985E-5	1.39490E-5	1.39492E-1
9.50000E-4	-1.13375E-3	2.99483E+2	2.99258E+2	9.99985E-5	1.39179E-5	1.39182E-1
6.78741E-4	-1.13398E-3	2.99485E+2	2.99257E+2	9.99984E-5	1.39231E-5	1.39233E-1
4.70000E-4	-1.13398E-3	2.99485E+2	2.99257E+2	9.99984E-5	1.39295E-5	1.39297E-1
4.70000E-4	-1.13422E-3	2.99488E+2	2.99257E+2	9.99985E-5	1.39379E-5	1.39381E-1
4.70000E-4	-1.13398E-3	2.99490E+2	2.99256E+2	9.99985E-5	1.40359E-5	1.40361E-1
1.03871E-3	-1.13401E-3	2.99490E+2	2.99259E+2	9.99985E-5	1.40717E-5	1.40719E-1
1.14002E-3	-1.13468E-3	2.99490E+2	2.99259E+2	9.99986E-5	1.39864E-5	1.39866E-1
9.50000E-4	-1.13468E-3	2.99492E+2	2.99258E+2	9.99986E-5	1.40015E-5	1.40017E-1
6.49488E-4	-1.13421E-3	2.99492E+2	2.99257E+2	9.99986E-5	1.40204E-5	1.40206E-1
7.37853E-4	-1.13398E-3	2.99491E+2	2.99257E+2	9.99985E-5	1.40058E-5	1.40060E-1
6.70894E-4	-1.13423E-3	2.99494E+2	2.99258E+2	9.99984E-5	1.39728E-5	1.39730E-1
7.59048E-4	-1.13445E-3	2.99495E+2	2.99257E+2	9.99985E-5	1.39619E-5	1.39621E-1
9.50000E-4	-1.13422E-3	2.99494E+2	2.99259E+2	9.99984E-5	1.40505E-5	1.40508E-1
9.50000E-4	-1.13374E-3	2.99495E+2	2.99260E+2	9.99985E-5	1.40924E-5	1.40926E-1
9.50000E-4	-1.13328E-3	2.99496E+2	2.99259E+2	9.99986E-5	1.39743E-5	1.39745E-1
9.50000E-4	-1.13329E-3	2.99498E+2	2.99261E+2	9.99985E-5	1.39190E-5	1.39192E-1
1.23476E-3	-1.13328E-3	2.99498E+2	2.99261E+2	9.99984E-5	1.39654E-5	1.39656E-1
1.43000E-3	-1.13330E-3	2.99497E+2	2.99260E+2	9.99984E-5	1.40200E-5	1.40203E-1
7.99307E-4	-1.13328E-3	2.99497E+2	2.99258E+2	9.99985E-5	1.40548E-5	1.40550E-1
4.70000E-4	-1.13306E-3	2.99498E+2	2.99260E+2	9.99986E-5	1.40539E-5	1.40541E-1
7.74184E-4	-1.13282E-3	2.99499E+2	2.99260E+2	9.99986E-5	1.40225E-5	1.40227E-1
9.50000E-4	-1.13284E-3	2.99499E+2	2.99260E+2	9.99986E-5	1.39312E-5	1.39313E-1
9.50000E-4	-1.13306E-3	2.99497E+2	2.99260E+2	9.99986E-5	1.39478E-5	1.39480E-1
9.50000E-4	-1.13330E-3	2.99498E+2	2.99261E+2	9.99985E-5	1.40064E-5	1.40066E-1
6.52467E-4	-1.13329E-3	2.99500E+2	2.99261E+2	9.99985E-5	1.39882E-5	1.39885E-1
7.49298E-4	-1.13281E-3	2.99500E+2	2.99261E+2	9.99985E-5	1.39183E-5	1.39185E-1
6.77427E-4	-1.13283E-3	2.99500E+2	2.99262E+2	9.99984E-5	1.39122E-5	1.39125E-1
7.23062E-4	-1.13282E-3	2.99500E+2	2.99261E+2	9.99983E-5	1.39930E-5	1.39933E-1
9.50000E-4	-1.13283E-3	2.99502E+2	2.99261E+2	9.99984E-5	1.40341E-5	1.40344E-1
1.24091E-3	-1.13282E-3	2.99503E+2	2.99262E+2	9.99985E-5	1.40513E-5	1.40515E-1
1.14993E-3	-1.13284E-3	2.99504E+2	2.99263E+2	9.99984E-5	1.40347E-5	1.40349E-1
9.50000E-4	-1.13281E-3	2.99505E+2	2.99264E+2	9.99984E-5	1.39667E-5	1.39670E-1
6.54026E-4	-1.13236E-3	2.99506E+2	2.99263E+2	9.99984E-5	1.39276E-5	1.39278E-1
4.70000E-4	-1.13164E-3	2.99506E+2	2.99263E+2	9.99985E-5	1.39263E-5	1.39265E-1
4.70000E-4	-1.13168E-3	2.99505E+2	2.99263E+2	9.99983E-5	1.39935E-5	1.39937E-1
7.20065E-4	-1.13190E-3	2.99506E+2	2.99264E+2	9.99983E-5	1.39950E-5	1.39953E-1
1.25097E-3	-1.13190E-3	2.99508E+2	2.99265E+2	9.99985E-5	1.39652E-5	1.39654E-1
1.13404E-3	-1.13189E-3	2.99510E+2	2.99265E+2	9.99985E-5	1.39504E-5	1.39506E-1
1.22155E-3	-1.13190E-3	2.99512E+2	2.99264E+2	9.99986E-5	1.39389E-5	1.39391E-1
1.13698E-3	-1.13237E-3	2.99511E+2	2.99265E+2	9.99985E-5	1.40087E-5	1.40089E-1
9.50000E-4	-1.13259E-3	2.99512E+2	2.99267E+2	9.99985E-5	1.40608E-5	1.40610E-1
6.79697E-4	-1.13259E-3	2.99514E+2	2.99267E+2	9.99984E-5	1.39887E-5	1.39889E-1
4.70000E-4	-1.13236E-3	2.99514E+2	2.99267E+2	9.99984E-5	1.40020E-5	1.40023E-1
7.98572E-4	-1.13237E-3	2.99515E+2	2.99269E+2	9.99983E-5	1.40682E-5	1.40684E-1
6.45554E-4	-1.13259E-3	2.99517E+2	2.99272E+2	9.99984E-5	1.40678E-5	1.40680E-1
7.30248E-4	-1.13259E-3	2.99518E+2	2.99271E+2	9.99984E-5	1.39784E-5	1.39786E-1
7.07371E-4	-1.13284E-3	2.99518E+2	2.99272E+2	9.99985E-5	1.39620E-5	1.39622E-1
1.78882E-4	-1.13281E-3	2.99518E+2	2.99271E+2	9.99984E-5	1.40161E-5	1.40163E-1
2.93731E-4	-1.13236E-3	2.99519E+2	2.99272E+2	9.99985E-5	1.40461E-5	1.40463E-1
7.82306E-4	-1.13303E-3	2.99518E+2	2.99272E+2	9.99985E-5	1.40515E-5	1.40517E-1
9.50000E-4	-1.13351E-3	2.99518E+2	2.99271E+2	9.99985E-5	1.40308E-5	1.40310E-1
1.25648E-3	-1.13257E-3	2.99519E+2	2.99272E+2	9.99986E-5	1.40273E-5	1.40275E-1
1.12230E-3	-1.13189E-3	2.99517E+2	2.99273E+2	9.99985E-5	1.40062E-5	1.40064E-1
9.50000E-4	-1.13213E-3	2.99519E+2	2.99274E+2	9.99984E-5	1.40345E-5	1.40347E-1
6.69723E-4	-1.13259E-3	2.99518E+2	2.99274E+2	9.99985E-5	1.40145E-5	1.40147E-1
1.07815E-3	-1.13214E-3	2.99518E+2	2.99274E+2	9.99984E-5	1.39599E-5	1.39601E-1
1.12600E-3	-1.13190E-3	2.99521E+2	2.99274E+2	9.99984E-5	1.39739E-5	1.39742E-1
1.23635E-3	-1.13188E-3	2.99521E+2	2.99276E+2	9.99984E-5	1.39449E-5	1.39451E-1
5.96012E-4	-1.13191E-3	2.99520E+2	2.99278E+2	9.99985E-5	1.39781E-5	1.39783E-1
2.54465E-4	-1.13189E-3	2.99520E+2	2.99278E+2	9.99985E-5	1.40129E-5	1.40131E-1
4.70000E-4	-1.13237E-3	2.99521E+2	2.99277E+2	9.99985E-5	1.39823E-5	1.39825E-1
4.70000E-4	-1.13236E-3	2.99523E+2	2.99277E+2	9.99985E-5	1.40414E-5	1.40416E-1
4.70000E-4	-1.13190E-3	2.99525E+2	2.99278E+2	9.99984E-5	1.40795E-5	1.40798E-1
1.10394E-3	-1.13213E-3	2.99523E+2	2.99279E+2	9.99983E-5	1.40057E-5	1.40059E-1
8.38500E-4	-1.13236E-3	2.99524E+2	2.99280E+2	9.99984E-5	1.39523E-5	1.39525E-1
7.61650E-4	-1.13235E-3	2.99525E+2	2.99279E+2	9.99985E-5	1.39654E-5	1.39656E-1
9.50000E-4	-1.13213E-3	2.99527E+2	2.99279E+2	9.99985E-5	1.40211E-5	1.40213E-1
9.50000E-4	-1.13188E-3	2.99527E+2	2.99279E+2	9.99984E-5	1.40169E-5	1.40171E-1
9.50000E-4	-1.13192E-3	2.99528E+2	2.99280E+2	9.99985E-5	1.39866E-5	1.39868E-1
9.50000E-4	-1.13189E-3	2.99530E+2	2.99281E+2	9.99985E-5	1.40297E-5	1.40300E-1
9.50000E-4	-1.13166E-3	2.99532E+2	2.99283E+2	9.99984E-5	1.40411E-5	1.40413E-1
9.50000E-4	-1.13190E-3	2.99533E+2	2.99283E+2	9.99984E-5	1.40213E-5	1.40215E-1
9.50000E-4	-1.13189E-3	2.99531E+2	2.99283E+2	9.99985E-5	1.39510E-5	1.39512E-1
9.50000E-4	-1.13166E-3	2.99530E+2	2.99284E+2	9.99985E-5	1.39185E-5	1.39187E-1
3.99519E-4	-1.13166E-3	2.99529E+2	2.99284E+2	9.99984E-5	1.39465E-5	1.39467E-1
3.04144E-4	-1.13166E-3	2.99528E+2	2.99286E+2	9.99985E-5	1.39504E-5	1.39506E-1
4.70000E-4	-1.13143E-3	2.99529E+2	2.99287E+2	9.99985E-5	1.39292E-5	1.39294E-1
4.70000E-4	-1.13120E-3	2.99529E+2	2.99285E+2	9.99984E-5	1.39914E-5	1.39916E-1
4.70000E-4	-1.13120E-3	2.99528E+2	2.99285E+2	9.99984E-5	1.40717E-5	1.40719E-1
4.70000E-4	-1.13144E-3	2.99526E+2	2.99287E+2	9.99985E-5	1.40297E-5	1.40299E-1
7.40770E-4	-1.13119E-3	2.99523E+2	2.99287E+2	9.99984E-5	1.40075E-5	1.40077E-1
9.50000E-4	-1.13121E-3	2.99520E+2	2.99286E+2	9.99983E-5	1.39646E-5	1.39648E-1
9.50000E-4	-1.13166E-3	2.99520E+2	2.99288E+2	9.99984E-5	1.40254E-5	1.40256E-1
9.50000E-4	-1.13143E-3	2.99518E+2	2.99287E+2	9.99986E-5	1.40445E-5	1.40447E-1
9.50000E-4	-1.13142E-3	2.99518E+2	2.99285E+2	9.99985E-5	1.39524E-5	1.39526E-1
9.50000E-4	-1.13143E-3	2.99519E+2	2.99285E+2	9.99984E-5	1.39750E-5	1.39753E-1
9.50000E-4	-1.13145E-3	2.99516E+2	2.99285E+2	9.99985E-5	1.39887E-5	1.39889E-1
9.50000E-4	-1.13118E-3	2.99515E+2	2.99286E+2	9.99986E-5	1.39928E-5	1.39930E-1
9.50000E-4	-1.13146E-3	2.99515E+2	2.99287E+2	9.99984E-5	1.40283E-5	1.40285E-1
3.23471E-4	-1.13189E-3	2.99512E+2	2.99287E+2	9.99985E-5	1.40327E-5	1.40329E-1
6.18075E-4	-1.13143E-3	2.99512E+2	2.99286E+2	9.99985E-5	1.40496E-5	1.40498E-1
9.50000E-4	-1.13143E-3	2.99514E+2	2.99284E+2	9.99984E-5	1.40450E-5	1.40452E-1
6.55259E-4	-1.13166E-3	2.99514E+2	2.99286E+2	9.99985E-5	1.40382E-5	1.40384E-1
1.56692E-4	-1.13166E-3	2.99512E+2	2.99286E+2	9.99985E-5	1.40447E-5	1.40449E-1
6.02447E-4	-1.13144E-3	2.99511E+2	2.99285E+2	9.99986E-5	1.40012E-5	1.40014E-1
6.69433E-4	-1.13120E-3	2.99510E+2	2.99285E+2	9.99984E-5	1.40231E-5	1.40234E-1
4.70000E-4	-1.13095E-3	2.99510E+2	2.99287E+2	9.99984E-5	1.40543E-5	1.40545E-1
7.20101E-4	-1.13098E-3	2.99512E+2	2.99285E+2	9.99984E-5	1.40111E-5	1.40114E-1
7.06235E-4	-1.13096E-3	2.99511E+2	2.99284E+2	9.99984E-5	1.39552E-5	1.39554E-1
4.70000E-4	-1.13074E-3	2.99509E+2	2.99286E+2	9.99984E-5	1.39625E-5	1.39628E-1
7.50857E-4	-1.13074E-3	2.99508E+2	2.99286E+2	9.99984E-5	1.40054E-5	1.40057E-1
9.50000E-4	-1.13074E-3	2.99510E+2	2.99287E+2	9.99984E-5	1.39902E-5	1.39905E-1
9.50000E-4	-1.13049E-3	2.99511E+2	2.99285E+2	9.99984E-5	1.39756E-5	1.39758E-1
9.50000E-4	-1.13078E-3	2.99510E+2	2.99285E+2	9.99985E-5	1.40232E-5	1.40234E-1
6.58328E-4	-1.13120E-3	2.99509E+2	2.99287E+2	9.99985E-5	1.40253E-5	1.40255E-1
4.70000E-4	-1.13095E-3	2.99509E+2	2.99286E+2	9.99984E-5	1.39922E-5	1.39925E-1
7.21683E-4	-1.13074E-3	2.99508E+2	2.99285E+2	9.99984E-5	1.40058E-5	1.40060E-1
9.50000E-4	-1.13050E-3	2.99508E+2	2.99285E+2	9.99984E-5	1.40349E-5	1.40352E-1
3.64025E-4	-1.13050E-3	2.99506E+2	2.99285E+2	9.99985E-5	1.40800E-5	1.40802E-1
5.94537E-4	-1.13051E-3	2.99503E+2	2.99286E+2	9.99985E-5	1.40546E-5	1.40548E-1
6.72865E-4	-1.13074E-3	2.99503E+2	2.99286E+2	9.99986E-5	1.40781E-5	1.40783E-1
4.70000E-4	-1.13047E-3	2.99503E+2	2.99286E+2	9.99985E-5	1.40706E-5	1.40708E-1
7.44779E-4	-1.13031E-3	2.99501E+2	2.99285E+2	9.99984E-5	1.39599E-5	1.39601E-1
9.50000E-4	-1.13074E-3	2.99500E+2	2.99285E+2	9.99984E-5	1.39573E-5	1.39575E-1
3.19424E-4	-1.13074E-3	2.99500E+2	2.99285E+2	9.99985E-5	1.39927E-5	1.39930E-1
2.64844E-4	-1.13074E-3	2.99499E+2	2.99284E+2	9.99985E-5	1.39877E-5	1.39879E-1
4.70000E-4	-1.13074E-3	2.99498E+2	2.99283E+2	9.99984E-5	1.39692E-5	1.39694E-1
4.70000E-4	-1.13074E-3	2.99495E+2	2.99285E+2	9.99984E-5	1.40101E-5	1.40103E-1
7.64350E-4	-1.13099E-3	2.99494E+2	2.99284E+2	9.99984E-5	1.40381E-5	1.40383E-1
9.50000E-4	-1.13120E-3	2.99492E+2	2.99282E+2	9.99984E-5	1.40444E-5	1.40446E-1
9.50000E-4	-1.13120E-3	2.99490E+2	2.99282E+2	9.99984E-5	1.40577E-5	1.40579E-1
9.50000E-4	-1.13075E-3	2.99489E+2	2.99283E+2	9.99985E-5	1.40632E-5	1.40634E-1
9.50000E-4	-1.13027E-3	2.99489E+2	2.99281E+2	9.99985E-5	1.40366E-5	1.40368E-1
1.23779E-3	-1.13051E-3	2.99486E+2	2.99281E+2	9.99985E-5	1.40086E-5	1.40088E-1
1.43000E-3	-1.13050E-3	2.99486E+2	2.99280E+2	9.99985E-5	1.40381E-5	1.40383E-1
8.78617E-4	-1.13050E-3	2.99484E+2	2.99280E+2	9.99985E-5	1.40185E-5	1.40187E-1
4.70000E-4	-1.13074E-3	2.99481E+2	2.99279E+2	9.99984E-5	1.40621E-5	1.40623E-1
7.41201E-4	-1.13074E-3	2.99479E+2	2.99278E+2	9.99983E-5	1.40986E-5	1.40988E-1
6.52137E-4	-1.13099E-3	2.99479E+2	2.99277E+2	9.99985E-5	1.40650E-5	1.40652E-1
4.70000E-4	-1.13120E-3	2.99478E+2	2.99278E+2	9.99986E-5	1.41163E-5	1.41165E-1
4.70000E-4	-1.13097E-3	2.99475E+2	2.99278E+2	9.99985E-5	1.40747E-5	1.40750E-1
4.70000E-4	-1.13051E-3	2.99472E+2	2.99278E+2	9.99985E-5	1.40590E-5	1.40592E-1
4.70000E-4	-1.13074E-3	2.99469E+2	2.99275E+2	9.99985E-5	1.40499E-5	1.40501E-1
1.03351E-3	-1.13097E-3	2.99469E+2	2.99273E+2	9.99984E-5	1.39879E-5	1.39882E-1
8.27787E-4	-1.13074E-3	2.99473E+2	2.99274E+2	9.99984E-5	1.39573E-5	1.39575E-1
7.73269E-4	-1.13049E-3	2.99472E+2	2.99273E+2	9.99985E-5	1.39696E-5	1.39698E-1
9.50000E-4	-1.13003E-3	2.99471E+2	2.99272E+2	9.99985E-5	1.40363E-5	1.40365E-1
9.50000E-4	-1.13056E-3	2.99473E+2	2.99273E+2	9.99985E-5	1.40450E-5	1.40452E-1
6.45245E-4	-1.13050E-3	2.99475E+2	2.99272E+2	9.99985E-5	1.40072E-5	1.40074E-1
4.70000E-4	-1.13028E-3	2.99473E+2	2.99271E+2	9.99985E-5	1.39964E-5	1.39967E-1
4.70000E-4	-1.13098E-3	2.99471E+2	2.99271E+2	9.99984E-5	1.39648E-5	1.39650E-1
7.80420E-4	-1.13144E-3	2.99473E+2	2.99269E+2	9.99983E-5	1.39612E-5	1.39615E-1
9.50000E-4	-1.13095E-3	2.99475E+2	2.99268E+2	9.99983E-5	1.40112E-5	1.40115E-1
6.37929E-4	-1.13097E-3	2.99474E+2	2.99268E+2	9.99983E-5	1.40410E-5	1.40412E-1
7.92354E-4	-1.13142E-3	2.99474E+2	2.99269E+2	9.99985E-5	1.40231E-5	1.40233E-1
9.50000E-4	-1.13144E-3	2.99475E+2	2.99271E+2	9.99985E-5	1.40165E-5	1.40167E-1
9.50000E-4	-1.13120E-3	2.99474E+2	2.99270E+2	9.99985E-5	1.40178E-5	1.40181E-1
6.74368E-4	-1.13121E-3	2.99473E+2	2.99270E+2	9.99985E-5	1.40287E-5	1.40289E-1
4.70000E-4	-1.13143E-3	2.99475E+2	2.99271E+2	9.99985E-5	1.40356E-5	1.40359E-1
7.67285E-4	-1.13097E-3	2.99476E+2	2.99272E+2	9.99985E-5	1.40175E-5	1.40177E-1
6.42532E-4	-1.13120E-3	2.99478E+2	2.99270E+2	9.99985E-5	1.40885E-5	1.40887E-1
4.70000E-4	-1.13143E-3	2.99478E+2	2.99267E+2	9.99985E-5	1.41088E-5	1.41091E-1
7.72207E-4	-1.13169E-3	2.99479E+2	2.99268E+2	9.99984E-5	1.40426E-5	1.40429E-1
3.20759E-4	-1.13189E-3	2.99480E+2	2.99270E+2	9.99984E-5	1.40332E-5	1.40334E-1
6.34286E-4	-1.13166E-3	2.99479E+2	2.99269E+2	9.99984E-5	1.40474E-5	1.40476E-1
9.50000E-4	-1.13143E-3	2.99481E+2	2.99270E+2	9.99985E-5	1.40275E-5	1.40277E-1
1.24558E-3	-1.13143E-3	2.99483E+2	2.99269E+2	9.99985E-5	1.40203E-5	1.40206E-1
7.68729E-4	-1.13166E-3	2.99482E+2	2.99268E+2	9.99985E-5	1.40258E-5	1.40260E-1
7.60734E-4	-1.13190E-3	2.99485E+2	2.99269E+2	9.99984E-5	1.39957E-5	1.39960E-1
6.90766E-4	-1.13189E-3	2.99489E+2	2.99271E+2	9.99984E-5	1.40706E-5	1.40709E-1
7.33166E-4	-1.13217E-3	2.99490E+2	2.99271E+2	9.99985E-5	1.40898E-5	1.40900E-1
9.50000E-4	-1.13185E-3	2.99492E+2	2.99271E+2	9.99984E-5	1.39922E-5	1.39925E-1
6.83240E-4	-1.13165E-3	2.99494E+2	2.99271E+2	9.99984E-5	1.40242E-5	1.40245E-1
4.70000E-4	-1.13236E-3	2.99496E+2	2.99273E+2	9.99984E-5	1.40621E-5	1.40623E-1
7.53238E-4	-1.13211E-3	2.99497E+2	2.99274E+2	9.99984E-5	1.40983E-5	1.40985E-1
9.50000E-4	-1.13166E-3	2.99498E+2	2.99274E+2	9.99985E-5	1.40824E-5	1.40826E-1
9.50000E-4	-1.13143E-3	2.99502E+2	2.99276E+2	9.99984E-5	1.40599E-5	1.40601E-1
9.50000E-4	-1.13120E-3	2.99505E+2	2.99276E+2	9.99984E-5	1.40464E-5	1.40467E-1
9.50000E-4	-1.13120E-3	2.99508E+2	2.99276E+2	9.99984E-5	1.40477E-5	1.40479E-1
9.50000E-4	-1.13168E-3	2.99507E+2	2.99277E+2	9.99985E-5	1.40545E-5	1.40547E-1
9.50000E-4	-1.13166E-3	2.99507E+2	2.99278E+2	9.99985E-5	1.40158E-5	1.40160E-1
3.30155E-4	-1.13096E-3	2.99508E+2	2.99278E+2	9.99985E-5	1.39888E-5	1.39890E-1
8.14000E-4	-1.13098E-3	2.99508E+2	2.99279E+2	9.99985E-5	1.40294E-5	1.40296E-1
1.15592E-3	-1.13168E-3	2.99507E+2	2.99279E+2	9.99984E-5	1.40331E-5	1.40333E-1
6.68841E-4	-1.13166E-3	2.99508E+2	2.99280E+2	9.99983E-5	1.39670E-5	1.39672E-1
4.70000E-4	-1.13144E-3	2.99509E+2	2.99281E+2	9.99984E-5	1.39299E-5	1.39301E-1
4.70000E-4	-1.13191E-3	2.99512E+2	2.99282E+2	9.99985E-5	1.39654E-5	1.39656E-1
7.11015E-4	-1.13189E-3	2.99513E+2	2.99282E+2	9.99985E-5	1.40190E-5	1.40192E-1
6.75904E-4	-1.13166E-3	2.99511E+2	2.99282E+2	9.99984E-5	1.40333E-5	1.40335E-1
7.69816E-4	-1.13191E-3	2.99514E+2	2.99282E+2	9.99985E-5	1.39964E-5	1.39966E-1
9.50000E-4	-1.13190E-3	2.99515E+2	2.99283E+2	9.99986E-5	1.39926E-5	1.39928E-1
6.39516E-4	-1.13166E-3	2.99516E+2	2.99284E+2	9.99985E-5	1.40711E-5	1.40713E-1
8.01832E-4	-1.13190E-3	2.99519E+2	2.99285E+2	9.99984E-5	1.41099E-5	1.41101E-1
6.74178E-4	-1.13213E-3	2.99522E+2	2.99287E+2	9.99983E-5	1.40915E-5	1.40918E-1
2.37007E-4	-1.13237E-3	2.99525E+2	2.99287E+2	9.99984E-5	1.41118E-5	1.41120E-1
2.79208E-4	-1.13283E-3	2.99527E+2	2.99288E+2	9.99985E-5	1.40400E-5	1.40402E-1
7.55907E-4	-1.13259E-3	2.99529E+2	2.99290E+2	9.99985E-5	1.39715E-5	1.39717E-1
9.50000E-4	-1.13189E-3	2.99532E+2	2.99290E+2	9.99985E-5	1.40385E-5	1.40388E-1
6.99285E-4	-1.13166E-3	2.99535E+2	2.99291E+2	9.99985E-5	1.40418E-5	1.40420E-1
1.89836E-4	-1.13217E-3	2.99536E+2	2.99292E+2	9.99985E-5	1.40486E-5	1.40488E-1
0.00000E+0	-1.13259E-3	2.99539E+2	2.99293E+2	9.99985E-5	1.40613E-5	1.40615E-1
4.65479E-4	-1.13282E-3	2.99542E+2	2.99295E+2	9.99984E-5	1.40214E-5	1.40216E-1
9.50000E-4	-1.13260E-3	2.99544E+2	2.99296E+2	9.99984E-5	1.39870E-5	1.39872E-1
1.25544E-3	-1.13236E-3	2.99545E+2	2.99298E+2	9.99984E-5	1.40182E-5	1.40184E-1
1.14022E-3	-1.13282E-3	2.99547E+2	2.99298E+2	9.99986E-5	1.40245E-5	1.40247E-1
9.50000E-4	-1.13306E-3	2.99549E+2	2.99300E+2	9.99985E-5	1.40023E-5	1.40026E-1
9.50000E-4	-1.13329E-3	2.99549E+2	2.99304E+2	9.99983E-5	1.40430E-5	1.40432E-1
9.50000E-4	-1.13304E-3	2.99550E+2	2.99306E+2	9.99984E-5	1.40282E-5	1.40284E-1
6.43267E-4	-1.13306E-3	2.99550E+2	2.99305E+2	9.99985E-5	1.40018E-5	1.40020E-1
4.70000E-4	-1.13305E-3	2.99550E+2	2.99305E+2	9.99984E-5	1.40341E-5	1.40343E-1
1.57465E-4	-1.13283E-3	2.99550E+2	2.99305E+2	9.99984E-5	1.40921E-5	1.40923E-1
8.96072E-4	-1.13282E-3	2.99548E+2	2.99307E+2	9.99984E-5	1.40638E-5	1.40641E-1
1.14789E-3	-1.13307E-3	2.99545E+2	2.99308E+2	9.99985E-5	1.39963E-5	1.39965E-1
9.50000E-4	-1.13280E-3	2.99542E+2	2.99307E+2	9.99985E-5	1.40360E-5	1.40362E-1
6.56688E-4	-1.13236E-3	2.99540E+2	2.99306E+2	9.99985E-5	1.40887E-5	1.40889E-1
4.70000E-4	-1.13211E-3	2.99538E+2	2.99305E+2	9.99985E-5	1.40582E-5	1.40584E-1
7.45390E-4	-1.13214E-3	2.99536E+2	2.99307E+2	9.99984E-5	1.39986E-5	1.39988E-1
6.71599E-4	-1.13259E-3	2.99533E+2	2.99308E+2	9.99985E-5	1.39774E-5	1.39776E-1
7.25569E-4	-1.13259E-3	2.99529E+2	2.99306E+2	9.99985E-5	1.40344E-5	1.40346E-1
4.81138E-4	-1.13236E-3	2.99527E+2	2.99306E+2	9.99984E-5	1.40861E-5	1.40863E-1
5.45107E-4	-1.13261E-3	2.99524E+2	2.99306E+2	9.99986E-5	1.40661E-5	1.40663E-1
1.21225E-3	-1.13355E-3	2.99520E+2	2.99306E+2	9.99986E-5	1.40790E-5	1.40792E-1
1.15505E-3	-1.13325E-3	2.99517E+2	2.99305E+2	9.99985E-5	1.40615E-5	1.40618E-1
1.23967E-3	-1.13307E-3	2.99515E+2	2.99304E+2	9.99984E-5	1.40541E-5	1.40543E-1
8.73973E-4	-1.13375E-3	2.99513E+2	2.99304E+2	9.99984E-5	1.40621E-5	1.40623E-1
7.33960E-4	-1.13352E-3	2.99513E+2	2.99304E+2	9.99984E-5	1.40392E-5	1.40394E-1
1.25711E-3	-1.13330E-3	2.99512E+2	2.99303E+2	9.99984E-5	1.40570E-5	1.40572E-1
1.12356E-3	-1.13304E-3	2.99511E+2	2.99302E+2	9.99985E-5	1.40831E-5	1.40833E-1
6.83213E-4	-1.13283E-3	2.99509E+2	2.99303E+2	9.99984E-5	1.40821E-5	1.40823E-1
