T_sample_(K)	I_s	V_nv	R_nv
2.98103E+2	9.99985E-5	3.42594E-2	3.42599E+2
2.98120E+2	9.99985E-5	3.42604E-2	3.42610E+2
2.98155E+2	9.99985E-5	3.42624E-2	3.42629E+2
2.98186E+2	9.99985E-5	3.42632E-2	3.42637E+2
2.98216E+2	9.99984E-5	3.42642E-2	3.42648E+2
2.98245E+2	9.99985E-5	3.42668E-2	3.42673E+2
2.98269E+2	9.99985E-5	3.42691E-2	3.42697E+2
2.98293E+2	9.99985E-5	3.42699E-2	3.42704E+2
2.98314E+2	9.99986E-5	3.42691E-2	3.42696E+2
2.98333E+2	9.99985E-5	3.42678E-2	3.42683E+2
2.98350E+2	9.99984E-5	3.42664E-2	3.42669E+2
2.98365E+2	9.99984E-5	3.42655E-2	3.42660E+2
2.98376E+2	9.99986E-5	3.42650E-2	3.42655E+2
2.98383E+2	9.99986E-5	3.42632E-2	3.42637E+2
2.98390E+2	9.99986E-5	3.42612E-2	3.42617E+2
2.98394E+2	9.99986E-5	3.42592E-2	3.42597E+2
2.98393E+2	9.99985E-5	3.42566E-2	3.42571E+2
2.98391E+2	9.99984E-5	3.42542E-2	3.42547E+2
2.98385E+2	9.99984E-5	3.42517E-2	3.42523E+2
2.98375E+2	9.99985E-5	3.42493E-2	3.42498E+2
2.98365E+2	9.99986E-5	3.42455E-2	3.42460E+2
2.98351E+2	9.99986E-5	3.42426E-2	3.42431E+2
2.98333E+2	9.99985E-5	3.42386E-2	3.42391E+2
2.98312E+2	9.99985E-5	3.42301E-2	3.42306E+2
2.98288E+2	9.99984E-5	3.42257E-2	3.42262E+2
2.98263E+2	9.99985E-5	3.42229E-2	3.42234E+2
2.98234E+2	9.99986E-5	3.42162E-2	3.42167E+2
2.98201E+2	9.99985E-5	3.42103E-2	3.42108E+2
2.98164E+2	9.99985E-5	3.42061E-2	3.42066E+2
2.98124E+2	9.99985E-5	3.42023E-2	3.42028E+2
2.98082E+2	9.99985E-5	3.41965E-2	3.41970E+2
2.98039E+2	9.99985E-5	3.41903E-2	3.41908E+2
