T_sample_(K)	I_s	V_nv	R_nv
2.99251E+2	9.99986E-5	3.36136E-2	3.36141E+2
2.99245E+2	9.99986E-5	3.36133E-2	3.36137E+2
2.99232E+2	9.99986E-5	3.36124E-2	3.36129E+2
2.99218E+2	9.99986E-5	3.36114E-2	3.36119E+2
2.99206E+2	9.99986E-5	3.36104E-2	3.36108E+2
2.99193E+2	9.99985E-5	3.36092E-2	3.36097E+2
2.99178E+2	9.99985E-5	3.36079E-2	3.36084E+2
2.99164E+2	9.99985E-5	3.36065E-2	3.36070E+2
2.99149E+2	9.99985E-5	3.36050E-2	3.36055E+2
2.99133E+2	9.99985E-5	3.36032E-2	3.36037E+2
2.99115E+2	9.99984E-5	3.36012E-2	3.36018E+2
2.99096E+2	9.99984E-5	3.35991E-2	3.35996E+2
2.99074E+2	9.99984E-5	3.35968E-2	3.35973E+2
2.99052E+2	9.99985E-5	3.35941E-2	3.35946E+2
2.99029E+2	9.99986E-5	3.35913E-2	3.35918E+2
2.99003E+2	9.99986E-5	3.35884E-2	3.35889E+2
2.98976E+2	9.99985E-5	3.35852E-2	3.35857E+2
2.98946E+2	9.99984E-5	3.35819E-2	3.35825E+2
2.98913E+2	9.99984E-5	3.35785E-2	3.35790E+2
2.98880E+2	9.99985E-5	3.35747E-2	3.35752E+2
2.98843E+2	9.99985E-5	3.35708E-2	3.35713E+2
2.98804E+2	9.99985E-5	3.35668E-2	3.35673E+2
2.98763E+2	9.99985E-5	3.35625E-2	3.35630E+2
2.98720E+2	9.99985E-5	3.35578E-2	3.35583E+2
2.98675E+2	9.99985E-5	3.35531E-2	3.35536E+2
2.98626E+2	9.99984E-5	3.35482E-2	3.35488E+2
2.98575E+2	9.99983E-5	3.35431E-2	3.35437E+2
2.98522E+2	9.99984E-5	3.35379E-2	3.35384E+2
2.98466E+2	9.99985E-5	3.35322E-2	3.35327E+2
2.98408E+2	9.99985E-5	3.35264E-2	3.35269E+2
2.98345E+2	9.99985E-5	3.35205E-2	3.35210E+2
2.98281E+2	9.99984E-5	3.35144E-2	3.35149E+2
2.98219E+2	9.99984E-5	3.35081E-2	3.35086E+2
2.98151E+2	9.99985E-5	3.35017E-2	3.35022E+2
2.98079E+2	9.99986E-5	3.34953E-2	3.34957E+2
2.98005E+2	9.99986E-5	3.34885E-2	3.34890E+2
2.97929E+2	9.99985E-5	3.34814E-2	3.34819E+2
2.97850E+2	9.99985E-5	3.34745E-2	3.34750E+2
2.97769E+2	9.99985E-5	3.34673E-2	3.34678E+2
2.97685E+2	9.99985E-5	3.34598E-2	3.34604E+2
2.97599E+2	9.99985E-5	3.34522E-2	3.34527E+2
2.97512E+2	9.99985E-5	3.34445E-2	3.34450E+2
2.97421E+2	9.99985E-5	3.34367E-2	3.34372E+2
2.97328E+2	9.99985E-5	3.34288E-2	3.34293E+2
2.97233E+2	9.99985E-5	3.34208E-2	3.34213E+2
2.97135E+2	9.99985E-5	3.34125E-2	3.34130E+2
2.97034E+2	9.99983E-5	3.34040E-2	3.34046E+2
2.96932E+2	9.99984E-5	3.33956E-2	3.33961E+2
2.96832E+2	9.99985E-5	3.33871E-2	3.33876E+2
2.96730E+2	9.99985E-5	3.33785E-2	3.33790E+2
2.96625E+2	9.99985E-5	3.33696E-2	3.33701E+2
2.96516E+2	9.99986E-5	3.33607E-2	3.33612E+2
2.96405E+2	9.99985E-5	3.33516E-2	3.33521E+2
2.96293E+2	9.99985E-5	3.33426E-2	3.33430E+2
2.96180E+2	9.99985E-5	3.33336E-2	3.33340E+2
2.96065E+2	9.99986E-5	3.33244E-2	3.33249E+2
2.95948E+2	9.99986E-5	3.33152E-2	3.33157E+2
2.95831E+2	9.99984E-5	3.33059E-2	3.33064E+2
2.95709E+2	9.99984E-5	3.32962E-2	3.32968E+2
2.95586E+2	9.99985E-5	3.32864E-2	3.32869E+2
2.95460E+2	9.99985E-5	3.32766E-2	3.32772E+2
2.95332E+2	9.99985E-5	3.32670E-2	3.32675E+2
2.95206E+2	9.99985E-5	3.32571E-2	3.32576E+2
2.95079E+2	9.99984E-5	3.32472E-2	3.32477E+2
2.94948E+2	9.99984E-5	3.32373E-2	3.32378E+2
2.94815E+2	9.99986E-5	3.32271E-2	3.32276E+2
2.94681E+2	9.99986E-5	3.32168E-2	3.32173E+2
2.94544E+2	9.99986E-5	3.32066E-2	3.32071E+2
2.94406E+2	9.99985E-5	3.31963E-2	3.31968E+2
2.94267E+2	9.99984E-5	3.31857E-2	3.31863E+2
2.94127E+2	9.99985E-5	3.31754E-2	3.31759E+2
2.93986E+2	9.99985E-5	3.31650E-2	3.31655E+2
2.93846E+2	9.99986E-5	3.31543E-2	3.31548E+2
2.93702E+2	9.99985E-5	3.31437E-2	3.31441E+2
2.93555E+2	9.99985E-5	3.31329E-2	3.31334E+2
2.93409E+2	9.99986E-5	3.31221E-2	3.31225E+2
2.93261E+2	9.99985E-5	3.31111E-2	3.31116E+2
2.93109E+2	9.99984E-5	3.31002E-2	3.31008E+2
2.92958E+2	9.99985E-5	3.30893E-2	3.30898E+2
2.92808E+2	9.99985E-5	3.30782E-2	3.30787E+2
2.92652E+2	9.99984E-5	3.30671E-2	3.30677E+2
2.92498E+2	9.99984E-5	3.30560E-2	3.30566E+2
2.92343E+2	9.99985E-5	3.30449E-2	3.30454E+2
2.92187E+2	9.99985E-5	3.30337E-2	3.30343E+2
2.92029E+2	9.99984E-5	3.30225E-2	3.30230E+2
2.91869E+2	9.99984E-5	3.30112E-2	3.30117E+2
2.91707E+2	9.99984E-5	3.30000E-2	3.30005E+2
2.91545E+2	9.99984E-5	3.29888E-2	3.29893E+2
2.91388E+2	9.99985E-5	3.29773E-2	3.29778E+2
2.91229E+2	9.99985E-5	3.29661E-2	3.29666E+2
2.91067E+2	9.99985E-5	3.29546E-2	3.29551E+2
2.90905E+2	9.99985E-5	3.29426E-2	3.29431E+2
2.90740E+2	9.99985E-5	3.29306E-2	3.29311E+2
2.90576E+2	9.99985E-5	3.29188E-2	3.29193E+2
2.90407E+2	9.99985E-5	3.29069E-2	3.29074E+2
2.90238E+2	9.99985E-5	3.28951E-2	3.28956E+2
2.90071E+2	9.99984E-5	3.28832E-2	3.28837E+2
2.89902E+2	9.99984E-5	3.28714E-2	3.28720E+2
2.89734E+2	9.99985E-5	3.28597E-2	3.28602E+2
2.89563E+2	9.99985E-5	3.28478E-2	3.28483E+2
2.89392E+2	9.99985E-5	3.28359E-2	3.28364E+2
2.89219E+2	9.99985E-5	3.28235E-2	3.28240E+2
2.89046E+2	9.99984E-5	3.28111E-2	3.28116E+2
2.88871E+2	9.99984E-5	3.27990E-2	3.27996E+2
2.88695E+2	9.99985E-5	3.27869E-2	3.27874E+2
2.88519E+2	9.99985E-5	3.27747E-2	3.27752E+2
2.88342E+2	9.99984E-5	3.27625E-2	3.27630E+2
2.88164E+2	9.99985E-5	3.27502E-2	3.27507E+2
2.87985E+2	9.99985E-5	3.27378E-2	3.27383E+2
2.87805E+2	9.99985E-5	3.27256E-2	3.27261E+2
2.87625E+2	9.99985E-5	3.27136E-2	3.27140E+2
2.87446E+2	9.99985E-5	3.27013E-2	3.27018E+2
2.87264E+2	9.99985E-5	3.26888E-2	3.26893E+2
2.87083E+2	9.99985E-5	3.26764E-2	3.26769E+2
2.86903E+2	9.99985E-5	3.26642E-2	3.26647E+2
2.86720E+2	9.99984E-5	3.26518E-2	3.26523E+2
2.86533E+2	9.99985E-5	3.26396E-2	3.26401E+2
2.86347E+2	9.99985E-5	3.26272E-2	3.26277E+2
2.86164E+2	9.99985E-5	3.26146E-2	3.26151E+2
2.85978E+2	9.99985E-5	3.26020E-2	3.26025E+2
2.85794E+2	9.99985E-5	3.25894E-2	3.25899E+2
2.85610E+2	9.99985E-5	3.25766E-2	3.25771E+2
2.85425E+2	9.99985E-5	3.25641E-2	3.25646E+2
2.85239E+2	9.99985E-5	3.25515E-2	3.25520E+2
2.85053E+2	9.99985E-5	3.25389E-2	3.25393E+2
2.84867E+2	9.99985E-5	3.25260E-2	3.25265E+2
2.84679E+2	9.99985E-5	3.25130E-2	3.25135E+2
2.84489E+2	9.99985E-5	3.25004E-2	3.25009E+2
2.84301E+2	9.99984E-5	3.24878E-2	3.24883E+2
2.84115E+2	9.99984E-5	3.24749E-2	3.24754E+2
2.83925E+2	9.99984E-5	3.24618E-2	3.24623E+2
2.83732E+2	9.99984E-5	3.24489E-2	3.24494E+2
2.83541E+2	9.99985E-5	3.24360E-2	3.24365E+2
2.83349E+2	9.99985E-5	3.24231E-2	3.24236E+2
2.83155E+2	9.99984E-5	3.24101E-2	3.24106E+2
2.82961E+2	9.99984E-5	3.23971E-2	3.23976E+2
2.82767E+2	9.99985E-5	3.23839E-2	3.23844E+2
2.82569E+2	9.99986E-5	3.23709E-2	3.23714E+2
2.82373E+2	9.99985E-5	3.23582E-2	3.23587E+2
2.82181E+2	9.99984E-5	3.23452E-2	3.23457E+2
2.81987E+2	9.99985E-5	3.23323E-2	3.23328E+2
2.81793E+2	9.99985E-5	3.23198E-2	3.23203E+2
2.81598E+2	9.99985E-5	3.23068E-2	3.23073E+2
2.81399E+2	9.99986E-5	3.22932E-2	3.22937E+2
2.81198E+2	9.99985E-5	3.22798E-2	3.22803E+2
2.81001E+2	9.99985E-5	3.22670E-2	3.22675E+2
2.80803E+2	9.99985E-5	3.22543E-2	3.22548E+2
