B_digital_(T)	B_analog_(T)	T_sample_(K)	I_s	V_nv	R_nv
1.43000E-3	-3.18310E-3	2.98390E+2	9.99985E-5	-1.78552E-5	-1.78555E-1
2.00263E-3	-3.17011E-3	2.98392E+2	9.99985E-5	-1.78511E-5	-1.78514E-1
1.36313E-2	-2.74467E-3	2.98395E+2	9.99985E-5	-1.77992E-5	-1.77994E-1
3.32400E-2	3.41332E-4	2.98398E+2	9.99985E-5	-1.78000E-5	-1.78003E-1
5.26749E-2	1.15221E-2	2.98402E+2	9.99985E-5	-1.78572E-5	-1.78575E-1
7.21845E-2	2.95566E-2	2.98407E+2	9.99986E-5	-1.78807E-5	-1.78810E-1
9.17217E-2	4.92838E-2	2.98411E+2	9.99986E-5	-1.78975E-5	-1.78978E-1
1.11453E-1	6.92387E-2	2.98417E+2	9.99984E-5	-1.78693E-5	-1.78695E-1
1.30702E-1	8.93470E-2	2.98423E+2	9.99985E-5	-1.78466E-5	-1.78468E-1
1.50415E-1	1.09298E-1	2.98428E+2	9.99986E-5	-1.78486E-5	-1.78489E-1
1.69474E-1	1.28882E-1	2.98434E+2	9.99984E-5	-1.78883E-5	-1.78886E-1
1.89325E-1	1.48261E-1	2.98439E+2	9.99984E-5	-1.79163E-5	-1.79166E-1
2.09099E-1	1.67724E-1	2.98444E+2	9.99984E-5	-1.79096E-5	-1.79099E-1
2.28622E-1	1.87300E-1	2.98450E+2	9.99986E-5	-1.78904E-5	-1.78907E-1
2.47847E-1	2.06902E-1	2.98456E+2	9.99985E-5	-1.78902E-5	-1.78905E-1
2.67508E-1	2.26110E-1	2.98463E+2	9.99984E-5	-1.79589E-5	-1.79592E-1
2.86634E-1	2.45023E-1	2.98471E+2	9.99984E-5	-1.79573E-5	-1.79575E-1
3.06060E-1	2.64218E-1	2.98476E+2	9.99985E-5	-1.79261E-5	-1.79264E-1
3.25713E-1	2.83127E-1	2.98481E+2	9.99985E-5	-1.79884E-5	-1.79887E-1
3.45228E-1	3.01886E-1	2.98487E+2	9.99985E-5	-1.80038E-5	-1.80041E-1
3.64801E-1	3.20431E-1	2.98491E+2	9.99985E-5	-1.79372E-5	-1.79374E-1
3.84030E-1	3.38766E-1	2.98495E+2	9.99984E-5	-1.79018E-5	-1.79021E-1
4.03839E-1	3.56932E-1	2.98499E+2	9.99985E-5	-1.79032E-5	-1.79035E-1
4.23564E-1	3.75264E-1	2.98503E+2	9.99984E-5	-1.79430E-5	-1.79433E-1
4.42871E-1	3.93738E-1	2.98506E+2	9.99984E-5	-1.79901E-5	-1.79904E-1
4.62623E-1	4.11749E-1	2.98506E+2	9.99985E-5	-1.79989E-5	-1.79992E-1
4.82117E-1	4.30909E-1	2.98509E+2	9.99985E-5	-1.80896E-5	-1.80899E-1
5.01422E-1	4.50354E-1	2.98510E+2	9.99985E-5	-1.81400E-5	-1.81403E-1
5.21122E-1	4.68982E-1	2.98509E+2	9.99985E-5	-1.81103E-5	-1.81106E-1
5.40935E-1	4.87743E-1	2.98508E+2	9.99985E-5	-1.80360E-5	-1.80363E-1
5.60155E-1	5.06520E-1	2.98507E+2	9.99985E-5	-1.79473E-5	-1.79476E-1
5.79522E-1	5.25006E-1	2.98505E+2	9.99985E-5	-1.79793E-5	-1.79796E-1
5.98726E-1	5.43384E-1	2.98499E+2	9.99985E-5	-1.80849E-5	-1.80852E-1
6.18435E-1	5.62134E-1	2.98494E+2	9.99983E-5	-1.81273E-5	-1.81276E-1
6.38136E-1	5.80768E-1	2.98487E+2	9.99984E-5	-1.82538E-5	-1.82541E-1
6.57357E-1	5.99278E-1	2.98476E+2	9.99986E-5	-1.82766E-5	-1.82768E-1
6.77245E-1	6.17847E-1	2.98464E+2	9.99985E-5	-1.81201E-5	-1.81204E-1
6.97135E-1	6.36467E-1	2.98450E+2	9.99985E-5	-1.80562E-5	-1.80565E-1
7.16078E-1	6.55213E-1	2.98433E+2	9.99985E-5	-1.79240E-5	-1.79243E-1
7.35416E-1	6.73893E-1	2.98414E+2	9.99985E-5	-1.78663E-5	-1.78665E-1
7.55216E-1	6.92662E-1	2.98392E+2	9.99985E-5	-1.79585E-5	-1.79588E-1
7.74215E-1	7.11522E-1	2.98367E+2	9.99984E-5	-1.78633E-5	-1.78636E-1
7.93945E-1	7.30250E-1	2.98341E+2	9.99984E-5	-1.79314E-5	-1.79317E-1
8.13347E-1	7.49132E-1	2.98312E+2	9.99984E-5	-1.80798E-5	-1.80800E-1
8.33109E-1	7.68109E-1	2.98280E+2	9.99984E-5	-1.79721E-5	-1.79723E-1
8.53208E-1	7.86993E-1	2.98246E+2	9.99983E-5	-1.77949E-5	-1.77952E-1
8.72548E-1	8.05881E-1	2.98208E+2	9.99983E-5	-1.76184E-5	-1.76187E-1
8.91555E-1	8.25059E-1	2.98168E+2	9.99985E-5	-1.76978E-5	-1.76980E-1
9.11571E-1	8.44323E-1	2.98127E+2	9.99985E-5	-1.77520E-5	-1.77523E-1
9.30837E-1	8.63502E-1	2.98081E+2	9.99984E-5	-1.77676E-5	-1.77679E-1
9.50532E-1	8.82721E-1	2.98034E+2	9.99984E-5	-1.76285E-5	-1.76287E-1
9.70734E-1	9.02027E-1	2.97984E+2	9.99984E-5	-1.74714E-5	-1.74717E-1
9.89488E-1	9.21543E-1	2.97932E+2	9.99984E-5	-1.75312E-5	-1.75315E-1
1.00907E+0	9.41204E-1	2.97877E+2	9.99985E-5	-1.73644E-5	-1.73647E-1
1.02933E+0	9.61080E-1	2.97820E+2	9.99985E-5	-1.75254E-5	-1.75257E-1
1.04872E+0	9.80774E-1	2.97759E+2	9.99984E-5	-1.76154E-5	-1.76157E-1
1.06805E+0	1.00051E+0	2.97696E+2	9.99985E-5	-1.77237E-5	-1.77239E-1
1.08668E+0	1.02002E+0	2.97631E+2	9.99984E-5	-1.79988E-5	-1.79991E-1
1.10647E+0	1.03902E+0	2.97561E+2	9.99985E-5	-1.74679E-5	-1.74681E-1
1.12632E+0	1.05798E+0	2.97487E+2	9.99985E-5	-1.71236E-5	-1.71239E-1
1.14572E+0	1.07686E+0	2.97408E+2	9.99985E-5	-1.75148E-5	-1.75150E-1
1.16520E+0	1.09594E+0	2.97327E+2	9.99985E-5	-1.76548E-5	-1.76551E-1
1.18469E+0	1.11497E+0	2.97238E+2	9.99985E-5	-1.74396E-5	-1.74399E-1
1.20427E+0	1.13393E+0	2.97146E+2	9.99986E-5	-1.76667E-5	-1.76669E-1
1.22382E+0	1.15286E+0	2.97051E+2	9.99985E-5	-1.75622E-5	-1.75624E-1
1.24394E+0	1.17176E+0	2.96956E+2	9.99985E-5	-1.75098E-5	-1.75101E-1
1.26309E+0	1.19086E+0	2.96865E+2	9.99985E-5	-1.75718E-5	-1.75721E-1
1.28266E+0	1.20988E+0	2.96776E+2	9.99985E-5	-1.74597E-5	-1.74599E-1
1.30255E+0	1.22878E+0	2.96691E+2	9.99984E-5	-1.78426E-5	-1.78428E-1
1.32197E+0	1.24764E+0	2.96610E+2	9.99984E-5	-1.75879E-5	-1.75882E-1
1.34126E+0	1.26672E+0	2.96530E+2	9.99985E-5	-1.72219E-5	-1.72221E-1
1.36032E+0	1.28573E+0	2.96453E+2	9.99984E-5	-1.73330E-5	-1.73333E-1
1.37964E+0	1.30465E+0	2.96380E+2	9.99984E-5	-1.72159E-5	-1.72161E-1
1.39964E+0	1.32399E+0	2.96311E+2	9.99985E-5	-1.73634E-5	-1.73637E-1
1.41860E+0	1.34321E+0	2.96246E+2	9.99985E-5	-1.73006E-5	-1.73008E-1
1.43806E+0	1.36207E+0	2.96187E+2	9.99985E-5	-1.71243E-5	-1.71246E-1
1.45831E+0	1.38116E+0	2.96133E+2	9.99984E-5	-1.72998E-5	-1.73001E-1
1.47745E+0	1.40022E+0	2.96082E+2	9.99983E-5	-1.71283E-5	-1.71286E-1
1.49710E+0	1.41918E+0	2.96036E+2	9.99984E-5	-1.71062E-5	-1.71065E-1
1.51675E+0	1.43829E+0	2.95995E+2	9.99984E-5	-1.73835E-5	-1.73838E-1
1.53552E+0	1.45731E+0	2.95959E+2	9.99985E-5	-1.71637E-5	-1.71639E-1
1.55521E+0	1.47630E+0	2.95931E+2	9.99985E-5	-1.68824E-5	-1.68827E-1
1.57460E+0	1.49532E+0	2.95908E+2	9.99985E-5	-1.70302E-5	-1.70304E-1
1.59461E+0	1.51445E+0	2.95889E+2	9.99984E-5	-1.72933E-5	-1.72936E-1
1.61434E+0	1.53357E+0	2.95877E+2	9.99983E-5	-1.73087E-5	-1.73090E-1
1.63375E+0	1.55274E+0	2.95869E+2	9.99983E-5	-1.75230E-5	-1.75233E-1
1.65329E+0	1.57190E+0	2.95866E+2	9.99983E-5	-1.76599E-5	-1.76602E-1
1.67309E+0	1.59093E+0	2.95866E+2	9.99984E-5	-1.74557E-5	-1.74559E-1
1.69245E+0	1.61003E+0	2.95871E+2	9.99985E-5	-1.74782E-5	-1.74785E-1
1.71186E+0	1.62912E+0	2.95882E+2	9.99985E-5	-1.75690E-5	-1.75693E-1
1.73037E+0	1.64814E+0	2.95898E+2	9.99985E-5	-1.75606E-5	-1.75609E-1
1.75085E+0	1.66714E+0	2.95916E+2	9.99985E-5	-1.75110E-5	-1.75113E-1
1.77057E+0	1.68623E+0	2.95939E+2	9.99985E-5	-1.77300E-5	-1.77302E-1
1.79009E+0	1.70557E+0	2.95964E+2	9.99985E-5	-1.76698E-5	-1.76701E-1
1.80957E+0	1.72467E+0	2.95993E+2	9.99984E-5	-1.74916E-5	-1.74918E-1
1.82932E+0	1.74368E+0	2.96025E+2	9.99984E-5	-1.73879E-5	-1.73882E-1
1.84856E+0	1.76284E+0	2.96061E+2	9.99985E-5	-1.73318E-5	-1.73320E-1
1.86799E+0	1.78209E+0	2.96101E+2	9.99986E-5	-1.76223E-5	-1.76226E-1
1.88822E+0	1.80127E+0	2.96142E+2	9.99985E-5	-1.79353E-5	-1.79355E-1
1.90688E+0	1.82031E+0	2.96183E+2	9.99984E-5	-1.80954E-5	-1.80956E-1
1.92633E+0	1.83956E+0	2.96228E+2	9.99984E-5	-1.81380E-5	-1.81382E-1
1.94709E+0	1.85872E+0	2.96274E+2	9.99984E-5	-1.79987E-5	-1.79989E-1
1.96622E+0	1.87784E+0	2.96323E+2	9.99983E-5	-1.80833E-5	-1.80836E-1
1.98512E+0	1.89711E+0	2.96375E+2	9.99984E-5	-1.78442E-5	-1.78445E-1
2.00376E+0	1.91635E+0	2.96430E+2	9.99983E-5	-1.76540E-5	-1.76543E-1
2.02326E+0	1.93552E+0	2.96485E+2	9.99984E-5	-1.78535E-5	-1.78538E-1
2.04374E+0	1.95486E+0	2.96539E+2	9.99985E-5	-1.78288E-5	-1.78291E-1
2.06300E+0	1.97419E+0	2.96595E+2	9.99985E-5	-1.76089E-5	-1.76091E-1
2.08279E+0	1.99339E+0	2.96652E+2	9.99984E-5	-1.79445E-5	-1.79448E-1
2.10275E+0	2.01259E+0	2.96712E+2	9.99984E-5	-1.80972E-5	-1.80975E-1
2.12163E+0	2.03178E+0	2.96771E+2	9.99984E-5	-1.79132E-5	-1.79135E-1
2.14166E+0	2.05106E+0	2.96831E+2	9.99983E-5	-1.80952E-5	-1.80955E-1
2.16145E+0	2.07030E+0	2.96891E+2	9.99983E-5	-1.82425E-5	-1.82428E-1
2.18083E+0	2.08975E+0	2.96951E+2	9.99983E-5	-1.83846E-5	-1.83849E-1
