T_sample_(K)	I_s	V_nv	R_nv
2.97016E+2	9.99985E-5	3.68676E-2	3.68681E+2
2.97083E+2	9.99985E-5	3.68704E-2	3.68710E+2
2.97199E+2	9.99985E-5	3.68761E-2	3.68767E+2
2.97304E+2	9.99985E-5	3.68810E-2	3.68815E+2
2.97403E+2	9.99985E-5	3.68849E-2	3.68855E+2
2.97494E+2	9.99985E-5	3.68881E-2	3.68887E+2
2.97574E+2	9.99985E-5	3.68908E-2	3.68914E+2
2.97650E+2	9.99985E-5	3.68931E-2	3.68937E+2
2.97718E+2	9.99985E-5	3.68946E-2	3.68952E+2
2.97778E+2	9.99985E-5	3.68953E-2	3.68959E+2
2.97834E+2	9.99985E-5	3.68956E-2	3.68962E+2
2.97884E+2	9.99985E-5	3.68956E-2	3.68962E+2
2.97928E+2	9.99984E-5	3.68951E-2	3.68957E+2
2.97967E+2	9.99985E-5	3.68942E-2	3.68948E+2
2.98001E+2	9.99985E-5	3.68929E-2	3.68934E+2
2.98030E+2	9.99984E-5	3.68910E-2	3.68916E+2
2.98055E+2	9.99984E-5	3.68892E-2	3.68898E+2
2.98075E+2	9.99984E-5	3.68874E-2	3.68879E+2
2.98091E+2	9.99986E-5	3.68849E-2	3.68854E+2
2.98105E+2	9.99986E-5	3.68820E-2	3.68826E+2
2.98115E+2	9.99986E-5	3.68791E-2	3.68796E+2
2.98120E+2	9.99985E-5	3.68758E-2	3.68763E+2
2.98122E+2	9.99985E-5	3.68723E-2	3.68728E+2
2.98118E+2	9.99984E-5	3.68685E-2	3.68691E+2
2.98113E+2	9.99984E-5	3.68645E-2	3.68651E+2
2.98105E+2	9.99985E-5	3.68604E-2	3.68610E+2
2.98092E+2	9.99985E-5	3.68560E-2	3.68566E+2
2.98078E+2	9.99986E-5	3.68516E-2	3.68521E+2
2.98059E+2	9.99986E-5	3.68470E-2	3.68476E+2
2.98038E+2	9.99985E-5	3.68420E-2	3.68426E+2
2.98014E+2	9.99985E-5	3.68366E-2	3.68371E+2
2.97987E+2	9.99985E-5	3.68308E-2	3.68314E+2
2.97955E+2	9.99985E-5	3.68249E-2	3.68254E+2
2.97921E+2	9.99985E-5	3.68188E-2	3.68193E+2
2.97885E+2	9.99985E-5	3.68123E-2	3.68129E+2
2.97844E+2	9.99985E-5	3.68058E-2	3.68063E+2
2.97801E+2	9.99985E-5	3.67990E-2	3.67996E+2
2.97755E+2	9.99985E-5	3.67920E-2	3.67925E+2
2.97707E+2	9.99986E-5	3.67847E-2	3.67852E+2
2.97658E+2	9.99985E-5	3.67775E-2	3.67781E+2
2.97605E+2	9.99984E-5	3.67701E-2	3.67707E+2
2.97549E+2	9.99984E-5	3.67625E-2	3.67631E+2
2.97489E+2	9.99984E-5	3.67549E-2	3.67555E+2
2.97427E+2	9.99984E-5	3.67471E-2	3.67476E+2
2.97364E+2	9.99985E-5	3.67389E-2	3.67395E+2
2.97299E+2	9.99984E-5	3.67306E-2	3.67312E+2
2.97230E+2	9.99984E-5	3.67223E-2	3.67229E+2
2.97158E+2	9.99985E-5	3.67138E-2	3.67143E+2
2.97083E+2	9.99985E-5	3.67051E-2	3.67056E+2
2.97008E+2	9.99985E-5	3.66963E-2	3.66968E+2
2.96931E+2	9.99985E-5	3.66873E-2	3.66879E+2
2.96851E+2	9.99984E-5	3.66782E-2	3.66787E+2
2.96771E+2	9.99984E-5	3.66689E-2	3.66695E+2
