4.983000e+00	7.217927e+01	5.138245e+01	3.622150e+01
5.003000e+00	7.209932e+01	5.133319e+01	3.626864e+01
5.061000e+00	7.215826e+01	5.131477e+01	3.619595e+01
5.080000e+00	7.206800e+01	5.135936e+01	3.629234e+01
5.089000e+00	7.207149e+01	5.131254e+01	3.628062e+01
5.103000e+00	7.214969e+01	5.132433e+01	3.623720e+01
5.124000e+00	7.215194e+01	5.131749e+01	3.624623e+01
5.144000e+00	7.218712e+01	5.133305e+01	3.622223e+01
5.164000e+00	7.214417e+01	5.136034e+01	3.623720e+01
5.184000e+00	7.214046e+01	5.127075e+01	3.626523e+01
5.204000e+00	7.216001e+01	5.133180e+01	3.624086e+01
5.225000e+00	7.207934e+01	5.129789e+01	3.623095e+01
5.247000e+00	7.212345e+01	5.135371e+01	3.626559e+01
5.264000e+00	7.213137e+01	5.138573e+01	3.621867e+01
5.285000e+00	7.212701e+01	5.135154e+01	3.627014e+01
5.304000e+00	7.221692e+01	5.137799e+01	3.621423e+01
5.325000e+00	7.206669e+01	5.133019e+01	3.625011e+01
5.345000e+00	7.216132e+01	5.132113e+01	3.617907e+01
5.365000e+00	7.214715e+01	5.137443e+01	3.624954e+01
5.385000e+00	7.214068e+01	5.135287e+01	3.618046e+01
5.405000e+00	7.211713e+01	5.131680e+01	3.624866e+01
5.425000e+00	7.206879e+01	5.135161e+01	3.624055e+01
5.446000e+00	7.213930e+01	5.136075e+01	3.620695e+01
5.466000e+00	7.213980e+01	5.132301e+01	3.623312e+01
5.486000e+00	7.218472e+01	5.138099e+01	3.623431e+01
5.506000e+00	7.212745e+01	5.139697e+01	3.621206e+01
5.526000e+00	7.210092e+01	5.129203e+01	3.627303e+01
5.546000e+00	7.214402e+01	5.139627e+01	3.621650e+01
5.566000e+00	7.205034e+01	5.134443e+01	3.627298e+01
5.586000e+00	7.214017e+01	5.137527e+01	3.619146e+01
5.606000e+00	7.206676e+01	5.136201e+01	3.625656e+01
5.627000e+00	7.219177e+01	5.134729e+01	3.621598e+01
5.646000e+00	7.212738e+01	5.134192e+01	3.625759e+01
5.666000e+00	7.212120e+01	5.131812e+01	3.621732e+01
5.686000e+00	7.213290e+01	5.138838e+01	3.628428e+01
5.707000e+00	7.214024e+01	5.139236e+01	3.625754e+01
5.726000e+00	7.212411e+01	5.132782e+01	3.624654e+01
5.747000e+00	7.208159e+01	5.131589e+01	3.623152e+01
5.767000e+00	7.218661e+01	5.140931e+01	3.627153e+01
5.787000e+00	7.211255e+01	5.138071e+01	3.624267e+01
5.807000e+00	7.212062e+01	5.141804e+01	3.624541e+01
5.827000e+00	7.214503e+01	5.136620e+01	3.626534e+01
5.847000e+00	7.216568e+01	5.142125e+01	3.628862e+01
5.867000e+00	7.215805e+01	5.138887e+01	3.622089e+01
5.887000e+00	7.203159e+01	5.141580e+01	3.629435e+01
5.908000e+00	7.216459e+01	5.140004e+01	3.625444e+01
5.928000e+00	7.203944e+01	5.135789e+01	3.625573e+01
5.948000e+00	7.210078e+01	5.137987e+01	3.624696e+01
5.968000e+00	7.207069e+01	5.137617e+01	3.631175e+01
5.988000e+00	7.212077e+01	5.137268e+01	3.628165e+01
6.008000e+00	7.209525e+01	5.134478e+01	3.631237e+01
6.028000e+00	7.211589e+01	5.139278e+01	3.628212e+01
6.048000e+00	7.204626e+01	5.139362e+01	3.632647e+01
6.069000e+00	7.206277e+01	5.137806e+01	3.629322e+01
6.088000e+00	7.201887e+01	5.138259e+01	3.630359e+01
6.109000e+00	7.203951e+01	5.131805e+01	3.631263e+01
6.129000e+00	7.201567e+01	5.138448e+01	3.633147e+01
6.148000e+00	7.203922e+01	5.137959e+01	3.625986e+01
6.169000e+00	7.200622e+01	5.134177e+01	3.634412e+01
6.188000e+00	7.207584e+01	5.143722e+01	3.629414e+01
6.209000e+00	7.205397e+01	5.136382e+01	3.633989e+01
6.229000e+00	7.208152e+01	5.131226e+01	3.626539e+01
6.249000e+00	7.198907e+01	5.131317e+01	3.634567e+01
6.270000e+00	7.211698e+01	5.137303e+01	3.630158e+01
6.290000e+00	7.198420e+01	5.135636e+01	3.633586e+01
6.309000e+00	7.202243e+01	5.131498e+01	3.629523e+01
6.330000e+00	7.202897e+01	5.135908e+01	3.634108e+01
6.350000e+00	7.205267e+01	5.140778e+01	3.636978e+01
6.370000e+00	7.203551e+01	5.130131e+01	3.630091e+01
6.390000e+00	7.207098e+01	5.134715e+01	3.636023e+01
6.410000e+00	7.206357e+01	5.139034e+01	3.636663e+01
6.430000e+00	7.207534e+01	5.135238e+01	3.632791e+01
6.450000e+00	7.202534e+01	5.135782e+01	3.636085e+01
6.470000e+00	7.206124e+01	5.135496e+01	3.630803e+01
6.490000e+00	7.201320e+01	5.134052e+01	3.636405e+01
6.510000e+00	7.211982e+01	5.132384e+01	3.629956e+01
6.531000e+00	7.201153e+01	5.126349e+01	3.633302e+01
6.551000e+00	7.203260e+01	5.133389e+01	3.631154e+01
6.570000e+00	7.197861e+01	5.135510e+01	3.630648e+01
