0.000000e+00	5.790676e+01	5.110232e+01	2.643780e+01
2.000000e-02	5.766837e+01	5.108090e+01	2.630274e+01
4.000000e-02	5.788258e+01	5.133926e+01	2.643574e+01
6.000000e-02	5.766346e+01	5.112799e+01	2.628994e+01
8.000000e-02	5.789467e+01	5.137519e+01	2.641767e+01
1.010000e-01	5.764281e+01	5.115988e+01	2.626350e+01
1.210000e-01	5.793370e+01	5.141901e+01	2.643212e+01
1.410000e-01	5.763138e+01	5.117411e+01	2.625349e+01
1.600000e-01	5.790479e+01	5.141371e+01	2.642541e+01
1.810000e-01	5.762791e+01	5.117614e+01	2.622669e+01
2.010000e-01	5.788282e+01	5.146688e+01	2.641787e+01
2.210000e-01	5.762509e+01	5.109946e+01	2.622638e+01
2.410000e-01	5.788845e+01	5.142062e+01	2.640383e+01
2.610000e-01	5.763287e+01	5.119191e+01	2.625953e+01
2.800000e-01	5.784966e+01	5.146011e+01	2.640047e+01
3.020000e-01	5.760474e+01	5.114118e+01	2.623604e+01
3.210000e-01	5.782249e+01	5.140513e+01	2.635974e+01
3.420000e-01	5.758852e+01	5.116965e+01	2.623031e+01
3.620000e-01	5.790634e+01	5.148453e+01	2.639299e+01
3.820000e-01	5.760037e+01	5.119295e+01	2.621157e+01
4.020000e-01	5.783769e+01	5.144957e+01	2.641049e+01
4.220000e-01	5.756308e+01	5.118158e+01	2.619763e+01
4.420000e-01	5.781202e+01	5.144134e+01	2.640398e+01
4.620000e-01	5.753795e+01	5.115409e+01	2.620775e+01
4.820000e-01	5.797781e+01	5.083831e+01	2.648003e+01
5.020000e-01	5.744027e+01	5.065495e+01	2.617625e+01
5.220000e-01	5.776539e+01	5.118458e+01	2.638808e+01
5.430000e-01	5.747474e+01	5.086293e+01	2.621616e+01
5.620000e-01	5.776228e+01	5.122198e+01	2.636134e+01
5.830000e-01	5.751807e+01	5.096396e+01	2.618931e+01
6.020000e-01	5.783224e+01	5.126007e+01	2.640151e+01
6.230000e-01	5.745451e+01	5.100331e+01	2.621869e+01
6.430000e-01	5.779011e+01	5.132663e+01	2.637708e+01
6.620000e-01	5.750539e+01	5.102034e+01	2.620418e+01
6.830000e-01	5.782692e+01	5.131505e+01	2.640522e+01
7.020000e-01	5.745607e+01	5.101957e+01	2.615080e+01
7.230000e-01	5.782339e+01	5.134715e+01	2.637569e+01
7.440000e-01	5.742130e+01	5.096201e+01	2.616913e+01
7.640000e-01	5.783368e+01	5.142962e+01	2.641101e+01
7.840000e-01	5.739993e+01	5.093836e+01	2.615142e+01
8.040000e-01	5.779196e+01	5.138908e+01	2.639345e+01
8.240000e-01	5.744057e+01	5.094778e+01	2.615942e+01
