T_sample_(K)	I_s	V_nv	R_nv
2.98722E+2	9.99985E-5	4.25305E-2	4.25312E+2
2.98726E+2	9.99985E-5	4.25319E-2	4.25325E+2
2.98733E+2	9.99985E-5	4.25330E-2	4.25336E+2
2.98741E+2	9.99986E-5	4.25323E-2	4.25329E+2
2.98748E+2	9.99986E-5	4.25336E-2	4.25342E+2
2.98753E+2	9.99986E-5	4.25342E-2	4.25348E+2
2.98759E+2	9.99985E-5	4.25316E-2	4.25323E+2
2.98764E+2	9.99984E-5	4.25295E-2	4.25302E+2
2.98768E+2	9.99985E-5	4.25284E-2	4.25290E+2
2.98771E+2	9.99985E-5	4.25291E-2	4.25297E+2
2.98772E+2	9.99985E-5	4.25289E-2	4.25295E+2
2.98772E+2	9.99985E-5	4.25241E-2	4.25247E+2
2.98773E+2	9.99985E-5	4.25197E-2	4.25203E+2
2.98771E+2	9.99985E-5	4.25215E-2	4.25222E+2
2.98766E+2	9.99985E-5	4.25207E-2	4.25213E+2
2.98759E+2	9.99985E-5	4.25162E-2	4.25168E+2
2.98751E+2	9.99985E-5	4.25132E-2	4.25138E+2
2.98743E+2	9.99984E-5	4.25102E-2	4.25109E+2
2.98732E+2	9.99985E-5	4.25074E-2	4.25080E+2
2.98718E+2	9.99985E-5	4.24999E-2	4.25005E+2
2.98702E+2	9.99986E-5	4.24962E-2	4.24968E+2
2.98684E+2	9.99985E-5	4.24941E-2	4.24948E+2
2.98664E+2	9.99985E-5	4.24886E-2	4.24893E+2
2.98640E+2	9.99985E-5	4.24831E-2	4.24837E+2
2.98615E+2	9.99986E-5	4.24775E-2	4.24781E+2
2.98590E+2	9.99986E-5	4.24722E-2	4.24729E+2
2.98560E+2	9.99985E-5	4.24667E-2	4.24674E+2
2.98527E+2	9.99985E-5	4.24598E-2	4.24604E+2
2.98493E+2	9.99985E-5	4.24511E-2	4.24518E+2
2.98458E+2	9.99985E-5	4.24450E-2	4.24456E+2
2.98420E+2	9.99985E-5	4.24391E-2	4.24398E+2
2.98380E+2	9.99984E-5	4.24311E-2	4.24318E+2
2.98336E+2	9.99985E-5	4.24240E-2	4.24247E+2
2.98290E+2	9.99985E-5	4.24164E-2	4.24170E+2
2.98241E+2	9.99985E-5	4.24093E-2	4.24099E+2
2.98190E+2	9.99984E-5	4.23992E-2	4.23999E+2
2.98137E+2	9.99984E-5	4.23862E-2	4.23869E+2
2.98082E+2	9.99985E-5	4.23803E-2	4.23809E+2
2.98026E+2	9.99985E-5	4.23742E-2	4.23749E+2
2.97965E+2	9.99985E-5	4.23623E-2	4.23629E+2
2.97903E+2	9.99985E-5	4.23549E-2	4.23555E+2
2.97838E+2	9.99985E-5	4.23475E-2	4.23481E+2
2.97769E+2	9.99985E-5	4.23394E-2	4.23400E+2
2.97702E+2	9.99984E-5	4.23289E-2	4.23295E+2
2.97630E+2	9.99985E-5	4.23143E-2	4.23149E+2
2.97555E+2	9.99985E-5	4.23046E-2	4.23052E+2
2.97480E+2	9.99985E-5	4.22946E-2	4.22952E+2
2.97403E+2	9.99985E-5	4.22836E-2	4.22842E+2
2.97322E+2	9.99985E-5	4.22725E-2	4.22732E+2
2.97239E+2	9.99985E-5	4.22628E-2	4.22634E+2
2.97154E+2	9.99986E-5	4.22489E-2	4.22495E+2
2.97068E+2	9.99985E-5	4.22391E-2	4.22397E+2
2.96981E+2	9.99985E-5	4.22366E-2	4.22372E+2
2.96891E+2	9.99985E-5	4.22249E-2	4.22255E+2
2.96799E+2	9.99985E-5	4.22061E-2	4.22067E+2
2.96708E+2	9.99985E-5	4.21943E-2	4.21950E+2
2.96614E+2	9.99986E-5	4.21821E-2	4.21827E+2
2.96517E+2	9.99986E-5	4.21718E-2	4.21724E+2
2.96420E+2	9.99986E-5	4.21610E-2	4.21616E+2
2.96319E+2	9.99985E-5	4.21500E-2	4.21506E+2
2.96218E+2	9.99986E-5	4.21375E-2	4.21381E+2
2.96114E+2	9.99985E-5	4.21252E-2	4.21259E+2
2.96008E+2	9.99985E-5	4.21141E-2	4.21147E+2
2.95904E+2	9.99985E-5	4.21019E-2	4.21025E+2
2.95796E+2	9.99986E-5	4.20872E-2	4.20878E+2
2.95687E+2	9.99985E-5	4.20732E-2	4.20738E+2
2.95575E+2	9.99985E-5	4.20600E-2	4.20607E+2
2.95460E+2	9.99985E-5	4.20472E-2	4.20478E+2
2.95347E+2	9.99985E-5	4.20349E-2	4.20355E+2
2.95230E+2	9.99985E-5	4.20242E-2	4.20249E+2
2.95112E+2	9.99985E-5	4.20110E-2	4.20116E+2
2.94993E+2	9.99985E-5	4.19969E-2	4.19976E+2
2.94870E+2	9.99985E-5	4.19841E-2	4.19848E+2
2.94748E+2	9.99985E-5	4.19709E-2	4.19715E+2
2.94625E+2	9.99985E-5	4.19583E-2	4.19589E+2
2.94500E+2	9.99984E-5	4.19444E-2	4.19450E+2
2.94374E+2	9.99984E-5	4.19313E-2	4.19320E+2
2.94244E+2	9.99984E-5	4.19184E-2	4.19191E+2
2.94113E+2	9.99985E-5	4.19041E-2	4.19047E+2
2.93983E+2	9.99986E-5	4.18899E-2	4.18904E+2
2.93852E+2	9.99986E-5	4.18741E-2	4.18747E+2
2.93718E+2	9.99986E-5	4.18617E-2	4.18623E+2
2.93581E+2	9.99986E-5	4.18517E-2	4.18523E+2
2.93445E+2	9.99985E-5	4.18388E-2	4.18394E+2
