T_sample_(K)	I_s	V_nv	R_nv
2.99499E+2	9.99988E-5	3.21097E-2	3.21101E+2
2.99498E+2	9.99988E-5	3.21096E-2	3.21100E+2
2.99498E+2	9.99988E-5	3.21095E-2	3.21099E+2
2.99498E+2	9.99987E-5	3.21094E-2	3.21098E+2
2.99498E+2	9.99986E-5	3.21089E-2	3.21094E+2
2.99497E+2	9.99987E-5	3.21083E-2	3.21087E+2
2.99496E+2	9.99988E-5	3.21076E-2	3.21080E+2
2.99493E+2	9.99987E-5	3.21066E-2	3.21070E+2
2.99488E+2	9.99987E-5	3.21054E-2	3.21058E+2
2.99484E+2	9.99986E-5	3.21039E-2	3.21043E+2
2.99479E+2	9.99986E-5	3.21021E-2	3.21025E+2
2.99471E+2	9.99987E-5	3.21000E-2	3.21004E+2
2.99463E+2	9.99988E-5	3.20977E-2	3.20981E+2
2.99451E+2	9.99988E-5	3.20953E-2	3.20957E+2
2.99438E+2	9.99987E-5	3.20926E-2	3.20930E+2
2.99423E+2	9.99988E-5	3.20896E-2	3.20900E+2
2.99407E+2	9.99988E-5	3.20861E-2	3.20865E+2
2.99387E+2	9.99987E-5	3.20825E-2	3.20829E+2
2.99364E+2	9.99987E-5	3.20786E-2	3.20791E+2
2.99339E+2	9.99987E-5	3.20747E-2	3.20751E+2
2.99313E+2	9.99987E-5	3.20704E-2	3.20709E+2
2.99285E+2	9.99987E-5	3.20660E-2	3.20664E+2
2.99252E+2	9.99988E-5	3.20611E-2	3.20615E+2
2.99218E+2	9.99988E-5	3.20558E-2	3.20562E+2
2.99181E+2	9.99988E-5	3.20505E-2	3.20509E+2
2.99142E+2	9.99988E-5	3.20450E-2	3.20454E+2
2.99100E+2	9.99988E-5	3.20392E-2	3.20396E+2
2.99056E+2	9.99988E-5	3.20331E-2	3.20335E+2
2.99009E+2	9.99987E-5	3.20270E-2	3.20275E+2
2.98958E+2	9.99987E-5	3.20208E-2	3.20212E+2
2.98904E+2	9.99987E-5	3.20141E-2	3.20146E+2
2.98849E+2	9.99987E-5	3.20073E-2	3.20077E+2
2.98793E+2	9.99987E-5	3.20003E-2	3.20007E+2
2.98734E+2	9.99988E-5	3.19932E-2	3.19935E+2
2.98671E+2	9.99988E-5	3.19859E-2	3.19863E+2
2.98606E+2	9.99988E-5	3.19785E-2	3.19788E+2
2.98538E+2	9.99988E-5	3.19708E-2	3.19711E+2
2.98467E+2	9.99988E-5	3.19629E-2	3.19633E+2
2.98393E+2	9.99988E-5	3.19549E-2	3.19553E+2
2.98319E+2	9.99988E-5	3.19467E-2	3.19471E+2
2.98242E+2	9.99987E-5	3.19384E-2	3.19388E+2
2.98163E+2	9.99987E-5	3.19301E-2	3.19305E+2
2.98080E+2	9.99988E-5	3.19215E-2	3.19219E+2
2.97995E+2	9.99988E-5	3.19127E-2	3.19131E+2
2.97909E+2	9.99987E-5	3.19037E-2	3.19041E+2
2.97819E+2	9.99988E-5	3.18947E-2	3.18951E+2
2.97725E+2	9.99987E-5	3.18856E-2	3.18860E+2
2.97631E+2	9.99986E-5	3.18763E-2	3.18767E+2
2.97535E+2	9.99988E-5	3.18667E-2	3.18671E+2
2.97435E+2	9.99988E-5	3.18571E-2	3.18575E+2
2.97333E+2	9.99987E-5	3.18476E-2	3.18480E+2
2.97232E+2	9.99987E-5	3.18377E-2	3.18382E+2
2.97126E+2	9.99988E-5	3.18279E-2	3.18283E+2
2.97019E+2	9.99988E-5	3.18179E-2	3.18183E+2
2.96912E+2	9.99988E-5	3.18077E-2	3.18081E+2
2.96802E+2	9.99988E-5	3.17974E-2	3.17978E+2
2.96692E+2	9.99988E-5	3.17870E-2	3.17874E+2
2.96581E+2	9.99988E-5	3.17766E-2	3.17770E+2
2.96465E+2	9.99987E-5	3.17658E-2	3.17662E+2
2.96347E+2	9.99988E-5	3.17549E-2	3.17552E+2
2.96225E+2	9.99988E-5	3.17442E-2	3.17445E+2
2.96102E+2	9.99988E-5	3.17333E-2	3.17337E+2
2.95981E+2	9.99988E-5	3.17223E-2	3.17227E+2
2.95859E+2	9.99988E-5	3.17114E-2	3.17118E+2
2.95730E+2	9.99988E-5	3.17002E-2	3.17006E+2
2.95602E+2	9.99987E-5	3.16891E-2	3.16895E+2
2.95473E+2	9.99987E-5	3.16779E-2	3.16783E+2
2.95342E+2	9.99987E-5	3.16665E-2	3.16669E+2
2.95210E+2	9.99987E-5	3.16549E-2	3.16554E+2
2.95073E+2	9.99987E-5	3.16433E-2	3.16437E+2
2.94936E+2	9.99988E-5	3.16318E-2	3.16322E+2
2.94799E+2	9.99988E-5	3.16200E-2	3.16203E+2
2.94658E+2	9.99988E-5	3.16081E-2	3.16085E+2
2.94516E+2	9.99987E-5	3.15965E-2	3.15969E+2
2.94374E+2	9.99986E-5	3.15844E-2	3.15848E+2
2.94229E+2	9.99987E-5	3.15722E-2	3.15726E+2
2.94082E+2	9.99988E-5	3.15598E-2	3.15602E+2
2.93933E+2	9.99988E-5	3.15476E-2	3.15480E+2
2.93782E+2	9.99987E-5	3.15356E-2	3.15361E+2
2.93633E+2	9.99987E-5	3.15236E-2	3.15241E+2
2.93485E+2	9.99987E-5	3.15115E-2	3.15119E+2
2.93332E+2	9.99987E-5	3.14988E-2	3.14992E+2
2.93176E+2	9.99987E-5	3.14859E-2	3.14863E+2
2.93017E+2	9.99987E-5	3.14731E-2	3.14735E+2
2.92856E+2	9.99986E-5	3.14606E-2	3.14610E+2
2.92696E+2	9.99987E-5	3.14481E-2	3.14486E+2
2.92537E+2	9.99987E-5	3.14355E-2	3.14359E+2
2.92375E+2	9.99987E-5	3.14226E-2	3.14230E+2
2.92210E+2	9.99988E-5	3.14097E-2	3.14101E+2
2.92048E+2	9.99988E-5	3.13969E-2	3.13973E+2
2.91881E+2	9.99988E-5	3.13841E-2	3.13845E+2
2.91714E+2	9.99989E-5	3.13713E-2	3.13717E+2
2.91547E+2	9.99989E-5	3.13586E-2	3.13590E+2
2.91380E+2	9.99988E-5	3.13459E-2	3.13462E+2
2.91213E+2	9.99988E-5	3.13330E-2	3.13334E+2
2.91047E+2	9.99988E-5	3.13201E-2	3.13205E+2
2.90881E+2	9.99988E-5	3.13070E-2	3.13073E+2
2.90712E+2	9.99987E-5	3.12937E-2	3.12941E+2
2.90541E+2	9.99987E-5	3.12804E-2	3.12808E+2
2.90368E+2	9.99989E-5	3.12672E-2	3.12676E+2
2.90195E+2	9.99989E-5	3.12544E-2	3.12548E+2
2.90024E+2	9.99987E-5	3.12415E-2	3.12419E+2
2.89851E+2	9.99987E-5	3.12281E-2	3.12285E+2
2.89676E+2	9.99988E-5	3.12149E-2	3.12153E+2
2.89500E+2	9.99988E-5	3.12019E-2	3.12023E+2
2.89325E+2	9.99989E-5	3.11886E-2	3.11889E+2
2.89149E+2	9.99989E-5	3.11751E-2	3.11754E+2
2.88971E+2	9.99988E-5	3.11620E-2	3.11624E+2
2.88791E+2	9.99988E-5	3.11491E-2	3.11494E+2
2.88610E+2	9.99988E-5	3.11360E-2	3.11364E+2
2.88431E+2	9.99988E-5	3.11228E-2	3.11232E+2
2.88251E+2	9.99988E-5	3.11094E-2	3.11098E+2
2.88070E+2	9.99988E-5	3.10960E-2	3.10964E+2
2.87888E+2	9.99988E-5	3.10828E-2	3.10832E+2
2.87706E+2	9.99988E-5	3.10692E-2	3.10696E+2
2.87522E+2	9.99988E-5	3.10557E-2	3.10560E+2
2.87338E+2	9.99988E-5	3.10419E-2	3.10423E+2
2.87151E+2	9.99988E-5	3.10283E-2	3.10287E+2
2.86964E+2	9.99987E-5	3.10149E-2	3.10153E+2
2.86776E+2	9.99986E-5	3.10012E-2	3.10017E+2
2.86586E+2	9.99987E-5	3.09874E-2	3.09878E+2
2.86398E+2	9.99987E-5	3.09734E-2	3.09738E+2
2.86206E+2	9.99987E-5	3.09593E-2	3.09597E+2
2.86012E+2	9.99987E-5	3.09460E-2	3.09464E+2
2.85823E+2	9.99988E-5	3.09327E-2	3.09331E+2
2.85638E+2	9.99988E-5	3.09190E-2	3.09194E+2
2.85450E+2	9.99987E-5	3.09053E-2	3.09057E+2
2.85262E+2	9.99987E-5	3.08919E-2	3.08923E+2
2.85075E+2	9.99987E-5	3.08783E-2	3.08786E+2
2.84884E+2	9.99987E-5	3.08646E-2	3.08650E+2
2.84693E+2	9.99988E-5	3.08509E-2	3.08512E+2
2.84503E+2	9.99988E-5	3.08370E-2	3.08374E+2
2.84310E+2	9.99988E-5	3.08233E-2	3.08237E+2
2.84117E+2	9.99988E-5	3.08092E-2	3.08095E+2
2.83923E+2	9.99988E-5	3.07953E-2	3.07957E+2
2.83728E+2	9.99988E-5	3.07813E-2	3.07817E+2
2.83534E+2	9.99987E-5	3.07672E-2	3.07676E+2
2.83339E+2	9.99987E-5	3.07538E-2	3.07542E+2
2.83142E+2	9.99987E-5	3.07401E-2	3.07405E+2
2.82947E+2	9.99987E-5	3.07261E-2	3.07265E+2
2.82751E+2	9.99988E-5	3.07118E-2	3.07122E+2
2.82553E+2	9.99988E-5	3.06975E-2	3.06979E+2
2.82352E+2	9.99987E-5	3.06833E-2	3.06837E+2
2.82151E+2	9.99987E-5	3.06697E-2	3.06701E+2
2.81952E+2	9.99987E-5	3.06558E-2	3.06562E+2
2.81752E+2	9.99987E-5	3.06419E-2	3.06423E+2
2.81552E+2	9.99987E-5	3.06281E-2	3.06285E+2
2.81350E+2	9.99988E-5	3.06134E-2	3.06137E+2
2.81147E+2	9.99989E-5	3.05983E-2	3.05986E+2
2.80942E+2	9.99988E-5	3.05835E-2	3.05839E+2
2.80737E+2	9.99987E-5	3.05696E-2	3.05700E+2
2.80531E+2	9.99988E-5	3.05556E-2	3.05559E+2
2.80329E+2	9.99988E-5	3.05416E-2	3.05419E+2
2.80128E+2	9.99987E-5	3.05276E-2	3.05279E+2
2.79927E+2	9.99988E-5	3.05132E-2	3.05136E+2
2.79728E+2	9.99988E-5	3.04989E-2	3.04992E+2
2.79524E+2	9.99988E-5	3.04847E-2	3.04851E+2
2.79321E+2	9.99987E-5	3.04704E-2	3.04708E+2
2.79118E+2	9.99988E-5	3.04558E-2	3.04561E+2
